Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-544603-110492,"89,062.00",HTA Researcher Lead,CV2 2DX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-544603-110492,"98,115.00",HTA Researcher Lead,CV2 2DX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"34,775.00",Research for Patient Benefit,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"20,980.00",Research for Patient Benefit,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"82,910.78",HTA Researcher Lead,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"12,955.00",Research for Patient Benefit,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"8,816.00",Research for Patient Benefit,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-544604-110528,"9,455.00",Experimental Cancer Medicine Centres,LE5 4QF,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ERS-544605-110519,"21,410.00",Research Capability Funding (STANDARD),LA1 4GG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ERS-544605-110519,"34,106.16",Cochrane (CRG) Programme Grants,LA1 4GG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-544607-110489,"18,884.00",Research for Patient Benefit,ST4 7LN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-544607-110489,"94,978.00",Invention for Innovation,ST4 7LN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,VELINDRE NHS TRUST,ERS-544610-110551,"63,096.29",HTA Researcher Lead,CF11 9LJ,,,PUBLIC,,GB654802433
,,29/09/2015,Research & development,DG: RDD,WHITTINGTON HOSPITAL NHS TRUST,ERS-544613-110493,"103,036.00",Programme Grants for NHS Trusts,N19 5NF,,,PUBLIC,,
,,01/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10109823,"-55,170.00",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,01/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10109823,"55,170.00",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,30/09/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,CHAPS29/9/15,"690,200.89",ESR Transition,PO6 3AU,,,LARGE,,GB107328000014
,,30/09/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,CHAPS29/9/15,"404,989.06",ESR Transition,PO6 3AU,,,LARGE,,GB107328000014
,,01/09/2015,Expense clearing GPC (ST),DG: Central Technical,THE ROYAL BANK OF SCOTLAND PLC,5555001-03-SEP-15,"35,128.45",,SS1 9AJ,,,LARGE,,
,,01/09/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584193887,"26,544.82",WR0524 Network Data Domain Upgrade - Phase 2,WS11 0JA,,,LARGE,,GB232327983
,,01/09/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584194021,"97,257.00",WAN LAN improvement project - WR303-03,WS11 0JA,,,LARGE,,GB232327983
,,01/09/2015,Outsourcing Contract,DG: ERD,IBM UK LTD,5807152019,"64,845.00",IBM Management Price,PO6 3AU,,,LARGE,,GB107328000014
,,01/09/2015,Outsourcing Contract,DG: ERD,IBM UK LTD,5807152019,"1,158,480.00",IBM 3rd party Novated Price,PO6 3AU,,,LARGE,,GB107328000014
,,01/09/2015,Outsourcing Contract,DG: ERD,IBM UK LTD,5807152019,"94,317.00",IBM 3rd Party IBM Cost/Price,PO6 3AU,,,LARGE,,GB107328000014
,,01/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10189,"43,014.00",Revenue: Spine 2 Intechnology - Setup and hosting charges- Apr 15- Jun16,HG3 1UG,,,SME,,
,,01/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10201,"43,014.00",Revenue: Spine 2 Intechnology - Setup and hosting charges- Apr 15- Jun16,HG3 1UG,,,SME,,
,,02/09/2015,Outsourcing Contract,DG: RDD,LGC LTD,50423550,"853,283.54",Central Commissioning Function,TW11 0LY,,,LARGE,,GB674056721
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"1,128.95",OC/2015/05 - OPC Adjustment Charge,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"40,700.00",OC/2015/09- Business Support,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"16,401.05",OC/2015/08 - Premises,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"24,766.90",OC/2015/07 - Other overheads and profit,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"5,825.75",OC/2015/04,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"10,897.40",OC/2015/06 - Expenses,GU21 6QX,,,LARGE,,GB900540375
,,02/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195297,"247,728.73",OC/2015/01,GU21 6QX,,,LARGE,,GB900540375
,,30/09/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584195950,"62,896.00",IWS2 Programme - IWS Service Improvement,WS11 0JA,,,LARGE,,GB232327983
,,03/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00387275RI,"31,152.30",Skipton House - FM Variable Works FY2015/2016,SO53 3YE,,,LARGE,,GB188414046
,,03/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00387276ARI,"36,670.98",Wellington House - FM Variable Works FY2015/2016,SO53 3YE,,,LARGE,,GB188414046
,,03/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00387278RI,"37,384.04",Richmond House - FM Variable Works FY2015/2016,SO53 3YE,,,LARGE,,GB188414046
,,03/09/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13770,"172,626.88",BJSS 15/16 capital: July 15 - Sept 15,LS1 2TW,,,SME,,GB613295452
,,03/09/2015,Research & development,DG: RDD,ORTHOX LTD,150730,"48,349.75",Invention for Innovation,OX144SE,,,SME,,GB941723036
,,03/09/2015,Research & development,DG: RDD,RAND EUROPE CIC,15385/10073-65,"41,637.59",PROJECTS,CB4 1YG,,,SME,,GB599625179
,,30/09/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584195930,"57,637.12",WAN LAN improvement project - WR303-03,WS11 0JA,,,LARGE,,GB232327983
,,03/09/2015,Consultancy/Professional Advice,DG: Central Technical,DLA PIPER UK LLP,54784854,"122,223.86",Professional service,LS1 4BY,,,LARGE,,GB823809815
,,03/09/2015,Consultancy/Professional Advice,DG: Central Technical,DLA PIPER UK LLP,54784915,"154,491.12",Professional service,LS1 4BY,,,LARGE,,GB823809815
,,03/09/2015,Service charge,DG: IGT,MASTEK UK LTD,90334880,"66,651.75",Revenue: 2015/16 SUS Spine Mastek - R15 - BAU Test Resource  WP 21,RG1 8BW,,,LARGE,,GB849750580
,,30/09/2015,Service charge,DG: IGT,DATAPHARM COMMUNICATIONS LTD,11182,"97,873.20",NHS Choices: revenue 15/16. provision of medicine guides on NHS website 01/07/15 - 30/09/15,KT227AX,,,SME,,GB242206992
,,30/09/2015,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,ABPGP S1 LTD & ABPGP S2 LTD,10100/1714,"41,456.13","SO5400 - 4630 Kingsgate, Oxford Business Park  - rent",SN1 1DA,,,LARGE,,GB844289303
,,04/09/2015,Other Admin expenditure,DG: Central Technical,JONES LANG LASALLE,BHDILAPS,"30,000.00",,E14 5EG,,,SME,,
,,04/09/2015,Outsourcing Contract,DG: ERD,METHODS CONSULTING,SIN017408,"134,218.51",NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,,GB859140314
,,07/09/2015,Outsourcing Contract,DG: ERD,NHS CONFEDERATION,14513,"2,007,597.16",NHSE contract for the period of April 2015 - March 2016,LS10 1JR,,,PUBLIC,,
,,07/09/2015,Printing,DG: PHD,WILLIAMS LEA LTD,DH15080003,"47,960.76",DOH 3201 HSA4 abortion form reprint,W1F 8PR,,,LARGE,,GB662774703
,,08/09/2015,Outsourcing Contract,DG: PHD,DHL Supply Chain Limited,23000278,"300,000.00",DHL Supply Chain - School Fruit Vegetable Scheme (SFVS) Management Fee 2015/16 - 1st April to 31st July 2015,MK9 1EQ,,,LARGE,,GB230113042
,,08/09/2015,Professional fees,DG: PHD,ITSA LTD,80426,"75,846.41",Tobacco control legislation -  Tender for national Support for Local Authority Enforcement,SS15 6TH,,,SME,13897,GB795862660
,,08/09/2015,Outsourcing Contract,DG: ERD,METHODS CONSULTING,SIN017807,"134,218.51",NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,,GB859140314
,,29/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10202,"1,914.00",Revenue: Spine 2 Intechnology - Setup and hosting charges- Apr 15- Jun16,HG3 1UG,,,SME,,
,,09/09/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,37532,"70,243.20",EEA Healthcare End to End Process Project (Sapient) (1),E1 6DU,,,LARGE,,GB718603436
,,09/09/2015,IT minor costs non capital,DG: GOAD,RICOH UK LTD,56676361,"35,568.00",SECURE30 Ricoh Data Cleansing – Full Machine Sanitisation DH estate and HRA printers.,NN4 7YB,,,SME,,GB524161280
,,09/09/2015,Addition Clearing - IT,DG: GOAD,Optevia Ltd,DFH020,"35,292.00",Contact Replacement - Exception Report,ME18 5JH,,,SME,,GB785918076
,,10/09/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-448,"294,330.57",April 15 - March 16 CCN Charges,SL1 2EJ,,,LARGE,,GB904440552
,,10/09/2015,Research & development,DG: RDD,Enigma Diagnostics Ltd,1000020,"90,169.10",Invention for Innovation,SP4 0JQ,,,SME,,GB851967978
,,29/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10202,"24,144.00",Revenue: Spine 2 Intechnology -  Setup and hosting charges- Nov 14-Mar 15,HG3 1UG,,,SME,,
,,10/09/2015,Service charge,DG: IGT,WIGGLY AMPS LTD,15179,"60,960.00",Revenue: F/Y 2015/16 GPSoC  Wiggly -  Phase 2 PFS Minimum Viable Specification and Assurance Service GPSoC -CCNa-014,NR28 9BT,,,SME,,GB759671281
,,10/09/2015,Service charge,DG: IGT,PAERS Ltd,207,"71,415.00",Revenue: 2015/16 GPSoC PAERS - Phase 2 PFS Minimum Viable Specification and Assurance Service - GPSoC-CCNa-014,LN9 6QB,,,SME,,GB838831789
,,10/09/2015,Service charge,DG: IGT,IMS Health Technology Services Limited,4122001034,"85,667.00","Revenue: 2015/16 SUS Spine IMS Health  CCN 001 SUS Live Service Agreement 12 Month Contract 1516	 ",ST8 0LQ,,,LARGE,,GB678124612
,,10/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,424799,"77,290.21",Richmond House - Comms Group Furniture - 4th Floor RH,BD3 7AE,,,SME,,
,,10/09/2015,Service charge,DG: IGT,iPlato Healthcare Ltd,4364,"75,000.00",Revenue: 2015/16 GPSoC IPlato - Phase 2 PFS Minimum Viable Specification and Assurance Service - GPSoC-CCNa-014,W6 0NB,,,LARGE,,GB906258620
,,10/09/2015,Consultancy/Professional Advice,DG: SFNHS,KPMG LLP,5501076781,"58,518.60",Financial Template Project,E14 5AG,,,LARGE,,GB791788859
,,10/09/2015,Addition Clearing - SW LIC,DG: IGT,PCTI Solutions Limited,56384,"541,803.37",Capital: F/Y 2014/15 GPSoC PCTI -  Subsidiary  Module Software Licence Charges ( Document Managenent),WF10 5QU,,,SME,,698853945
,,10/09/2015,Service charge,DG: IGT,PCTI Solutions Limited,56384,"339,295.90","Revenue:  F/Y 2015/16 GPSoC PCTI - Charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Software and Support Charges""	 ",WF10 5QU,,,SME,,698853945
,,10/09/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000789869,"50,219.89",Skipton House - Electricity Charges from April 2015 - March 2016,PL3 5XQ,,,LARGE,,
,,10/09/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000789869,0.01,,PL3 5XQ,,,LARGE,,
,,10/09/2015,Service charge,DG: IGT,MASTEK UK LTD,90334863,"209,831.79","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,,,LARGE,,GB849750580
,,10/09/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN92684-1,"1,806,238.75",Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,,,LARGE,,GB927149214
,,10/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10211,"29,093.53","Revenue: 2015/16 SUS Spine In technology  INT1-1-009 Extension to Oracle OCS resource	 ",HG3 1UG,,,SME,,
,,11/09/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-447,"2,386,400.34",April 15 - March 16 Core Service Charges,SL1 2EJ,,,LARGE,,GB904440552
,,11/09/2015,Service charge,DG: IGT,BT GROUP PLC,391070,"291,542.91",Revenue: 2015/16 SUS Spine BT - CCN 927 - Spine Descoping Phase 2 Breakage Costs,NW9 5BA,,,LARGE,,GB245719348
,,11/09/2015,Service charge,DG: IGT,BT GROUP PLC,392032,"6,606,523.15",Revenue: 2015/16 N3 Services Core Contract to cover spend for services due for payment up to and including March 2016,NW9 6LB,,,LARGE,,GB245719348
,,11/09/2015,Outsourcing Contract,DG: SFNHS,ATOS IT SOLUTIONS AND SERVICES LTD,5584195032,"28,130.00",Business case development with Portsmouth Hospitals NHS Trust,WS11 0JA,,,LARGE,,GB232327983
,,11/09/2015,Outsourcing Contract,DG: SFNHS,ATOS IT SOLUTIONS AND SERVICES LTD,5584195032,"79,920.00",Business case development with Plymouth Hospitals NHS Trust,WS11 0JA,,,LARGE,,GB232327983
,,11/09/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584195069,"1,304,943.68",August 2015 IMS3 Open Service charges,WS11 0JA,,,LARGE,,GB232327983
,,14/09/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-450,"38,485.87",April 15 - March 16 Core Service Charges,SL1 2EJ,,,LARGE,,GB904440552
,,14/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10110314,"164,640.00",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,14/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10110315,"30,842.40",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,14/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10110316,"164,640.00",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,14/09/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10110317,"30,842.40",Information Systems,SG8 6DP,,,LARGE,,GB238535057
,,14/09/2015,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,1111226499,"115,888.00",Financial Modelling,MK9 1FD,,,LARGE,,GB809707706
,,29/09/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10190,"26,058.00",Revenue: Spine 2 Intechnology -  Setup and hosting charges- Nov 14-Mar 15,HG3 1UG,,,SME,,
,,14/09/2015,IT minor costs non capital,DG: PHD,SAPIENT LTD,37395,"34,768.75","Change request ACCEA 12, SOW 124/CR16/PID 98742",E1 6DU,,,LARGE,,GB718603436
,,14/09/2015,Outsourcing Contract,DG: PHD,SERCO LTD,91170615,"226,953.99",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,,GB207523388
,,14/09/2015,Outsourcing Contract,DG: PHD,SERCO LTD,91174692,"30,548.71",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,,GB207523388
,,14/09/2015,Provisions cash payment,DG: PHD,MFET LTD,MFET-2/2015-16/MFET,"1,314,221.42",MFET ltd funding 2015/16,SW1H 0QS,,,VCS,,
,,15/09/2015,Research & development,DG: RDD,CREO MEDICAL LIMITED,122_i4i_Q1,"152,552.00",Invention for Innovation,NP16 5UH,,,SME,,GB826659296
,,15/09/2015,IT minor costs non capital,DG: PHD,SAPIENT LTD,37611,"32,610.00","Change request ACCEA 12, SOW 124/CR16/PID 98742",E1 6DU,,,LARGE,,GB718603436
,,15/09/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195792,"28,800.00",WO/2013/10 - BP5 - Forecasting the social care workforce,GU21 6QX,,,LARGE,,GB900540375
,,16/09/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,37654,"47,116.80",EEA Healthcare End to End Process Project,E1 6DU,,,LARGE,,GB718603436
,,16/09/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584188870,"122,494.86",Revenue: CAB Extension April  2015 to June 2015 - ACCN 559,NW1 3HG,,,LARGE,,GB232327983
,,16/09/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,MAPELEY BETA ACQ LTD C/O FI REAL ESTATE MANAGEMENT LTD,90/001/001-29/9/2015,"84,625.00",Premier House - Accommodation Rent for FY2015/1,SE1 0TA,,,LARGE,,
,,16/09/2015,Contractor/Staff Substitution,DG: SFNHS,ARNAOUS LTD,DH-001/2015-16,"78,300.00",Private Finance Lead,SG6 1AS,,,SME,,GB792530712
,,16/09/2015,Travel & subsistence non staff,DG: SFNHS,ARNAOUS LTD,DH-001/2015-16,280.98,Private Finance Lead - Expenses,SG6 1AS,,,SME,,GB792530712
,,16/09/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-1/10/2015PARTGROUNDFLOOR,"108,750.00","Blenheim House - Part Grd, 1st & 2nd Floors",M2 2FE,,,LARGE,,GB606046468
,,16/09/2015,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-1/10/2015PARTGROUNDFLOOR,"39,510.10","Blenheim House - Part Grd, 1st & 2nd Floors",M2 2FE,,,LARGE,,GB606046468
,,16/09/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-1/10/2015PARTGROUNDFLOORVAT,"29,652.02",,M2 2FE,,,LARGE,,GB606046468
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,0.01,,BD3 7AE,,,SME,,
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,"18,765.60",Richmond House - 'A' Block - Furniture and Installation - Ground Floor,BD3 7AE,,,SME,,
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,"25,585.45",Richmond House - 'A' Block - Furniture and Installation - 4th Floor,BD3 7AE,,,SME,,
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,"28,645.09",Richmond House - 'A' Block - Furniture and Installation - 3rd Floor,BD3 7AE,,,SME,,
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,"31,692.50",Richmond House - 'A' Block - Furniture and Installation - 2nd Floor,BD3 7AE,,,SME,,
,,16/09/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,M54383,"18,496.80",Richmond House - 'A' Block - Furniture and Installation - 1st Floor,BD3 7AE,,,SME,,
,,16/09/2015,Research & development,DG: RDD,PROYKUMA TECHNOLOGIES LTD,PK011-2015,"47,397.97",Invention for Innovation,L3 5TF,,,SME,,GB900594245
,,16/09/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,LONDON AND REGIONAL PROPERTIES LTD,RENTACCOUNTSKIPTON-29/9/2015,"1,511,906.00",Skipton House - Accommodation Rent for FY2015/16,W1U 7DA,,,LARGE,,GB645139632
,,16/09/2015,Service charge,DG: IGT,SMART421 LTD,SM017937,"51,300.00",Revenue: F/Y 2015/16 Spine 2 Smart 421 - CIS directory design - additional design development,IP2 8PN,,,SME,,GB647235137
,,17/09/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388207RI,"66,713.84",Accommodation Central Management,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388208RI,"50,580.97",Building Maintenance,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388208RI,"23,198.26",Cleaning,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388208RI,"22,865.81",FM,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388208RI,"30,298.28",Security,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388209RI,"53,103.66",Building Maintenance,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388209RI,"29,884.98",Cleaning,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388209RI,"32,257.49",FM,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388209RI,"49,082.79",Security,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388210RI,"45,334.11",Building Maintenance,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388210RI,"19,209.62",Cleaning,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388210RI,"18,184.00",FM,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388210RI,"32,137.56",Security,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388212RI,"34,724.98",Care Commission (CQC),SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388214RI,"7,431.42",Building Maintenance,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388214RI,"4,639.49",Cleaning,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388214RI,"7,810.58",FM,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00388214RI,"1,664.42",Security ,SO53 3YE,,,LARGE,,GB188414046
,,17/09/2015,Service charge,DG: IGT,BT GROUP PLC,394686,"165,445.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,17/09/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,394718,"114,555.00",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,,,LARGE,,GB245719348
,,17/09/2015,Service charge,DG: IGT,BT GROUP PLC,394760,"331,973.37",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,17/09/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455691,"1,132,200.00",Revenue charges for the Period commencing FY15/16: Vodafone NHS Mail Extension - Fixed Price Core Services: April - December 15 charges and Transitional Assistance: April - September 15 charges.,RG12 1RW,,,LARGE,,GB232303710
,,17/09/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455692,"36,250.00","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
,,17/09/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455693,"30,687.07","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
,,18/09/2015,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,130197,"46,598.31",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050,GB817665306
,,18/09/2015,Outsourcing Contract,DG: SFNHS,CELERIS LTD,218,"64,500.00",PEPPOL/Celeris Phase 2 engagement,TR11 4EZ,,,SME,,GB110856438
,,21/09/2015,Service charge,DG: IGT,BT GROUP PLC,391096,"119,040.00","Revenue: 2015/16 Spine 2 CCN 927 - Spine Descoping Phase 2 - DTS Wales Underpayment	 ",NW9 5BA,,,LARGE,,GB245719348
,,21/09/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584190986,"60,563.44",Revenue: CAB Extension April  2015 to June 2015 - ACCN 559,NW1 3HG,,,LARGE,,GB232327983
