Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,£30.65,Capgemini Nov 15 Invoice charges for S05.72 Becrypt Disc Protect,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,£63.20,Capgemini Nov 15 Invoice charges for S05.63 SRAS Support (includes VOA),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,£106.61,CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,£602.16,Capgemini Nov 15 Invoice charges for  S05.104 M3035xs - MFD (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,£639.32,CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,£665.47,CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,£826.08,CapGemini November-15 invoice charge to provide video conferencing services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,£902.14,Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£1,053.71",Capgemini Nov 15 Invoice charges for S05.64 3G Provisioning,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£1,053.89",Capgemini Nov 15 Invoice charges for S05.84 Firewall Manager & Analyser,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£1,111.62",Capgemini Nov 15 Invoice charges for S05.67 Becrypt Licences - support,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£1,227.47",CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£1,705.22",CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£1,902.67",CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£2,036.12",Capgemini Nov 15 Invoice charges for S05.66 Hard disk Encryption Associations,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£2,458.26",CapGemini November-15 invoice for Call Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£2,784.74",Capgemini Nov 15 Invoice charges for S05.26 Category E Uplift,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£3,551.75",Capgemini Nov 15 Invoice charges for S05.71 HDE Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£3,732.36",Capgemini Nov 15 Invoice charges for S05.56 CCN766,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£4,050.73",Capgemini Passthrough charge for Cisco licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£4,249.58",Capgemini Nov 15 Invoice charges for S05.328 FAP Price During Dual Running Period - CCN960,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£5,323.22",Capgemini Nov 15 Invoice charges for S05.89 Mobile & BB Service Wrapper,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£5,456.84",Capgemini Passthrough charge for Harte Hanks licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£5,598.00",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£5,598.00",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£5,598.00",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£6,957.82",Capgemini Nov 15 Invoice charges for S05.50 Whitemail SSI Support,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£7,485.12",Capgemini Nov 15 Invoice charges for S05.90 Sealed Units Service Model,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£7,645.85",Capgemini Nov 15 Invoice charges for S05.83 Firewalls & Managers,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£8,289.72",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£9,238.04",Capgemini Nov 15 Invoice charges for S05.65 3G Support,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£10,441.20",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£10,441.20",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£10,441.20",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£11,120.84",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£12,021.98",Capgemini Nov 15 Invoice charges for  S05.103 CP3525x - A4 colour (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£12,100.85",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Physical Data Transf,Information Management Services,CAPGEMINI,5100072948,"£12,302.99",Cap Gemini Invoice Charges for S13 Managed Data Transfer Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£13,155.17",Capgemini Nov 15 Invoice charges for  S05.322 LIS Device Maintenance,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£14,607.20",Capgemini Nov 15 Invoice charges for  S05.81 Ongoing consumables,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£16,303.20",Capgemini Nov 15 Invoice charges for  S05.320 Central Storage Service Wrapper,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£19,237.45",Capgemini Nov 15 Invoice charges for  S05.102 CP2025dn - A4 colour (payslip) (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£20,716.14",Capgemini Nov 15 Invoice charges for S05.60 Blackberry Provisioning (includes UKBA),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£21,430.54",Capgemini Nov 15 Invoice charges for  S05.57 FAP Tape Collection Service (CCN844),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£22,960.39",Capgemini Nov 15 Invoice charges for  S05.107 M4345x - A4 mono MFD (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£23,527.36",Capgemini Passthrough charge for Citrix licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£24,725.17",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£25,663.58",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Cloud & Collab,Information Management Services,CAPGEMINI,5100072948,"£25,831.39",Capgemini July 15 Invoice charges for Cloud & Collaboration Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£25,942.74",Capgemini Passthrough charge for Harte Hanks licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£26,390.46",Capgemini Nov 15 Invoice charges for  S05.200A MOIS Lifecycle Management MOIS Software Asset,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£28,217.10",Capgemini Passthrough charge for Pega licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£29,985.76",Capgemini Nov 15 Invoice charges for S05.59 Enhanced Support of Government Banking Service - (ccn 821),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£30,192.23",Capgemini Passthrough charge for EMC licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£31,615.99",Capgemini Passthrough charge for Warm Support licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£35,089.86",Capgemini Nov 15 Invoice charges for  S05.11 Confidential Workstation Uplift,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£41,228.28",Capgemini Nov 15 Invoice charges for  S05.999 Passthrough,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£43,090.80",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£43,090.80",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£43,090.80",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£43,289.21",Capgemini Nov 15 Invoice charges for  S05.401 Input Output BC ICLipse and NPS Support,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£44,485.90",Capgemini Passthrough charge for Adobe licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£47,459.74",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£51,891.89",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£57,892.68",Capgemini Nov 15 Invoice charges for S05.68 15AN - UKBA Support Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£58,975.81",Capgemini Nov 15 Invoice charges for S05.80 Enhanced SRS - Ongoing run service charge,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Cloud & Collab,Information Management Services,CAPGEMINI,5100072948,"£59,319.79",Capgemini July 15 Invoice charges for Cloud & Collaboration Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£62,371.00",Capgemini Nov 15 Invoice charges for  S05.321 WAN Device Maintenance,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£62,868.59",Capgemini Nov 15 Invoice charges for S05.7 File and Print Servers,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£63,915.91",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£68,421.47",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£75,726.26",Capgemini Passthrough charge for Akamai licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£76,680.84",CapGemini November-15 invoice charge to provide video conferencing services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£77,963.26",Capgemini Nov 15 Invoice charges for S05.82 Enhanced Networks Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£81,913.38",Capgemini Nov 15 Invoice charges for  S05.54 DMB Remote & Mobile Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Conference Calling,Information Management Services,CAPGEMINI,5100072948,"£82,756.93",CapGemini November-15 invoice charge to provide audio conferencing services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£95,514.56",Capgemini Passthrough charge for Weblogic licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£95,643.66",Capgemini Nov 15 Invoice charges for  S05.105 M5035xs - A3 mono MFD  (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£117,814.74",Capgemini Passthrough charge for Geode licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£120,000.00",Capgemini Passthrough charge for MTI Technologies licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£127,393.82",Capgemini Nov 15 Invoice charges for  S05.106 P4015x - A4 mono (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£128,643.64",Capgemini Nov 15 Invoice charges for  S05.58 CableTalk,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software licences,Information Management Services,CAPGEMINI,5100072948,"£134,718.08",Capgemini Passthrough charge for The Security Companylicence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£136,278.91",Capgemini Nov 15 Invoice charges for  S05.101 CM6040f - A3 colour MFD (MPS),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£141,691.52",Capgemini Nov 15 Invoice charges for  S05.27 Enhanced Support - CCN1060 (Buildings),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,EDI design,Information Management Services,CAPGEMINI,5100072948,"£156,109.96",CapGemini November 15 Invoice charges for S10 EDI,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£164,786.54",Capgemini Nov 15 Invoice charges for S05.61 Blackberry Support (includes UKBA),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£175,002.65",Capgemini Nov-15 invoice charges for S02 Function Points,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£177,346.66",CapGemini November 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£200,182.90",Capgemini November Charge for Case Management S02 function points,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£211,803.05",Capgemini Nov 15 Invoice charges for  S05.200 MOIS Lifecycle Management MOIS Software Asset,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£225,944.46",Capgemini Nov-15 invoice charges for S02 Function Points,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£240,000.00",Capgemini Nov 15 Invoice charges for  S05.199 Ongoing consumables (toner and maintenance kit) charge for MPS (Managed Print Service),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£284,374.45",Capgemini Nov 15 Invoice charges for S05.100 Managed Print Service - Ongoing Run Service Charge,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£312,737.10",Capgemini Nov 15 Invoice charges for S05.02 Mobile Workstation Seat Charge,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Install Services,Information Management Services,CAPGEMINI,5100072948,"£329,917.31",Capgemini Nov 15 Invoice Charges for S06 Small MAC - Move Add and Change of IT kit around the estate,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Database analysis,Information Management Services,CAPGEMINI,5100072948,"£349,479.25",Capgemini Nov-15 invoice charges for analysis and research service charge,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Telephone Support,Information Management Services,CAPGEMINI,5100072948,"£429,764.17",CapGemini November-15 invoice charges for Contact Centre Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£431,594.48",Capgemini Nov 15 Invoice charges for S05.70 Managed Desktop Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£465,531.67",Capgemini October Charge for DOM S02 function points ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£532,966.87",Capgemini Nov 15 Invoice charges for S05.888 Hardware Consumables,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£558,984.77",Capgemini Nov 15 Invoice charges for  S05.301 Managed Desktop Tranche 2 PCs,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£559,904.84",Capgemini Passthrough charge for Detica licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£591,349.20",Capgemini Nov-15 invoice charges for passthrough Warm Support Licence Renewal ,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£607,174.15",CapGemini November 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Software Licences,Information Management Services,CAPGEMINI,5100072948,"£656,406.53",Capgemini Passthrough charge for Pega licence renewal,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£656,454.55",CapGemini November 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£863,352.79",Cap Gemini Invoice Charges for SAP support services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£898,107.42",Capgemini Nov-15 invoice charges for S02 Function Points,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£912,534.02",Capgemini Nov 15 Invoice charges for  S05.201 MOIS Legacy Contracts and MOIS New Contracts,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£1,092,644.24",Capgemini Nov 15 Invoice charges for SS.02 Delivery Overheads,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£1,345,948.28",Capgemini Nov 15 Invoice charges for S05.202 MOIS Project Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,WAN maint or supp,Information Management Services,CAPGEMINI,5100072948,"£1,510,808.17",CapGemini November-15 invoice charges for Contact Centre Service,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£1,531,574.11",CapGemini November 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£1,694,446.70",Capgemini Nov 15 invoice charges for S05.OPS1 Service Operations,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100072948,"£1,700,408.41",Cap Gemini November-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£1,983,675.67",Capgemini Nov 15 Invoice charges for SS.01 Indirect Overheads,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100072948,"£2,028,900.13",Capgemini November Charge for Core Business S02 function points,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100072948,"£2,165,182.82",Capgemini Nov 15 Invoice charges for S05.01 Standard Workstation Seat (Desktop),TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,CAPGEMINI,5100072948,"£2,449,226.03",CapGemini November 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Debt coll serv (DEL),Debt Management & Banking,BLUESTONE CREDIT MANAGEMENT LTD,5100073015,"£26,822.05",Debt Collection Services,S1 2FN,,,,,,
HMRC,HMRC,15/12/2015,Data output prod,Information Management Services,ACCENTURE (UK) LTD,5100073026,"£2,536,251.02",Accenture November 2015 invoice charges for non P2P items mainly project development,EC3M 3BD,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,£425.50,S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,£436.16,S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,£933.73,S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£6,357.42",Fujitsu Nov-15 invoice for FAST-GC hosting services (though Memset),W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£13,848.18",Fujitsu November-15 Invoice Charges for S11 Business Continuity and Disaster Recovery,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£14,223.23",Fujitsu Nov-15 invoice for S04.813 VME ex C&E storage charge,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£15,800.24",Fujitsu November-15 invoice charges for Contact Centre Service,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£41,081.70",Fujitsu November 15 Invoice charges for S03.999 BancTec Input Services - variable charges,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£50,139.42",Fujitsu November 15 Invoice charges for S03.11 Caseflow,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£66,788.26",Fujitsu Nov-15 invoice for S04.806 Dark Fibre,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£71,972.60",Fujitsu November 15 Invoice charges for S03.5 BancTec Input Services - fixed costs,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£90,440.80",Fujitsu Nov-15 invoice for FAST-DB hosting services,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£95,825.51",Fujitsu November 15 Invoice charges for S03.1 Manual Input,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£133,115.68",Fujitsu November 15 Invoice charges for S03.4 Fraud and Error,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£168,601.69",Fujitsu November 15 Invoice charges for S03.2 Scanned Input,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£202,966.96",Fujitsu Nov-15 invoice for S04.999 Pass Through,W1U 3BW,,,,,,
