Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4017649,"£4,843",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,COI COMMUNICATIONS,4017184,"£4,800",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,GOVERNMENT ACTUARYS DEPARTMENT,4017970,"£4,790",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017717,"£4,700",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4017145,"£4,623",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,ESRI (UK) LTD,4017502,"£4,620",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Mobile Line Rental,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4017411,"£4,583",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017721,"£4,583",
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017811,"£4,562",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017722,"£4,406",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017723,"£4,406",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4017793,"£4,406",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4017966,"£4,406",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Computer Equipment,DECC Central Budgets - DECC Central Budgets,FUJITSU SERVICES LTD,4016697,"£4,337",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4017461,"£4,323",
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,External Training,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PRAESTA PARTNERS LLP,4017708,"£4,275",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Press Cutting Services,National Climate Change & Consumer Support - Communications,ENERGY DATA SERVICES LTD T/A PRECISE,4017394,"£4,262",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Press Cutting Services,National Climate Change & Consumer Support - Communications,ENERGY DATA SERVICES LTD T/A PRECISE,4017394,"£4,262",
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017019,"£4,217",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017720,"£4,124",
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,THE ROYAL YORK HOTEL,4017542,"£4,089",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Contract Management,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",CAPITA RESOURCING LTD,4017525,"£4,080",
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Other Training Costs,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PRAESTA PARTNERS LLP,4017917,"£4,000",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Professional Subscriptions,Corporate Support & Shared Services - Corporate Support & Shared Services,EMPLOYERS FORUM ON DISABILITY.,4017815,"£3,995",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,IBM UNITED KINGDOM LTD,4017896,"£3,917",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4017874,"£3,732",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4017217,"£3,636",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4017920,"£3,550",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4017996,"£3,548",
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Salaries - Secondees,Energy & Climate Change International - International Climate Change Negotiations,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,4017560,"£3,533",
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017313,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4017643,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4017792,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017600,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017601,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017842,"£3,525",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017739,"£3,437",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,NCIMB LTD,4017645,"£3,403",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017257,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017257,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017259,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017261,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017261,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017796,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017797,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017798,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017799,"£3,319",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017724,"£3,302",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4017176,"£3,269",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017265,"£3,262",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Salaries - Secondees (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,DUNDAS & WILSON LLP,4017562,"£3,217",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,INFORMED SOLUTIONS,4017967,"£3,212",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Technical Support,National Climate Change & Consumer Support - National Climate Change,AETHER LTD,4017210,"£3,208",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4017758,"£3,042",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,HERIOT-WATT UNIVERSITY,4017209,"£3,011",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,THE OPEN UNIVERSITY,4017404,"£3,000",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Mobile Line Rental,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4017420,"£3,000",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017260,"£2,987",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4017563,"£2,914",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017935,"£2,904",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017050,"£2,881",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017307,"£2,881",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017689,"£2,881",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017936,"£2,838",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017283,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017940,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017942,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017939,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017941,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017943,"£2,828",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017711,"£2,820",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Salaries - Secondees (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,DUNDAS & WILSON LLP,4017191,"£2,812",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017153,"£2,805",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017401,"£2,805",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,International Subscriptions,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,VTT TECHNICAL RESEARCH CENTRE OF FINLAND,4016753,"£2,795",
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4017543,"£2,762",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4017230,"£2,755",
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4017631,"£2,750",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4017835,"£2,750",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Flexible Computing Service,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4017336,"£2,750",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4017684,"£2,711",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017232,"£2,703",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4017737,"£2,677",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Energy Development Unit,COI COMMUNICATIONS,4017108,"£2,674",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4017795,"£2,656",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017057,"£2,605",
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017809,"£2,605",
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4017655,"£2,590",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4017258,"£2,520",
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Senior Civil Service Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CENTRE FOR PARLIAMENTARY STUDIES LTD,4017550,"£2,500",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,External Training,Energy & Climate Change International - International Climate Change Negotiations,APOD LTD,4017141,"£2,450",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Corporate Management Consultancy,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OSPREY CONSULTING SERVICES LTD,4017726,"£2,420",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Other Overseas T&S,Energy Markets & Infrastructure - Security and resilience,AUSTRIA CENTRE (VIENNA),4017632,"£2,358",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Other Overseas T&S,Energy Markets & Infrastructure - Security and resilience,AUSTRIA CENTRE (VIENNA),4017632,"£2,358",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017715,"£2,350",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017715,"£2,350",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Professional Subscriptions,Corporate Support & Shared Services - Corporate Support & Shared Services,STONEWALL EQUALITY LTD,4017929,"£2,350",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,GOVERNMENT ACTUARYS DEPARTMENT,4017968,"£2,345",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017934,"£2,323",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017478,"£2,305",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4017604,"£2,298",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017938,"£2,262",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,External Training,Energy Markets & Infrastructure - Security and resilience,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4017840,"£2,240",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,External Training,Energy Markets & Infrastructure - Security and resilience,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4017840,"£2,240",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MILLER & YOUNG UK LTD T/A MYFM,4017277,"£2,236",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Business Management Advice,Energy Markets & Infrastructure - Security and resilience,INTERNATIONAL ORGANISATION DEVELOPMENT LTD,4017440,"£2,222",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Business Management Advice,Energy Markets & Infrastructure - Security and resilience,INTERNATIONAL ORGANISATION DEVELOPMENT LTD,4017440,"£2,222",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017021,"£2,215",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4017446,"£2,200",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4017828,"£2,187",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4017159,"£2,176",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Economic Consultancy and Research,National Climate Change & Consumer Support - Energy Efficiency & Consumers,COI COMMUNICATIONS,4017895,"£2,147",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4017222,"£2,100",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4017038,"£2,097",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4017494,"£2,097",
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4017663,"£2,097",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4017221,"£2,050",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4017223,"£2,050",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4017198,"£2,023",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4017501,"£2,021",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Other Accommodation Charges,DECC Central Budgets - DECC Central Budgets,APPLEYARDS CONSULTING,4017185,"£1,959",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4017031,"£1,945",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017037,"£1,939",
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017630,"£1,939",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017833,"£1,939",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Minor Works,Corporate Support & Shared Services - Corporate Support & Shared Services,RELIABLE ELEVATOR SERVICES LTD,4017791,"£1,868",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017877,"£1,795",
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Recruitment Advice and Services,Energy Markets & Infrastructure - Energy Development Unit,PETER LOCKYER ADVERTISING LTD,4017279,"£1,778",
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017032,"£1,715",
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4017662,"£1,678",
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017674,"£1,649",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,1006771,"£1,620",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4017559,"£1,620",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017511,"£1,574",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017772,"£1,574",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - DECC Commercial Team,WRIGHT ENERGY SOLUTIONS LTD,4017308,"£1,565",
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4017142,"£1,553",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017447,"£1,551",
