Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,Highways Agency,23/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,444102,-64460.4
Department for Transport,Highways Agency,23/04/2010,Contractor Costs,NETWORK SERVICES DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES,464138,-20105.45
Department for Transport,Highways Agency,23/04/2010,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,464952,-200900
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,464422,-61076.44
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CAPITAL PROJECTS LIMITED,457463,-114006.01
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CAPITAL PROJECTS LIMITED,462288,-81633.76
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,462015,-2256.39
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,EON ENERGY/CENTRAL NETWORKS (CIS) DIVERT/CONNECT,462332,-58929.89
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID GAS PLC,465120,-215731.25
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,435684,-51520.58
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,436009,-52969.81
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,440139,-108130.46
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,432393,-10812.95
Department for Transport,Highways Agency,23/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,462015,-1644.29
Department for Transport,Highways Agency,23/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,464138,-57568.52
Department for Transport,Highways Agency,23/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,462015,-1852.84
Department for Transport,Highways Agency,23/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,462015,-2477.66
Department for Transport,Highways Agency,26/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,AMSCOTT,458897,-140573.04
Department for Transport,Highways Agency,26/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,467917,223601.24
Department for Transport,Highways Agency,26/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,467933,169568.84
Department for Transport,Highways Agency,26/04/2010,Professional advisers - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,464585,-35800.71
Department for Transport,Highways Agency,26/04/2010,Professional advisers - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,464586,-60998.03
Department for Transport,Highways Agency,26/04/2010,Professional advisers - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,465570,-84518.71
Department for Transport,Highways Agency,26/04/2010,Professional advisers - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,465858,-331085.5
Department for Transport,Highways Agency,26/04/2010,Professional advisers - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,465859,-124027.63
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,462582,-137653.67
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,462583,-41919.1
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,462650,-84803.4
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,462725,-118340.92
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Accommodation,TRAFFIC MANAGEMENT DIRECTORATE,EXTRASPACE (NI) LTD,464592,-65958.11
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,BUSINESS SERVICES DIRECTORATE,EXTRASPACE (NI) LTD,468022,331085.5
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,BUSINESS SERVICES DIRECTORATE,EXTRASPACE (NI) LTD,468023,521943.65
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,467917,5091.71
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,468026,437232.02
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,468030,7721752.88
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,468000,3086703.2
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,MORGAN VINCI MCALPINE JOINT VENTURE,467961,4072952.45
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,467917,458940.32
Department for Transport,Highways Agency,26/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,467933,2290294.03
Department for Transport,Highways Agency,26/04/2010,TA Renewal of Roads - Capital,MAJOR PROJECTS,MORGAN VINCI MCALPINE JOINT VENTURE,467961,50000
Department for Transport,Highways Agency,26/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,467917,466.99
Department for Transport,Highways Agency,26/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,MORGAN VINCI MCALPINE JOINT VENTURE,467961,2360000
Department for Transport,Highways Agency,26/04/2010,TA Renewal of Structures - Capital,MAJOR PROJECTS,MORGAN VINCI MCALPINE JOINT VENTURE,467961,25000
Department for Transport,Highways Agency,27/04/2010,CM External Technical Consultant Costs ,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,468055,80913.07
Department for Transport,Highways Agency,27/04/2010,Contractor Costs,MAJOR PROJECTS,TELENT TECHNOLOGY SERVICES LIMITED,468164,1161.59
Department for Transport,Highways Agency,27/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,468164,6266.28
Department for Transport,Highways Agency,27/04/2010,Lands Costs,MAJOR PROJECTS,SMITHS GORE,468175,294122.51
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,BUSINESS SERVICES DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,468164,898.43
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,464707,-193497.25
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,468148,598555.07
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,TELENT TECHNOLOGY SERVICES LIMITED,468164,82500.05
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,468055,25220.31
Department for Transport,Highways Agency,27/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,468164,212125.35
Department for Transport,Highways Agency,27/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,468164,16389.12
Department for Transport,Highways Agency,27/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,468164,52538.18
Department for Transport,Highways Agency,28/04/2010,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468337,1437.19
Department for Transport,Highways Agency,28/04/2010,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468328,173155.45
Department for Transport,Highways Agency,28/04/2010,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,114415.97
Department for Transport,Highways Agency,28/04/2010,CM - Current Horticulture Maintenance,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,912.12
Department for Transport,Highways Agency,28/04/2010,CM - Development Control,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,3296.19
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468238,12340.58
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468242,733601.61
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468243,80091.93
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468405,670886.31
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468408,52128.98
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468337,577052.36
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468328,314408.97
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468331,1213473.29
Department for Transport,Highways Agency,28/04/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468428,1213351.82
Department for Transport,Highways Agency,28/04/2010,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,21561.49
Department for Transport,Highways Agency,28/04/2010,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,116900.85
Department for Transport,Highways Agency,28/04/2010,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468399,3251.78
Department for Transport,Highways Agency,28/04/2010,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,323.54
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,11826.74
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,57708.37
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468399,288209.6
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,12020.04
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,43718.06
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468353,90673.57
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468265,226580.16
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,119220.36
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468322,1997448.2
Department for Transport,Highways Agency,28/04/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468323,825022.41
Department for Transport,Highways Agency,28/04/2010,CM - Tunnel Maintenance,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468387,8147.95
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,468399,2153.85
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468408,504842.93
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,445405.32
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,221076.45
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468399,710616.38
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,390
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,451985,-237.01
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,57335.2
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468343,879104.73
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468353,1347400.86
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468357,90885.91
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468265,490479.07
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,661097.53
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468322,331476
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,ATKINS LTD,468435,5700.29
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,CARILLION-WSP JOINT VENTURE,468399,4377.64
Department for Transport,Highways Agency,28/04/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISEMOUCHEL LIMITED,468353,49528.98
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468238,170867.57
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468243,1048102.95
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,324234.6
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,210634.09
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BAM NUTTALL LIMITED,462073,-553356.74
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,452013,-45.55
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,459818,-575.21
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,462009,-3510.84
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468387,236060.48
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,420528.33
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,29346.29
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468343,227763.84
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468353,1348261.43
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468357,1252047.5
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GEOFFREY OSBORNE LTD,468391,892242.02
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468265,964287.38
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,239255.87
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468322,231519.23
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,458678,-48892.93
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,461741,-111505.96
Department for Transport,Highways Agency,28/04/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,465165,-195000.6
Department for Transport,Highways Agency,28/04/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (DARRINGTON) LTD,468389,1994970.39
Department for Transport,Highways Agency,28/04/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (PETERBOROUGH) LTD,468210,345757.35
Department for Transport,Highways Agency,28/04/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,UK HIGHWAYS M40 LTD,468213,2031293.26
Department for Transport,Highways Agency,28/04/2010,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,382.74
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,468387,26.16
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,468399,2460.19
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468238,63350.87
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468243,964221.65
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468408,122633.59
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,188666.55
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,337050.83
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,452013,-447.25
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468387,46101.69
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468399,58472.04
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,147504.77
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,416479,-36942.38
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,132516
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468343,914326.16
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468353,294705.44
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,HANSON CONTRACTING,468380,313623.32
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468265,1615108.17
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,141944.13
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,468055,256268.54
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,468236,332999.9
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,NETWORK SERVICES DIRECTORATE,INTERROUTE,468265,2848.42
Department for Transport,Highways Agency,28/04/2010,TA Cost AUC - Programme,TRAFFIC MANAGEMENT DIRECTORATE,CARILLION-WSP JOINT VENTURE,468399,57024.05
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,464277,-107966.72
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468238,20126.46
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468243,477248.24
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,459892,-20269.25
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,463063,-43396.47
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,463064,-16739.77
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468408,68616.51
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,263044.4
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,312668.14
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,452013,-764.98
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,459818,-323.88
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468387,767982.32
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468399,333364.28
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,468434,1071851.47
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468325,48445.92
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,468353,3846866.47
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468265,1430923.03
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,2389503.76
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468322,1200312.47
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468323,2262787.61
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468238,12481.31
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY MOUCHEL JOINT VENTURE,468243,1258056.52
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE INTEGRATED HIGHWAY SERVICES,468408,89249.4
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468435,185902.36
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,468436,188096.3
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,468373,448069.47
Department for Transport,Highways Agency,28/04/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,468412,394802.17
