Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,HULME HALL COACHES LTD,2000017163,778.75
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,INDEPENDENCE SOUTH WEST,2000017164,"6,183.96"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,IPSWICH BUSES LTD,2000017165,"9,579.09"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,IVYBRIDGE & DIST COMM TRANS ASSOC,2000017166,"1,205.01"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,KENT COUNTY COUNCIL,2000017168,"1,348.87"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,KIRKBY LONSDALE COACH HIRE LTD,2000017169,"9,199.98"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LAKE DISTRICT CALVERT TRUST,2000017170,824.49
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LAKELAND COMMERCIALS LTD,2000017171,"1,544.65"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LEICESTERSHIRE COUNTY COUNCIL,2000017172,"290,320.75"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LEWISHAM COMMUNITY TRANSPORT SCHEME,2000017174,"1,787.33"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LONDON CENTRAL BUS CO LTD,2000017175,"9,679.20"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LONDON GENERAL TRANSPORT SERVICES L,2000017176,"92,503.78"
Department for Transport,Department for Transport,27/10/2010,BUS FDR Wales,Regional & Local Transport,LONGFIELDS WALSINGHAM,2000017177,"2,336.68"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,LONGRIDGE COACHES,2000017178,"1,184.76"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,CENTREBUS LTD,2000017179,"33,846.01"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,MESSENGERS COACHES LTD,2000017180,753.55
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,MINSTERLEY MOTORS SERVICES LTD,2000017181,"6,795.77"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,NAFFERTON MILLENNIUM COMMITTEE,2000017182,809.08
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,NEW ENTERPRISE COACHES,2000017184,"48,587.70"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,NOTTINGHAMSHIRE CC,2000017185,"2,601.74"
Department for Transport,Department for Transport,27/10/2010,BUS FDR Wales,Regional & Local Transport,OARES COACHES LTD,2000017186,"31,913.55"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,OSBORNE SCHOOL,2000017187,"3,074.32"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,OSWESTRY COMMUNITY ACTION,2000017188,"1,857.24"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,PREMIERESHOW LTD,2000017189,899.51
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,READY PAY,2000017190,"3,465.60"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,REDCAR & CLEVELAND BC,2000017191,"23,186.70"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,RON W DEW & SON LTD,2000017193,"3,052.64"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,S M TRAVEL LTD,2000017197,"2,323.11"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,SADSALAD,2000017198,571.99
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,SCOPE THRESHOLD SERVICE,2000017201,725.21
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,SELBY DISTRICT COMMUNITY TRANSPORT,2000017202,892.3
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,SERVE,2000017204,813.97
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,SKEGNESS DAY CENTRE LTD,2000017205,996.62
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,ST AGNES PARISH MINI BUS,2000017208,546.09
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,STAGECOACH MERSEYSIDE,2000017209,"43,190.83"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,STEPHENSONS COACHES LTD,2000017211,"9,080.08"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TALLYHO COACHES,2000017214,"1,256.81"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TENDRING COMMUNITY TRANSPORT,2000017215,"12,202.43"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TRANSPORT 17 LTD,2000017217,918.2
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TRANS-VOL,2000017218,"9,814.03"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TROWBRIDGE GUILD COMM SERVICE,2000017219,"1,352.77"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,VIKING COMMUNITY TRANSPORT,2000017220,"1,187.54"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,VOLUNTARY WHEELS,2000017221,570.94
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WALTHAM FOREST COMMUNITY TRANSPORT,2000017223,"6,683.78"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WAVENEY AREA COMMUNITY TRANSPORT,2000017224,"1,363.92"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WELWYN HATFIELD COUNCIL,2000017225,"11,050.26"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WEST END TRAVEL,2000017226,"15,588.70"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WEST SUSSEX C C,2000017227,"93,200.59"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WHIPPET COACHES LTD,2000017228,"10,271.97"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WIGAN & DISTRICT COMM TRANSPORT,2000017229,"5,402.27"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WIGTON & DISTRICT COM TRANSPORT LTD,2000017230,795.3
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WINCHESTER AREA COMMUNITY ACTION,2000017231,"4,577.40"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,EXPRESSWAY COACHES LTD,2000017232,985.2
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,VOLUNTARY TRANSPORT FOR,2000017234,636.69
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,NORTH SALOP WHEELERS,2000017235,534.51
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WIRRAL COUNCIL,2000017236,"23,730.32"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,OSWESTRY COMMUNITY ACTION,2000017237,"1,326.17"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,GB COACHES,2000017238,"14,515.65"
Department for Transport,Department for Transport,27/10/2010,BUS FDR Wales,Regional & Local Transport,EDWARDS COACHES LTD,2000017239,"55,122.00"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,GRINDLES COACHES LTD,2000017241,"1,813.70"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,COMMERCIAL TRANSPORT SERVICES,2000017247,"1,957.22"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,L & M COACHES,2000017248,746.58
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,DURHAM CITY COACHES LTD,2000017250,"3,313.63"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,TAMESIDE METROPOLITAN,2000017251,"8,866.22"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,COASTAL ACCESSIBLE TRANSPORT,2000017252,"2,521.37"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,DEVIZES & DISTRICT P.H.A.B,2000017254,"3,217.47"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WINSLOW & DISTRICT COMMUNITY BUS,2000017255,"15,691.96"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,VIKING COACHES,2000017257,"24,078.93"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WARWICKSHIRE COMMUNITY &,2000017258,880.8
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,WORCESTERSHIRE COUNTY COUNCIL,2000017259,"81,488.57"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,BEDFORD BOROUGH COUNCIL,2000017260,"11,468.73"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,THE DENBY DALE CENTRE,2000017261,"2,295.36"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,ROTHERHAM METROPOLITAN BOROUGH,2000017262,"25,301.66"
Department for Transport,Department for Transport,27/10/2010,Subsidies to Private Sector,Regional & Local Transport,NORTH WALSHAM AREA CT ASSOC,2000017263,"1,399.93"
Department for Transport,Department for Transport,28/10/2010,Stationery (Non-stock),Projects,BANNER BUSINESS SERVICES LTD,2000002583,794.48
Department for Transport,Department for Transport,28/10/2010,IT Consultancy,Rail Service Delivery,ATOS ORIGIN IT SERVICES UK LTD,2000002585,"13,500.00"
Department for Transport,Department for Transport,28/10/2010,Management Consultancy,Finance & Planning,EVERSHEDS LLP,2000002586,"31,451.06"
Department for Transport,Department for Transport,28/10/2010,Agency Staff Costs,Projects,REED SPECIALIST RECRUITMENT LTD,2000002587,553.45
Department for Transport,Department for Transport,28/10/2010,Management Consultancy,Rail Technical & Professional,BOOZ & COMPANY LTD,2000002588,"36,000.00"
Department for Transport,Department for Transport,28/10/2010,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000002589,"2,592.42"
Department for Transport,Department for Transport,28/10/2010,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000002589,570.08
Department for Transport,Department for Transport,28/10/2010,Capital Grant to Priv Sector - Companies,Projects,HIGH SPEED 1 LIMITED,2000002590,"4,260,508.00"
Department for Transport,Department for Transport,28/10/2010,Other Professional Fees,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000002592,"2,201.43"
Department for Transport,Department for Transport,28/10/2010,Translation Services,INE Group ,LEBANG CONFERENCE SERVICES,2000017325,993
Department for Transport,Department for Transport,28/10/2010,Services provided by OGDs,Human Resources,VEHICLE & OPERATOR SERVICES AGENCY,2000017326,"13,469.55"
Department for Transport,Department for Transport,28/10/2010,Management Consultancy,Regional & Local Transport,DFT NATIONAL NETWORKS,2000017327,"2,979.00"
Department for Transport,Department for Transport,28/10/2010,Periodicals & Subscriptions,Aviation,SWETS INFORMATION SERVICES,2000017328,"-1,213.94"
Department for Transport,Department for Transport,28/10/2010,Periodicals & Subscriptions,Aviation,SWETS INFORMATION SERVICES,2000017328,"3,368.51"
Department for Transport,Department for Transport,28/10/2010,Periodicals & Subscriptions,Legal Services Directorate ,SWETS INFORMATION SERVICES,2000017328,-720.06
Department for Transport,Department for Transport,28/10/2010,Research,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000017329,748
Department for Transport,Department for Transport,28/10/2010,Support Services,Aviation,CARDIFF INTNL AIRPORT LTD,2000017330,"22,808.22"
Department for Transport,Department for Transport,28/10/2010,Data Supply - Transport Direct,Information Management Directorate,OAG WORLDWIDE LTD,2000017333,"2,062.13"
Department for Transport,Department for Transport,28/10/2010,Support Services,Accident Investigating Branches,QINETIQ LTD,2000017334,"3,184.25"
Department for Transport,Department for Transport,28/10/2010,Agency Staff Costs,Transport Security,REED SPECIALIST RECRUITMENT LTD,2000017336,803.7
Department for Transport,Department for Transport,28/10/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,ROBERT HALF INTERNATIONAL,2000017337,"1,535.49"
Department for Transport,Department for Transport,28/10/2010,Management Consultancy,London and Road Demand Management,SERCO LIMITED,2000017339,"12,029.00"
Department for Transport,Department for Transport,28/10/2010,Small Software,Information Management Directorate,SNAP SURVEYS LTD,2000017340,"1,173.83"
Department for Transport,Department for Transport,28/10/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000017341,"19,000.00"
Department for Transport,Department for Transport,28/10/2010,Telephone charges,Information Management Directorate,BT PAYMENT SERVICES LTD,2000017342,"1,096.67"
Department for Transport,Department for Transport,28/10/2010,Curr Grant to Priv Sect-Persons & NPISH,Maritime and Dangerous Goods,McCLURE NAISMITH,2000017346,835.27
Department for Transport,Department for Transport,28/10/2010,Secondments,Regional & Local Transport,SHERIDAN - SMITH CONSULTANTS LTD,2000017347,"5,035.00"
Department for Transport,Department for Transport,29/10/2010,Hospitality,Finance & Planning,AMEY BUSINESS SERVICES LTD,2000002603,882.19
Department for Transport,Department for Transport,29/10/2010,Legal Consultancy,Projects,C M S CAMERON MCKENNA,2000002604,"2,478.22"
Department for Transport,Department for Transport,29/10/2010,Management Consultancy,Projects,LINKLATERS,2000002605,"20,481.93"
Department for Transport,Department for Transport,29/10/2010,Capital Grant to Priv Sector - Companies,Projects,HIGH SPEED 1 LIMITED,2000002606,"210,000.00"
Department for Transport,Department for Transport,29/10/2010,Management Consultancy,Audit and Risk Assurance,DELOITTE & TOUCHE LLP,2000017405,"60,319.87"
Department for Transport,Department for Transport,29/10/2010,Management Consultancy,Audit and Risk Assurance,DELOITTE & TOUCHE LLP,2000017405,"44,346.17"
Department for Transport,Department for Transport,29/10/2010,Management Consultancy,Audit and Risk Assurance,DELOITTE & TOUCHE LLP,2000017405,"8,176.93"
Department for Transport,Department for Transport,29/10/2010,Research,Environment and International,AEA TECHNOLOGY ENVIRONMENT,2000017406,"15,947.00"
Department for Transport,Department for Transport,29/10/2010,Room Hire,Finance & Estates ,CITY INN WESTMINSTER,2000017408,"1,107.85"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000017410,"1,204.46"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,KELLY SERVICES (UK) LTD,2000017411,942.9
Department for Transport,Department for Transport,29/10/2010,Data Supply - Transport Direct,Information Management Directorate,RAIL SETTLEMENT PLAN,2000017412,"2,350.00"
Department for Transport,Department for Transport,29/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,SURVEY & MARKETING SERVICES LTD,2000017413,"10,230.00"
Department for Transport,Department for Transport,29/10/2010,Publications for Resale,Standalone Units,THE STATIONERY OFFICE LTD,2000017414,"5,422.00"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"3,892.19"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"2,350.00"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"2,937.50"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"-3,892.19"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"1,175.00"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"2,335.31"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"-2,937.50"
Department for Transport,Department for Transport,29/10/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000017415,"-2,350.00"
Department for Transport,Department for Transport,29/10/2010,Training,Transform Licensing Logistics and Sponsorship,NATIONAL SCHOOL OF GOVERNMENT,2000017416,"1,590.00"
Department for Transport,Department for Transport (SSC),04/10/2010,Project Developments,DFT Shared Services Centre,IBM UNITED KINGDOM LTD,2000244154,"206,375.86"
Department for Transport,Department for Transport (SSC),04/10/2010,Estates PFI Unitary Service Charge,DFT Shared Services Centre,TELEREAL TRILLIUM,2000234241,"52,980.77"
Department for Transport,Department for Transport (SSC),21/10/2010,Project Developments,DFT Shared Services Centre,IBM UNITED KINGDOM LTD,2000302018,"206,375.86"
Department for Transport,Department for Transport (SSC),29/10/2010,Computer Consultancy,DFT Shared Services Centre,SQUARE ONE RESOURCES LTD,2000314459,"27,833.40"
Department for Transport,Department for Transport (SSC),31/10/2010,Estates PFI Unitary Service Charge,DFT Shared Services Centre,TELEREAL TRILLIUM,2000282590,"52,980.77"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Printing stock balances,Information Services,FT PRINT SOLUTIONS,2000222626,"40,169.43"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Live Running,Operations,FUTRONICS LTD,2000228987,"49,623.31"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Post Office Charges,Finance & Strategy,POST OFFICE LTD,2000272500,"18,060,190.94"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Live Running,Operations,FUTRONICS LTD,2000273912,"182,129.65"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Postage Meters,Operations,PITNEY BOWES PURCHASE POWER,2000273938,"119,213.00"
Department for Transport,Driver and Vehicle Licensing Agency,01/10/2010,Post Office,Finance & Strategy,POST OFFICE LTD,2000273939,"40,837.50"
Department for Transport,Driver and Vehicle Licensing Agency,03/10/2010,Live Running,Operations,Experian Limited,2000231261,"43,178.75"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000234241,"254,703.25"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000234241,"212,531.72"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000234241,"1,263,571.12"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Agents Fees,Operations,NSL LTD,2000234244,"170,962.50"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,IT Development Support,Finance & Strategy,IBM UNITED KINGDOM LTD,2000236854,"131,061.34"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000236854,"130,615.14"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267068,"29,037.93"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267068,"11,220.56"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267068,"32,597.49"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Non-stock Printing Purchases,Operations,FT PRINT SOLUTIONS,2000275791,"57,993.59"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Postage Meters,Operations,PITNEY BOWES PURCHASE POWER,2000275795,"44,945.00"
Department for Transport,Driver and Vehicle Licensing Agency,04/10/2010,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000275800,"32,760.13"
Department for Transport,Driver and Vehicle Licensing Agency,05/10/2010,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000236856,"71,830.33"
Department for Transport,Driver and Vehicle Licensing Agency,06/10/2010,Postage Paid Imprest,Operations,ROYAL MAIL,2000279871,"132,706.38"
Department for Transport,Driver and Vehicle Licensing Agency,06/10/2010,Postage Paid Imprest,Operations,ROYAL MAIL,2000279871,"365,854.16"
Department for Transport,Driver and Vehicle Licensing Agency,08/10/2010,Gas,Finance & Strategy,TELEREAL TRILLIUM,2000238640,"84,375.00"
Department for Transport,Driver and Vehicle Licensing Agency,08/10/2010,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000238640,"170,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,08/10/2010,Purchasing Card Charges,Finance & Strategy,BARCLAYCARD CARD PAYMENTS,2000238644,"1,128,516.29"
Department for Transport,Driver and Vehicle Licensing Agency,09/10/2010,Machinery Maintenance,Operations,KODAK LTD,2000245901,"91,389.00"
Department for Transport,Driver and Vehicle Licensing Agency,11/10/2010,Business Reply Service,Operations,ROYAL MAIL,2000286631,"37,941.34"
Department for Transport,Driver and Vehicle Licensing Agency,11/10/2010,Machinery Maintenance,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000286633,"38,821.75"
Department for Transport,Driver and Vehicle Licensing Agency,11/10/2010,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000286639,"29,518.00"
Department for Transport,Driver and Vehicle Licensing Agency,11/10/2010,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000286639,"21,855.00"
Department for Transport,Driver and Vehicle Licensing Agency,12/10/2010,Medical Advisory Service,Human Resource & Estates,SERCO OCCUPATIONAL HEALTH,2000254215,"39,354.95"
Department for Transport,Driver and Vehicle Licensing Agency,12/10/2010,Machinery Maintenance,Operations,IBM UK LTD (EURO PAYMENTS),2000288410,"123,334.62"
Department for Transport,Driver and Vehicle Licensing Agency,13/10/2010,Postage Paid Imprest,Operations,ROYAL MAIL,2000290272,"320,038.09"
Department for Transport,Driver and Vehicle Licensing Agency,14/10/2010,Postage Paid Imprest,Operations,ROYAL MAIL,2000292678,"312,360.06"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Infrastructure Maintenance,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"96,817.19"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Development Support,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"531,070.21"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"244,429.63"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"3,308,886.38"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"3,300,903.17"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"39,038.04"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Project Developments,Finance & Strategy,IBM UNITED KINGDOM LTD,2000256490,"14,037.02"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IBM Stage Payments,Information Services,IBM UNITED KINGDOM LTD,2000256490,"23,558.07"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IBM Stage Payments,Information Services,IBM UNITED KINGDOM LTD,2000256490,"28,414.88"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000256490,"4,150,311.38"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000256490,"-62,785.22"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000256490,"-49,661.96"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000256490,"636,830.99"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Development Support,Information Services,IBM UNITED KINGDOM LTD,2000256490,"343,541.33"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Development Support,Information Services,IBM UNITED KINGDOM LTD,2000256490,"578,651.00"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000256490,"80,562.10"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000256490,"751,837.08"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000265285,"26,239.19"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000265285,"24,268.41"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267067,"29,037.93"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267067,"11,220.56"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000267067,"32,597.49"
Department for Transport,Driver and Vehicle Licensing Agency,15/10/2010,Live Running,Operations,Experian Limited,2000294440,"44,604.21"
Department for Transport,Driver and Vehicle Licensing Agency,16/10/2010,Agents Fees,Operations,NSL LTD,2000258860,"1,058,638.58"
Department for Transport,Driver and Vehicle Licensing Agency,16/10/2010,Agents Fees,Operations,NSL LTD,2000258860,"161,239.38"
Department for Transport,Driver and Vehicle Licensing Agency,16/10/2010,Agents Fees,Operations,NSL LTD,2000258860,"-70,643.89"
Department for Transport,Driver and Vehicle Licensing Agency,17/10/2010,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000261434,"73,888.23"
Department for Transport,Driver and Vehicle Licensing Agency,18/10/2010,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000261437,"-80,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,18/10/2010,Rent - L&B (non-PFI),Finance & Strategy,TELEREAL TRILLIUM,2000261437,"110,710.46"
