Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,459155,-5566.89,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,462883,-1569.72,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515013,39567.17,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515014,1100.49,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515015,3749.91,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515016,6079.24,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515017,18878.85,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515018,19555.9,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515021,23945.87,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515022,4545.89,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515024,978.67,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515025,1502.8,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515026,885.69,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,515028,9348.67,,GU95 1AW
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,431591,-9584.44,VP05959170Q0300196 = Area 6 MAC BT One-Bill charges for account VP05929170. useage Period 05/04/09,DH98 1BT
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,515029,9173.07,Invoice VP05959170Q0390183,DH98 1BT
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514989,9535.12,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514990,680.34,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514991,8996.2,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514992,9805.04,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514993,4807.08,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514994,6897.4,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514997,8963.94,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,514998,1597.4,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515000,12489.46,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515001,2220.26,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515003,10063.19,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515004,7468.18,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515005,848.44,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515007,2217.58,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515008,11333.6,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515009,1031.27,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,515010,1676.68,,RH10 1TX
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,ENVIRONMENT AGENCY,468974,-684,Invoice 622271A =  Discharge location Buttleys Lane rest area off A12 Stansted - Braintree Bypass W/B & Discharge location A12 Ash Grove rest area A12 Stansted  - Braintree E/Bcharge Period 1/4/10 to 31/3/10,IP3 9JD
Department For Transport,Highways Agency,40857,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EON ENERGY (NON CIS) CHARGES,514982,2243.65,,NG15 0WP
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,515031,39989.58,,KT18 5BW
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,515032,64526.09,,KT18 5BW
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,515041,4310.92,,KT18 5BW
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,515042,2750.96,,KT18 5BW
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,514980,1986435.11,,CV21 2DW
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,CAMBRIDGESHIRE COUNTY COUNCIL,PWI/00006125,65265,REIMBURSEMENT OF OBJECTOR COSTS FOLLOWING CANCELLATION OF A14 SCHEME - A14 ELLINGTON PUBLIC INQUIRY DFT INSTRUCTION TO MAKE PAYMENTS,CB3 0AP
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,514977,137925.53,,S1 2BQ
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,514978,347774.91,,S1 2BQ
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515072,1125,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515075,1900,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515076,737.5,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515078,1100,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515079,1300,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515084,1096,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515085,745,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,PEEKMOUCHEL,514981,19245.91,,AL2 2DQ
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,515070,4503,,WC2B 4TS
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,515080,514,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,515081,1545.5,,CF10 5BT
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,SFMCLEARING,-0.01,SFMCLEARING,GU14 7BF
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,325830,-779.9,SfM Central Lands Shipment Recreation,L3 1ES
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,514974,1168.45,,L3 1ES
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,515048,28200,Peek 4078538 2011 Nov TOM team SD work,RG24 8WZ
Department For Transport,Highways Agency,40857,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SERCO LTD,511129,-35490.45,"Part of final payment of #99,565.38 Sept 2011",RG27 7FR
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,MAJOR PROJECTS,TREASURY SOLICITOR,515037,23250.14,Invoice 113547 dated 02/11/11,WC2B 4TS
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,484243,-1142.54,Apps & Certs - September 2010,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485527,-5257.55,Apps and Certs Receipt - APC414,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,487095,-3156.67,Apps and Certs Receipt - APC1267,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,492331,-3924.94,Apps and Certs Receipt - APC2373,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,492543,-4718.84,Apps and Certs Receipt - APC3167,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515059,200038,Apps and Certs Receipt - APC12423,OX4 4DQ
Department For Transport,Highways Agency,40857,TA Renewal of Structures - Capital,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,515063,9393.32,,G2 7HX
Department For Transport,Highways Agency,40857,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BT OPENREACH (CIS) DIVERT/CONNECT,491360,-1726.4,,S1 1BA
Department For Transport,Highways Agency,40857,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JACKSON CIVIL ENGINEERING LTD,491152,-111774.8,Apps and Certs Receipt - APC3085,IP1 5LT
Department For Transport,Highways Agency,40857,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,URS SCOTT WILSON LTD,515036,38306.41,"Invoice 4829208, A138 Chelmer Viaduct, Professional services for period ending 09 Sept 2011",NG9 6RZ
Department For Transport,Highways Agency,40857,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,515020,42426.29,invoice 90084879 period Sep 11,AL2 2DQ
Department For Transport,Highways Agency,40858,Call costs - Mobile phones,FINANCE & BUSINESS SERVICES,GLOBAL CROSSING (UK) TELECOMMUNICATIONS LIMITED,515130,1218.1,GCT Ltd October 2011 charges. Inv. 80279106,RG24 8NA
Department For Transport,Highways Agency,40858,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,30022.65,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515137,8516.11,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515137,16682.1,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515138,5976.86,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-2621.8,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,1298952.62,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515118,554273.83,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,MAJOR PROJECTS,ATKINS LTD,510139,-4835.25,UK National Road Authorities August 2011 Estimate Fees,KT18 5BW
Department For Transport,Highways Agency,40858,Contractors Costs,MAJOR PROJECTS,ATKINS LTD,515107,1164.75,Invoice 11035582 UK National Roads October Server fees,KT18 5BW
Department For Transport,Highways Agency,40858,Contractors Costs,MAJOR PROJECTS,ATKINS LTD,515127,6000,Inv 11027159 Fees 01/08/11-19/08/11 UK National Roads CA96,KT18 5BW
Department For Transport,Highways Agency,40858,Contractors Costs,MAJOR PROJECTS,ATKINS LTD,515128,4200,UK National Roads CA96 November 2011 Fees Estimate,KT18 5BW
Department For Transport,Highways Agency,40858,Contractors Costs,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,515141,82553.03,,GU2 7AR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515122,73568.45,Apps and Certs Receipt - APC12746,OX4 4DQ
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515142,363322.47,Apps and Certs Receipt - APC12747,OX4 4DQ
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515135,1663.97,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515136,1236.45,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515137,2048.03,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502343,-2808.36,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502343,-0.57,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,507984,-8458.32,Apps and Certs Receipt - APC8712,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-24534.61,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-0.36,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-627.9,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-12562.53,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-5875.49,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-0.36,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515111,69917.28,Apps and Certs Receipt - APC12259,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,92.05,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,15459.37,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,3414.64,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,1190.37,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,24285.3,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,259613.96,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,413982.49,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,26100.9,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,45366.44,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,INTERROUTE,507984,-1510.57,Apps and Certs Receipt - APC8712,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,COMPUTACENTER (UK) LTD,515096,1509.25,invoice 10000351 dated 28-Oct-11,AL10 9TW
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,503914,-3995.91,Apps and Certs Receipt - APC6915,M2 5JB
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502343,-7.01,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-41993.98,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-62.91,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-113.83,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509601,-13949.68,Apps and Certs Receipt - APC9620,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-31673.29,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515113,108.39,Apps and Certs Receipt - APC12373,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,4538.94,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,2200.16,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,134518.27,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,95899.02,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,31.51,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,3494.57,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,KENT COUNTY COUNCIL,515131,3356.11,,ME14 1XQ
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,KENT COUNTY COUNCIL,515132,1416.53,,ME14 1XQ
Department For Transport,Highways Agency,40858,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,514928,26308.14,QinetiQ 2011 Nov Forecast,PO12 2AG
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,515088,574,Inv no 333072 period 1/11/11 to 30/11/11 #574.00,SW8 5AX
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,515091,935,333076 NOVEMBER 2011,SW8 5AX
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,515099,632.5,Invoice 333122 Doc395290 1stNov to 30thNov,SW8 5AX
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,515102,623,"november 2011 delivery & collection, inc333068",SW8 5AX
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,TRAFFIC MANAGEMENT DIRECTORATE,GOVERNMENT CAR AND DESPATCH AGENCY,515090,3254,EM - Nottingham Charges for November 2011 - Invoice 333123,SW8 5AX
Department For Transport,Highways Agency,40858,Couriers & IDS Operating Costs,TRAFFIC MANAGEMENT DIRECTORATE,GOVERNMENT CAR AND DESPATCH AGENCY,515126,6702,East Charges for November 2011 - Invoice 3331114,SW8 5AX
Department For Transport,Highways Agency,40858,External seminars and conferences,FINANCE & BUSINESS SERVICES,NATIONAL SCHOOL OF GOVERNMENT,515097,1420,"F450248, #1420.00, Procurement cert p2, 24/10/11-27/10/11 - H. Cannan-Braniff",SL5 0QE
Department For Transport,Highways Agency,40858,Lands Costs,MAJOR PROJECTS,EVERSHEDS LLP,515150,950,,CF10 5BT
Department For Transport,Highways Agency,40858,Lands Costs,MAJOR PROJECTS,LAMBERT SMITH HAMPTON,515149,1050,,CM2 0ND
Department For Transport,Highways Agency,40858,Legal Costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,515140,7975.5,"TSol Invoice 113767 dated 2 Nov 11. #7755.50 at 20% vat, #220 at 0% vat - sub total #7975.50",WC2B 4TS
Department For Transport,Highways Agency,40858,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,515143,2403,"ICE133484, #2403.00, Course cancel",LS12 6BD
Department For Transport,Highways Agency,40858,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,515144,5478,"ICE136878, #5478.00, Managgement of risk - 7/11/2011",LS12 6BD
Department For Transport,Highways Agency,40858,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,515145,4565,"ICE137279, #4565.00, Managment of Risk practioner - 10/11/2011",LS12 6BD
Department For Transport,Highways Agency,40858,Other office-related equipment and consumables Costs,TRAFFIC MANAGEMENT DIRECTORATE,COMPUTACENTER (UK) LTD,515123,1615.44,Sepura Battery - Part Number S-300-00161 - Invoice 3803505263,AL10 9TW
Department For Transport,Highways Agency,40858,Other office-related equipment and consumables Costs,TRAFFIC MANAGEMENT DIRECTORATE,COMPUTACENTER (UK) LTD,515124,2944.8,50 Sepura Batteries - Invoice 10000247,AL10 9TW
Department For Transport,Highways Agency,40858,Other office-related equipment and consumables Costs,TRAFFIC MANAGEMENT DIRECTORATE,COMPUTACENTER (UK) LTD,515125,1600.8,BMV Belt Tag x50 and BMV Radio Case with Click Fastener x50 - Invoice 3803523422,AL10 9TW
Department For Transport,Highways Agency,40858,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,515136,430.26,Apps and Certs Receipt - APC12058,M2 5JB
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,ANGLIAN WATER SERVICES LTD (CIS) DIVERT/CONNECT,515119,80012.05,M1 J10-13 Redhills Farm Works Order: 0010263194 Customer: 0060672982,CM20 9HA
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515129,6405.8,DL2391/DL1006/DL2432,CF10 5BT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,INTERROUTE,515108,27078.38,Apps and Certs Receipt - APC12257,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,514867,-163.79,A11 Fiveways. Jacobs invoice no. B1101000/038/DG dated 30/09/2011,G2 7HX
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,515120,101165.13,,G2 7HX
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,LEICESTERSHIRE CONSTABULARY,515139,7500,speed camera catthorpe viaduct 2011,LE19 2BX
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,SKANSKA CONSTRUCTION UK LTD,515134,901293.78,catthorpe viaduct cert 17,WD3 9AS
