Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000105850,"34,129.58"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000105850,"11,747.93"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,IT Services  Running Costs,Operations,IBM UNITED KINGDOM LTD,2000105850,"30,402.71"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Legal Consultancy,Information Services,EVERSHEDS LLP,2000108359,"12,959.74"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Machinery Maintenance,Operations,OCE (UK) LTD,2000108366,"10,802.00"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Machinery Maintenance,Operations,OCE (UK) LTD,2000108366,"1,831.74"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000100324,"2,853.90"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000100324,501.3
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000100328,"5,532.00"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000100328,"69,755.76"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000100328,"3,602.88"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Post Office ,Finance & Strategy,POST OFFICE LTD,2000134757,"92,785.50"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000100325,"89,611.71"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000100324,"1,459.08"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000100324,729.31
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000100324,563.22
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000100324,832.13
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000100324,"3,039.12"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Information Services,T G NUTTALL PACKAGING LTD,2000100327,"2,568.00"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000100328,"3,177.98"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000100328,"1,200.96"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Secured Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000102032,"2,227.97"
Department for Transport,Driver and Vehicle Licensing Agency,12/07/2011,Training,Human Resource & Estates,ACEN,2000102038,810
Department for Transport,Driver and Vehicle Licensing Agency,13/07/2011,Cars Fuel,Finance & Strategy,ARVAL PHH VEHICLE SOLUTIONS,2000136581,"3,107.87"
Department for Transport,Driver and Vehicle Licensing Agency,13/07/2011,Mail Collection/Delivery Costs,Operations,ROYAL MAIL,2000136578,"4,950.00"
Department for Transport,Driver and Vehicle Licensing Agency,13/07/2011,Professional Services,Corporate Affairs,ANDERSON STRATHERN SOLICITORS,2000136601,859.8
Department for Transport,Driver and Vehicle Licensing Agency,14/07/2011,Info Broker Costs,Operations,CENTRAL OFFICE OF INFORMATION,2000139170,"44,135.10"
Department for Transport,Driver and Vehicle Licensing Agency,14/07/2011,Info Broker Costs,Operations,CENTRAL OFFICE OF INFORMATION,2000139170,"44,133.25"
Department for Transport,Driver and Vehicle Licensing Agency,14/07/2011,Machinery Maintenance,Operations,IBM UK LTD (EURO PAYMENTS),2000139169,"5,334.94"
Department for Transport,Driver and Vehicle Licensing Agency,14/07/2011,Postage Paid Imprest,Operations,ROYAL MAIL,2000139181,"131,074.21"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Agents Fees,Operations,NSL LTD,2000102037,"20,880.00"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Agents Fees,Operations,NSL LTD,2000102037,"88,466.40"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,IT Services  Running Costs,Operations,IBM UK LTD (EURO PAYMENTS),2000140936,"189,377.36"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,IT Services  Running Costs,Operations,IBM UK LTD (EURO PAYMENTS),2000140936,"724,570.34"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Machinery Maintenance,Operations,HEIDELBERG,2000102033,845
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000102028,"1,305.31"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000102028,977.4
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000102028,760.03
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Stock Machine Consumables,Information Services,BANNER BUSINESS SERVICES LTD,2000102027,"1,021.72"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000114870,-896.95
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000114870,"1,380.19"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Postage Paid Imprest,Operations,ROYAL MAIL,2000141048,"389,188.97"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000102028,"1,459.08"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000102028,832.13
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000102028,618.6
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000102028,506.5
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000102028,509.29
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,PARAGON GROUP UK LTD,2000102029,"3,866.40"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,PARAGON GROUP UK LTD,2000102029,"2,105.04"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Information Services,HEIDELBERG,2000102033,973.92
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Secured Stock ,Operations,PARAGON GROUP UK LTD,2000103662,"1,784.16"
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Telephone charges,Information Services,BT PLC BT CONFERENCING,2000103672,647.07
Department for Transport,Driver and Vehicle Licensing Agency,15/07/2011,Training,Human Resource & Estates,PREMIER PARTNERSHIP,2000131369,"1,342.00"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Hospitality,Finance & Strategy,TELEREAL TRILLIUM,2000105854,"4,130.17"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Live Running ,Information Services,ORACLE CORPORATION UK LTD,2000103667,"173,158.98"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Live Running ,Information Services,DEPARTMENT FOR WORK & PENSIONS,2000105861,"7,688.50"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Live Running ,Information Services,DEPARTMENT FOR WORK & PENSIONS,2000105861,"7,321.50"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000103660,"1,466.10"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000103660,760.01
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000103660,501.3
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000103660,"1,013.76"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000103660,"5,980.80"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Information Services,MBA GROUP LTD,2000103660,666.54
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Information Services,MBA GROUP LTD,2000103660,582.12
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,PARAGON GROUP UK LTD,2000103661,"3,376.09"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,PARAGON GROUP UK LTD,2000105847,"2,066.40"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Secured stock ,Operations,PARAGON GROUP UK LTD,2000105847,"9,267.52"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000103656,896.95
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,"1,459.08"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,"2,619.54"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,"1,459.08"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,"2,880.04"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,832.13
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000103660,691.22
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000103660,"2,026.08"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,PARAGON GROUP UK LTD,2000105847,"7,944.24"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,RR Donnelley,2000110353,"2,197.44"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,RR Donnelley,2000110353,"2,429.92"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Operations,RR Donnelley,2000110353,"2,469.60"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Secured Stock ,Information Services,RR Donnelley,2000110353,662.64
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000103659,"14,923.02"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Training,Human Resource & Estates,WALES QUALITY CENTRE,2000103654,"1,300.00"
Department for Transport,Driver and Vehicle Licensing Agency,16/07/2011,Travel Expenses UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000103659,818.01
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Agents Fees,Operations,UK PASSPORT SERVICES,2000105855,"-2,239.84"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Live Running ,Operations,UK PASSPORT SERVICES,2000105855,"-3,891.98"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Live Running ,Operations,UK PASSPORT SERVICES,2000105855,"8,044.00"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Live Running ,Finance & Strategy,ORACLE CORPORATION UK LTD,2000108364,"642,099.57"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Live Running ,Finance & Strategy,ORACLE CORPORATION UK LTD,2000123176,"19,650.44"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Rent - L&B (non-PFI),Finance & Strategy,TELEREAL TRILLIUM,2000105853,"7,800.00"
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000105845,506.52
Department for Transport,Driver and Vehicle Licensing Agency,17/07/2011,Training,Human Resource & Estates,LANGET BUSINESS SERVICES LTD,2000116566,735
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Business Reply Service,Finance & Strategy,ROYAL MAIL,2000142701,"20,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Car Parking,Finance & Strategy,TELEREAL TRILLIUM,2000108363,"13,680.00"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000108368,"2,524.80"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000108362,828.9
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000108362,"2,707,571.93"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000108362,"3,967,834.28"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Infrastructure Maintenance,Finance & Strategy,IBM UNITED KINGDOM LTD,2000108362,"139,657.63"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,IT Development Support,Finance & Strategy,IBM UNITED KINGDOM LTD,2000108362,"92,960.75"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000108362,"3,041,568.43"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000108362,"42,859.65"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Medical Advisory Service,Human Resource & Estates,EMPLOYEE ADVISORY RESOURCE LTD,2000110369,"4,096.41"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000110354,"1,624.00"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000110354,"12,060.00"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000108360,"1,035.14"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000110356,"1,495.38"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Retrieval of Personal Files,Operations,IRON MOUNTAIN,2000142709,511.9
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000108361,832.13
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Secured Stock ,Operations,FT PRINT SOLUTIONS,2000110354,"5,304.06"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Secured Stock ,Operations,FT PRINT SOLUTIONS,2000110354,"5,597.35"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Secured Stock ,Information Services,FT PRINT SOLUTIONS,2000110354,"17,136.50"
Department for Transport,Driver and Vehicle Licensing Agency,18/07/2011,Stationery (Non-stock),Operations,LYRECO,2000108369,"1,884.96"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Business Reply Service,Operations,ROYAL MAIL,2000144239,"13,469.22"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000110366,"7,521.66"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000144245,"33,564.97"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Live Running ,Operations,WYNDHAM LEIGH LTD,2000110361,"3,387.50"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Live Running ,Finance & Strategy,SOFTWARE AG (UK) LTD,2000110363,"445,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Live Running ,Operations,FUTRONICS LTD,2000112990,"182,129.65"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Live Running ,Operations,FUTRONICS LTD,2000112990,945
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Live Running ,Operations,FUTRONICS LTD,2000112990,784
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Machinery Rental,Operations,Ricoh UK Ltd,2000114881,"38,232.49"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000121264,979.31
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Secured Stock ,Operations,FT PRINT SOLUTIONS,2000112985,"11,194.70"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Secured Stock ,Operations,PARAGON GROUP UK LTD,2000144238,"1,784.16"
Department for Transport,Driver and Vehicle Licensing Agency,19/07/2011,Training,Human Resource & Estates,GOWER COLLEGE SWANSEA,2000134773,"2,250.00"
Department for Transport,Driver and Vehicle Licensing Agency,20/07/2011,Mobile Phone charges,Finance & Strategy,ORANGE PCS,2000145970,"2,697.45"
Department for Transport,Driver and Vehicle Licensing Agency,20/07/2011,Postage Paid Imprest,Operations,ROYAL MAIL,2000145966,"107,719.93"
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Cars Fuel,Operations,ARVAL PHH VEHICLE SOLUTIONS,2000148387,"1,549.14"
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Legal Consultancy,Operations,FIELD FISHER WATERHOUSE LLP,2000148395,"6,559.30"
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Machinery Maintenance,Operations,IBM UK LTD (EURO PAYMENTS),2000148375,"2,380.49"
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Postage Paid Imprest,Operations,ROYAL MAIL,2000148384,"336,654.34"
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Professional Services,Operations,EMMA GODFREY,2000116570,832.8
Department for Transport,Driver and Vehicle Licensing Agency,21/07/2011,Travel Expenses UK,Finance & Strategy,NATWEST CARD CENTRE,2000148381,"1,033.68"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Agents Fees,Operations,UK PASSPORT SERVICES,2000112991,"4,282.68"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Drug Screening,Operations,SANDWELL & W BIRMINGHAM HOSPITALS,2000150313,"12,742.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Estate Advisors,Finance & Strategy,TELEREAL TRILLIUM,2000119246,"1,100.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Legal Consultancy,Information Services,EVERSHEDS LLP,2000112984,"2,708.54"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Legal Consultancy,Information Services,EVERSHEDS LLP,2000112984,"5,252.36"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Legal Consultancy,Information Services,EVERSHEDS LLP,2000112984,"5,792.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Legal Consultancy,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000150307,689.5
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Legal Consultancy,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000150307,"13,593.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Live Running ,Finance & Strategy,CABLE & WIRELESS COMMUNICATIONS,2000150290,"-73,121.98"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Live Running ,Finance & Strategy,CABLE & WIRELESS COMMUNICATIONS,2000150290,"327,994.91"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Machinery Maintenance,Operations,RICOH UK LTD,2000119254,"2,285.54"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Machinery Maintenance,Operations,RICOH UK LTD,2000121278,"2,087.30"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Mail Collection/Delivery Costs,Operations,DX SECURE LIMITED,2000112996,806.45
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,NI Agency Funding,Finance & Strategy,DRIVER VEHICLE LICENSING N.IRELAND,2000150301,"1,000,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000112989,"1,195.98"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000112989,"1,196.16"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000112989,"1,121.29"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Non Secured stock ,Information Services,MBA GROUP LTD,2000112989,582.13
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Non Stock Machine Consumables,Operations,WELSH BOXES & ENG.CO.LTD,2000114867,565.8
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000114875,"28,934.84"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Operations,BIGGART BAILLIE,2000114880,600
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Operations,BIGGART BAILLIE,2000114880,648
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000119246,"2,203.12"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000119246,"6,717.74"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000129756,"1,468.75"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Removal Costs,Finance & Strategy,TELEREAL TRILLIUM,2000114875,-523.05
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Royal Mail Selectapost Charges,Operations,ROYAL MAIL,2000150300,"1,553.42"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000112989,547.56
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000112989,798.84
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000112989,873.18
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000112989,"2,188.62"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,RR Donnelley,2000119234,"3,132.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Secured Stock ,Operations,RR Donnelley,2000119234,"3,078.50"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Small Software,Finance & Strategy,CABLE & WIRELESS COMMUNICATIONS,2000150290,"-4,386.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Telephone charges,Information Services,BT PLC INTERNATIONAL,2000112998,"1,392.00"
Department for Transport,Driver and Vehicle Licensing Agency,22/07/2011,Training,Human Resource & Estates,TTC TRAINING LTD,2000129757,"9,706.00"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000114874,"973,054.48"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,IT Services  Running Costs,Finance & Strategy,IBM UNITED KINGDOM LTD,2000114874,"2,987,197.10"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Machinery Maintenance,Operations,KODAK LTD,2000116558,"1,950.00"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Minor Purchases,Human Resource & Estates,PERFORMING RIGHT SOCIETY LTD,2000121282,647.06
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000129748,"7,702.50"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Non Stock Machine Consumables,Human Resource & Estates,BANNER BUSINESS SERVICES LTD,2000114868,600.48
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Non Stock Machine Consumables,Operations,WELSH BOXES & ENG.CO.LTD,2000121261,"3,966.84"
Department for Transport,Driver and Vehicle Licensing Agency,23/07/2011,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000114877,"6,264.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Agents Fees,Operations,NSL LTD,2000119248,"1,131,801.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Agents Fees,Operations,NSL LTD,2000119248,"138,750.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Agents Fees,Operations,NSL LTD,2000119248,"155,790.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Computer Equipment Service Charge,Operations,IBM UNITED KINGDOM LTD,2000119240,"1,707.66"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000116561,"1,002.60"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000116561,"4,784.64"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000119239,506.88
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Professional Services,Operations,MR MAX THOROWGOOD,2000125195,"1,608.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000116561,"1,095.12"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000116561,"1,459.08"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000116561,832.13
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Secured Stock ,Operations,MBA GROUP LTD,2000116561,832.38
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Secured Stock ,Information Services,MBA GROUP LTD,2000116561,"3,039.12"
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Subscriptions to Professional bodies,Finance & Strategy,INST OF INTERNAL AUDITORS UK & IRL,2000119242,804
Department for Transport,Driver and Vehicle Licensing Agency,24/07/2011,Telecom Equipment,Information Services,NETWORK CONNECT LIMITED,2000119243,"2,637.20"
Department for Transport,Driver and Vehicle Licensing Agency,25/07/2011,Agents Fees,Operations,IDENTITY AND PASSPORT SERVICE,2000121275,"1,535.50"
Department for Transport,Driver and Vehicle Licensing Agency,25/07/2011,Cars Fuel,Operations,ARVAL PHH VEHICLE SOLUTIONS,2000151941,990.08
Department for Transport,Driver and Vehicle Licensing Agency,25/07/2011,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000151950,"37,154.58"
