Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533339,2564.1,"xxxxx COMMERCIAL, APR-MAY",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533340,3247.88,"xxxxx, Efficiency Management, APR-MAY",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533341,19903.2,"xxxxx, Risk Management, APR-MAY",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533342,8872.03,"xxxxx, Rist Management, MAY",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533344,4950.4,"RISK MGT EXPENSES, APR-MAY",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533345,12564.09,"xxxxx, Management, Apr-May",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533346,1823.36,"xxxxx, Ops & Maintenance, Apr-May",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533347,2234.5,"xxxxx, Ops & Maintenance, Apr-May",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533348,3147.12,"xxxxx, Commercial, Apr-May",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533350,14204.88,"xxxxx, PLANNING, Jun-AUG",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533351,18347.56,"xxxxx, PLANNING, JUN-AUG",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533352,2991.45,"xxxxx, Commercial, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533354,5470.08,"xxxxx, Efficiency Management, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533356,23883.84,"xxxxx, Risk Management, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533357,23886.24,"xxxxx, Risk Management, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533358,5856.97,"Expenses, Risk Management,  Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533359,4729.34,"xxxxx, Ops & Maintenance, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533360,4313.1,"xxxxx, Ops & Maintenance, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533361,2677.84,"xxxxx, Ops & Maintenance, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533362,3133.9,"xxxxx, Planning, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,533363,5114.07,"xxxxx, Commercial Support, Jun-Aug",CV21 2DW
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,533296,6404.93,,ME18 5NN
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,533329,19159.25,,ME18 5NN
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,533334,105846.43,M1 J32-35a June payment,SL6 4UB
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,533335,86731.91,M1 J32-35a July Payment,SL6 4UB
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD235915,779.8,HAL00006344//91109518,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD237586,1249.6,HAL00011393//91109287,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238060,670.8,HAL00010477/xxxxx M/91111380,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238279,588,HAL00001016//91111427,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238280,788.3,HAL00012374//91111178,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238286,767,HAL00010132/xxxxx/91111426,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238294,1158.8,HAL00006174/xxxxx /91109429,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238296,520.8,HAL00006172//91109427,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238297,981.4,HAL00006171xxxxx /91109423,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238406,684.2,HAL00010373/xxxxx&/91109568,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238657,2523.4,HAL00004503//91109529,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239343,1290.2,HAL00004511/xxxxx /91109096,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239426,557,HAL00003687/xxxxx/91110610,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239430,1002,HAL00004514//91110625,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239484,1446.6,HAL00002253/xxxxx/91111045,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239505,2978.8,HAL00001367/xxxxx &/91109472,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239509,1580.8,"HAL00003819/xxxxx, /91109169",CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239510,1103.2,HAL00012099/xxxxx/91109296,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239530,1254.1,HAL00004868//91109524,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239543,832.4,HAL00000613/xxxxx/91110623,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239547,1198.7,HAL00004505//91110544,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239614,1003.6,HAL00012570/xxxxx/91110558,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239617,797.9,HAL00012307//91110547,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239622,530.59,HAL00001022/Hxxxxx/901110552,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239634,572,HAL00003209/xxxxx/91109537,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239635,666.4,HAL00000938/xxxxx/91109471,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239639,909,HAL00003318/xxxxx/91109235,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239641,571.6,HAL00001551/xxxxx/91109196,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239643,1300.2,HAL00001995//91109195,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239645,1091.3,HAL00003375//91109435,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239681,914.3,HAL00001535//91110583,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239693,1021.2,HAL00011812/xxxxx/91110560,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239742,970,00003209xxxxx,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239743,675.6,HAL00001017//91110568,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239746,847.8,HAL00010936//91109167,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239748,557.71,HAL00006870/xxxxx/91109239,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239752,980,HAL00008561//91109306,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239755,1737.72,HAL00001428//91109319,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239759,1338.1,HAL00010731/HIGHWAYS /91110571,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239763,973.2,HAL00000273//91109214,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239764,769.8,HAL00005173/xxxxx/91109191,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239766,9999.71,00009579Jxxxxx,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239768,754,HAL00001438/xxxxx/91109225,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239771,897.87,HAL00010731/HIGHWAYS /91110572,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239772,15887.87,00010407,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239776,1117.2,HAL00004504/xxxxx/91110546,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239777,627.2,HAL00001249//91110551,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239782,1282.4,00003447,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239784,504.8,HAL00010353/xxxxx91109516,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239786,2167.6,HAL00005587/xxxxx/91109433,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239789,901.6,HAL00002564/xxxxx/91109431,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239792,2621.5,HAL00001162//91109528,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239793,1609.6,HAL00001575xxxxx /91111299,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239795,946.5,HAL00010113//91109363,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239796,548.8,HAL00001554//91109526,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239798,509.6,HAL00004506//91110557,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239804,1000.5,HAL00003914/xxxxx /91109324,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239805,540.8,HAL00009413/xxxxx/91109512,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239806,1103.2,HAL00004826//91109538,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239810,1644.6,HAL00000246//91109417,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239811,730,HAL00010781/xxxxx /91111030,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239812,1079.01,HAL00006340/xxxxx /91110619,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239821,2684.9,HAL00012213//91110581,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239822,744.8,HAL00001636//91110592,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239823,1257.32,HAL00009613//91107062,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239828,512.5,HAL00001456//91110579,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239830,870,HAL00002361//91110578,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239834,1650,HAL00010577/xxxxx/91109294,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239835,1288.2,HAL00012351//91109561,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239836,1442.4,HAL00012352//91109562,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239837,1303.8,HAL00012353//91109563,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239838,505.6,HAL00000102/xxxxx /91111039,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239839,960.4,HAL00003453/xxxxx/91109527,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239841,1753.8,HAL00012415//91111297,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239842,2156,HAL00001005//91111425,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239845,883.2,HAL00004939/xxxxx /91110549,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239848,841.2,HAL00000100/xxxxx/91109549,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239851,1069.4,HAL00010087/xxxxx/91110639,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239853,568.4,HAL00002083/xxxxx /91110609,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239858,1761.12,HAL00010328//91109310,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239860,982,HAL00010060/xxxxx S/91110628,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239861,2250.61,HAL00010383/xxxxx/91109313,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239862,627,HAL00001606//91109329,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239863,2685.3,HAL00003561//91109357,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239865,1504.49,HAL00001230/xxxxx/91109420,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239872,901.6,HAL00001907/xxxxx/91109523,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239879,975.6,HAL00001064//91109550,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239880,537.3,HAL00005090//91111428,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,533332,653425.41,LOR Certificate No 71A Detailed Design Payment & Scheme Costs,DA2 6SN
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,533333,95214.51,LOR Certificate No 71B Payment Advance Works,DA2 6SN
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,533336,527.16,tsol Invoice No 123559 charges for professional work 30/09/2012,WC2B 4TS
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239790,8500,HAL99999430//25000083862012,SW19 4DT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,532216,-10.57,Apps and Certs Receipt - APC31101,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533271,3815.47,Apps and Certs Receipt - APC33039,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533271,4016.81,Apps and Certs Receipt - APC33039,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533271,6135.02,Apps and Certs Receipt - APC33039,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533272,6615.19,Apps and Certs Receipt - APC33040,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION LIMITED,533370,171381.47,Apps and Certs Receipt - APC33429,WV1 4HY
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,532402,91.48,Apps and Certs Receipt - APC31770,WV1 4RU
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD238582,1303.5,HAL00012566//91109177,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD238858,551,HAL00012495/xxxxx/91109540,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239640,656,HAL00012377//91109378,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239650,624,HAL00009329/xxxxx/91109532,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239754,850.76,HAL00002349/xxxxx &/91109316,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239765,537.6,HAL00012432/xxxxx/91109180,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239778,1990.4,HAL00012208//91109448,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239801,2506.8,HAL00012499/xxxxx/91110130,CF10 5BT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,533374,5400,,RG24 8WZ
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD239172,2900,HAL00012106/xxxxx/25000083852012,SW19 4DT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD239176,3000,HAL00012105/xxxxx /25000083702012,SW19 4DT
Department For Transport,Highways Agency,18/10/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,YORKSHIRE WATER (NON CIS),523779,-1000,,BD3 7YD
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,533331,22920.45,Apps and Certs Receipt - APC33033,RH1 1PQ
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,533268,1974.67,Apps and Certs Receipt - APC31551,BS32 4SR
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,533269,93136.89,Apps and Certs Receipt - APC31565,BS32 4SR
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,533270,367619.44,Apps and Certs Receipt - APC31630,BS32 4SR
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,533267,94321.24,Apps and Certs Receipt - APC33148,B23 7RZ
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533327,903049.53,Apps and Certs Receipt - APC33038,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,533328,1498.48,Apps and Certs Receipt - APC33052,OX4 4DQ
Department For Transport,Highways Agency,18/10/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),533325,454747.57,Apps and Certs Receipt - APC32798,DL1 1TJ
