Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,29/11/2012,ICT Consumables,FINANCE & BUSINESS SERVICES,MOTT MACDONALD GROUP LTD,535777,6524.23,GDMS- Licence: Nov'12,CR0 2EE
Department For Transport,Highways Agency,29/11/2012,ICT Consumables,FINANCE & BUSINESS SERVICES,MOTT MACDONALD GROUP LTD,535779,21207.34,GDMS-Eng Support-Nov'12,CR0 2EE
Department For Transport,Highways Agency,29/11/2012,ICT Hardware Maintenance,FINANCE & BUSINESS SERVICES,MOTT MACDONALD GROUP LTD,535776,9808,GDMS: Hosting & First Line - Nov'12,CR0 2EE
Department For Transport,Highways Agency,29/11/2012,Medical services payments,FINANCE & BUSINESS SERVICES,HEALTH MANAGEMENT LTD,535701,6706,Invoice 89548 Charges for October 2012 Assessment fees etc,BN8 5NN
Department For Transport,Highways Agency,29/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,533763,-21263.76,Alan Tombs up to end October 2012,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,E C HARRIS LLP,535695,61897.16,Consultancy Support to cover CS Vacancies 20 October to 16 November 2012 Invoice 75071949,M60 3NT
Department For Transport,Highways Agency,29/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,GEORGE CORDEROY & CO,535750,20421.5,Work up to end November 2012,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,GEORGE CORDEROY & CO,535751,15578.5,work to end November 2012,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,EXPERIS LIMITED,535767,1478.76,Provision of PB4 temporary cover XXXXX w/c 26/11/2012 (5 x days),EC1R 3DR
Department For Transport,Highways Agency,29/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,BURO HAPPOLD LTD,535715,3546.09,ASC invoice for October,BA2 3DQ
Department For Transport,Highways Agency,29/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,6859.46,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,Printing and Reprographics Operating Costs,TRAFFIC MANAGEMENT DIRECTORATE,WILLIAMS LEA LIMITED,535793,2956.61,inv DfTHA12100001,W2 6LG
Department For Transport,Highways Agency,29/11/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,ACTION ON HEARING LOSS,535699,515.1,Invoice 0121598 Doc 412417 Provision of BSL 24/10/12 SJLawrence & AHetherington for training,EC1Y 8SL
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY OW LIMITED,535726,10563.4,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,23525.02,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,522301,-2263.27,"Corderoy Feb 12 invoice. #2,263.27",ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,524353,-2393.82,"M1 J28-31; Invoice 18936, 31 March. Project Support Framework",ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,525751,-1990.76,M1 J28-31; Invoice 18948. Up to 30 Apr 2012,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,526609,-4537.48,,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,528478,-4218.58,Invoice# 18997; 30.06.12. Services for June,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,529847,-4930.4,"Invoice 19016, 31 July for July fees",ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531092,-4542.32,Invoice 19038 for Aug fees,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,532608,-6404.98,,ME18 5NN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,535710,72398.98,Invoice 21 - Period Ending 28 October 2012,SL6 4UB
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,535713,5683.92,A5-M1 Link (DNB) 514496 Inv Nr:B1845400/004/BM 28 Nov 2012 (4.25% discount on labour for the period October 2012),G2 7HX
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,535714,124632.16,Invoice Number B1076603/015 dated 14/11/12,G2 7HX
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,535765,52566.25,M62 Junction 6 Improvements  CERT25928V60  16-NOV-12,DA2 6SN
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,535728,3964.18,,OL1 9LH
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PARSONS BRINCKERHOFF LIMITED,535762,7123.72,M62 JUNCTION 6 IMPROVEMENT-YEAR 3 invoice No 159321 date 28 November 2012,NE4 7YQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,535644,7540.1,Apps and Certs Receipt - APC35497,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,4951.72,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,194568.61,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,6287.19,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,10753.3,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,12931.74,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,34373.79,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,18838.89,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,28463.54,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,4829.46,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,16957.65,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,505.72,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,1340.9,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,75240.67,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,7084.69,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,8320.56,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,535789,254025.49,M25 DX Vent Houses Security Upgrade,EN6 3NP
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,535790,188182.49,M25 DX Vent Houses Security Upgrade,EN6 3NP
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,535791,10215.66,M25 DX Vent Houses Security Upgrade,EN6 3NP
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,535792,79795.85,M25 DX Vent Houses Security Upgrade,EN6 3NP
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,497326,-80736.81,,GU14 7BF
Department For Transport,Highways Agency,29/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,535717,0,TSS S/C for Nov ------ 30Nov2012  - Extra Receipt Rm,CR0 2EE
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,21040.64,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,331071.13,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,2064596.75,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,535726,542.8,,OX4 4DQ
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535691,184216.57,Apps and Certs Receipt - APC35946,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),535692,624419.47,Apps and Certs Receipt - APC35966,DL1 1TJ
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,535746,23734.48,work done nov 12 code 102238,HP19 8BP
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,535747,13622.35,work done nov 12 code 102239,HP19 8BP
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,535741,40000,work done nov 12,RG24 8WZ
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,535759,54000,Work done Jantec Nov 12,RG24 8WZ
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,535731,3530,"Ami swap no.20 version 1 non enf M25 4898B @ #3,530.00",NE31 2JZ
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,535744,42976.34,work done nov 12 code S507,NE31 2JZ
Department For Transport,Highways Agency,29/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,535745,36917.7,work done nov 12 code S517,NE31 2JZ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,535832,2630.04,CE971 To install a new intercom system located between the back door (car park) and reception at Dorking,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,535833,509.04,CE1014 Cafe Deep Clean at PG Manchester,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,535837,667.41,"CE1010 relocation of  Mira Office Chairs at Woodlands, Bedford",OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,535895,2908.91,Reactive Costs at the WM RCC for November 2012,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,535896,954.31,Reactive Costs at the SE RCC for November 2012,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,535899,1536.1,Reactive Costs at the NE RCC for November 2012,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,535900,684.53,Reactive Costs at the EM RCC for November 2012,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,535901,500.19,Reactive Costs at the SW RCC for November 2012,OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,CM - Development Control,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,2116.03,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,532280,-656.07,STSS_006 September Work Done,RG24 8WZ
Department For Transport,Highways Agency,30/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,534044,-1194.42,STSS_006 WD in October 2012,RG24 8WZ
Department For Transport,Highways Agency,30/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,535814,4350,STSS_001 WD in November 2012,RG24 8WZ
Department For Transport,Highways Agency,30/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,535830,1410,STSS_006 WD in November 2012,RG24 8WZ
Department For Transport,Highways Agency,30/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535861,11325.12,PeekMouchel Outstanding Invoices Part 1 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535863,362818.39,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,1023.89,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,532402,-36518.17,Apps and Certs Receipt - APC31770,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,533937,-3413.02,Apps and Certs Receipt - APC33450,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,1436.95,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,38501,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535816,1598.95,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,29435.2,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535861,27055.23,PeekMouchel Outstanding Invoices Part 1 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535863,53483.02,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,TRUVELO (UK) LTD,530857,-990,Annual Site Calibrations - Site 48 A1 Northill & Site 49/96 A1 Lower Caldecote,TW8 8LG
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,535842,85402,Work completed in November 2012,KT18 5BW
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,10155.79,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535807,224.89,Apps and Certs Receipt - APC36068,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535807,3202.62,Apps and Certs Receipt - APC36068,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535809,99.84,Apps and Certs Receipt - APC36008,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535809,5764.16,Apps and Certs Receipt - APC36008,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CORDEROY CONTRACT SERVICES LTD,520299,-3187.85,M56 Junction 7 Litigation Work January 2012 Fees,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CORDEROY CONTRACT SERVICES LTD,522358,-7975.81,,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CORDEROY CONTRACT SERVICES LTD,523415,-6331.81,,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CORDEROY CONTRACT SERVICES LTD,524928,-1486.63,,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CORDEROY CONTRACT SERVICES LTD,530047,-4192.28,,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,535717,2183.81,TSS S/C for Nov ------ 30Nov2012  - Extra Receipt Rm,CR0 2EE
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535861,8376.91,PeekMouchel Outstanding Invoices Part 1 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535863,25.98,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,535887,13881.16,HATMS Tasks 86 (SPICE) & 88 (TVBS) Oct  ------ Rm30Nov2012,BS49 4RF
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AECOM,535826,19500,November 2012 Accurals,AL1 3ER
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AECOM,535827,15200,November 2012 Accurals,AL1 3ER
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,7935.28,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,1833.84,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,10143.7,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,17408.11,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,13468.46,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,527.82,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,535802,179695.23,,OL1 9LH
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535861,2350.18,PeekMouchel Outstanding Invoices Part 1 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535863,62.31,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,535863,56921.57,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,WSP UK LIMITED,535804,9812.71,Invoice for November 2012,RG21 4HJ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,526292,-7918,FEES/IMIBER MATERIAL INVOICE,KT18 5BW
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,535864,5274,Nov-12,KT18 5BW
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,535883,5165,Work completed in November 2012,KT18 5BW
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,535888,6335.11,Resource consumed by XXXXX during Nov 2012 on the Diesel Absorption Project 529532,KT18 5BW
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,BURO HAPPOLD LTD,535902,8537.35,Resource consumed by XXXXX November 2012 PIN 526445,BA2 3DQ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,535903,35783.66,Dartford Freeflow BOC Pin 526555 - BPA: 4081734 - Line 1 Nov 12 Invoice,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,535798,5383,XXXXX/Nov12/CC5612/PIN526017,NE11 0RU
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,535813,17008.88,Nov-12,NE11 0RU
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,535854,19333.67,,NE11 0RU
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,535881,19152,"For work done in November 2012 #16,800",NE11 0RU
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,535882,7524,"For work done in November 2012 #6,600",NE11 0RU
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,JACOBS UK LTD,535794,7490.74,,G2 7HX
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,JACOBS UK LTD,535867,36404.52,"LSS Jacobs invoice Oct activity #36,404.52",G2 7HX
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,535795,1729.58,,CR0 2EE
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535796,3007,"For work done in November 2012 #3,007.00",NE1 3PL
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535799,4102.02,XXXXX/Nov12/CC5612/PIN526018,NE1 3PL
