Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,Passenger Focus,30/04/2013,Technical Advice,Passenger Team,#,PIN013371,928.99,Technical Advice,#
Department for Transport,Passenger Focus,28/03/2013,Printing,Passenger Issues,TU INK,PIN013374,2161.2,Printing,EC2A                
Department for Transport,Passenger Focus,25/03/2013,Photographic Services,COMMUNICATIONS,Misc Supplier,PIN013379,550,Photographic Services,EH10 6EG
Department for Transport,Passenger Focus,30/04/2013,Call Centre,Passenger Team,First Call Business Communications Limi,PIN013386,1577.28,Call Centre,B1 3RB
Department for Transport,MCA,03/04/2013,Cit,Finance,AO SHIPLEY,555146,901.64,Jj Davies Contractors Ltd,BD98 8AA
Department for Transport,MCA,03/04/2013,Agency Staff,Shared Services,BADENOCH & CLARK,555162,518.59,W/E 22/03/13,W1T 5AE
Department for Transport,MCA,03/04/2013,Planned Maintenance Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,555149,12673.67,Works Western Region,G72 0FT
Department for Transport,MCA,03/04/2013,Exhibitions And Demonstrations,Office Of Chief Executive,MERCATOR MEDIA LTD,555163,1257,Seawork Exhibition,PO16 0RA
Department for Transport,MCA,03/04/2013,Reactive/Emerg Maint Under #5k,Asset Management,SOUTH COAST LANDSCAPING,555145,900,Refencing At Rame,PL12 5NL
Department for Transport,MCA,04/04/2013,Agency Staff,Shared Services,BADENOCH & CLARK,555115,993.56,W/E 22/03/13,W1T 5AE
Department for Transport,MCA,04/04/2013,Clearance Of Offshore Poll.,HM Coastguard,BRAEMAR HOWELLS,555217,837.3,Bh Mca Call Out,SA73 3AQ
Department for Transport,MCA,04/04/2013,Exercises & Training,HM Coastguard,BRAEMAR HOWELLS,555219,6728.58,Mca Training/Exercises,SA73 3AQ
Department for Transport,MCA,04/04/2013,Telecoms Pws,Information & Comms Technology,BTDFTS,555230,117431.6,Bt Dfts March 2013,PR1 1BA
Department for Transport,MCA,04/04/2013,Purchase Coast Rescue Equip,Asset Management,CFM SERVICES,555283,8441.28,Lighthawk Lantern X38 /Battery,GL12 7JH
Department for Transport,MCA,04/04/2013,"Courier Costs, Non Royal Mail",Ship Standards,CORPORATE EXPRESS COURIERS,555208,761.4,Courier Service Upto 26/03/13,SO50 4NT
Department for Transport,MCA,04/04/2013,"Courier Costs, Non Royal Mail",Seafarer Services,CORPORATE EXPRESS COURIERS,555213,27434.6,Courier Service Upto 27/03/13,SO50 4NT
Department for Transport,MCA,04/04/2013,Software Maintenance,Information & Comms Technology,DATACENTA SECURE HOSTING,555117,4593.99,Web Server Host 2/4-1/7/13,BH2 6AW
Department for Transport,MCA,04/04/2013,Non-Technical Training,Human Resources,DEPARTMENT FOR TRANSPORT  - CENTRAL,555171,19464,Hr Next Generation Invoice 20,SW1P 4DR
Department for Transport,MCA,04/04/2013,Other Personnel Costs,Human Resources,DEPARTMENT FOR TRANSPORT  - CENTRAL,555171,31503,Hr Next Generation Invoice 20,SW1P 4DR
Department for Transport,MCA,04/04/2013,Recruitment Fees,Human Resources,DEPARTMENT FOR TRANSPORT  - CENTRAL,555171,23227,Hr Next Generation Invoice 20,SW1P 4DR
Department for Transport,MCA,04/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,HASKONING (UK) LTD,555231,953.4,Daedalus Bt Site Meeting,PE3 8DW
Department for Transport,MCA,04/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,HASKONING (UK) LTD,555232,1098.7,Mca Meetings 2012,PE3 8DW
Department for Transport,MCA,04/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,HASKONING (UK) LTD,555233,5383.8,Management Of Fairlight Repair,PE3 8DW
Department for Transport,MCA,04/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,HASKONING (UK) LTD,555234,4068,Haskoning (Uk) Ltd,PE3 8DW
Department for Transport,MCA,04/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,HASKONING (UK) LTD,555235,1935.6,Hartland Point Inspection,PE3 8DW
Department for Transport,MCA,04/04/2013,Software Licences - Asset Reg,Corporate Developments,INSIGHT DIRECT (UK) LTD,555170,20783.5,Test & Checks Finished 28/03/1,UB8 1PH
Department for Transport,MCA,04/04/2013,Software Maintenance,Information & Comms Technology,KELWAY (UK) LTD,554999,1080,Ctms Quick Query Reporter Main,EC4M 7RB
Department for Transport,MCA,04/04/2013,Dispersant Storage & Maint,HM Coastguard,M LARGE TREE SERVICES LTD,554901,994,Storage Costs For March 13,BT36 6DH
Department for Transport,MCA,04/04/2013,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,555285,2541.6,Uniform,SO14 3EW
Department for Transport,MCA,04/04/2013,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,555288,12677.09,Uniform,SO14 3EW
Department for Transport,MCA,04/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555214,176593.45,Thames Estuary Re-Survey,OX16 2SB
Department for Transport,MCA,04/04/2013,Disposal Of Royal Fish,HM Coastguard,NORTHUMBERLAND COUNTY COUNCIL,555207,7014,Removal & Disposal Of Whale,NE61 2EF
Department for Transport,MCA,04/04/2013,Smart Administration,Seafarer Services,RICARDO-AEA LTD,555206,17410.41,"Management Fee Etc.,",OX11 0QR
Department for Transport,MCA,04/04/2013,Agency Staff,Shared Services,SHERIDAN MAINE LTD,555236,1065.94,W/E 29/03/13,SO18 2RZ
Department for Transport,MCA,04/04/2013,Software Maintenance,Information & Comms Technology,SOFTWARE BOX LTD,555139,3978,1300xkse Gateway Uk Iooo-1499,YO61 1ET
Department for Transport,MCA,04/04/2013,Software Maintenance,Information & Comms Technology,SOFTWARE BOX LTD,555140,32947.2,2640xstmc Gateway E-Mail Encry,YO61 1ET
Department for Transport,MCA,04/04/2013,Software Maintenance,Information & Comms Technology,SOFTWARE BOX LTD,555141,204412.2,Oracle Support Renewal Contact,YO61 1ET
Department for Transport,MCA,04/04/2013,Disposal Of Royal Fish,HM Coastguard,SUFFOLK COASTAL DISTRICT COUNCIL,555209,4577.5,Removal & Disposal Whale,IP12 1AU
Department for Transport,MCA,04/04/2013,Inis Hydro Project (Jibs Ii),Navigation Safety,THE SCOTTISH ASSOCIATION FOR MARINE SCIENCE,555215,23798.3,Claim 16 -,PA37 1QA
Department for Transport,MCA,04/04/2013,Boat Berthing Fees,Asset Management,TITCHMARSH MARINA,555287,600,Berthing Fees Mca Hunter,CO14 8SL
Department for Transport,MCA,04/04/2013,Agency Staff,Finance,VENN GROUP LTD,555243,1212.62,W/E 31/03/13,WC2R 0AA
Department for Transport,MCA,04/04/2013,Books And Publications,Seafarer Services,WALPORT INTERNATIONAL LTD,555304,4995,50 Human Element,RM18 7ND
Department for Transport,MCA,04/04/2013,Rent,Asset Management,WAVENEY DISTRICT COUNCIL,555116,3000,Lowestoft Annual Rent,NR32 1YS
Department for Transport,MCA,04/04/2013,Printing Services,Maritime Services Bu,WILLIAM LEA LTD,553370,870,List Of Crew Pad,NR3 1PD
Department for Transport,MCA,04/04/2013,Other Prosecution Costs,Office Of Chief Executive,#,555302,2469.6,#,
Department for Transport,MCA,04/04/2013,Other Prosecution Costs,Office Of Chief Executive,#,555303,3420,#,
Department for Transport,MCA,05/04/2013,Plan/Install Of Cg Telecoms,Information & Comms Technology,BAE SYSTEMS SURFACE SHIPS LTD,555362,35053.82,Bae Final Invoice 12/13,PO1 9NW
Department for Transport,MCA,05/04/2013,Electricity,Asset Management,BRITISH GAS BUSINESS,555312,1332.95,Portland Electricity March 13,OX4 2JY
Department for Transport,MCA,05/04/2013,Water & Sewage,Asset Management,BUSINESS STREAM,555342,506.64,Water Rates 1/4/13-31/3/14,EH12 9DH
Department for Transport,MCA,05/04/2013,Telecoms Pws,Information & Comms Technology,CABLE & WIRELESS COMMUNICATNS,555367,13362.88,Gsi Q4 12/13,MK3 5JP
Department for Transport,MCA,05/04/2013,Software Maintenance,Information & Comms Technology,CARDINUS LTD,555370,3305.23,Cardinus Annual Invoice,RH19 3BE
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555355,763.68,Extra Work Elect Sockets,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555356,671.32,Extra Works Emergency Light Fit,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555357,929.76,Double Emergency Spot Light,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555358,783.79,Double Electr Sockets,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555359,944.53,Convector Heater Hillswick Cr,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555361,614.22,Twin Spot Em Balfour Beaty,G72 0FT
Department for Transport,MCA,05/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555363,2293.19,Light&Heating On Site Remedial,G72 0FT
Department for Transport,MCA,05/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,555229,3896.68,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,555229,1120.61,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,555229,525.16,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,555227,1312.88,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,555227,948.28,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,555226,7560.37,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,555228,7701.69,#,AB21 0GL
Department for Transport,MCA,05/04/2013,Electricity,Asset Management,EDF ENERGY1 LIMITED,555309,12086.76,Electricity Charges March 13,PL3 5XQ
Department for Transport,MCA,05/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,ENERGY AUDITING AGENCY LTD,555318,2255.36,Bureau Services March 13,MK14 6LY
Department for Transport,MCA,05/04/2013,Contract Cleaning,HM Coastguard,INTER CITY CLEANING SERVICES LTD,555351,1880.59,Cleaning Service March 13,SK8 2AA
Department for Transport,MCA,05/04/2013,Leasehold Improvs - Asset Reg,Asset Management,MISCO CO UK,555319,11394.67,3x Shredders For Moc,NN8 6GS
Department for Transport,MCA,05/04/2013,Oil,Asset Management,NICHOLL (FUEL OILS) LTD,555340,1220.71,Paraffin 28 Secs/Kero,BT47 3DY
Department for Transport,MCA,05/04/2013,Telecoms Pws,Information & Comms Technology,ORANGE PERSONAL COMMUNICATIONS SERVICES LTD,555374,4954.28,Orange Blackberrys March 13,S98 1DX
Department for Transport,MCA,05/04/2013,Disposal Expired Pyrotechnics,Asset Management,RAMORA UK,555317,2168.4,Collection And Disposal Mca So,PO6 4PY
Department for Transport,MCA,05/04/2013,Aerial Spraying,Asset Management,RVL GROUP,555223,196000,Spray Fixed Apr 13,DE74 2SA
Department for Transport,MCA,05/04/2013,Aerial Spraying,Asset Management,RVL GROUP,555224,-3452.5,Spray Kpi Mar 13,DE74 2SA
Department for Transport,MCA,05/04/2013,Aerial Surveillance Patrol,Asset Management,RVL GROUP,555222,616.28,Verification Fuel Mar 13,DE74 2SA
Department for Transport,MCA,05/04/2013,Aerial Surveillance Patrol,Asset Management,RVL GROUP,555223,6250,Verification Fixed Apr 13,DE74 2SA
Department for Transport,MCA,05/04/2013,Consumables,Information & Comms Technology,SUPPLIES TEAM,555366,6446.91,Ict Consumables,S9 1XU
Department for Transport,MCA,05/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,WESTERN ISLES COUNCIL,555313,3441,Gaydon Rates April 13,HS1 2BW
Department for Transport,MCA,05/04/2013,Legal Fees Property - Non Asse,Asset Management,#,555314,1443,#,
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555500,734.01,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555501,849.28,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555525,832.96,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555527,611.54,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555529,1045.05,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555530,574.82,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,08/04/2013,Uk Hire Car/Bus/Taxi/Park Etc,Business Delivery (Survey & Inspection),ALLSTAR BUSINESS SOLUTIONS LTD,555493,523.35,Hills&Rented Cars Fuel14-29/3,SN5 6PS
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555393,7003.4,West Fabric Fmr Works 2013 19%,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555395,2029.2,West Fabric Works 2013,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555396,3393.02,West Fabric Fmr Works 2013,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555397,1024.1,West Fabric Fmr Works 2013,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555398,10819.33,Ascot Services,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555399,7738.01,West Fabric Works 90% 2013,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555400,1463,Gower/Talbort Fabric Works13,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555401,8125.93,Fabric Works 2013 95%Complete,M46 0DZ
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,ASCOT SERVICES,555402,4879.77,Admin And Replimi Works 2013,M46 0DZ
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555378,1735.79,Heating System Repair17/02/13,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555380,7847.22,New Heater&Electrical Supply,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555381,5041.9,Lighting Repair,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555382,971.16,Light Installation Above Garag,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555383,1062.18,Replace Oil Heaters,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555384,2019.55,Heater Remedials Pulse Heating,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555385,2134.44,Balfour Beatty Heater Repairs,G72 0FT
Department for Transport,MCA,08/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,555386,682.61,Electrical Sockets Installatio,G72 0FT
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,DCS UTILITIES Ltd,555379,1815,Replace Tank Under Portacabin,G52 4RR
Department for Transport,MCA,08/04/2013,Water & Sewage,Asset Management,ENERGY AUDITING AGENCY LTD,555513,705.18,Water Audit Cost Reduction,MK14 6LY
Department for Transport,MCA,08/04/2013,Uk Contract Car Hire,Asset Management,ENTERPRISE RENT-A-CAR UK LTD,555323,6788.82,Hire Car Damage,TW20 8RX
Department for Transport,MCA,08/04/2013,Furn & Fitt - Non-Asset Reg,Asset Management,FLEXIFORM BUSINESS FURNITURE LTD.,555498,1656,14 Horizon Chrome Chairs,BD3 7AE
Department for Transport,MCA,08/04/2013,Gas,Asset Management,FLOGAS UK LTD,555549,623.61,Standing Charge 1-24/03/13,LE7 1PF
Department for Transport,MCA,08/04/2013,Protective Clothing,Asset Management,GREENHAM TRADING,555531,6945.06,Protective Clothing,TW3 4EX
Department for Transport,MCA,08/04/2013,Purchase Coast Rescue Equip,Asset Management,GREENHAM TRADING,555531,2479.59,Various Ppe,TW3 4EX
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,JAMIE BROWN ROOFING & LEADWORK LTD,555511,21850,Rebuilding Of Garage,EX34 8BG
Department for Transport,MCA,08/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,MEDWAY COUNCIL,555160,2125.2,Medway 01/04/13-31/03/14,ME4 4TR
Department for Transport,MCA,08/04/2013,Royal Mail,Business Delivery (Survey & Inspection),NEOPOST LTD,555371,1000,Hs03413n Credit Level,RM1 2AR
Department for Transport,MCA,08/04/2013,Maintenance Of Coast Rescue Eq,Asset Management,PARKLAND ENGINEERING LTD,555508,568.8,Mud Kit Testing - No Vat,NE12 9SZ
Department for Transport,MCA,08/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,SHEPWAY DISTRICT COUNCIL,555161,2587.2,Dungeness 01/04/13-31/03/14,CT20 2QY
Department for Transport,MCA,08/04/2013,Contract Cleaning,Asset Management,SOUTH COAST CLEANING SERVICES,555200,1260.58,Cleaning March 2013,DT4 9DW
Department for Transport,MCA,08/04/2013,Planned Maintenance Under #5k,Asset Management,SOUTH WEST BUILDING & MAINTENANCE LTD,555509,4435.08,Continuing Works March13,PL15 7QA
Department for Transport,MCA,08/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,WEST DORSET DISTRICT COUNCIL,555164,2910.6,Lyme Bay 01/04/13-31/03/14,DT1 1UZ
Department for Transport,MCA,08/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,WEST DORSET DISTRICT COUNCIL,555165,2494.8,West Bay 01/04/13-31/03/14,DT1 1UZ
Department for Transport,MCA,09/04/2013,Inis Hydro Project (Jibs Ii),Navigation Safety,AGRIFOOD & BIOSCIENCES INSTITUTE,555610,129548.93,Eu Inis Project,BT9 5PX
Department for Transport,MCA,09/04/2013,Energy Eff Measures (Hq Only),Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555640,9145.57,Supply And Install Of 12 Energ,RG4 7AA
Department for Transport,MCA,09/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555658,1154.05,Provision Of Telephone And Bro,RG4 7AA
Department for Transport,MCA,09/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555660,1650,Catering 140 Guests,RG4 7AA
Department for Transport,MCA,09/04/2013,Leasehold Improvs - Asset Reg,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555649,18197.88,Remote Monitoring Of Cctv And,RG4 7AA
Department for Transport,MCA,09/04/2013,Leasehold Improvs - Asset Reg,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555650,7075.49,Installation Of 2 Flag Poles,RG4 7AA
Department for Transport,MCA,09/04/2013,Maj Maint-Buildings Non Asset,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555636,5759.58,Additional Gates & Fence Moc,RG4 7AA
Department for Transport,MCA,09/04/2013,Maj Maint-Buildings Non Asset,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555637,13248.67,5 Yearly Electrical Testing,RG4 7AA
Department for Transport,MCA,09/04/2013,Maj Maint-Buildings Non Asset,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555639,15907.27,Supply And Install Of Fresh Wa,RG4 7AA
Department for Transport,MCA,09/04/2013,Reactive/Emerg Maint Under #5k,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555651,666.62,Repair Of Air Con,RG4 7AA
Department for Transport,MCA,09/04/2013,Reactive/Emerg Maint Under #5k,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555652,1917.66,Move Security Access Door On 1,RG4 7AA
Department for Transport,MCA,09/04/2013,Service Charges,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555321,34145.78,Fixed Services Se Fcc Month 54,RG4 7AA
Department for Transport,MCA,09/04/2013,Dispersant Storage & Maint,HM Coastguard,BURCOMBE HAULAGE LTD,555607,614.55,Storage Fees - March 2013,PL12 6SH
Department for Transport,MCA,09/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,555536,53388.13,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,555536,22235.67,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,555535,29038.99,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,555535,12405.5,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,555534,60166.91,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,555534,60668.81,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,555533,44974.56,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,555533,45486.68,#,AB21 0GL
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555563,4296.6,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555564,831.6,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555565,4296.6,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555566,2725.8,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555568,4273.5,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555569,22843.5,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COMHAIRLE NAN EILEAN SIAR,555584,508.2,Non Dom Rates 2013/14,HS1 2BW
Department for Transport,MCA,09/04/2013,Electricity,Asset Management,EDF ENERGY,555310,1911.03,Electricity Charges March 13,EX1 3UT
Department for Transport,MCA,09/04/2013,Safetynet Nav Warnings,Future Coastguard,EMERGN LIMITED,555608,4800,Agile Education Training,.
Department for Transport,MCA,09/04/2013,Furn. & Fittings - Asset Reg,Asset Management,FLEXIFORM BUSINESS FURNITURE LTD.,555642,6049.8,Misc Furniture,BD3 7AE
Department for Transport,MCA,09/04/2013,Furn. & Fittings - Asset Reg,Asset Management,FLEXIFORM BUSINESS FURNITURE LTD.,555644,7146,Misc Furniture,BD3 7AE
Department for Transport,MCA,09/04/2013,Furn. & Fittings - Asset Reg,Asset Management,FLEXIFORM BUSINESS FURNITURE LTD.,555645,11718,Misc Furniture,BD3 7AE
Department for Transport,MCA,09/04/2013,Civil Hydrographic Work,Navigation Safety,FUGRO EMU LTD,555611,17500,Civil Hydrography Programme,SO32 2EJ
Department for Transport,MCA,09/04/2013,Electricity,Asset Management,HIGHLAND & ISLAND AIRPORTS LTD,555327,2057.26,Electric 1/10/12-31/12/12,IV1 2JB
Department for Transport,MCA,09/04/2013,Service Charges,Asset Management,HIGHLAND & ISLAND AIRPORTS LTD,555324,30622.55,S/C Bal Charge 1/4/9-31/3/10,IV1 2JB
Department for Transport,MCA,09/04/2013,Service Charges,Asset Management,HIGHLAND & ISLAND AIRPORTS LTD,555325,11473.06,S/C Bal Charge 1/4/10-31/3/11,IV1 2JB
Department for Transport,MCA,09/04/2013,Service Charges,Asset Management,HIGHLAND & ISLAND AIRPORTS LTD,555326,13800,S/C 1/1/13-31/3/13,IV1 2JB
Department for Transport,MCA,09/04/2013,Maj Maint-Buildings Non Asset,Asset Management,HUSSEY & BRIGGS,555633,6637.27,Supply And Install Windows @ L,DT6 5BU
Department for Transport,MCA,09/04/2013,Safetynet Nav Warnings,Navigation Safety,IMMARSAT SOLUTIONS (CANADA) INC,555614,1169.8,Ship To Shore Comms,CR9 2YZ
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555495,5789.91,Owned Fleet Mtce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555495,2154.24,Owned Fleet M'T'Ce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555496,534.48,Owned Fleet Mgt Ch Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555496,4804.7,Owned Fleet Mtce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555496,1354.42,Owned Fleet M'T'Ce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555497,6811.5,Owned Fleet Mtce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,555497,1176.3,Owned Fleet M'T'Ce Mar 13,PO6 4RP
Department for Transport,MCA,09/04/2013,Prop Consultants Lump Sum Fees,Asset Management,JAMES BARR LTD,555596,2920.87,Professional Services/Exp,G2 2LN
Department for Transport,MCA,09/04/2013,Prop Consultants Lump Sum Fees,Asset Management,JAMES BARR LTD,555597,2050,Retaining Wall Repairs,G2 2LN
Department for Transport,MCA,09/04/2013,Leasehold Improvs - Asset Reg,Asset Management,MISCO CO UK,555648,2925.41,Moc Training Screens,NN8 6GS
Department for Transport,MCA,09/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555612,71166.4,Dwr Via Dti-Dr1 To Dr2,OX16 2SB
Department for Transport,MCA,09/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555609,90384.12,Approaches To The Sound Of Jur,OX16 2SB
