Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,16/12/2010,Capital Grant to Priv Sector - Companies,Regional & Local Transport,SUSTRANS LTD,2000021423,"3,500,000"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,SWANAGE TAXIS LTD,2000021230,"2,393"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,SWANBROOK TRANSPORT,2000021849,"5,148"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,SWANS TRAVEL,2000021231,"7,267"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,SWIFT TAXIS & PRIVATE HIRE LTD,2000021232,"11,229"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,SYSTON & DISTRICT VOLUNTEER CENTRE,2000021903,881
Department for Transport,Department for Transport,20/12/2010,Subsidies to Private Sector,Maritime and Dangerous Goods,T M C MARINE CONSULTANTS LTD,2000021478,749
Department for Transport,Department for Transport,01/12/2010,Subsidies to Private Sector,Maritime and Dangerous Goods,T M C MARINE CONSULTANTS LTD,2000020389,"1,263"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,T W BELL (BELSAY) LTD,2000021233,692
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,TAF VALLEY COACHES,2000021234,"2,964"
Department for Transport,Department for Transport,31/12/2010,Support Services,Aviation,TAG FARNBOROUGH AIRPORT LTD,2000022262,"27,916"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TARHUM LTD,2000021851,"3,288"
Department for Transport,Department for Transport,08/12/2010,Printing,Road & Vehicle Safety & Standards,TAURUS PRINT & DESIGN LTD,2000020767,738
Department for Transport,Department for Transport,03/12/2010,Printing,Road & Vehicle Safety & Standards,TAURUS PRINT & DESIGN LTD,2000020527,"2,492"
Department for Transport,Department for Transport,24/12/2010,Printing,Regional & Local Transport,TAURUS PRINT & DESIGN LTD,2000022104,"11,480"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,635
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,635
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"1,516"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"1,845"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"2,562"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"3,284"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,"3,519"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"3,519"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"3,519"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"3,601"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"3,819"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"3,836"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"3,836"
Department for Transport,Department for Transport,24/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022110,"4,001"
Department for Transport,Department for Transport,24/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022110,"4,001"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"4,024"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,"4,136"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"4,189"
Department for Transport,Department for Transport,24/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022110,"4,224"
Department for Transport,Department for Transport,30/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000022220,"4,906"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,"5,111"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000021414,"5,111"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,"8,807"
Department for Transport,Department for Transport,06/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TDC SYSTEMS LIMITED,2000020620,"12,050"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TEAMDECK LTD,2000021235,"67,669"
Department for Transport,Department for Transport,22/12/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,TELFORD & WREKIN DC,2000021953,"3,389"
Department for Transport,Department for Transport,22/12/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,TELFORD & WREKIN DC,2000021953,"14,907"
Department for Transport,Department for Transport,23/12/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,TELFORD & WREKIN DC,2000022048,"17,204"
Department for Transport,Department for Transport,14/12/2010,Publications for Resale,Communication Directorate,TEMPO GRAPHIC DESIGN LTD,2000020948,770
Department for Transport,Department for Transport,14/12/2010,Publications for Resale,Road & Vehicle Safety & Standards,TEMPO GRAPHIC DESIGN LTD,2000020948,"1,028"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TETLEYS MOTOR SERVICES LTD,2000021236,"1,754"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TEX COACHES,2000021879,"8,117"
Department for Transport,Department for Transport,03/12/2010,Capital Grants to NDPBs & CG,Environment and International,TFL - SURFACE TRANSPORT,2000020553,"56,000"
Department for Transport,Department for Transport,22/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Projects,TFL (TRANSPORT TRADING LIMITED),2000003251,"4,723,764"
Department for Transport,Department for Transport,16/12/2010,Capital Grants to Public Corporations,Rail Strategy & Stakeholder Relations,TFL GROUP TREASURY,2000003204,"1,000,000"
Department for Transport,Department for Transport,08/12/2010,PTOC - PTE Grant Payments,Rail Strategy & Stakeholder Relations,TFL GROUP TREASURY,2000003118,"1,965,333"
Department for Transport,Department for Transport,01/12/2010,IT Consultancy,Regional & Local Transport,THALES INFORMATION SYSTEM LTD,2000020378,"1,498"
Department for Transport,Department for Transport,21/12/2010,IT Consultancy,Regional & Local Transport,THALES INFORMATION SYSTEM LTD,2000021671,"1,542"
Department for Transport,Department for Transport,15/12/2010,IT Consultancy,Regional & Local Transport,THALES INFORMATION SYSTEM LTD,2000021124,"7,421"
Department for Transport,Department for Transport,21/12/2010,IT Consultancy,Regional & Local Transport,THALES INFORMATION SYSTEM LTD,2000021671,"7,421"
Department for Transport,Department for Transport,22/12/2010,Data Supply - Transport Direct,Information Management Directorate,THALES INFORMATION SYSTEM LTD,2000021943,"16,934"
Department for Transport,Department for Transport,15/12/2010,Data Supply - Transport Direct,Information Management Directorate,THALES INFORMATION SYSTEM LTD,2000021124,"19,918"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,THAMES TRAVEL (WALLINGFORD) LTD,2000021852,"84,897"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,THAMESDOWN TRANSPORT LTD,2000021853,"1,804"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,THANET COMMUNITY TRANSPORT,2000021854,"6,030"
Department for Transport,Department for Transport,06/12/2010,Cap Grant to Priv Sect - Persons & NPISH,Environment and International,THE CARBON TRUST (BIOFUELS),2000020625,"400,000"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,THE GREEN TRANSPORT COMPANY LIMITED,2000021107,"21,411"
Department for Transport,Department for Transport,23/12/2010,Research,Road & Vehicle Safety & Standards,THE INSTITUTION OF HIGHWAYS,2000022035,"2,591"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000003276,"24,512"
Department for Transport,Department for Transport,23/12/2010,Small Software,Communication Directorate,THE PRESS ASSOCIATION LTD,2000022055,756
Department for Transport,Department for Transport,09/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Regional & Local Transport,THE ROYAL BOURNEMOUTH HOSPITAL,2000020883,"16,442"
Department for Transport,Department for Transport,21/12/2010,Further Education Leading to Qualifications,Information Management Directorate,THE SYNERGY GROUP LTD,2000021675,611
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,THIRSK DIST COMM MINIBUS ASSOC,2000021855,909
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,THOMPSON'S TOURS,2000021895,"2,007"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,THORNES INDEPENDENT LTD,2000021237,"2,925"
Department for Transport,Department for Transport,21/12/2010,Subsidies to Private Sector,Regional & Local Transport,THURMASTON BUS,2000021679,"17,295"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TITTERINGTON COACHES LTD,2000021238,"1,667"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TIVERTON & DISTRICT COMM TRANS,2000021856,"1,041"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TLC TRAVEL LIMITED,2000021239,"33,954"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TLC TRAVEL LIMITED,2000021857,"46,605"
Department for Transport,Department for Transport,14/12/2010,Mobile Phone charges,Corporate Support Function,T-MOBILE (UK) LTD,2000020949,880
Department for Transport,Department for Transport,30/12/2010,Recruitment,Legal Services Directorate,TMP UK LTD,2000022203,"3,260"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TOP LINE TRAVEL OF YORK LTD,2000021240,"38,909"
Department for Transport,Department for Transport,29/12/2010,BUS FDR Wales,Regional & Local Transport,TORFAEN COMMUNITY TRANSPORT,2000021858,"4,719"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TOTALLY TRANSPORT  C I C,2000021266,"2,748"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TOTNES COMMUNITY  BUS COMMITEE,2000021241,531
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TOWN & COUNTRY MOTOR SERVICES LTD,2000021242,"1,716"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,TOWNLYNX,2000021243,"23,765"
Department for Transport,Department for Transport,08/12/2010,Data Supply - Transport Direct,Information Management Directorate,TRAFFICLINK (UK) LIMITED,2000020789,"19,583"
Department for Transport,Department for Transport,16/12/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TRAFFICMASTER PLC,2000021416,"83,670"
Department for Transport,Department for Transport,08/12/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"-2,280,961"
Department for Transport,Department for Transport,08/12/2010,PTOC - Profit/Revenue Share,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"-980,385"
Department for Transport,Department for Transport,08/12/2010,PTOC - Variable Mileage,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"-400,624"
Department for Transport,Department for Transport,08/12/2010,PTOC - Sch8 Variable Perf,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"7,712"
Department for Transport,Department for Transport,08/12/2010,PTOC - Deed Of Amendment,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"16,032"
Department for Transport,Department for Transport,08/12/2010,PTOC - Other SPRS,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"21,173"
Department for Transport,Department for Transport,08/12/2010,PTOC - PIP,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"381,215"
Department for Transport,Department for Transport,08/12/2010,PTOC - SPRS Indexation Pay,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"1,991,997"
Department for Transport,Department for Transport,08/12/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,TRANSPENNINE EXPRESS,2000003120,"7,244,008"
Department for Transport,Department for Transport,07/12/2010,Transport Consultancy,Information Management Directorate,TRANSPORT & TRAVEL RESEARCH LTD,2000020689,"15,353"
Department for Transport,Department for Transport,24/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000022111,"3,102"
Department for Transport,Department for Transport,15/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000021125,"5,675"
Department for Transport,Department for Transport,29/12/2010,Research,Transform Licensing Logistics and Sponsorship,TRANSPORT RESEARCH LABORATORY,2000022166,"5,864"
Department for Transport,Department for Transport,22/12/2010,Research,Transport Security,TRANSPORT RESEARCH LABORATORY,2000021944,"6,063"
Department for Transport,Department for Transport,09/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000020825,"6,249"
Department for Transport,Department for Transport,21/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000021672,"8,244"
Department for Transport,Department for Transport,30/12/2010,Research,Transform Licensing Logistics and Sponsorship,TRANSPORT RESEARCH LABORATORY,2000022221,"10,388"
Department for Transport,Department for Transport,16/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000021417,"13,464"
Department for Transport,Department for Transport,22/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000021944,"14,359"
Department for Transport,Department for Transport,03/12/2010,Research,Regional & Local Transport,TRANSPORT RESEARCH LABORATORY,2000020541,"16,741"
Department for Transport,Department for Transport,02/12/2010,Research,Regional & Local Transport,TRANSPORT RESEARCH LABORATORY,2000020443,"19,967"
Department for Transport,Department for Transport,09/12/2010,Research,Rail Technical & Professional,TRANSPORT RESEARCH LABORATORY,2000003133,"20,475"
Department for Transport,Department for Transport,30/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000022221,"20,541"
Department for Transport,Department for Transport,30/12/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000022221,"21,959"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRANSPORT UNLIMITED,2000021859,"6,311"
Department for Transport,Department for Transport,24/12/2010,IT Services  Running Costs,Information Management Directorate,TRAPEZE GROUP (UK) LTD,2000022112,"18,173"
Department for Transport,Department for Transport,03/12/2010,IT Services  Running Costs,Information Management Directorate,TRAPEZE GROUP (UK) LTD,2000020542,"22,716"
Department for Transport,Department for Transport,03/12/2010,Small Software,Information Management Directorate,TRAPEZE GROUP (UK) LTD,2000020542,"23,352"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRAVEL LONDON LTD,2000021244,"1,304,548"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRAVEL WRIGHT LTD,2000021245,"20,817"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRAVELSURE,2000021860,911
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRAVELSURE,2000021246,"25,109"
Department for Transport,Department for Transport,03/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000020522,"75,602"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,-498
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-2,008"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,-488
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-4,650"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-1,560"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,-568
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-2,309"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-2,470"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"-1,765"
Department for Transport,Department for Transport,22/12/2010,Treasury Solicitors,Legal Services Directorate,TREASURY SOLICITOR,2000021913,"25,452"
Department for Transport,Department for Transport,22/12/2010,Software Licences Capital Cost (Intangible),Transport Security,TRIAD GROUP PLC,2000021945,"5,288"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,TRIP COMMUNITY TRANSPORT,2000021862,"2,254"
Department for Transport,Department for Transport,22/12/2010,Transport Consultancy,Transport Analysis and Economics,TRL LTD,2000021920,770
Department for Transport,Department for Transport,01/12/2010,Research,Road & Vehicle Safety & Standards,TRL LTD,2000020356,900
Department for Transport,Department for Transport,01/12/2010,Research,Road & Vehicle Safety & Standards,TRL LTD,2000020356,"51,744"
Department for Transport,Department for Transport,07/12/2010,Rent - L&B (non-PFI),Accident Investigating Branches,TRUSTEES OF MAJOR & BARNES LTD,2000020711,"35,838"
Department for Transport,Department for Transport,06/12/2010,Property Consultancy,Finance & Estates,TURNER & TOWNSEND,2000020621,"1,337"
Department for Transport,Department for Transport,31/12/2010,Property Consultancy,Finance & Estates,TURNER & TOWNSEND,2000022263,"1,337"
Department for Transport,Department for Transport,06/12/2010,Property Consultancy,Finance & Estates,TURNER & TOWNSEND,2000020621,"2,091"
Department for Transport,Department for Transport,31/12/2010,Property Consultancy,Finance & Estates,TURNER & TOWNSEND,2000022263,"11,980"
Department for Transport,Department for Transport,06/12/2010,Property Consultancy,Finance & Estates,TURNER & TOWNSEND,2000020621,"11,980"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,TYNE VALLEY COACHES LTD,2000021247,"7,781"
Department for Transport,Department for Transport,15/12/2010,Further Education Leading to Qualifications,Transport Analysis and Economics,UNIVERSITY OF YORK,2000021126,"4,000"
Department for Transport,Department for Transport,29/12/2010,Transport Consultancy,Rail Technical & Professional,URS/SCOTT WILSON,2000003303,"12,708"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,VALLEY BUS CO LTD,2000021249,"124,557"
Department for Transport,Department for Transport,24/12/2010,Services provided by OGDs,Transport Security,VEHICLE & OPERATOR SERVICES AGENCY,2000022121,"98,859"
Department for Transport,Department for Transport,01/12/2010,Services provided by OGDs,Road & Vehicle Safety & Standards,VEHICLE CERTIFICATION AGENCY,2000020379,"6,500"
Department for Transport,Department for Transport,15/12/2010,BUS FDR Wales,Regional & Local Transport,VEOLIA TRANSPORT CYMRU PLC,2000021048,"727,459"
Department for Transport,Department for Transport,16/12/2010,Telephone charges,Information Management Directorate,VERIZON BUSINESS,2000021418,533
Department for Transport,Department for Transport,29/12/2010,Telephone charges,Information Management Directorate,VERIZON BUSINESS,2000022167,"2,412"
Department for Transport,Department for Transport,29/12/2010,Telephone charges,Information Management Directorate,VERIZON BUSINESS,2000022167,"7,724"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,VICEROY OF ESSEX LTD,2000021250,"4,677"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,London and Road Demand Management,VIDEO SCIENCE LTD,2000022043,"9,906"
Department for Transport,Department for Transport,01/12/2010,Legal Consultancy,Legal Services Directorate,VIKRAM SACHDEVA,2000020390,"1,425"
Department for Transport,Department for Transport,23/12/2010,Management Consultancy,Projects,VIRGIN RAIL PROJECTS LTD,2000003280,"79,517"
Department for Transport,Department for Transport,22/12/2010,Mobile Phone charges,Transform Licensing Logistics and Sponsorship,VODAFONE LTD,2000021952,661
Department for Transport,Department for Transport,14/12/2010,Mobile Phone charges,INE Group,VODAFONE LTD,2000020950,687
Department for Transport,Department for Transport,08/12/2010,Mobile Phone charges,Finance & Planning,VODAFONE LTD,2000003116,"4,343"
Department for Transport,Department for Transport,03/12/2010,Mobile Phone charges,Transform Licensing Logistics and Sponsorship,VODAFONE LTD,2000020545,"4,791"
Department for Transport,Department for Transport,22/12/2010,Mobile Phone charges,Transform Licensing Logistics and Sponsorship,VODAFONE LTD,2000021951,"5,769"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,VOLUNTEER & COMMUNITY ACTION,2000021893,"4,861"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WALDEN TRAVEL LTD,2000021251,"5,469"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WALTON SWIFT LTD,2000021863,"8,884"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WARDLE TRANSPORT,2000021252,"29,203"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WARRINGTON COMMUNITY TRANSPORT,2000021865,"5,609"
Department for Transport,Department for Transport,23/12/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,WARWICKSHIRE CC,2000022070,"6,201"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WAVENEY AREA COMMUNITY TRANSPORT,2000021866,"3,177"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WCVB WORCESTER WHEELS,2000021867,"1,841"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WEARDALE MOTOR SERVICES,2000021253,"26,475"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WEBBERBUS LIMITED,2000021868,"11,178"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WELLINGBOROUGH VOLUNTEER BUREAU,2000021869,"2,376"
Department for Transport,Department for Transport,29/12/2010,BUS FDR Wales,Regional & Local Transport,WELSH BORDER COMMUNITY TRANSPORT,2000021870,"1,867"
Department for Transport,Department for Transport,20/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Road & Vehicle Safety & Standards,WEST KENT COMMUNITY HEALTH,2000021479,"53,200"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WEST MIDLANDS TRAVEL LTD,2000021871,"1,524"
Department for Transport,Department for Transport,03/12/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000003085,"59,229"
Department for Transport,Department for Transport,30/12/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000003245,"59,229"
Department for Transport,Department for Transport,03/12/2010,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000003085,"5,473,578"
Department for Transport,Department for Transport,30/12/2010,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000003245,"5,473,578"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WESTON & DISTRICT COM TRANSPORT,2000021872,"4,450"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WESTWARD TRAVEL,2000021874,"1,417"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITE BUS SERVICES,2000021875,"1,208"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITE BUS SERVICES,2000021255,"9,479"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITE ROSE BUS COMPANY LTD,2000021295,"306,832"
Department for Transport,Department for Transport,16/12/2010,Training,Accident Investigating Branches,WHITE WALTHAM AIRFIELD LTD,2000021426,603
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITE WINGS TRAVEL LTD,2000021285,"6,388"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITES COACHES,2000021256,"22,961"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WHITTAKERS,2000021905,"2,467"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WIGAN BUSES LTD,2000021257,"5,148"
Department for Transport,Department for Transport,02/12/2010,Books,Legal Services Directorate,WILDY AND SONS LTD,2000020446,663
Department for Transport,Department for Transport,29/12/2010,Books,Legal Services Directorate,WILDY AND SONS LTD,2000022170,995
Department for Transport,Department for Transport,02/12/2010,Books,Legal Services Directorate,WILDY AND SONS LTD,2000020446,"1,630"
Department for Transport,Department for Transport,29/12/2010,Books,Legal Services Directorate,WILDY AND SONS LTD,2000022170,"1,820"
Department for Transport,Department for Transport,15/12/2010,Subsidies to Private Sector,Regional & Local Transport,WILFREDA LUXURY COACHES,2000021258,"45,382"
Department for Transport,Department for Transport,20/12/2010,Curr Grant to Priv Sect-Persons & NPISH,Road & Vehicle Safety & Standards,WILLIAM MERRITT DISABLED LIVIN,2000021470,"40,320"
Department for Transport,Department for Transport,15/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,WILTSHIRE COUNTY COUNCIL,2000021131,"239,523"
Department for Transport,Department for Transport,22/12/2010,Legal Consultancy,Projects,WINCKWORTH SHERWOOD,2000003248,"4,243"
Department for Transport,Department for Transport,21/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,WIRRAL MBC,2000021678,"261,000"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WOKING COMMUNITY TRANSPORT LTD,2000021876,"10,407"
Department for Transport,Department for Transport,07/12/2010,Capital Grants to Local Authorities,Regional & Local Transport,WOLVERHAMPTON CITY COUNCIL,2000020702,"3,927,546"
Department for Transport,Department for Transport,29/12/2010,Subsidies to Private Sector,Regional & Local Transport,WOODSTONES COACHES LTD,2000021877,"4,281"
Department for Transport,Department for Transport,15/12/2010,Rent - L&B (non-PFI),Finance & Estates,WORKMAN & PARTNERS,2000021127,"675,625"
