Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department For Transport,Highways Agency,22/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,WSP UK LIMITED,627160,157403.9,Invoice for March No.64193937 15/04/2014 fees,RG21 4HJ,
Department For Transport,Highways Agency,22/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627237,205843.01,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627240,223752.13,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,627185,242723.14,"M6 16-19 Jacobs Inv- B1948001/003/BM, PE 04/04/14, 22/04/14",G2 7HX,
Department For Transport,Highways Agency,22/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627245,275503.55,Apps and Certs Receipt - APC67566,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,627206,291076.69,Inv No 00002074 dated 14/4/14. M1 J39 to 42. GENESYS costs against TAF T-0114 March 2014,GU14 7BF,
Department For Transport,Highways Agency,22/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627240,350285.38,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,RM Cost Reimbursable,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627245,410399.69,Apps and Certs Receipt - APC67566,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627235,439787.93,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627237,471261.47,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627246,517130.07,Apps and Certs Receipt - APC67565,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627240,542323.7,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627243,714111.85,Apps and Certs Receipt - APC67498,M2 5JB,
Department For Transport,Highways Agency,22/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627244,865339.39,Apps and Certs Receipt - APC67567,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627249,954141.82,Apps and Certs Receipt - APC67563,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC,627246,2365541.02,Apps and Certs Receipt - APC67565,WA3 7PG,
Department For Transport,Highways Agency,22/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627235,3114276.77,Apps and Certs Receipt - APC67628,M2 5JB,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,A127026,-35418.78,#,S1 1BA,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246941,512.8,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246923,529.2,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246914,550.85,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD245218,561.4,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD243802,672.8,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246942,725.2,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246916,739.8,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD245216,752.6,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,Lands Costs,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD246943,764.4,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246925,850,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246928,867.6,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246940,950.5,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246911,1078,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246919,1349.8,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246920,1605,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246917,1664.4,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246913,1756,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD246906,1783.6,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,Lands Costs,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD246648,3960.6,#,CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246915,11000,#,SW19 4DT,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A E YATES LTD,1013049REP,33608.71,#,BL6 4SB,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),621944,-18548.4,Apps and Certs Receipt - APC63546,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),516937,-3180,Apps and Certs Receipt - APC13477,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),619210,-3093.31,Apps and Certs Receipt - APC61363,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),608802,-2705.84,Apps and Certs Receipt - APC51494,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,627252,233.51,#,RH1 1PQ,
Department For Transport,Highways Agency,23/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,627252,234.78,#,RH1 1PQ,
Department For Transport,Highways Agency,23/04/2014,CM - External Tehnical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627286,508.46,M25/1518 M25 DBFO REVISED TOLL CHARGE SIGN,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,COMMERCIAL & PROCUREMENT,ADECCO UK LTD,627315,527.59,Adecco Invoice 26754423 for XXXXX (09/04/14),WD6 1HY,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627298,536.58,M25/1544 M25 J21A SAFETY IMPROVEMENTS C-OWN-2013 004,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HAYS SPECIALIST RECRUITMENT LIMITED,627322,537.71,w/e 11/4/14 448.09,KT3 4JQ,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627281,572.39,M25 J16-23 Controlled M/WAY 13/14 Invoice No. M25/1558 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627311,589.71,Area 5 RSA's - 2013/14 Inv. no. M25/1577 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,627366,662,"Receipt for services of temp - XXXXX, mgr XXXXX cc3841, w/c 29.03.14",AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,627367,662,"Receipt for services of temp - XXXXX, mgr XXXXX cc3841, w/c 05.04.14",AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,BROOK STREET (UK)  LTD,627334,694.38,XXXXX w/e 11/4/14 38.30 hours@#15.03 per hour,AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,BROOK STREET (UK)  LTD,627333,748.49,XXXXX w/e 4/4/14 41.30 hours@#15.03 per hour,AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,627327,795.16,30379548 XXXXX HOURLY RATE - W/C 29/03/14,AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,627326,809.02,30389899A XXXXX HOURLY RATE W/C 05/04/14,AL1 4ZX,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627314,822.04,A282 Dartford Crossovers Inv. no. M25/1575 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,SOUTH WEST WATER (NON CIS) WATER USAGE,627341,839.13,"Bill Number 5093 1095 68, dated 11 April 2014",EX2 7YN,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627306,851.07,M26 Jct 2A Nepicar Pnd Outfall Inv. no. M25/1567 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627282,889.35,M25 DBFO QE11 Bridge Speed Cameras Re-Calibration Invoice no. M25/1562 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627353,980.17,A20 Pinks Hill Pond Study Inv. no. M25/1571 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HAYS SPECIALIST RECRUITMENT LIMITED,627318,1000.78,XXXXX w/e 4/4/14 833.98,KT3 4JQ,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HAYS SPECIALIST RECRUITMENT LIMITED,627320,1000.78,XXXXX w/e 11/4/14 833.98,KT3 4JQ,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627302,1086.45,M25/1546 M1 J2-4 MP17.3 TO 15.5 CENTRAL RESERVE EMERGENCY CROSS OVER GATES,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,LAFARGE AGGREGATES LTD,627332,1102.66,Apps and Certs Receipt - APC67732,B37 7BQ,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627293,1325.02,M25/1549 A1(M) J1-2 MP26.7 CENTRAL RESERVE EMERGENCY CROSS OVER GATES,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627280,1340.11,M25 J27-30 Secondary Speed Markings Invoice No. M25/1557 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627351,1344.56,M25 J28/A1023 Roundabout Study Inv. no. M25/1570 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NETWORK RAIL,627338,1354.95,Invoice number 1145134 Invoice date 17-4-14  Ref bridge works at Mortimer and Winnersh,SN1 1GW,
Department For Transport,Highways Agency,23/04/2014,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,BRITISH GAS TRADING LIMITED,627255,1365.22,"Invoice No. 67352056/1, dated 14/04/2014",CF10 5BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,627259,1433.46,#,M60 1HX,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,627361,1490.62,Maintenance holiday work done April 2014 adjustment from #1490.62 (incorrect) to #1561.42,KT18 5BW,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627310,1626.03,M25/1531 DX A282 CHALK PIT BARRIER,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627304,1663.65,M25/1540 M25 DBFO AREA 5 RSA STAGE 4 - M25 COBHAM MSA,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,COMMERCIAL & PROCUREMENT,NETWORKERS INTERNATIONAL PLC,627303,1689.24,XXXXX Temp Staff - Invoice 411080174 week ending 11th April - 1407.70,BR1 1HP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627291,1691.38,M25/1548 M20 J1 MP33.4 TO 33.6 CENTRAL RESERVE EMERGENCY CROSS OVER GATES,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627316,1748.8,A3 Clay Lane Noise Barriers Inv. no. M25/1574 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627283,1780.62,M25 J8-10 Secondary Speed Markings & Evidential Trail Invoice no. M25/1561 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627296,1818.55,M25/1547 M25 J10-11 MP77.7 TO 77.9 CENTRAL RESERVE EMERGENCY CROSS OVER GATES,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627289,2181.47,M25/1552 M25 J15 MERGE DIVERGE IMPROVEMENTS,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,WSP UK LIMITED,627352,2337.04,No. 3 for March 2014 fees,RG21 4HJ,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627285,2346.63,M25 J10-16 Enforcement Authority Acceptance Testing Invoice no. M25/1559 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,MORGAN HUNT UK LTD,627342,2544,Communications Workstream Daily Rate - XXXXX w/e 20/04/2014 Inv. no. 720770 Dated 20/04/2014,EC4M 7EG,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627308,2548.17,M25 to M23 Southbound J7 Merge Improvements Inv. no. M25/1565 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TOS operational Vehicle livery,TRAFFIC MANAGEMENT DIRECTORATE,COMPUTACENTER (UK) LTD,627354,2564.12,10008545,AL10 9TW,
Department For Transport,Highways Agency,23/04/2014,External seminars and conferences,FINANCE & BUSINESS SERVICES,ROWAN PARTNERSHIP,627329,2650,Invoice for XXXXX,NP22 3YF,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627307,2667.96,M25/1537 M25 J10 AND A3 SOUTH OF M25 SAFETY IMPROVEMENTS,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,627262,2872.41,#,M60 1HX,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627297,2885.43,M25/1543 M4 J3-4 SAFETY FENCE IMPROVEMENT C-OWN 2013 006,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NETWORK RAIL PROPERTY,627312,2919.93,Invoice number 1145013 Invoice date 14/4/14 - Ref DW2245/GW7864  M4 Bridge Widening Project Slough,M60 3BP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627299,3245.66,M25B J16-15 VSF Realignment to Parapet Inv. no. M25/1568 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,627265,3669.15,#,WC2B 4TS,
Department For Transport,Highways Agency,23/04/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,EXPERIS LIMITED,627360,3697.81,"XXXXX W/E 13/04/14 5 days @ 342.39 p Day = 1,711.95 & W/E 20/04/14 4 days @ 342.39 = 1,369.56   Total 3,081.51",EC1R 3DR,
Department For Transport,Highways Agency,23/04/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,627324,3725.49,Payment for invoice no VP75270570Q01701,DH98 1BT,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627309,4017.17,M25/1529 M4 J3-4 SAFETY FENCE IMPROVEMENT C-OWN 2013 006,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,627257,4100,#,RG24 8WZ,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,627267,4166.22,PO 1203 M5 J4a-6 February 2014,GU2 7AR,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627263,4227.61,Tail Guardian,NE11 0RU,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,EXPERIS LIMITED,627363,5033.1,xxxxx Timesheet WE30/03/14 x5 days,EC1R 3DR,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,627340,6000,#,M60 1HX,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627301,6642.85,A282A Gantry Signing Inv. no. M25/1566 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NETWORK RAIL,627266,6806.06,M3 J2-4a Network Rail Invoice: 1145136 Date: 17-04-14,SN1 1GW,
Department For Transport,Highways Agency,23/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,627346,8977.27,PRE1000914 DATED 23 APRIL 2014,EC1R 3DR,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627356,10417.54,#,NE11 0RU,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627305,10636.75,M25/1539 A30 CYCLEWAY PHASE 3,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,627264,11573.74,#,M60 1HX,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,627349,13120.27,#,M60 1HX,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,627290,14254.01,Apps and Certs Receipt - APC67250,OX4 4DQ,
Department For Transport,Highways Agency,23/04/2014,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,COMPUTACENTER (UK) LTD,627348,14362.67,10008546,AL10 9TW,
Department For Transport,Highways Agency,23/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627337,22102,East TechMAC Demobilisation charge as to original Pricing Schedule. Charges for the period to 31.03.2014,AL2 2DQ,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,627269,24196.29,WR276 M3 Blackwater Valley Viaduct concrete Repairs. Interim invoice signed agreement 23/04/14,SN1 1GW,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,627268,24280.23,RemitNoWR276 M3 Hawley Road North&South Concrete Repairs. Interim invoice signed agreement 23/04/14,SN1 1GW,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,LAFARGE AGGREGATES LTD,627331,24686.88,Apps and Certs Receipt - APC67734,B37 7BQ,
Department For Transport,Highways Agency,23/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR LONDON (TFL),627345,28331.97,1800024921 Traffic Signal Equip Maintnenace Charges for Q2-Q4 FY13/14,SE10 1AP,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,627365,35608.29,Work completed in April 2014 PIN 543608,RG21 4HJ,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,COSTAIN LIMITED,627323,58801.29,Apps and Certs Receipt - APC67729,SL6 4UB,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,PRICEWATERHOUSECOOPERS,627335,71200,LTC Consultants Time Based Fee - PWC Invoice February 2014,LS1 4JP,
Department For Transport,Highways Agency,23/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,627252,77824.88,#,RH1 1PQ,
Department For Transport,Highways Agency,23/04/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,627362,84025.75,Contract 1/179 Signs & Signals Monthly Maintenance for April 2014,HP19 8BP,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,627288,97018.59,M25/1564 A282 DARTFORD CROSSING LOCAL RESIDENTS DISCOUNT SCHEME,EN6 3NP,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,627317,106256.32,A1 Dishforth to Barton Holtby Grange to Catterick Payment in Advance of Works - A127026,S1 1BA,
Department For Transport,Highways Agency,23/04/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,627343,176391.5,HADECS Maintenance Contract Charges for April 2014,RG24 8WZ,
Department For Transport,Highways Agency,23/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),627325,176960.13,Apps and Certs Receipt - APC67353,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,627357,181443.03,#,GU2 7AR,
Department For Transport,Highways Agency,23/04/2014,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,627252,184272.78,#,RH1 1PQ,
