Dept Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number ,Amount
CLG,FSC,15/06/2010,Sundry low value purchase,Library,Barclays HMG Procurement Card,PPI004644,136.05
CLG,FSC,15/06/2010,Sundry low value purchase,Nursery,Barclays HMG Procurement Card,PPI004644,320.84
CLG,FSC,15/06/2010,Sundry low value purchase,Risk & Governance,Barclays HMG Procurement Card,PPI004644,22359.49
CLG,FSC,15/06/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080072,-257.78
CLG,FSC,15/06/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080072,-121.24
CLG,FSC,15/06/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080072,1470.15
CLG,FSC,15/06/2010,"VL,AT,RP Fees",Hazmats,East Sussex Fire Authority,PCR003901,-1102.36
CLG,FSC,15/06/2010,"VL,AT,RP Fees",Hazmats,East Sussex Fire Authority,PIN080091,1040
CLG,FSC,15/06/2010,Prepayments,IT Section,IMC (UK) Learning Ltd,PIN080180,15783.33
CLG,FSC,15/06/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Mansell Construction Services Ltd,PIN080061,12337.25
CLG,FSC,15/06/2010,Audit Fees,Risk & Governance,Price Waterhouse Coopers LLP,PIN080289,848
CLG,FSC,16/06/2010,"Student - Travel, etc",Transport,Bakers Commercial Services Ltd.,PIN080306,525
CLG,FSC,16/06/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080073,900
CLG,FSC,16/06/2010,Reactive Maintenance,Prop & Maint Costs,KPR Engineering (M&E) Ltd.,PIN080075,2973
CLG,FSC,16/06/2010,External Accreditation Costs,Higher Education,NCFE,PIN080079,500
CLG,FSC,17/06/2010,Scrap Vehicles,Ops-Fireground,Common Road Dismantlers,PIN080175,2537.5
CLG,FSC,17/06/2010,Seconded Salary,Default Cost Centre,Gloucestershire County Council,PIN080106,14562.09
CLG,FSC,17/06/2010,Seconded Salary,Default Cost Centre,Gloucestershire County Council,PIN080107,16847.94
CLG,FSC,17/06/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080074,1450
CLG,FSC,17/06/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080364,2000
CLG,FSC,17/06/2010,L&B - WIP,Default Cost Centre,Peter Evans Partnership,PIN080533,684.9
CLG,FSC,17/06/2010,L&B - WIP,Default Cost Centre,Peter Evans Partnership,PIN080533,1015.1
CLG,FSC,17/06/2010,L&B - WIP,Default Cost Centre,Peter Evans Partnership,PIN080533,3300
CLG,FSC,17/06/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080110,574.23
CLG,FSC,18/06/2010,Miscellaneous,Prop & Maint Costs,KPR Engineering (M&E) Ltd.,PIN080183,843
CLG,FSC,18/06/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Minerva Simulator Facilities Ltd,PIN080135,638
CLG,FSC,18/06/2010,"VL,AT,RP Fees",USAR,Norfolk County Council,PIN080141,40
CLG,FSC,18/06/2010,"VL,AT,RP Fees",USAR,Norfolk County Council,PIN080141,1200
CLG,FSC,18/06/2010,Marketing - Corporate Image,Events & Infra. Sale,Staples Promotional Products Europe Ltd,PIN080129,50
CLG,FSC,18/06/2010,Marketing - Corporate Image,Events & Infra. Sale,Staples Promotional Products Europe Ltd,PIN080129,870
CLG,FSC,19/06/2010,Leasing Charges,Facilities Costs,Ambius (Rentokil Tropical Plants),PIN080223,802.12
CLG,FSC,21/06/2010,L&B - WIP,Default Cost Centre,Hyder Consulting (UK) Ltd.,PIN080177,1000
CLG,FSC,21/06/2010,L&B - WIP,Default Cost Centre,Hyder Consulting (UK) Ltd.,PIN080177,2000
CLG,FSC,21/06/2010,Promotional events and activities,Events & Infra. Sale,Redbows Ltd,PIN080376,20
CLG,FSC,21/06/2010,Promotional events and activities,Events & Infra. Sale,Redbows Ltd,PIN080376,50
CLG,FSC,21/06/2010,Promotional events and activities,Events & Infra. Sale,Redbows Ltd,PIN080376,1468.5
CLG,FSC,21/06/2010,Admin - Photocopier Costs,Facilities Costs,RICOH UK Ltd,PIN080524,817.2
CLG,FSC,21/06/2010,Media - Rental,Publications,RICOH UK Ltd,PIN080527,7048.45
CLG,FSC,21/06/2010,"Fgnd Eqpt, etc - Maintenance",Ops-Fireground,Supply 999 Limited,PIN080120,7.25
CLG,FSC,21/06/2010,"Fgnd Eqpt, etc - Maintenance",Ops-Fireground,Supply 999 Limited,PIN080120,1675.96
CLG,FSC,21/06/2010,Water Charges,Facilities Costs,Thames Water,PIN080157,4453.44
CLG,FSC,21/06/2010,Rechargeable Costs,Director of  Estates,Veale Wasbrough Vizards,PIN080176,3564
CLG,FSC,22/06/2010,Legal Fees,Facilities Costs,Harrison & Hardie,PIN080137,261.56
CLG,FSC,22/06/2010,Legal Fees,Facilities Costs,Harrison & Hardie,PIN080137,3402.6
CLG,FSC,22/06/2010,Training Rigs / Infrastructure,Prop & Maint Costs,KPR Engineering (M&E) Ltd.,PIN080613,1530
CLG,FSC,22/06/2010,Legal Fees,Facilities Costs,Veale Wasbrough Vizards,PIN080400,943.53
CLG,FSC,22/06/2010,Legal Fees,Information Services,Veale Wasbrough Vizards,PIN080228,2200
CLG,FSC,23/06/2010,USAR consumables,USAR,Dewalt (Black & Decker),PIN080468,215.3
CLG,FSC,23/06/2010,USAR consumables,USAR,Dewalt (Black & Decker),PIN080468,485.07
CLG,FSC,23/06/2010,"VL,AT,RP Fees",Hazmats,Merseyside Fire & Rescue Service,PIN080189,1040
CLG,FSC,24/06/2010,Non-Training Eqpt - Purchases,Ops-Workshops,Cromwell Tools (Basingstoke),PIN080235,536.27
CLG,FSC,24/06/2010,L&B - WIP,Director of  Estates,Knight Frank (Manchester),PIN080198,13128.29
CLG,FSC,24/06/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,NPIA,PIN080160,2785
CLG,FSC,24/06/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080195,500.83
CLG,FSC,24/06/2010,Consultancy,Director of Finance,Terry Price Associates,PIN080232,668
CLG,FSC,25/06/2010,USAR consumables,Ops-Fireground,Concept Engineering LTD,PIN080188,10
CLG,FSC,25/06/2010,USAR consumables,Ops-Fireground,Concept Engineering LTD,PIN080188,768.48
CLG,FSC,25/06/2010,Reactive Maintenance,Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080251,0.04
CLG,FSC,25/06/2010,Reactive Maintenance,Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080251,31.23
CLG,FSC,25/06/2010,Reactive Maintenance,Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080251,83.13
CLG,FSC,25/06/2010,Reactive Maintenance,Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080251,394
CLG,FSC,25/06/2010,Consultancy,Facilities Costs,Entec UK Limited,PIN080429,1762.5
CLG,FSC,25/06/2010,"VL,AT,RP Fees",Hazmats,Merseyside Fire & Rescue Service,PIN080221,1040
CLG,FSC,27/06/2010,Prepayments,IT Section,Northgate Arinso,PIN080320,7448.67
CLG,FSC,28/06/2010,Postal Charges,Finance Department,DHL Express UK ltd,PIN080268,63.96
CLG,FSC,28/06/2010,Postal Charges,Internat'al Business,DHL Express UK ltd,PIN080268,89.61
CLG,FSC,28/06/2010,Postal Charges,Infill,DHL Express UK ltd,PIN080268,131.66
CLG,FSC,28/06/2010,Postal Charges,CSSC - FRS FS Trng,DHL Express UK ltd,PIN080268,147.77
CLG,FSC,28/06/2010,Postal Charges,Internat'al Business,DHL Express UK ltd,PIN080268,177.07
CLG,FSC,28/06/2010,Prepayments,Library,EduServ,PIN080215,715
CLG,FSC,28/06/2010,Structure Maint. - Steelwork & Respray,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN080439,26
CLG,FSC,28/06/2010,Structure Maint. - Steelwork & Respray,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN080439,480
CLG,FSC,28/06/2010,Travel - Other,Library,RSP Rail Travel Account,PPI004652,30
CLG,FSC,28/06/2010,Travel - Other,Library,RSP Rail Travel Account,PPI004652,30.2
CLG,FSC,28/06/2010,Travel - Other,Higher Education,RSP Rail Travel Account,PPI004652,37.3
CLG,FSC,28/06/2010,Travel - Other,Director of HR,RSP Rail Travel Account,PPI004652,40.8
CLG,FSC,28/06/2010,Travel - Other,Higher Education,RSP Rail Travel Account,PPI004652,48.8
CLG,FSC,28/06/2010,Travel - Other,Library,RSP Rail Travel Account,PPI004652,53.7
CLG,FSC,28/06/2010,Travel - Other,Facilities Costs,RSP Rail Travel Account,PPI004652,66
CLG,FSC,28/06/2010,Travel - Other,Prop & Maint Costs,RSP Rail Travel Account,PPI004652,144.5
CLG,FSC,28/06/2010,Travel - Other,Incident Management,RSP Rail Travel Account,PPI004652,148
CLG,FSC,28/06/2010,Travel - Other,Library,RSP Rail Travel Account,PPI004652,148.7
CLG,FSC,28/06/2010,Seconded Salary,Default Cost Centre,Staffordshire Fire & Rescue Service,PIN080327,12277.23
CLG,FSC,28/06/2010,Seconded Salary,Default Cost Centre,Staffordshire Fire & Rescue Service,PIN080326,17520.93
CLG,FSC,28/06/2010,"VL,AT,RP Fees",Hazmats,VT Group,PCR003906,-3113.75
CLG,FSC,29/06/2010,"Student - Travel, etc",Special Ops,Bakers Commercial Services Ltd.,PIN080462,1275
CLG,FSC,29/06/2010,Catering - Other,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080529,4749.23
CLG,FSC,29/06/2010,Catering - Hospitality,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080529,12288.55
CLG,FSC,29/06/2010,Core Variable Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080257,15100.97
CLG,FSC,29/06/2010,Catering - Hospitality,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080529,16042.38
CLG,FSC,29/06/2010,Catering - Meals,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080529,43076.69
CLG,FSC,29/06/2010,Core Fixed Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080256,69216.51
CLG,FSC,29/06/2010,Seconded Salary,Default Cost Centre,L.F.E.P.A.,PIN080324,24493.44
CLG,FSC,29/06/2010,"Fgnd Eqpt, etc - Purchases",USAR,Total Worx (Safequip) Ltd,PIN080261,247.52
CLG,FSC,29/06/2010,"Fgnd Eqpt, etc - Purchases",USAR,Total Worx (Safequip) Ltd,PIN080261,660
CLG,FSC,29/06/2010,"Fgnd Eqpt, etc - Rental",USAR,Wiltshire College,PIN080236,684
CLG,FSC,29/06/2010,"VL,AT,RP Fees",USAR,Wiltshire College,PIN080236,9352.51
CLG,FSC,30/06/2010,"Compressed Air, Cooling & Ventilation",Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN080388,630
CLG,FSC,30/06/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080286,559.05
CLG,FSC,30/06/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080288,1412
CLG,FSC,30/06/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080284,1709
CLG,FSC,30/06/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080283,2340
CLG,FSC,30/06/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080287,2468
CLG,FSC,30/06/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080285,7536
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Cent. For Leadership,Company Barclaycard Business,PPI004654,32.2
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Dir. of Serv. Deliv.,Company Barclaycard Business,PPI004654,81.7
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Information Services,Company Barclaycard Business,PPI004654,102.8
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Qualifications Man.,Company Barclaycard Business,PPI004654,150.9
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,USAR,Company Barclaycard Business,PPI004654,285.55
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Directors,Company Barclaycard Business,PPI004654,445
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Dir of Sales&Mrkting,Company Barclaycard Business,PPI004654,1368.38
CLG,FSC,30/06/2010,Barclaycard - Travel & Subs,Internat'al Business,Company Barclaycard Business,PPI004654,5140.02
CLG,FSC,30/06/2010,IT Consultancies,Directors,Dbi Consulting,PIN080369,4978
CLG,FSC,30/06/2010,Seconded Salary,Default Cost Centre,Durham & Darlington Fire & Rescue Service,PIN080329,16848
CLG,FSC,30/06/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN081353,2588.92
CLG,FSC,30/06/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN080282,2982.95
CLG,FSC,30/06/2010,Provisions,Default Cost Centre,HMRC,PIN080377,250000
CLG,FSC,30/06/2010,External Accommodation - Hotels,Special Ops,HMS Nelson Wardroom,PIN080341,273.12
CLG,FSC,30/06/2010,External Accommodation - Hotels,Special Ops,HMS Nelson Wardroom,PIN080341,291.7
CLG,FSC,30/06/2010,Rechargeable Costs,Director of  Estates,Knight Frank (Manchester),PIN080561,4207.5
CLG,FSC,30/06/2010,Rechargeable Costs,Events & Infra. Sale,Mason Navarro Pledge,PIN080892,837
CLG,FSC,30/06/2010,External Course/Seminar Delivery,OGA,Mines Rescue Services Ltd,PIN080384,881.25
CLG,FSC,30/06/2010,Postal Charges,Facilities Costs,Neopost Ltd,PIN080227,3.43
CLG,FSC,30/06/2010,Postal Charges,Facilities Costs,Neopost Ltd,PIN080227,500
CLG,FSC,30/06/2010,Postal Charges,Facilities Costs,Neopost Ltd,PIN080227,996.57
CLG,FSC,30/06/2010,Admin - Stationery,Prop & Maint Costs,Office Depot UK Ltd,PIN080532,1083.25
CLG,FSC,30/06/2010,Media - Student Stationery,Publications,Office Depot UK Ltd,PIN080366,1156.18
CLG,FSC,30/06/2010,Admin - Stationery,Prop & Maint Costs,Office Depot UK Ltd,PIN080531,1456.42
CLG,FSC,30/06/2010,Admin - Stationery,Facilities Costs,Office Depot UK Ltd,PIN080266,1637.06
CLG,FSC,30/06/2010,Reactive Maintenance,Prop & Maint Costs,QTS Associates Ltd,PIN080272,4923.99
CLG,FSC,30/06/2010,Scrap Vehicles,Ops-Fireground,Smiths of Bloxham,PIN080547,16960
CLG,FSC,30/06/2010,Seconded Salary,Default Cost Centre,South Yorkshire Fire & Rescue,PIN080325,14121.92
CLG,FSC,30/06/2010,Copyright fees,Information Services,The Newspaper Licensing Agency Ltd,PIN080267,851
CLG,FSC,01/07/2010,Electricity,Facilities Costs,EDF Electricity (Was London Electricity Plc),PIN080262,16144.15
CLG,FSC,01/07/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN080461,256
CLG,FSC,01/07/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN080461,474
CLG,FSC,01/07/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN080461,1000
CLG,FSC,01/07/2010,Catering - Other,Int Facilities Mgmt,Fire Service College Mess Club,PIN080463,1333.33
CLG,FSC,01/07/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081137,1450
CLG,FSC,01/07/2010,Telephone Charges,IT Section,Kcom,PIN080408,977.03
CLG,FSC,01/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080318,1400
CLG,FSC,01/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080354,1400
CLG,FSC,01/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080355,1400
CLG,FSC,01/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080316,1800
CLG,FSC,01/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080707,2350
CLG,FSC,01/07/2010,Relocation - Seconded (NT) ,Human Resources,Neil Pederson,PIN080245,1500
CLG,FSC,01/07/2010,IT Hardware - Rental,IT Section,Star Technology Services Ltd.,PIN080503,3779.66
CLG,FSC,01/07/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080293,673.53
CLG,FSC,02/07/2010,Marketing - Exhibitions,Marketing,Deutsche Messe AG,PIN080718,2469.96
CLG,FSC,02/07/2010,Marketing - Exhibitions,Marketing,Emergency Services (MMC) Ltd,PIN080585,1656
CLG,FSC,02/07/2010,Prepayments,Publications,OCE (UK) Ltd.,PIN080411,11986.7
CLG,FSC,03/07/2010,USAR consumables,USAR,K G Morris Timber Merchants,PIN080310,875
CLG,FSC,05/07/2010,Consultancy,Incident Management,KA C&CC,PIN080308,5806.86
CLG,FSC,05/07/2010,External Course/Seminar Delivery,USAR,Mines Rescue Services Ltd,PIN080372,7159.47
CLG,FSC,05/07/2010,Relocation - Seconded (NT) ,Human Resources,SubO Dave Carson,PIN080333,2297.99
CLG,FSC,06/07/2010,Water Hygiene & Pollution Control,Prop & Maint Costs,Bale Group,PIN081018,2396.35
CLG,FSC,06/07/2010,USAR consumables,USAR,Clucas MOE Ltd.,PIN080337,25
CLG,FSC,06/07/2010,USAR consumables,USAR,Clucas MOE Ltd.,PIN080337,30
CLG,FSC,06/07/2010,USAR consumables,USAR,Clucas MOE Ltd.,PIN080337,1100
CLG,FSC,06/07/2010,IT - WIP,Default Cost Centre,Display I.T. International Limited,PIN080386,555
CLG,FSC,06/07/2010,"Petrol, Oil, Tyres",Ops-Fireground,GB Oils,PIN080469,9769
CLG,FSC,06/07/2010,Seconded Salary,Default Cost Centre,Kent Fire & Rescue Service,PIN080459,16515.74
CLG,FSC,06/07/2010,"VL,AT,RP Fees",USAR,Merseyside Fire & Rescue Service,PIN080460,1150
CLG,FSC,06/07/2010,"VL,AT,RP Fees",USAR,Northumberland County Council,PIN080904,1043.89
CLG,FSC,06/07/2010,"VL,AT,RP Fees",USAR,Northumberland Fire & Rescue Service,PIN080407,1043.89
CLG,FSC,06/07/2010,Staff Development - Skill Specific,Staff Development,Total Worx (Safequip) Ltd,PIN080430,1760
CLG,FSC,07/07/2010,Audit Fees,Business Management,DNV Certification Ltd.,PIN080387,138
CLG,FSC,07/07/2010,Audit Fees,Business Management,DNV Certification Ltd.,PIN080387,728
CLG,FSC,07/07/2010,"VL,AT,RP Fees",Hazmats,Pycko Scientific Ltd.,PIN080393,650
CLG,FSC,07/07/2010,"VL,AT,RP Fees",Hazmats,Pycko Scientific Ltd.,PIN080393,650
CLG,FSC,07/07/2010,"VL,AT,RP Fees",Hazmats,Pycko Scientific Ltd.,PIN080393,650
CLG,FSC,07/07/2010,"VL,AT,RP Fees",USAR,Wiltshire College,PIN080394,4676
CLG,FSC,07/07/2010,"VL,AT,RP Fees",USAR,Wiltshire College,PIN080395,4676
CLG,FSC,08/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080569,100908.5
CLG,FSC,08/07/2010,Seconded Salary,Default Cost Centre,Cleveland Fire Authority,PIN080403,17183.94
CLG,FSC,08/07/2010,Seconded Salary,Default Cost Centre,Dumfries & Galloway Council,PIN080458,10110.68
CLG,FSC,08/07/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081138,1450
CLG,FSC,08/07/2010,Travel - Other,Incident Management,London Fire Brigade,PIN080504,4
CLG,FSC,08/07/2010,Travel - Other,Incident Management,London Fire Brigade,PIN080504,1971
CLG,FSC,08/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080706,2350
CLG,FSC,08/07/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080422,57.46
CLG,FSC,08/07/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080422,460.64
CLG,FSC,08/07/2010,Seconded Salary,Default Cost Centre,Suffolk County Council,PIN080404,14686.29
CLG,FSC,08/07/2010,"V,F&F - WIP",Default Cost Centre,Witham Specialist Vehicles Ltd.,PIN080498,1500
CLG,FSC,09/07/2010,"Petrol, Oil, Tyres",Ops-Fireground,BP LPG UK,PIN080560,2043.27
CLG,FSC,09/07/2010,USAR consumables,USAR,Building and Plumbing Supplies Ltd.,PIN080444,1209
CLG,FSC,09/07/2010,USAR consumables,USAR,Building and Plumbing Supplies Ltd.,PIN080444,1252.02
CLG,FSC,09/07/2010,"VL,AT,RP Fees",Incident Management,CodexR Ltd,PIN080413,1600.8
CLG,FSC,09/07/2010,Natural Gas,Facilities Costs,Corona Energy,PIN080452,6302.06
CLG,FSC,09/07/2010,IT Hardware - Purchases,IT Section,Dell Corporation Ltd,PIN080502,959.49
CLG,FSC,09/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Paul Harrison Fire Safety Consultancy Ltd,PIN080446,9.6
CLG,FSC,09/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Paul Harrison Fire Safety Consultancy Ltd,PIN080446,51
CLG,FSC,09/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Paul Harrison Fire Safety Consultancy Ltd,PIN080446,87.2
CLG,FSC,09/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Paul Harrison Fire Safety Consultancy Ltd,PIN080446,423
CLG,FSC,09/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Paul Harrison Fire Safety Consultancy Ltd,PIN080446,2200
CLG,FSC,09/07/2010,Non-Training Eqpt - Purchases,Head Policy & Media,Selquin Ltd,PIN080428,869
CLG,FSC,09/07/2010,Non-Training Eqpt - Purchases,Head Policy & Media,Selquin Ltd,PIN080428,895
CLG,FSC,10/07/2010,Consultancy,Director of Finance,Terry Price Associates,PIN080466,668
CLG,FSC,12/07/2010,SI - WIP,Default Cost Centre,Cotswold Technical Services,PIN080434,11172
CLG,FSC,12/07/2010,Payroll Fees,Human Resources,Home Office Pay & Pension Service,PIN080721,1063.38
CLG,FSC,12/07/2010,Relocation - Seconded (NT) ,Human Resources,Neil Pederson,PIN080449,1606.45
CLG,FSC,12/07/2010,Audit Fees,Risk & Governance,Price Waterhouse Coopers LLP,PIN080490,2383
CLG,FSC,12/07/2010,Vehicles - Consumables,Ops-Workshops,T. H. White Ltd,PIN081378,1519.49
CLG,FSC,13/07/2010,Agency Costs (Admin),Director of Finance,Odgersinterim,PIN080497,15400
CLG,FSC,13/07/2010,Seconded Salary,Default Cost Centre,Suffolk County Council,PIN080457,14686.29
CLG,FSC,14/07/2010,"V,F&F - WIP",Default Cost Centre,Ideal Catering Solutions,PIN080470,593.4
CLG,FSC,14/07/2010,"V,F&F - WIP",Default Cost Centre,Ideal Catering Solutions,PIN080470,1724.98
CLG,FSC,14/07/2010,"V,F&F - WIP",Default Cost Centre,Ideal Catering Solutions,PIN080470,25782.64
CLG,FSC,14/07/2010,Doors,Prop & Maint Costs,Mansell Construction Services Ltd,PIN080454,9693.07
CLG,FSC,14/07/2010,Reactive Maintenance,Prop & Maint Costs,Mansell Construction Services Ltd,PIN080455,13954.48
CLG,FSC,14/07/2010,Seconded Salary,Default Cost Centre,Northamptonshire County Council,PIN080500,11211.94
CLG,FSC,14/07/2010,Seconded Salary,Default Cost Centre,Northamptonshire County Council,PIN080499,16817.5
CLG,FSC,15/07/2010,Payroll Fees,Human Resources,Department for Work and Pensions,PIN080652,2460.92
CLG,FSC,15/07/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081172,720
CLG,FSC,15/07/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081172,730
CLG,FSC,15/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080733,2000
CLG,FSC,15/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080705,2350
CLG,FSC,15/07/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080506,518.1
CLG,FSC,15/07/2010,Seconded Salary,Default Cost Centre,Suffolk County Council,PCR003910,-14686.29
CLG,FSC,15/07/2010,Seconded Salary,Default Cost Centre,West Yorkshire F.C.D.A.,PIN080583,14100.12
CLG,FSC,15/07/2010,Seconded Salary,Default Cost Centre,West Yorkshire F.C.D.A.,PIN080584,16543.94
CLG,FSC,15/07/2010,Seconded Salary,Default Cost Centre,West Yorkshire F.C.D.A.,PIN080582,17533.56
CLG,FSC,16/07/2010,Seconded Salary,Default Cost Centre,Devon Fire Authority,PIN080501,16975.18
CLG,FSC,16/07/2010,"Lamps, Batteries & Control Gear",Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080837,63
CLG,FSC,16/07/2010,"Lamps, Batteries & Control Gear",Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080837,84
CLG,FSC,16/07/2010,"Lamps, Batteries & Control Gear",Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080837,127.5
CLG,FSC,16/07/2010,"Lamps, Batteries & Control Gear",Prop & Maint Costs,Edmundsons Electrical Ltd,PIN080837,277
CLG,FSC,16/07/2010,Seconded Salary,Default Cost Centre,Greater Manchester Fire & Rescue Service,PIN080619,19115.45
CLG,FSC,16/07/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080491,900
CLG,FSC,16/07/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080492,900
CLG,FSC,16/07/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080493,900
CLG,FSC,16/07/2010,"VL,AT,RP Fees",Internat'al Business,Mr I Andrews,PIN080653,1642.15
CLG,FSC,16/07/2010,Prepayments,IT Section,QUBE  Global Software - Planet,PIN080542,10.58
CLG,FSC,16/07/2010,Prepayments,IT Section,QUBE  Global Software - Planet,PIN080542,4967.8
CLG,FSC,17/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Metasolutions (Fire Safety Engineering) Ltd,PIN080517,52
CLG,FSC,17/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,Metasolutions (Fire Safety Engineering) Ltd,PIN080517,1200
CLG,FSC,19/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080570,14495.34
CLG,FSC,19/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080570,14668.66
CLG,FSC,19/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080570,15983.94
CLG,FSC,19/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080570,18430.85
CLG,FSC,19/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PIN080570,18481.94
CLG,FSC,19/07/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN080678,795.73
CLG,FSC,19/07/2010,Miscellaneous,Prop & Maint Costs,Riggott & Co LTD,PIN080778,1936.2
CLG,FSC,20/07/2010,Seconded Salary,Default Cost Centre,City of Sunderland,PCR003916,-100908.5
CLG,FSC,20/07/2010,"VL,AT,RP Fees",Hazmats,Cornwall Fire & Rescue Service,PIN080546,200
CLG,FSC,20/07/2010,"VL,AT,RP Fees",Hazmats,Cornwall Fire & Rescue Service,PIN080546,5000
CLG,FSC,20/07/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080600,-491.39
CLG,FSC,20/07/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080600,-97.88
CLG,FSC,20/07/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080600,1470.15
CLG,FSC,20/07/2010,L&B - WIP,Default Cost Centre,Four Communciations,PIN080550,2750
CLG,FSC,20/07/2010,"Petrol, Oil, Tyres",Ops-Fireground,GB Oils,PIN080588,4973
CLG,FSC,20/07/2010,Prepayments,Higher Education,NCFE,PIN080590,2000
