DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|528051|-7745.88|Apps and Certs Receipt - APC26687|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|526992|-896.13|Apps and Certs Receipt - APC24223|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|523959|-9156.3|Apps and Certs Receipt - APC20442|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|521804|-4297.58|Apps and Certs Receipt - APC18160|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|520188|-4448.78|Apps and Certs Receipt - APC16227|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|517255|-93.58|Apps and Certs Receipt - APC13787|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|515415|-290.85|Apps and Certs Receipt - APC12811|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|514009|-1803.31|Apps and Certs Receipt - APC11989|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SERCO LTD|609031|994.27|M4/M5 Certificate 61 May 2013|RG27 7FR
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SERCO LTD|609030|6576.69|M4/M5 Certificate 60 April 2013|RG27 7FR
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SERCO LTD|609029|3976.58|M4/M5 Certificate 59 March 2013|RG27 7FR
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|SERCO LTD|609027|45171.28|M4/M5 Certificate 58 Feb 2013|RG27 7FR
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|TURNER & TOWNSEND|608997|13298.77|XXXXXXX Inv Date:20 August 2013 Professional fees for providing services in connection with order RM457|LS18 4GH
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|609037|1640|invoice No 5618942 M6 Carlisle - Guardsmill|RG21 7PP
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATOS IT SERVICES UK LIMITED|608998|8546.87|HAL 4 July 2013|WV10 6UH
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609017|2684.7|Delivery HUB Procurement Function Costs - Period June 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609010|5369.4|Delivery HUB Procurement Function Costs - Period - May 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609014|10202|Delivery HUB Planning Function Costs - Period June 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609006|10186.5|Delivery HUB Planning Function Costs - Period - May 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609005|21875.64|Delivery HUB Management Function Costs - Period - May 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609013|14553.57|Delivery HUB Management Function & Costs - Period June 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609015|3168.67|Delivery HUB Lean Function Costs - Period June 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609008|6149.18|Delivery HUB Lean Function Costs - Period - May 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609016|2295|Delivery HUB Health & Safety Function Costs - Period June 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|609009|3442.5|Delivery HUB Health & Safety Function Costs - Period - May 2013|WV1 4HY
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|GEORGE CORDEROY & CO|608996|22200|Corderoy invoice,GC/B2011/126/DRB/sp/XXX, 31-Jul-13|ME18 5NN
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|609020|45232.44|Aug invoice #45,232.44 net|RG21 7PP
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-2120.88|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-5537.67|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|540507|-13.12|Apps and Certs Receipt - APC40823|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|531276|-259.77|Apps and Certs Receipt - APC30822|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|529839|-2926.15|Apps and Certs Receipt - APC28698|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|608999|5907|#|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609000|7717.58|#|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|BRISTOL WESSEX BILLING SERVICES LTD (NON CIS) WATER USAGE|608994|4874.39|Utility bill for Cartgate Area Office|BS48 1WA
Department For Transport|Highways Agency|22/08/2013|Rentals/Hire of office equipment under operating lease|FINANCE & BUSINESS SERVICES|GE CAPITAL EQUIPMENT FINANCE LTD|469096|678.21|Invoice number D111091551006 dated 06.4.10|BS32 4GQ
Department For Transport|Highways Agency|22/08/2013|Rentals/Hire of office equipment under operating lease|FINANCE & BUSINESS SERVICES|RICOH CAPITAL LIMITED|542887|-941.05|Calder Park MFD Lease - 01/12/2012 to 28/02/2013|CR5 2HR
Department For Transport|Highways Agency|22/08/2013|Recruitment consultancies|NETWORK SERVICES DIRECTORATE|HAYS SPECIALIST RECRUITMENT LIMITED|609002|1170.7|we 16/08/2013 T&S, inv no 1003487039|KT3 4JQ
Department For Transport|Highways Agency|22/08/2013|Recruitment consultancies|NETWORK SERVICES DIRECTORATE|HAYS SPECIALIST RECRUITMENT LIMITED|609001|1345.32|we 07/06/2013, inv no 1003271028|KT3 4JQ
Department For Transport|Highways Agency|22/08/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD|605865|-1633262.88|A419/417 Shadow Toll June 2013|EH2 1DF
Department For Transport|Highways Agency|22/08/2013|Other external training costs|FINANCE & BUSINESS SERVICES|DILYS JONES ASSOCIATES LTD|502668|2249|XXXXXXX - Study Support|SL5 7ET
Department For Transport|Highways Agency|22/08/2013|Other external training costs|FINANCE & BUSINESS SERVICES|COMPUTERAID LTD|505396|10980|TLG Training delivered 9th Feb & 25th March 2011|SA1 4DQ
Department For Transport|Highways Agency|22/08/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|MACE LTD|609035|8097.56|XXXXXXX services July 2013|NW1 0LF
Department For Transport|Highways Agency|22/08/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED|608992|5700|Payment of invoice 5485615|SL1 1DB
Department For Transport|Highways Agency|22/08/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|608934|-45.72|Error correction ref 1430-260713-SJ-EC1 call ref C5125577|EC1R 3DR
Department For Transport|Highways Agency|22/08/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|608988|1856.4|#|B37 7YE
Department For Transport|Highways Agency|22/08/2013|External seminars and conferences|FINANCE & BUSINESS SERVICES|CPCR|499273|11455.48|Leadership 10 Development Programme|NE23 7RY
Department For Transport|Highways Agency|22/08/2013|External seminars and conferences|FINANCE & BUSINESS SERVICES|THE UNIVERSITY OF SALFORD|535137|-2000|6/S0602788 - Ben L|M5 4WT
Department For Transport|Highways Agency|22/08/2013|External seminars and conferences|FINANCE & BUSINESS SERVICES|EXPOTEL HOTEL RESERVATIONS LTD|416805|1061.73|#|M22 4DJ
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|609034|759.15|WP776 standing charge for Aug 2013 #759.15|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|609019|49665.1|SSL 2/1274 Standing charge Aug 2013 #49,665.10|BS49 4RF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|609042|40009.75|services delivered in August|AL10 9TW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609024|731.57|IP Address Management Service Aug 2013|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|TRATOS LTD|608990|1795.5|Delayed visit completed 9th Aug 2013|S42 5UW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|TRATOS LTD|608991|1795.5|Completed 19th Aug 2013|S42 5UW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609023|1782.32|CCTV IP Address Aug 2013|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|604413|-6426.84|Apps and Certs Receipt - APC48165|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|602352|-2781.97|Apps and Certs Receipt - APC45934|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-493.72|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-26695.74|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|542418|-799.68|Apps and Certs Receipt - APC42585|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|534842|-1776.74|Apps and Certs Receipt - APC35313|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|528051|-2237.48|Apps and Certs Receipt - APC26687|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|510491|-500.9|Apps and Certs Receipt - APC10227|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609026|6578.22|A14 Spares & Annual Support Aug 2013|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609025|38082.92|10 Gig Upgrade Monthly Support Aug 2013|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609021|285503|#|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|609022|129623|#|GU14 7BF
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|OVE ARUP & PARTNERS|609003|8858.93|Ref August 2013 activity|NE1 3PL
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|MAJOR PROJECTS|PEEKMOUCHEL|608986|646.76|Payment of invoice 90138306|AL2 2DQ
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|OVE ARUP & PARTNERS|608985|10955.2|Payment for work done in August 2013 for Spec. Eng. Advice on Steelwork for Birmingham TAA|NE1 3PL
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|609011|24551.26|IAM IS Technical Assurance support, Package order 1158, August '13, XXXXXXX|NE1 3PL
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|609012|11156.52|IAM IS Technical Asset Specialist Support, Pkge Order 1163, Aug'13, XXXXXXX|NE1 3PL
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|604413|-699.61|Apps and Certs Receipt - APC48165|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|602352|-1754.48|Apps and Certs Receipt - APC45934|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-3924.32|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|533036|-118.76|Apps and Certs Receipt - APC32891|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|533036|-30.84|Apps and Certs Receipt - APC32891|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|531276|-192.14|Apps and Certs Receipt - APC30822|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|529839|-278.76|Apps and Certs Receipt - APC28698|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|529839|-96.18|Apps and Certs Receipt - APC28698|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|528051|-118.76|Apps and Certs Receipt - APC26687|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|528051|-409.13|Apps and Certs Receipt - APC26687|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|528051|-2536.62|Apps and Certs Receipt - APC26687|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|526992|-1924.11|Apps and Certs Receipt - APC24223|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|526992|-851.72|Apps and Certs Receipt - APC24223|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|525103|-118.76|Apps and Certs Receipt - APC22293|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|523959|-7213.17|Apps and Certs Receipt - APC20442|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|523959|-4719.43|Apps and Certs Receipt - APC20442|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|521804|-293.27|Apps and Certs Receipt - APC18160|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|517255|-521.06|Apps and Certs Receipt - APC13787|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|515415|-45.16|Apps and Certs Receipt - APC12811|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|515415|-2356.78|Apps and Certs Receipt - APC12811|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|514009|-467.36|Apps and Certs Receipt - APC11989|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|609028|171837.69|#|NE1 3PL
Department For Transport|Highways Agency|22/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|525103|-556.69|Apps and Certs Receipt - APC22293|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|523959|-12092.35|Apps and Certs Receipt - APC20442|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|604413|-8720|Apps and Certs Receipt - APC48165|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|601139|-2784.98|Apps and Certs Receipt - APC44300|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|529839|-1428.11|Apps and Certs Receipt - APC28698|KT18 5BW
Department For Transport|Highways Agency|22/08/2013|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|419073|-16394.35|Apps & Certs April 09|KT18 5BW
Department For Transport|Highways Agency|23/08/2013|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609099|27154.03|Apps and Certs Receipt - APC51604|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|COLAS LTD|609116|3654.1|work done Aug 13|RH10 4NF
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|609152|500.78|ES304 M4 J6-8/9 39/1-41/1 Bridge Works - Professional Services - Period to 21/06/2013|AL2 2DQ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609097|23506.84|Apps and Certs Receipt - APC51616|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609099|153853.25|Apps and Certs Receipt - APC51604|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609100|80161.55|Apps and Certs Receipt - APC51604|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|609088|40179.46|Apps and Certs Receipt - APC51355|M2 5JB
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|607373|-2776.63|Apps and Certs Receipt - APC50421|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|603178|-42.04|Apps and Certs Receipt - APC46375|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|MAJOR PROJECTS|MOUCHEL LIMITED|608866|-95501.46|PO 1045.2 M1 J32-35a design July 2013|OL1 9LH
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609097|36476.6|Apps and Certs Receipt - APC51616|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609099|2798554.28|Apps and Certs Receipt - APC51604|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|609100|574820.72|Apps and Certs Receipt - APC51604|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|609088|20084.82|Apps and Certs Receipt - APC51355|M2 5JB
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|607373|-26488.65|Apps and Certs Receipt - APC50421|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|605422|-65890.38|Apps and Certs Receipt - APC48881|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|603180|-8742.57|Apps and Certs Receipt - APC46362|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|601663|-860.28|Apps and Certs Receipt - APC45514|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|543321|-4004.53|Apps and Certs Receipt - APC43054|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|539279|-4609.91|Apps and Certs Receipt - APC39600|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|529089|-15711.96|Apps and Certs Receipt - APC27858|DL1 1TJ
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|609057|137290.86|URS Invoice, 5614136,23-Aug-2013|RG21 7PP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|608866|95501.46|PO 1045.2 M1 J32-35a design July 2013|OL1 9LH
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|609084|15538.62|MM Lot 1 Programme Function Inv Date: 08 Aug 2013 Professional fees up to 30 June 2013|GU2 7AR
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COLAS LTD|609062|19272.77|M4/M5 AMI/MS4 installation invoice 5 August 2013|RH10 4NF
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|609074|938.3|M4 J3-4 Safety Fence Improvement Scheme - C-OWN_2013_006 - Consultancy Services - July 2013|EN6 3NP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|609069|4652.22|M25 T5 Spur Road Safety Improvement - Consultancy Services - July 2013|EN6 3NP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|609072|954.62|M25 Junction 21a Safety Improvement - C-OWN_2013_004 - Consultancy Services - July 2013|EN6 3NP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|609070|1727.41|M25 J15 Merge and Diverge Improvements - Consultancy Services - July 2013|EN6 3NP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|609071|954.62|M1 J6 Safety Improvement Scheme - Consultancy Services - July 2013|EN6 3NP
Department For Transport|Highways Agency|23/08/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|609150|102642.44|Inv B1879502/004/SL, Dtd 16/08/2013, A160 Immingham Lot 1, period to 26/7/2013, Jacobs, TBF|G2 7HX
