DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|Highways Agency|25/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|514009|268,782.28|Apps and Certs Receipt - APC11989|KT18 5BW
Department for Transport|Highways Agency|25/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|514010|32096.23|Apps and Certs Receipt - APC11357|BS32 4SR
Department for Transport|Highways Agency|25/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|514010|4,159.62|Apps and Certs Receipt - APC11357|BS32 4SR
Department for Transport|Highways Agency|25/10/2011|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|514013|54,731.00|HATRIS - October 2011 spend|DL1 9HN
Department for Transport|Highways Agency|25/10/2011|Call costs - Mobile phones|FINANCE & BUSINESS SERVICES|BRITISH TELECOM PLC (NON CIS) CHARGES|514014|1,696.50|Doc. 394225 // Inv. WM37339035Q014ND|DH98 1BT
Department for Transport|Highways Agency|25/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|514015|11,914.45||KT18 5BW
Department for Transport|Highways Agency|25/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|514023|7,121.52||L3 1ES
Department for Transport|Highways Agency|25/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|514024|652||L3 1ES
Department for Transport|Highways Agency|25/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|514025|1,342.00||L3 1ES
Department for Transport|Highways Agency|25/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|514026|969.00||CF10 5BT
Department for Transport|Highways Agency|26/10/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015725191|0.00|EAST OCT 11|SN5 6PE
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|474952|-4,950.00|Apps & Certs - June 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|478020|-284,635.41|Apps & Certs - July 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|478021|-2,186.53|Apps & Certs - July 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480180|-40,092.04|Apps & Certs - August 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480183|-8,491.69|Apps & Certs - August 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480183|-287081.1|Apps & Certs - August 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|491087|-93,035.04|A14 Brampton TS / NRTS ID 00584 / TAF C-0734.|GU14 7BF
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|495759|-67,589.90|A14 Wayleave Issues-sections 2&3 - 9 sites. ID 00584 TAF C-805.|GU14 7BF
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|496065|-9917.47|SFM Clearing February 2010|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|510397|7,949.16|August 11 charges and adjustments|DH98 1BT
Department for Transport|Highways Agency|26/10/2011|ICT Unit price service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|512223|-2,119.12|Unit Price Bundle Charge September 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Application Development costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|512224|-5,762.12|Optional Service Charge September 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Consumables|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|512226|9,388.26|Consumables September 2011 spend.|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|Call costs - GTN|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|512227|-1,256.84|Telephony Charge September 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Application Service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|512228|-61,572.10|Apps Service Bundle September 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|Non Civil Servant HA Staff|MAJOR PROJECTS|CORDEROY CONTRACT SERVICES LTD|512401|-6,333.13|August Estimate  - Commercial Managers Brett/Tombs/Frost|ME18 5NN
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN CARILLION JOINT VENTURE|513562|-1,282,932.20|Cert 71  28th September 2011|LU5 6HP
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN CARILLION JOINT VENTURE|513637|-20,954.52|Cert 71  28th September 2011|LU5 6HP
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|BERWIN LEIGHTON PAISNER LLP|514029|500.00|est oct|EC4R 9HA
Department for Transport|Highways Agency|26/10/2011|Consultancy Fees - Admin IT|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514030|11,268.91|Annual Support Costs 11/12 for West Cowick Outstation|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|Consultancy Fees - Admin IT|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514032|22,537.81|Annual 11/12 Support Costs for Tingley & Pridhamsleigh Outstations|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|LEICESTERSHIRE CONSTABULARY|514033|7,500.00|speed camera september 2011 = catthorpe viaduct|LE19 2BX
Department for Transport|Highways Agency|26/10/2011|Medical services payments|FINANCE & BUSINESS SERVICES|HEALTH MANAGEMENT LTD|514034|800.00|Invoice 76500 Doc 394181|BN8 5NN
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|514035|3,624.03|M42 J9-11 Atkins design and site support.|KT18 5BW
Department for Transport|Highways Agency|26/10/2011|Professional advisers - Accommodation|TRAFFIC MANAGEMENT DIRECTORATE|HEALTH MANAGEMENT LTD|514036|25,921.60|Invoice 76511 Doc 394182 RCC Operator fitness medical|BN8 5NN
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS ENGINEERING UK LIMITED|514037|3,347.26|A421 Barford - Jacobs Invoice J99433B0/181/DG|G2 7HX
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|514038|4,631.41|that's invoice nr &date, PLUS minus balance brought forward|DH98 1BT
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|514039|257.63|Inv No. VP46872170Q04801 - Invoice for acc 46872170 (L102701 #4108.40, M200821 #257.63):|DH98 1BT
Department for Transport|Highways Agency|26/10/2011|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|514039|4,108.40|Inv No. VP46872170Q04801 - Invoice for acc 46872170 (L102701 #4108.40, M200821 #257.63):|DH98 1BT
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS ENGINEERING UK LIMITED|514040|1,447.71|A421 Great Barford - Jacobs Invoice J99433B0/180/DG|G2 7HX
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|514041|27,717.62|For work done in October|NE11 0RU
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|514043|13,361.34|SMIS Administration work Old Contract for October 2011|NE11 0RU
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|PEEKMOUCHEL|514044|1,846.43|M1 J10-13 IMP SCH HSR-514446 Inv:90085080 21 Oct 11 (Charges for the period to 23 Sep 11)|AL2 2DQ
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|514045|5014.11||RG21 4HJ
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514049|13,300.00|A11 Fiveways. VOA fees (Richard Heerbeck). Invoice no 25000103332011 dated 19.10.2011|SW19 4DT
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|514050|12,600.00||GU14 7BF
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|514051|4,247.58|PeekMouchel - August 2011 work. INVOICE 90081868.|AL2 2DQ
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|514053|7,684.74||HP19 8BP
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|514054|6,796.50||HP19 8BP
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|514055|3,724.80|A14 PeekMouchel works - ES1 September 2011. INVOICE 90084617.|AL2 2DQ
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|514056|9,557.02||HP19 8BP
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|514057|1,891.41|PeekMouchel ES1 time based charges - September 2011. INVOICE 90084671.|AL2 2DQ
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|514058|621.00||HP19 8BP
Department for Transport|Highways Agency|26/10/2011|ICT Application Service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514059|18,250.00|Blackberry Support Costs for October 201118|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514060|3,490.09|JMP Studies Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514061|748.92|JMP Contract Management Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514062|5,712.79|JMP Development Planning Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514063|6928.65|JMP Spatial Planning Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|514065|632.92|A2/A282 Dartford & M25 J1b Widening - to 18 Oct 2011|L3 1ES
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|WSP UK LIMITED|514066|2,439.42|Invoice number 64145062. Document number 00394192. Amount #2927.30. Amount excluding VAT #2439.42|RG21 4HJ
Department for Transport|Highways Agency|26/10/2011|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|514067|963.55|NORTH EAST VEHICLE CONSUMABLES DATED 25 OCT X 2|BS24 6TA
Department for Transport|Highways Agency|26/10/2011|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|ULTRA ELECTRONICS CONTROLS|514068|12,847.99||UB6 8UE
Department for Transport|Highways Agency|26/10/2011|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|ULTRA ELECTRONICS CONTROLS|514069|12986.52||UB6 8UE
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SKANSKA A14 JOINT VENTURE|514071|383,627.28|CSJV Certificate 36|CB3 0NA
Department for Transport|Highways Agency|26/10/2011|ICT Fixed service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514072|128,196.38|Fixed Service Charge October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Unit price service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514073|327,000.00|Unit Price Bundle Charge October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Application Service costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514074|406,000.00|Apps Service Bundle October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Application Development costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514075|40000|Optional Service Charge October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Other costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514076|100000|Other Charges October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Tariff costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514077|750.00|Chargeable Incidents & Equipment October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|ICT Consumables|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514078|8,000.00|Consumables October 2011 spend.|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|Call costs - GTN|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|514079|76,000.00|Telephony Charge October 2011 spend|WV10 6UH
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|514081|779.34||NE31 2JZ
Department for Transport|Highways Agency|26/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|514082|2,458.41||NE31 2JZ
Department for Transport|Highways Agency|26/10/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|514083|739,741.59|Apps and Certs Receipt - APC11930|M2 5JB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514084|5,911.38|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514084|481.50|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514084|398.86|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514084|530.38|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514085|5371.99|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514085|1,575.00|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514085|18,426.41|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514086|4,839.35|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514086|425.41|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|224,993.57|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|40609.34|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|4,551.14|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|14,298.78|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|1,469.67|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|412048.34|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|514087|28,992.48|Apps and Certs Receipt - APC11561|EX2 7LB
Department for Transport|Highways Agency|26/10/2011|Non Civil Servant HA Staff|MAJOR PROJECTS|CORDEROY CONTRACT SERVICES LTD|514088|3,005.21|Inv 18801 Estimating Support September Fees - Smailes/Mountford/Graham|ME18 5NN
Department for Transport|Highways Agency|26/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|514089|14729.45|Winter Resilience 2011-2012 - October invoice|NE11 0RU
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|514090|25,000.00||BS49 4RF
Department for Transport|Highways Agency|26/10/2011|Non Civil Servant HA Staff|MAJOR PROJECTS|CORDEROY CONTRACT SERVICES LTD|514091|10113.84|Estimating Support Graham/Mountfor October 2011 fees|ME18 5NN
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514092|1,000.00||SW19 4DT
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514093|1,000.00||SW19 4DT
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|TREASURY SOLICITOR|514094|55,000.00||WC2B 4TS
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514095|1,000.00||SW19 4DT
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514096|1,000.00||SW19 4DT
Department for Transport|Highways Agency|26/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|514098|803.00||SW19 4DT
Department for Transport|Highways Agency|26/10/2011|Lands Costs|MAJOR PROJECTS|SMITHS GORE|514099|600.00||DL3 7JX
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|487363|-4,996.35|Apps and Certs Receipt - APC1441|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SOUTH EAST WATER LTD (S278)|497680|-4,166.67||ME6 5AH
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SOUTH EAST WATER LTD (S278)|497681|-4,166.67||ME6 5AH
Department for Transport|Highways Agency|27/10/2011|Facilities Management Charges|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|498951|-1,496.47|Compensation events for Lateral Building 90265113|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|502903|-4,786.03|Apps and Certs Receipt - APC6853|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|504725|-12,783.44|Apps and Certs Receipt - APC7592|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|VAISALA TMI LTD|511721|-1,000.00|RWIS O&M Service Non Routine - work completed in September 2011|B5 7SW
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|512192|2,500.00|WRF1 - Work completed in September 2011|KT18 5BW
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|512337|-6,412.85||L3 1ES
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|512459|-2,413.44|D5 (IP LCC V2-08) + (Changes to TSS for D5-08) R-3Oct2011|BS49 4RF
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|512502|-11.39|work carried out in September 2011|NE11 0RU
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|513673|-1,090.25|Oct Forecast S/c + win Tester (Rm-19Oct2011)|BS49 4RF
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514062|-649.32|JMP Development Planning Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|JMP CONSULTANTS LTD|514063|-262.75|JMP Spatial Planning Work for October 11|EC1N 6SN
Department for Transport|Highways Agency|27/10/2011|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|MOTT MACDONALD GROUP LTD|514100|98,124.70|Motts Actuals #98,124.70 October 2011|CR0 2EE
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|514101|1,817.67||L3 1ES
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|514102|29226.1|Apps and Certs Receipt - APC12006|B23 7RZ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|514103|58,062.00|GRNI - Atkins A14 September 2011 spend|KT18 5BW
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|TREASURY SOLICITOR|514104|604.54|GRNI - Treasury Sols October 2011 spend|WC2B 4TS
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|514105|49,527.24|for work done in September 11|W1T 4BQ
Department for Transport|Highways Agency|27/10/2011|Call costs - Mobile phones|FINANCE & BUSINESS SERVICES|BRITISH TELECOM PLC (NON CIS) CHARGES|514108|2,769.00|Doc. 394224 // Inv. WM36494828Q01969|DH98 1BT
Department for Transport|Highways Agency|27/10/2011|Call costs - Mobile phones|FINANCE & BUSINESS SERVICES|BRITISH TELECOM PLC (NON CIS) CHARGES|514109|3,499.00|Doc. 394223 // Inv. WM37080024Q016A|DH98 1BT
Department for Transport|Highways Agency|27/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|1024.74|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|4,717.90|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|12,060.95|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|193,756.17|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|17,260.91|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|2370.17|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|12694.78|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514110|10,799.77|Apps and Certs Receipt - APC11920|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514111|247,403.18|Apps and Certs Receipt - APC11925|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|AMEY LG LIMITED|514112|1,896.15|Apps and Certs Receipt - APC11926|OX4 4DQ
Department for Transport|Highways Agency|27/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|514112|154.33|Apps and Certs Receipt - APC11926|OX4 4DQ
