DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department For Transport|Highways Agency|20/11/2013|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615385|20769.21|Apps and Certs Receipt - APC57612|WD3 9SW
Department For Transport|Highways Agency|20/11/2013|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615387|54085.19|Apps and Certs Receipt - APC57810|WD3 9SW
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|AMEY LG LIMITED|615395|436451.76|M5 J4a-6 Geotechnical surveys|OX4 4DQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|615320|71021.77|PO1237 Invoice Atkins - Professional Services.|KT18 5BW
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|615397|3739.37|#|KT18 5BW
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|BALFOUR BEATTY CIVIL ENGINEERING LTD|526873|-4779.94|Feb '12 Procuement Payment|RH1 1PQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CORDEROY CONTRACT SERVICES LTD|615413|3400.31|Inv No 19410 Inv Date 30/9/13 Advance Copy Comm Mangt of Stat Undertakers|ME18 5NN
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CORDEROY CONTRACT SERVICES LTD|615415|4806.38|Inv No 19439 Inv Date 31/10/13 Advance Copy Comm Mangt of Stat Undertakers|ME18 5NN
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN LIMITED|615401|254480.05|#|SL6 4UB
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244873|921.2|HAL00010061xxxxxx1224925|CF10 5BT
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244877|75952.12|00011508/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244878|6430.45|00011806/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|FAITHFUL & GOULD|615317|31254.01|#|WR5 1TX
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|611538|32334.34|#|OL1 9LH
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|PARSONS BRINCKERHOFF LIMITED|615318|22076.03|#|NE4 7YQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|PEEKMOUCHEL|504782|-1017.46|invoice number 90069538. date 17.05.11. amount #41,694.32|AL2 2DQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|TREASURY SOLICITOR|LOMD244879|1849|HAL00004516xxxxxx400305|WC2B 4TS
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|614042|-49613.41|Apps and Certs Receipt - APC56172|OX4 4DQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BOND SOLON TRAINING LTD|615399|2012.24|#|N1 7JQ
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|615420|5533.64|Apps and Certs Receipt - APC57913|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EVERSHEDS LLP|LOMD244869|1067.4|HAL00012179/Ixxxxxx/91207814|CF10 5BT
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|VODAFONE LIMITED (CIS) DIVERT/CONNECT|440573|500|DIVERSIONARY WORKS AT M27 J5 - PIN 527987|SE1 0SL
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|615423|8586.74|Payment for KP00102203|PL4 0YU
Department For Transport|Highways Agency|20/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|KP00102152|3500.39|A5 WALL ISLAND ROUNDABOUT|PL4 0YU
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|MAJOR PROJECTS|TREASURY SOLICITOR|615394|8521.28|133961|WC2B 4TS
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|603780|-729.9|Apps and Certs Receipt - APC46167|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|607693|-882.21|Apps and Certs Receipt - APC49942|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|608907|-1896.57|Apps and Certs Receipt - APC51519|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|615420|162437.51|Apps and Certs Receipt - APC57913|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615387|510.15|Apps and Certs Receipt - APC57810|WD3 9SW
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|615319|1238.99|#|PL4 0YU
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|615420|6503.96|Apps and Certs Receipt - APC57913|M2 5JB
Department For Transport|Highways Agency|20/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|WEST MERCIA POLICE AND CRIME COMMISSIONER|615425|19414.08|Payment for invoice no 024047|DY11 6AN
Department For Transport|Highways Agency|20/11/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|615375|4279.38|Private Circuit Bill for account 93451270AC01 from 01.11.13-31.1.14|DH98 1BT
Department For Transport|Highways Agency|21/11/2013|CM - Current Horticulture Maintenance|NETWORK DELIVERY & DEVELOPMENT|AVON WILDLIFE TRUST|615439|5325.95|#|BS8 1DR
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|615467|3030.9|M25/1261 Port of Tilbury Access Improvements - Consultancy Services September 2013|EN6 3NP
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|DLA PIPER UK LLP|615529|4597.6|M25 Contract Operational Support - August 2013|EC2V 7EE
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|DLA PIPER UK LLP|615530|6414.4|M25 Contract Operational Support - September 2013|EC2V 7EE
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|DLA PIPER UK LLP|615531|9476.4|M25 Contract Operational Support - October 2013|EC2V 7EE
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|EGIS ROAD OPERATION UK LTD|615527|54349.85|Pension Scheme Charges November 2013 - Employers Contribution|N3 1QT
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|EGIS ROAD OPERATION UK LTD|615528|17059.68|Pension Scheme Charges November 2013 - Admin Costs|N3 1QT
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|615484|21000.63|SP Framework to 30 October 2013 - Development Planning|NE11 0RU
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|615486|8978.49|SP Framework to 30 October 2013 - Spatial Planning|NE11 0RU
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|615487|788.29|SP Framework to 30 October 2013 - Modelling|NE11 0RU
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|615489|22708.15|SP Framework to 30 October 2013 - Contract Management|NE11 0RU
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|615498|18176.67|SP Framework to 30 October 2013 - RBS|NE11 0RU
Department For Transport|Highways Agency|21/11/2013|Consultants Costs|NETWORK DELIVERY & DEVELOPMENT|IPL INFORMATION PROCESSING LTD|614090|-1607.65|ECP_SiteData_Works_AddressPlug_Schema|BA1 5LR
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|615506|17500|#|KT18 5BW
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615445|286755|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615448|1798.07|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615450|731.57|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615452|38082.92|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615454|6636.34|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615455|10903.2|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615457|1229.26|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615459|11505.89|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|615475|146600|#|GU14 7BF
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|615503|4359.28|work done Nov 13|HP19 8BP
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MOTT MACDONALD GROUP LTD|615512|3500|#|CR0 2EE
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|615432|2678.63|#|NE1 3PL
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|TREASURY SOLICITOR|615440|660.1|A27 Tangmere Bridge claim_charges for professional work to 31/10/2013|WC2B 4TS
Department For Transport|Highways Agency|21/11/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|URS INFRASTRUCTURE AND ENVIRONMENT UK LTD|615446|11259.52|Payment for invoice no 5712918|RG21 7PP
Department For Transport|Highways Agency|21/11/2013|Digital Communications|NETWORK SERVICES DIRECTORATE|CENTERPRISE INTERNATIONAL LIMITED|615520|2364.45|90143159|RG24 8GQ
Department For Transport|Highways Agency|21/11/2013|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244882|1165.8|HAL55555545//91224876|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|ADECCO UK LTD|615508|520.66|Adecco Invoice for Temp Staff (xxxxxx)- 13/11/2013|WD6 1HY
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|NETWORKERS INTERNATIONAL PLC|615524|807.18|xxxxxx w/e 17/11/13 - 5 days @ #134.53 = #672.65|BR1 1HP
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|COMMERCIAL & PROCUREMENT|SPRING TECHNOLOGY STAFFING SERVICES LTD|615509|2702.28|w/e 17/11/13 xxxxxx (5 days #1986.25 expenses #265.65)|B37 7YE
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|615435|716.77|xxxxxx w/e 1/11/13 #597.31|KT3 4JQ
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|615436|797.92|xxxxxx w/e 25/10/2013 #664.93|KT3 4JQ
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|615437|797.92|xxxxxx w/e #664.93|KT3 4JQ
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|615522|537.71|xxxxxx w/e 15/11/2013 #448.09|KT3 4JQ
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|615523|1000.78|xxxxxx w/e 15/11/2013 #833.98|KT3 4JQ
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|CAPITA GROUP|615519|5090.7|Inv No WN4012788 Inv Date 20/11/13 HA Doc 432208|DL1 9HN
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615474|4864.22|HUB xxxxxx's Costs  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615497|49803.36|MP Delivery HUB Agency Admin - xxxxxx Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|Other external training costs|FINANCE & BUSINESS SERVICES|LEEDS METROPOLITAN UNIVERSITY|615504|7890|F00706637|LS1 3HE
Department For Transport|Highways Agency|21/11/2013|Other office-related equipment and consumables Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|615477|597.5|3805209794|AL10 9TW
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615443|1666.98|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615444|12006.9|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615447|7367.44|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615449|11890.76|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615451|23908.9|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615453|16725.58|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615456|36440.44|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615458|7887.29|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615460|2765.94|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615461|85620.89|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615462|5670.87|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|615463|1110.32|#|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|WILTSHIRE COUNCIL|615438|3250.08|#|SN15 1ER
Department For Transport|Highways Agency|21/11/2013|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|WILTSHIRE COUNCIL|615515|1083.36|#|SN15 1ER
Department For Transport|Highways Agency|21/11/2013|Stationery|FINANCE & BUSINESS SERVICES|BANNER BUSINESS SUPPLIES LTD|615517|577.32|The Cube Stationery Order 0003581602 dated 15/11/13|NR3 1PD
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|615516|404232.48|Apps and Certs Receipt - APC58093|DL1 1TJ
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615464|22606.55|HUB Management Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615469|9123.7|HUB Planning Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615470|959.94|HUB Operations & Maintenance Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615471|3650.76|HUB Lean Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615472|2295|HUB Health & Safety Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|615473|3889.08|HUB Procurement Function  - Period Ending October 2013|WV1 4HY
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615480|5368.48|MP Delivery HUB Management Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615481|4124.34|MP Delivery HUB Planning Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615482|571.01|MP Delivery HUB Operations & Maintenance Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615483|8144.46|MP Delivery HUB Efficiency Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615490|9279.99|MP Delivery HUB Procurement Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615493|5236|MP Delivery HUB Health & Safety Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|615534|12130.85|MP Delivery HUB Lean Function Professional Fees for July to September 2013|SL6 4UB
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244883|13052.76|00002092/xxxxxx|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD244885|988.4|HAL00010504/xxxxxxW /91233940|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|615499|5694.44|Fees and expenses incurred between 14th October and 8th November 2013 in relation AQ monitoring 1211 task award.|G2 7HX
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|610686|-96904.8|PO 1204.1 M5 J4a-6 Design July 2013|SO50 9NW
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|610689|-185893.61|PO 1204.1 M5 J4a-6 Design August 2013|SO50 9NW
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GROUP LTD|615491|1723.09|Mott MacDonald M4 8-12 - TSS WP029 Eastern Group 35a , REQ - 1211049, Pin 537806|CR0 2EE
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|615532|10374.28|Mouchel Invoice 5000019510, 18-11-2013-21-11-2013|OL1 9LH
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|TURNER & TOWNSEND|615500|17660.7|Inv Date:19 Nov 13 Professional fees for providing services in connection with order RM457|LS18 4GH
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD244863|5900|HAL88888616//1454073|SW19 4DT
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|EVERSHEDS LLP|LOMD244880|33418|00011561/NETWORKRAILINFRAST/|CF10 5BT
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOTT MACDONALD GROUP LTD|614041|-5225|#|CR0 2EE
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|VALUATION OFFICE AGENCY|LOMD244276|904.83|HAL88888583//25000099552013|SW19 4DT
Department For Transport|Highways Agency|21/11/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|KP00102203|1717.35|DIVERT MAINS A5 PRESTON BOATS ISLAND SHREWSBURY|PL4 0YU
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|615525|844374.16|Apps and Certs Receipt - APC58033|RH1 1PQ
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SSE CONTRACTING LIMITED (CIS) DIVERT/CONNECT|615441|137247.09|Dartford Thurrock Crossing - Wayfinder Lights and Escape Signage Installation - Cert. 16|RG1 8BU
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TAYWEST CONTROL SYSTEMS LTD|615442|6618.74|Dartford Tunnel Variable Speed Drives - Cert. 18|CT5 2QJ
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|615465|40494.71|M25/1257 - M4 Elevated Section - Pier Strengthening - Consultancy Services September 2013|EN6 3NP
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|615466|5829.63|M25/1262 - M4 Elevated Section - Pier Strengthening Trial - Consultancy Services September 2013|EN6 3NP
Department For Transport|Highways Agency|21/11/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|615521|266090.68|Apps and Certs Receipt - APC58013|B23 7RZ
Department For Transport|Highways Agency|21/11/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|615478|64269.48|Monthly Maintenance November 2013 application 78|HP19 8BP
Department For Transport|Highways Agency|21/11/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|615488|6935.57|M1 J10-13 AMI NE x2  2631L1&B1; #1013for #1204;#670for #294;both lantern sync faults + white LED fail Main PCBfor B1|HP19 8BP
Department For Transport|Highways Agency|21/11/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|613207|1911.09|work done October 2013|RG24 8WZ
Department For Transport|Highways Agency|21/11/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|615495|9333.35|Heston protect invoice 25555 - #933.35|BS24 6TA
Department For Transport|Highways Agency|22/11/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|615608|960741.01|Apps and Certs Receipt - APC57875|WA3 7PG
Department For Transport|Highways Agency|22/11/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|602932|-8085.82|Apps and Certs Receipt - APC44690|M2 5JB
Department For Transport|Highways Agency|22/11/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|608197|-40946.58|Apps and Certs Receipt - APC49896|M2 5JB
Department For Transport|Highways Agency|22/11/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|615617|695528.35|Apps and Certs Receipt - APC57873|M2 5JB
