DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN DONCASTER|2000007408|1443.36
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN FAKENHAM|2000007409|1025.99
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN FAVERSHAM|2000007410|1457.46
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN FELTHAM HANWORTH & BED|2000007411|684.46
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN GATESHEAD|2000007412|747.97
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN LEICESTERSHIRE|2000007413|9745.12
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|AGE CONCERN MONTGOMERYSHIRE|2000007414|725.92
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN NORTH NORFOLK EAST|2000007415|506.64
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN PENGE & ANERLEY|2000007417|541.17
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN RUNNYMEDE|2000007418|1126.92
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN SANDWICH|2000007419|680.67
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN SHEPPEY|2000007420|1088.33
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN SHREWSBURY MINIBUS|2000007421|775.18
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN STAFFORD & DISTRICT|2000007422|2833.84
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN THETFORD & DISTRICT|2000007423|557.97
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ALDINGBOURNE COUNTRY CENTRE|2000007425|916.76
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|ARRIVA CYMRU LTD|2000007426|55230.46
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ASHBOURNE COMMUNITY TRANSPORT|2000007427|7772.31
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|B L TRAVEL|2000007429|5562.92
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BAKERS DOLPHIN|2000007430|180031.4
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BANBURY COMMUNITY TRANSPORT ASSOC|2000007431|4956.47
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BARNSLEY DIAL A RIDE & CT|2000007432|11421.33
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BATH COMMUNITY TRANSPORT|2000007433|2588.54
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BEACON CENTRE FOR THE BLIND|2000007434|2062.68
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BEVERLEY COMMUNITY LIFT|2000007436|907.54
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BEXLEY ACCESSIBLE TRANSPORT SCHEME|2000007437|3589.58
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|C & S COACHES|2000007441|5211.22
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CARADOC COACHES LTD|2000007442|4585.14
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CARSHALTON ASSOC FOR THE ELDERLY|2000007443|549.91
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CARTERS COACH SERVICES LTD|2000007444|74322.3
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CASTLE POINT SOCIAL CAR SCHEME LTD|2000007445|1031.31
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CHECKMATE TRANSPORT LTD|2000007446|1358.87
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CHESTERFIELD AND DISTRICT COMMUNITY|2000007447|24482.31
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CHILTERN & SOUTH BUCKS DIAL-A-RIDE|2000007448|3255.64
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMMUNITY TRANSPORT|2000007452|14287.72
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMMUNITY TRANSPORT LEWES AREA|2000007453|12053.29
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMMUNITY TRANSPORT MANCHESTER|2000007455|918.02
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMMUNITY TRANSPORT SOUTH WILTSHIRE|2000007456|1983.75
Department for Transport|Department for Transport|28/06/2010|Services provided by OGDs|Environment and International|DEPARTMENT FOR BUSINESS|2000007457|2937.5
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMMUNITY TRANSPORT SWADLINCOTE|2000007458|10095.03
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|COMPAID TRUST|2000007459|4076.56
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|CONGRESBURY COMMUNITY TRANSPORT|2000007460|608.79
Department for Transport|Department for Transport|28/06/2010|Car Hire and Leasing|Standalone Units|GOVERNMENT CAR & DESPATCH AGENCY|2000007461|5746.93
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|DARTFORD AGE CONCERN|2000007463|932.29
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|DISABLEMENT ASSOC BARKING/DAGENHAM|2000007465|3872.03
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|DOWNLAND VOLUNTEER GROUP|2000007468|534.16
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EASINGTON DISTRICT COMMUNICARE|2000007469|3836.08
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EAST SURREY RURAL TRANSPORT P'SHIP|2000007471|6183.97
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EASY-GO CT|2000007472|14062.35
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EDWARD THOMAS & SON|2000007473|19473.05
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ELY SOHAM & DISTRICT COMM TRANSPORT|2000007474|9721.03
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EREWASH COMMUNITY TRANSPORT|2000007475|15218.46
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ERIC W BOWERS COACHES LTD|2000007476|13117.76
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FAMILY SUPPORT CLACTON|2000007477|3443.49
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FENLAND ASSOC COMM TRANSPORT LTD|2000007479|8638.77
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FIRST STEP|2000007481|1190.09
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FLIGHT DELAY SERVICES LTD|2000007483|69571.54
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FRIENDLY TRANSPORT SERV|2000007485|528.82
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|FROGMORE DAY CARE CENTRE|2000007486|791.35
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GLOSSOP COMMUNITY TRANSPORT|2000007487|6823.89
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GLOVERS COACHES LTD|2000007488|2912.19
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|GOODSIR COACHES|2000007489|3971.87
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GREATER MANCHESTER ACCESS TRANS|2000007491|268593.86
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GRIFFINBUS|2000007492|34151.12
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GRIMSBY & CLEETHORPES TRANSPORT|2000007493|73438.76
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|GROUP TRAVEL|2000007494|33240.48
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HASTINGS AREA COMM TRANS SERV LTD|2000007496|3879.08
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HAYLE DAY CARE CENTRE TRUST|2000007498|560.74
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HEREFORDSHIRE MIND|2000007500|564.66
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HILLINGDON COMMUNITY TRANSPORT LTD|2000007501|6955.8
Department for Transport|Department for Transport|28/06/2010|Current Grants to LAs within AEF/AEG|London and Road Demand Management|GREATER LONDON AUTHORITY|2000007502|143580000
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HOLLOWAYS COACHES LTD|2000007503|6004.88
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HWRCC - TRANSPORT SOLUTIONS|2000007506|675.05
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ILKLEY & DISTRICT GOOD NEIGHBOURS|2000007507|676.33
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|J & P EXECUTIVE TRAVEL|2000007508|133202.77
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|J S B TRAVEL|2000007509|25181.56
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|KENT COUNTY COUNCIL|2000007510|775.53
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|LITTLE JIMS|2000007513|576.82
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|LLOYD'S COACHES|2000007514|19742.22
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|LONGFIELDS WALSINGHAM|2000007515|2874.36
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|LUNE VALLEY TRANSPORT ENTERPRISE|2000007516|10966.88
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|MAGHULL COACHES|2000007517|1628.64
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|MANNS TRAVEL LTD|2000007518|1789.41
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|MENDIP COMMUNITY TRANSPORT|2000007520|11120.79
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|MERTON COMMUNITY TRANSPORT|2000007522|4297.13
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|NAILSEA & DISTRICT COMMUNITY TRANS|2000007525|1892.56
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|NEWBURY HANDYBUS|2000007526|787.15
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|NIP ON TRANSPORT SERVICE|2000007527|6007.68
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|NORTHUMBRIA DAYBREAK LTD|2000007528|5899.08
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|OKEHAMPTON DISTRICT COMMUNITY|2000007530|1196.85
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|OSBORNE SCHOOL|2000007531|1976.54
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|OXFORD BUS CO|2000007532|48866.19
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|PAUL CATTERALL|2000007534|17887.23
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|PETERBOROUGH CITY COUNCIL|2000007535|1627.14
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|PHOENIX COMMUNITY TRANSPORT|2000007537|13645.81
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|READIBUS|2000007544|17617.08
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|RELIANCE MOTOR SERVICES|2000007546|2869.39
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|RIBBLE VALLEY COMMUNITY TRANSPORT|2000007548|1080.09
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ROMNEY MARSH DAY CENTRE|2000007550|1115.55
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ROSSENDALE TRANSPORT LIMITED|2000007554|16362.74
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|RYDER'S GREEN METHODIST CHURCH|2000007557|583.12
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|RYE & DISTRICT COMMUNITY TRANSPORT|2000007559|956.88
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|SCOPE|2000007561|3531.28
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SCOPE|2000007563|1091.06
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SCOPE CHINGFORD DAY CENTRE|2000007564|889.05
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SCOPE THRESHOLD SERVICE|2000007566|707.6
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SCOPE WEST SUSSEX|2000007568|1398.77
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SEDGEMOOR COMMUNITY TRANSPORT|2000007570|2680.28
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SHAFTESBURY SOCIETY|2000007572|934.82
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SHORELINE SUNCRUISERS|2000007573|2317.6
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|SIXTY SIXTY COACHES|2000007575|3537.48
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SLEAFORDIAN COACHES|2000007577|18252.65
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SOCIAL & HEALTH CARE DIRECTORATE|2000007579|30314.87
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SOMERBUS LTD|2000007581|2277.07
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|STAGECOACH OXFORD|2000007587|47015.83
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|STH SOMERSET COMM ACCESSIBLE TRANS|2000007589|2617.79
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|STRATOS TRAVEL|2000007592|17411.76
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SULLIVAN BUS & COACH LTD|2000007594|72497.57
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ESDA COACH SERVICES LTD|2000007596|1741.39
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SUTTON COMMUNITY TRANSPORT|2000007598|6499.04
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SW COACHES LTD|2000007600|9685.27
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|TISBURY & DISTRICT COM MINIBUS LTD|2000007607|688.95
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|TORFAEN COMMUNITY TRANSPORT|2000007608|4055.41
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|TOTNES & DARTMOUTH RING & RIDE|2000007609|1237.54
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|VICEROY OF ESSEX LTD|2000007611|726.76
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|VOLUNTEER CENTRE (THRAPSTON)|2000007612|5261.7
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|WALLINGFORD COACH FOR DISABLED|2000007613|891.36
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|WARWICKSHIRE CC|2000007616|3958.51
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|WATBUS|2000007617|14342.49
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|WYCOMBE DIAL A RIDE|2000007621|3291.39
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|YELABUS ASSOCIATION|2000007622|506.51
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|YOUR TRAVEL BOROUGH WIDE LTD|2000007623|20622.09
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|YSTRADGYNLAIS COMMUNITY CAR SCH|2000007624|1073.86
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|A1 COACHES CLEVELAND LTD|2000007625|3858.08
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|TERENCE RAYMOND WARD|2000007626|5448.6
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|A P EXECUTIVE TRAVEL|2000007627|552.14
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|SOUTH WALES TRANSPORT (NEATH)|2000007630|17206.56
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|LIVERPOOL CITY COUNCIL|2000007632|34587.08
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BRIDGNORTH DISTRICT COMMUNITY|2000007633|759.03
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|EASTBOURNE & DISTRICT MENCAP|2000007634|1897.67
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|WOODLANDS MS RESOURCE& RESPITE CARE|2000007635|609.09
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ALTON COMMUNITY ASSOCIATION|2000007638|561.28
Department for Transport|Department for Transport|28/06/2010|BUS FDR Wales|Regional & Local Transport|PRESELI RURAL TRANSPORT ASSOCIATION|2000007640|918.45
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AIRPARK SERVICES LTD|2000007642|36505.56
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HARTLEPOOL BOROUGH COUNCIL|2000007643|12079.9
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|LINK LINE TRAVEL (SOUTHPORT) LTD|2000007645|21410.47
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HATCH GREEN COACHES|2000007648|839.94
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|ALBRIGHTON PARISH COUNCIL|2000007650|741.04
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|AGE CONCERN BLACKBURN|2000007652|1582.12
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|MERSEYCARE TRANSPORT SERVICES LTD|2000007653|18575.81
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SB TRAVEL|2000007654|29603.94
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BROMYARD COMMUNITY TRANSPORT|2000007655|797.49
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|BRENTWOOD COMMUNITY TRANSPORT|2000007656|7567.97
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|OLIVE BRANCH TRUST|2000007657|1042.73
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|HERTSMERE COMMUNITY TRANSPORT|2000007663|1270.69
Department for Transport|Department for Transport|28/06/2010|Subsidies to Private Sector|Regional & Local Transport|SYSTON & DISTRICT VOLUNTEER CENTRE|2000007665|837.22
Department for Transport|Department for Transport|29/06/2010|Agency Staff Costs|Finance & Planning|ALLEN LANE FINANCIAL RECRUITMENT|2000001255|3304.69
Department for Transport|Department for Transport|29/06/2010|Management Consultancy|Strategic Roads and National Networks|MOTT MACDONALD|2000001256|63066
Department for Transport|Department for Transport|29/06/2010|Management Consultancy|Rail Strategy & Stakeholder Relations|STEER DAVIES & GLEAVE LTD|2000001257|16640
Department for Transport|Department for Transport|29/06/2010|Capital Grants to Public Corporations|Rail Strategy & Stakeholder Relations|TFL GROUP TREASURY|2000001258|2000000
Department for Transport|Department for Transport|29/06/2010|Management Consultancy|Projects|VIRGIN RAIL PROJECTS LTD|2000001259|61636.11
Department for Transport|Department for Transport|29/06/2010|Capital Grant to Priv Sector - Companies|Projects|CROSSRAIL LIMITED|2000001260|55000000
Department for Transport|Department for Transport|29/06/2010|Data Supply - Transport Direct|Information Management Directorate|ATOS ORIGIN IT SERVICES UK LTD|2000007678|8195.16
Department for Transport|Department for Transport|29/06/2010|Property Maintenance|Accident Investigating Branches|AUORA SYSTEMS|2000007679|4833.87
Department for Transport|Department for Transport|29/06/2010|Training|Finance & Estates |C I P F A|2000007681|440
Department for Transport|Department for Transport|29/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|COUNT ON US LTD|2000007683|2952
Department for Transport|Department for Transport|29/06/2010|Support Services|Accident Investigating Branches|E R A TECHNOLOGY LTD|2000007684|7285
Department for Transport|Department for Transport|29/06/2010|Legal Consultancy|Aviation|EVERSHEDS LLP|2000007685|206816.03
Department for Transport|Department for Transport|29/06/2010|Transport Consultancy|Transform Licensing Logistics and Sponsorship|AECOM LIMITED|2000007686|138885
Department for Transport|Department for Transport|29/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|JACOBS ENGINEERING U.K. LTD|2000007688|30463
Department for Transport|Department for Transport|29/06/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|PARSONS BRINCKERHOFF LTD|2000007691|6669
Department for Transport|Department for Transport|29/06/2010|Postage|Accident Investigating Branches|PITNEY BOWES LTD|2000007692|1013
Department for Transport|Department for Transport|29/06/2010|Management Consultancy|Aviation|QI CONSULTING LTD|2000007694|35480
Department for Transport|Department for Transport|29/06/2010|Agency Staff Costs|Transport Security|REED SPECIALIST RECRUITMENT LTD|2000007695|514.98
Department for Transport|Department for Transport|29/06/2010|Other Current Grants to NDPBs (in budgets)|Aviation|ROYAL HOUSEHOLD|2000007696|373000
Department for Transport|Department for Transport|29/06/2010|IT Consultancy|Human Resources|SOLIDNET SOLUTIONS LTD|2000007698|9800
Department for Transport|Department for Transport|29/06/2010|Agency Staff Costs|Transform Licensing Logistics and Sponsorship|WINCANTON GROUP LTD|2000007711|5385.41
Department for Transport|Department for Transport|29/06/2010|Research|Transport Security|ROKE MANOR RESEARCH LIMITED|2000007713|12201
Department for Transport|Department for Transport|29/06/2010|Telephone charges|Accident Investigating Branches|ALTERNATIVE NETWORKS PLC|2000007714|909.77
Department for Transport|Department for Transport|29/06/2010|Subsidies to Private Sector|Transform Licensing Logistics and Sponsorship|LOGICAL LINK LIMITED|2000007716|58220.24
Department for Transport|Department for Transport|29/06/2010|Land & Buildings (excl Dwellings) Capital Cost|Finance & Estates |JACKSON LIFT INSTALLATIONS LTD|2000007719|177094.36
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Finance & Planning|HAYS PERSONNEL SERVICE LTD|2000001262|2702.5
Department for Transport|Department for Transport|30/06/2010|PTOC - Other SPRS|Rail Service Delivery|NORTHERN RAIL LTD|2000001263|535248
Department for Transport|Department for Transport|30/06/2010|PTOC - Other SPRS|Rail Service Delivery|EAST MIDLAND TRAINS (EMT)|2000001264|167903.68
Department for Transport|Department for Transport|30/06/2010|PTOC - PTE Grant Payments|Rail Service Delivery|CENTRO|2000001265|84615.38
Department for Transport|Department for Transport|30/06/2010|Services provided by OGDs|Rail Strategy & Stakeholder Relations|JANE WESSON|2000001266|2864.6
Department for Transport|Department for Transport|30/06/2010|Other Advertising|Rail Strategy & Stakeholder Relations|CENTRAL OFFICE OF INFORMATION|2000001276|15297.05
Department for Transport|Department for Transport|30/06/2010|Management Consultancy|Procurement|AEA TECHNOLOGY ENVIRONMENT|2000001278|10542.67
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Finance & Planning|REED SPECIALIST RECRUITMENT LTD|2000001279|970.55
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Projects|REED SPECIALIST RECRUITMENT LTD|2000001279|594.44
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Finance & Planning|MICHAEL PAGE INTERNATIONAL|2000001280|6403.7
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Maritime and Dangerous Goods|HAYS PERSONNEL SERVICE LTD|2000007763|958.8
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Regional & Local Transport|HAYS PERSONNEL SERVICE LTD|2000007763|896.43
Department for Transport|Department for Transport|30/06/2010|Secondments|Regional & Local Transport|Darlington Borough Council|2000007765|3239.01
Department for Transport|Department for Transport|30/06/2010|Agency Staff Costs|Finance & Estates |ALLEN LANE FINANCIAL RECRUITMENT|2000007766|1600.94
Department for Transport|Department for Transport|30/06/2010|Research|Regional & Local Transport|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000007768|9321
Department for Transport|Department for Transport|30/06/2010|Service Charge Computer Expenses|Information Management Directorate|ATOS ORIGIN IT SERVICES UK LTD|2000007770|16967.77
Department for Transport|Department for Transport|30/06/2010|Transport Consultancy|Information Management Directorate|ATOS ORIGIN IT SERVICES UK LTD|2000007770|33156.15
