DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|MCA|18/02/2014|Helicopters - Stornoway|Asset Management|BRISTOW HELICOPTERS LIMITED|577602|2437.42|#|AB21 0NT
Department for Transport|MCA|18/02/2014|Medical Examination Fees|Human Resources|WORKPLACE OPTIONS|577000|2847.55|Employee Assistance Programme|W4 5YB
Department for Transport|MCA|18/02/2014|Planned Maintenance Under #5k|Asset Management|VEITCHI INDUSTRIAL FLOORING LTD|577647|3208|Resin Floor Works Order 24/10|G73 2RY
Department for Transport|MCA|18/02/2014|Furn & Fitt - Non-Asset Reg|Hm Coastguard|CAPITAL SEATING & VISION SWANN SYSTEMS (UK) L|577684|3375.58|Gas Strut Comfort Armrest|LE4 1BF
Department for Transport|MCA|18/02/2014|Planned Maintenance Under #5k|Asset Management|ARCHD MCCORQUODALE & SON LTD|577653|5732.03|Replace Dormer Windows|G46 8JE
Department for Transport|MCA|18/02/2014|Comp H/Ware - Non-Asset Reg|Shared Services|MISCO CO UK|577534|6173.4|Routers Ss Ict Po Mca236/13/14|NN8 6GS
Department for Transport|MCA|18/02/2014|Royal Mail|Seafarer Services|FRANCOTYP-POSTALIA LTD|577704|10007.2|Monthly Reset Amount|DA1 1EF
Department for Transport|MCA|18/02/2014|Uniforms - Regular|Asset Management|MILLER RAYNER LTD|577599|19365.4|Uniform|SO14 3EW
Department for Transport|MCA|18/02/2014|Electricity|Asset Management|BRITISH GAS BUSINESS|577348|22197.41|Electricity|OX4 2JY
Department for Transport|MCA|18/02/2014|Electricity|Asset Management|BRITISH GAS BUSINESS|577636|22314.62|Electric For Scotni|OX4 2JY
Department for Transport|MCA|18/02/2014|Electricity|Asset Management|BRITISH GAS BUSINESS|577660|22612.55|Electric Western Jan 14|OX4 2JY
Department for Transport|MCA|18/02/2014|Civil Hydrographic Work|Navigation Safety|NET SURVEY Ltd|577698|34915.8|Blakeney Over Falls 1st Payment|OX16 2SB
Department for Transport|MCA|18/02/2014|Mark. Wrecks - R Montgomery|Hm Coastguard|PORT OF SHEERNESS Ltd|577557|41440.8|Ss Richard Montgomery 1/4-31/3|L21 1LA
Department for Transport|MCA|18/02/2014|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|577606|57565.18|#|AB21 0GL
Department for Transport|MCA|18/02/2014|Civil Hydrographic Work|Navigation Safety|GARDLINE GEOSURVEYS LTD|577694|69677|M V Vigilant 2nd 3rd Data Pay|NR30 3NG
Department for Transport|MCA|18/02/2014|Civil Hydrographic Work|Navigation Safety|GARDLINE GEOSURVEYS LTD|577696|69677|1st 3rd Data Acquisition|NR30 3NG
Department for Transport|MCA|18/02/2014|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|577608|101130.19|#|AB21 0GL
Department for Transport|MCA|18/02/2014|Smart Grants - Mca|Seafarer Services|RICARDO-AEA LTD|577527|902733|Training/Workshops Period 10|OX11 0QR
Department for Transport|MCA|19/02/2014|Software Maintenance|Information & Comms Technology|KELWAY (UK) LTD|577324|-1222.8|Credit Sam Pro Services|EC4M 7RB
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577570|524.1|Fleet Mgt Ch Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|CITY OF SUNDERLAND|577734|554.52|Rent 4/11/12-24/3/14|SR2 7DN
Department for Transport|MCA|19/02/2014|Fire Inspections & Supplies|Asset Management|CHUBB FIRE & SECURITY LIMITED|577720|565.86|Fire Ext Service Gold Plan|BB1 2QS
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577570|640.8|Fleet Mgt Ch Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|MIDWINTERS PROPERTIES LTD|577646|666|Rent In Advance 25/03/14-23/06|BH3 7HG
Department for Transport|MCA|19/02/2014|Rent|Asset Management|ASHTENNE|577673|700|Rent In Advance 25/03/12-23/06|PR7 7NA
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|COMMERCIAL PROPERTY INVESTMENTS|577686|700|Rent In Advance 25/03/14-23/06|CO15 5AH
Department for Transport|MCA|19/02/2014|Rent|Asset Management|xxxxxx|577729|700|Rent In Advance 1/3/14-31/3/14|xxxxxx
Department for Transport|MCA|19/02/2014|Agency Staff|Shared Services|REED EMPLOYMENT PLC|577757|700.8|W/E 31/01/14|SW20 0BA
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|JOSHEWER LTD|577717|725|Rent In Advance 25/03/14-23/06|BH15 1HJ
Department for Transport|MCA|19/02/2014|Rent|Asset Management|LEWES DISTRICT COUNCIL|577716|750|Rent In Advance 25/03/14-23/06|BN7 2DQ
Department for Transport|MCA|19/02/2014|Non-Technical Training|Human Resources|METROPOLITAN POLICE|577744|784|06/01-10/01/14|SW6 1TR
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|IRON RATIONS LTD|577746|795|Rent In Advance 25/3/14-23/6/1|RG6 1RA
Department for Transport|MCA|19/02/2014|Rent|Asset Management|WELD ENTERPRISES LTD|577721|813.75|Rent In Advance 25/03/14-23/06|BH20 5QS
Department for Transport|MCA|19/02/2014|Fire Inspections & Supplies|Asset Management|CHUBB FIRE & SECURITY LIMITED|577712|824.58|Fire Inspection Gold Plan|BB1 2QS
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577569|833.7|Fleet Mgt Ch Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|BERTHON BOAT COMPANY LTD|577738|870.81|Rent In Advance 25/03/14-23/06|SO41 3YL
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577571|890.4|Fleet Mgt Ch Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Consumables|Information & Comms Technology|XMA LTD|577585|901.42|#|NG11 7EP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SCS STRUCTURES LTD|577739|925|Rent In Advance 25/3/14-23/6/1|HG5 8NQ
Department for Transport|MCA|19/02/2014|Non-Technical Training|Human Resources|ENVIRONMENTAL ACADEMY|577810|995|Iema Assoc Cert|NE16 3AS
Department for Transport|MCA|19/02/2014|Electricity|Asset Management|THE HIGHLAND COUNCIL|577733|998.55|Electric 16/10/13-30/01/14|1V3 5NX
Department for Transport|MCA|19/02/2014|Royal Mail|Business Delivery (S&I)|NEOPOST LTD|577741|1000|N3004024 Paisley|RM1 2AR
Department for Transport|MCA|19/02/2014|Rent|Asset Management|COOK & MOORE PROPERTY MANAGEMENT|577685|1050|Rent In Advance 25/03/14-23/06|NR31 6PX
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SWALE BOROUGH COUNCIL|577693|1075|Rent In Advance 25/03/14-23/06|ME10 3HT
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577570|1117.64|Fleet M'T'Ce Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577569|1140.23|Fleet M'T'Ce  Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|ACE (ONE) LTD|577637|1155|Rent In Advance25/3/14-23/6/14|B17 9BU
Department for Transport|MCA|19/02/2014|Consumables|Information & Comms Technology|XMA LTD|577590|1196.06|Consumables|NG11 7EP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|BURNHAM AREA RESCUE BOAT|577753|1250|Rent In Advance 25/3/14-23/6/1|TA8 2LJ
Department for Transport|MCA|19/02/2014|Consumables|Information & Comms Technology|XMA LTD|577586|1278.73|Consumables|NG11 7EP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SOUTH WALES FIRE AND RESCUE SERVICE|577668|1286.4|S/C In Advance 25/03/14-23/06/|CF72 8LX
Department for Transport|MCA|19/02/2014|Treasury Solicitors - Defence|Human Resources|THE TREASURY SOLICITOR|576122|1312.6|#|SW1H 9JS
Department for Transport|MCA|19/02/2014|Rent|Asset Management|xxxxxx|577689|1387.5|Rent In Advance 25/03/14-23/06|xxxxxx
Department for Transport|MCA|19/02/2014|Rent|Asset Management|xxxxxx|577624|1468.97|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|19/02/2014|Rent|Asset Management|CITY OF SUNDERLAND|577732|1500|Rent In Advance 25/03/14-23/06|SR2 7DN
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SOUTH COAST INDUSTRIES|577719|1500|Rent In Advance 25/03/14-23/06|DT5 1LS
Department for Transport|MCA|19/02/2014|Consumables|Information & Comms Technology|XMA LTD|577619|1526.82|Consumables|NG11 7EP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|xxxxxx|577700|1562.5|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|19/02/2014|Rent|Asset Management|LINCOLN CORN EXCHANGE & MARKETS (1991) Ltd|577735|1575|Rent In Advance 25/3/14-23/6/1|LN5 7AS
Department for Transport|MCA|19/02/2014|Rent|Asset Management|NORTH EAST LINCOLNSHIRE BOROUGH COUNCIL|577622|1580.68|Rent In Advance 9/12/12-24/12/|DN35 8LN
Department for Transport|MCA|19/02/2014|Consumables|Information & Comms Technology|XMA LTD|577594|1592.37|Consumables|NG11 7EP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|HAMPSHIRE FIRE AND RESCUE SERVICE|577714|1712.5|Rent In Advance 25/03/14-23/06|SO23 8UB
Department for Transport|MCA|19/02/2014|Rent|Asset Management|JAMES & SON|577727|1725|Rent In Advance 25/03/14-23/06|BH15 1DX
Department for Transport|MCA|19/02/2014|Press And Monitoring|Office Of Chief Executive|NLA MEDIA ACCESS LTD|577725|1730.4|Licence 26/2-25/2/15|TN1 1NL
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SOUTH WALES FIRE AND RESCUE SERVICE|577655|1750|Rent In Advance 25/03/14-23/06|CF72 8LX
Department for Transport|MCA|19/02/2014|Rent|Asset Management|SHEPWAY DISTRICT COUNCIL|577742|1797.5|Rent In Advance 20/3/14-19/6/1|CT20 2QY
Department for Transport|MCA|19/02/2014|Rent|Asset Management|WYKELAND PROPERTIES LIMITED|577626|1912.5|Rent In Advance 25/03/14-23/06|HU1 1UU
Department for Transport|MCA|19/02/2014|Rent|Asset Management|BRICKTEC|577707|2125|Rent In Advance 25/3/14-23/6/1|BN43 5LN
Department for Transport|MCA|19/02/2014|Rent|Asset Management|xxxxxx|577644|2150|Rent In Advance 25/03/14-23/06|xxxxxx
Department for Transport|MCA|19/02/2014|Rent|Asset Management|ESTERRE LIMITED|577671|2187.5|Rent In Advance 25/03/14-23/06|WR5 2ZX
Department for Transport|MCA|19/02/2014|Rent|Asset Management|THE D & M PENSION & LIFE ASSURANCE SCHEME|577638|2250|Rent In Advance 25/03/14-23/06|NR13 6PT
Department for Transport|MCA|19/02/2014|Planned Maintenance Under #5k|Asset Management|ATLAS MAINTENANCE (SCOTLAND) LTD|577750|2711.74|Kitchen Upgrade|G21 2BN
Department for Transport|MCA|19/02/2014|Rent|Asset Management|MAJORACRE|577705|2925|Rent In Advance 25/3/14-23/6/1|CT6 5NQ
Department for Transport|MCA|19/02/2014|Electricity|Human Resources|BRITISH GAS BUSINESS|577749|3070.72|Electricity|OX4 2JY
Department for Transport|MCA|19/02/2014|Rent|Asset Management|MIDWINTERS PROPERTIES LTD|577646|3330|Rent In Advance 25/03/14-23/06|BH3 7HG
Department for Transport|MCA|19/02/2014|Rent|Asset Management|COMMERCIAL PROPERTY INVESTMENTS|577686|3500|Rent In Advance 25/03/14-23/06|CO15 5AH
Department for Transport|MCA|19/02/2014|Rent|Asset Management|JOSHEWER LTD|577717|3625|Rent In Advance 25/03/14-23/06|BH15 1HJ
Department for Transport|MCA|19/02/2014|Computer Hardware - Asset Reg|Information & Comms Technology|EVOLVE BUSINESS CONSULTANCY LTD|577802|3663.36|Clas Services Jan2014 Ict|GU10 1DW
Department for Transport|MCA|19/02/2014|Rent|Asset Management|IRON RATIONS LTD|577746|3975|Rent In Advance 25/3/14-23/6/1|RG6 1RA
Department for Transport|MCA|19/02/2014|Rent|Asset Management|BERTHON BOAT COMPANY LTD|577738|4354.06|Rent In Advance 25/03/14-23/06|SO41 3YL
Department for Transport|MCA|19/02/2014|Vat On Rents|Asset Management|ENGLISH PARTNERSHIPS|577751|4962.5|Rent In Advance 25/03/14-23/06|NE11 0NA
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577570|5578.7|Fleet M'T'Ce Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|ACE (ONE) LTD|577637|5775|Rent In Advance25/3/14-23/6/14|B17 9BU
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577571|5946.17|Fleet M'T'Ce Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Training Aids Etc.|Human Resources|SAFEQUIP|577756|6257.95|Safety Equipment|FK10 2PB
Department for Transport|MCA|19/02/2014|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|577569|8043.07|Fleet M'T'Ce Jan 14|PO6 4RP
Department for Transport|MCA|19/02/2014|Telecoms Pws|Information & Comms Technology|ACTICA CONSULTING LTD|577627|12240|30/12/13-22/01/14|GU2 7RF
Department for Transport|MCA|19/02/2014|M&E Contracts|Future Programmes & Support|CARILLION PLANNED MAINTENANCE|577737|13800|Order Ref Jan2014|G72 0FT
Department for Transport|MCA|19/02/2014|Software Licences - Asset Reg|Corporate Developments|EVOLVE BUSINESS CONSULTANCY LTD|577802|14653.44|Clas Services Jan2014 Isms|GU10 1DW
Department for Transport|MCA|19/02/2014|Plan/Install Of Cg Telecoms|Information & Comms Technology|RISUAL LTD|577583|19440|Dec 13 To Jan 14|ST18 0WP
Department for Transport|MCA|19/02/2014|Rent|Asset Management|ENGLISH PARTNERSHIPS|577751|24812.5|Rent In Advance 25/03/14-23/06|NE11 0NA
Department for Transport|MCA|19/02/2014|Civil Hydrographic Work|Navigation Safety|NET SURVEY Ltd|577730|153372.9|4th Milestone Payment|OX16 2SB
Department for Transport|MCA|20/02/2014|Rent|Asset Management|DRON & WRIGHT|577789|583.33|Rent In Advance 1/3/14-31/3/14|EC4N 6HL
Department for Transport|MCA|20/02/2014|Rent|Asset Management|GWYNEDD COUNCIL|577764|612.5|Rent In Advance 25/3/14-23/6/1|LL55 1BN
Department for Transport|MCA|20/02/2014|Rent|Asset Management|SCARBOROUGH BOROUGH COUNCIL|577800|625|Rent In Advance 1/1/14-30/6/14|YO11 2HG
Department for Transport|MCA|20/02/2014|Overseas Night & Day Subsist.|Business Improvement & Assuran|xxxxxx|288999|681.71|Anguillan Exps|xxxxxx
Department for Transport|MCA|20/02/2014|Vat On Rents|Asset Management|ARQIVA|577795|683.6|Rent In Advance 1/3/14-28/2/15|SO21 2QA
Department for Transport|MCA|20/02/2014|Rent|Asset Management|CBRE LTD|577762|717.5|Rent In Advance 25/3/14-23/6/1|G2 6UA
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577766|725|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|20/02/2014|Rent|Asset Management|ISLE OF ANGLESEY COUNTY COUNCIL|577765|800|Rent In Advance 1/3/14-28/2/15|LL77 7ZF
Department for Transport|MCA|20/02/2014|Rent|Asset Management|FAIRWAY LANDSCAPES SPORTING SURFACES|577809|820|Rent In Advance 21/2/14-20/2/1|PL26 6RJ
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577777|860.5|Rent In Advance 29/3/14-28/9/1|xxxxxx
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577798|1000|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|20/02/2014|Rent|Asset Management|EAGLE INVESTMENTS LIMITED|577771|1100|Rent In Advance 25/3/14-23/6/1|EX8 1AL
Department for Transport|MCA|20/02/2014|Rent|Asset Management|MOSTYN ESTATES LTD|577763|1250|Rent In Advance 25/3/14-23/6/1|LL30 1YP
Department for Transport|MCA|20/02/2014|Vat On Rents|Asset Management|SUTTON HARBOUR COMPANY|577780|1275|Rent In Advance 25/3/14-23/6/1|PL4 ORA
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577773|1500|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|20/02/2014|Service Charges|Asset Management|DTZ DTL (DEFRA)|577804|1633.81|Fm Core Charges 1/12/13-31/12/|B2 2BT
Department for Transport|MCA|20/02/2014|Service Charges|Asset Management|DTZ DTL (DEFRA)|577806|1633.81|Fm Core Charges 1/1/14-31/1/14|B2 2BT
Department for Transport|MCA|20/02/2014|Rent|Asset Management|ARQIVA|577796|1638|Electricity 1/3/14-28/2/15|SO21 2QA
Department for Transport|MCA|20/02/2014|Rent|Asset Management|HSP BUILDING LTD|577787|1750|Rent In Advance 24/3/14-23/6/1|TQ9 5NJ
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577761|1750|Rent In Advance 30/9/13-25/03/|xxxxxx
Department for Transport|MCA|20/02/2014|Rent|Asset Management|QUAY MARINAS LTD (PORTISHEAD SITE)|577769|1890|Rent In Advance 25/3/14-23/6/1|BS20 7DF
Department for Transport|MCA|20/02/2014|Rent|Asset Management|xxxxxx|577774|1962.5|Rent In Advance 25/3/14-23/6/1|xxxxxx
Department for Transport|MCA|20/02/2014|Rent|Asset Management|DUCHY OF CORNWALL|577779|2129.5|Rent In Advance 25/3/14-23/6/1|TR21 0LS
Department for Transport|MCA|20/02/2014|Rent|Asset Management|SALTERNS ESTATE TENBY|577799|2400|Rent In Advance 1/3/14-31/5/14|SA71 4JS
Department for Transport|MCA|20/02/2014|Rent|Asset Management|ARQIVA|577795|3418|Rent In Advance 1/3/14-28/2/15|SO21 2QA
Department for Transport|MCA|20/02/2014|Vat On Rents|Asset Management|CB RICHARD ELLIS|577790|4600|Rent In Advance 25/3/14-31/6/1|G2 7EZ
Department for Transport|MCA|20/02/2014|Rent|Asset Management|SUTTON HARBOUR COMPANY|577780|6375|Rent In Advance 25/3/14-23/6/1|PL4 ORA
Department for Transport|MCA|20/02/2014|Service Charges|Asset Management|CB RICHARD ELLIS|577794|7216.8|Rent In Advance 25/3/14-24/6/1|G2 7EZ
Department for Transport|MCA|20/02/2014|Service Charges|Asset Management|DTZ DTL (DEFRA)|577807|8166.34|Expenditure Q3 2013/14 Add S/C|B2 2BT
Department for Transport|MCA|20/02/2014|Rent|Asset Management|CB RICHARD ELLIS|577790|23000|Rent In Advance 25/3/14-31/6/1|G2 7EZ
Department for Transport|MCA|20/02/2014|Helicopters - Shetland|Asset Management|BRISTOW HELICOPTERS LIMITED|578009|81650.94|#|AB21 0NT
Department for Transport|MCA|20/02/2014|Helicopters - Shetland|Asset Management|BRISTOW HELICOPTERS LIMITED|578009|175984.5|#|AB21 0NT
Department for Transport|MCA|20/02/2014|Helicopters - Shetland|Asset Management|BRISTOW HELICOPTERS LIMITED|577945|1274793.6|#|AB21 0NT
Department for Transport|MCA|21/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578023|533.19|Own Fleet Fuel Feb 14|SN5 6PS
Department for Transport|MCA|21/02/2014|Purchase Coast Rescue Equip|Asset Management|CFM SERVICES|578026|573.12|Razor Torch X 24|GL12 7JH
Department for Transport|MCA|21/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578024|750.15|Own Fleet Fuel Feb 14|SN5 6PS
Department for Transport|MCA|21/02/2014|Energy Eff Measures (Hq Only)|Asset Management|IMSERV EUROPE LTD|578007|973.14|9 X Instal Of Nhh Meter & Sund|MK14 6LY
Department for Transport|MCA|21/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578038|973.86|Own Fleet Fuel Feb 14|SN5 6PS
Department for Transport|MCA|21/02/2014|Disposal Expired Pyrotechnics|Asset Management|EPC-UK EDSL|577843|1480.8|Collection From Rnli-Hq Poole|CO12 5JW
Department for Transport|MCA|21/02/2014|Gas|Asset Management|CORONA ENERGY|577519|1863.3|Gas Charges S/P January 2014|WD17 1JW
Department for Transport|MCA|21/02/2014|Waste Disp/Refuse Collection|Asset Management|RD TRADING LTD|577567|1943.5|Removal Of Wall Panels|CM7 2YN
Department for Transport|MCA|21/02/2014|Purchase Of Cg Pyrotechnics|Asset Management|DREW MARINE SIGNAL & SAFETY UK LTD|578031|2369.04|Para Illum X 120|PO9 1SA
Department for Transport|MCA|21/02/2014|Waste Disp/Refuse Collection|Asset Management|RD TRADING LTD|577516|2626|Logistics Fee - Container Empt|CM7 2YN
Department for Transport|MCA|21/02/2014|Service Charges|Asset Management|DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT|578012|3780|Moc Headlease S/C Feb 14|HP2 4XN
Department for Transport|MCA|21/02/2014|Rent|Asset Management|CABINET OFFICE|578010|4389.9|Mca Norwich Rent- S/C, And Uti|CF14 3UW
Department for Transport|MCA|21/02/2014|Service Charges|Asset Management|CABINET OFFICE|578010|4953.7|Mca Norwich Rent- S/C, And Uti|CF14 3UW
Department for Transport|MCA|21/02/2014|Contract Cleaning|Asset Management|BRAYBOURNE CLEANING SERVICES LTD|577844|5971.24|Office Cleaning/Towels - Feb 2|RG41 1QW
Department for Transport|MCA|21/02/2014|Disposal Expired Pyrotechnics|Asset Management|EPC-UK EDSL|578003|10202.86|Mca Training, Travel & Subsist|CO12 5JW
Department for Transport|MCA|21/02/2014|Security Services|Asset Management|ADP SECURITY SYSTEMS LTD|577381|14991.82|Security Cover S/P January 201|GU32 3LJ
Department for Transport|MCA|21/02/2014|Furn. & Fittings - Asset Reg|Asset Management|SENATOR INTERNATIONAL LTD|578014|28007.18|Phase 2 - 3rd Floor Furniture|BB5 5YE
Department for Transport|MCA|21/02/2014|Service Charges|Asset Management|BABCOCK CIVIL INFRASTRUCTURE SS LTD|578011|34145.78|Fixed Services Month 66 Feb 14|NG15 0DR
Department for Transport|MCA|24/02/2014|Electricity|Asset Management|CORONA ENERGY|577835|517.58|Pentood Ind Est Jan-Feb 14|WD17 1JW
Department for Transport|MCA|24/02/2014|Agency Staff|Office Of Chief Executive|BADENOCH & CLARK|577826|718.78|W/E 07/02/14|EC4V 4BG
Department for Transport|MCA|24/02/2014|Contract Cleaning|Asset Management|KWIK KWALITY CLEANING|577967|885|Cleaning One Month Swansea|SA5 5PP
Department for Transport|MCA|24/02/2014|Water & Sewage|Asset Management|SOUTHERN WATER|577977|956.17|3/8/13 - 29/1/14|BN13 3NZ
Department for Transport|MCA|24/02/2014|Agency Staff|Office Of Chief Executive|SPRING TECHNOLOGY|577836|1002|W/E 9/02/14|EC4Y 8AX
Department for Transport|MCA|24/02/2014|Agency Staff|Shared Services|BADENOCH & CLARK|577517|1073.15|41677|EC4V 4BG
Department for Transport|MCA|24/02/2014|Agency Staff|Shared Services|SPRING TECHNOLOGY|577960|2054.34|W/E 9/02/14|EC4Y 8AX
Department for Transport|MCA|24/02/2014|Agency Staff|Shared Services|SPRING TECHNOLOGY|577961|2054.34|W/E 9/02/14|EC4Y 8AX
Department for Transport|MCA|24/02/2014|Contract Cleaning|Human Resources|ATLAS CONTRACTORS LTD|577831|2102.23|Cleaning Feb 14|TW13 6DZ
Department for Transport|MCA|24/02/2014|Agency Staff|Shared Services|SPRING TECHNOLOGY|577959|2333.1|W/E 9/2/14|EC4Y 8AX
Department for Transport|MCA|24/02/2014|Non-Technical Training|Human Resources|HIGHWAYS AGENCY|577834|3945.47|Other Admin A-In-A|B1 1RN
Department for Transport|MCA|24/02/2014|Other Prosecution Costs|Office Of Chief Executive|xxxxxx|577957|5211.6|#|xxxxxx
Department for Transport|MCA|24/02/2014|Recruitment Advertising|Human Resources|VEREDUS|577952|6460|Refjg/16090/1project Chief C/G|SE1 9UF
Department for Transport|MCA|24/02/2014|Other Prosecution Costs|Office Of Chief Executive|CPB MARINE|577955|7425|#|CT10 1LW
Department for Transport|MCA|24/02/2014|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|577973|10970.77|Jan 14 Reactive Extra Works|G72 0FT
Department for Transport|MCA|24/02/2014|Medical Examination Fees|Human Resources|SANTIA CONSULTING LTD|577838|35733.42|Occupational Health Feb 14|CF15 7QX
Department for Transport|MCA|25/02/2014|Agency Staff|Shared Services|REED EMPLOYMENT PLC|578232|571.2|W/E 07/02/14|SW20 0BA
Department for Transport|MCA|25/02/2014|Safety Testing Of Rescue Equip|Asset Management|SURVITEC SERVICES & DISTRIBUTION LTD|578327|601.9|Safety Testing Lifejackets|DN37 9TZ
Department for Transport|MCA|25/02/2014|Helicopters - Shetland|Asset Management|BRISTOW HELICOPTERS LIMITED|578280|617.39|#|AB21 0NT
Department for Transport|MCA|25/02/2014|Agency Staff|Shared Services|REED EMPLOYMENT PLC|578233|646.51|W/E 07/02/14|SW20 0BA
Department for Transport|MCA|25/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578360|725.15|Own Fleet Fuel Jan 14|SN5 6PS
Department for Transport|MCA|25/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578357|838.14|Own Fleet Fuel Jan 14|SN5 6PS
Department for Transport|MCA|25/02/2014|Gas|Human Resources|CORONA ENERGY|577518|906.89|Steamer Point Jan-Feb 14|WD17 1JW
Department for Transport|MCA|25/02/2014|Contract Cleaning|Asset Management|FUTURE CLEANING SERVICES (SOUTHWEST) Ltd|578058|961.89|Cleaning 7/2-6/3/14|YO26 6BL
Department for Transport|MCA|25/02/2014|Contract Cleaning|Asset Management|SHETLAND CLEANING SERVICES (LERWICK) LTD|578245|968.88|Jan 14 Cleaning Mon-Fri|ZE2 9JF
Department for Transport|MCA|25/02/2014|Agency Staff|Office Of Chief Executive|SPRING TECHNOLOGY|578062|1002|W/E 16/02/14|EC4Y 8AX
Department for Transport|MCA|25/02/2014|Purchase Coast Rescue Equip|Asset Management|LYON EQUIPMENT LTD|578328|1049.83|Tikka Plus 2 Headlamp X 42|CA10 3SS
Department for Transport|MCA|25/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578365|1372.62|Own Fleet Fuel Jan 14|SN5 6PS
Department for Transport|MCA|25/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578363|1409.93|Own Fleet Fuel Jan 14|SN5 6PS
Department for Transport|MCA|25/02/2014|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|578361|1468.18|Own Fleet Fuel Jan 14|SN5 6PS
Department for Transport|MCA|25/02/2014|Water & Sewage|Asset Management|UNITED UTILITIES|578079|1541.04|Liverpool 1/4/14-31/03/15|WA5 3LW
Department for Transport|MCA|25/02/2014|Agency Staff|Finance|VENN GROUP LTD|578064|1635.78|W/E 16/02/14|WC2R 0AA
Department for Transport|MCA|25/02/2014|Exhibitions And Demonstrations|Office Of Chief Executive|xxxxxx|578061|1960|Skipper Expo Stand 31/5/14|xxxxxx
