DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|DVSA|02/07/2014|Postage and Stationery|Operations HQ|ROYAL MAIL|954588|1539.16|BUSINESS MAIL ADVANCE CHARGES|S49 1HQ|
Department for Transport|DVSA|02/07/2014|Postage and Stationery|Operations HQ|PARCELFORCE WORLDWIDE|954590|4642.02|UK PARCEL CHARGES|S49 1HQ|
Department for Transport|DVSA|02/07/2014|Publications|Finance Estates and Performance|WILLIAMS LEA LTD|955014|589.68|VOSAPO15312,Logsheets|NR3 1PD|
Department for Transport|DVSA|02/07/2014|Rent|Finance Estates and Performance|CRYSTAL ISLE LIMITED|954600|42825|RENT - NORTHLEIGH HOUSE - 25/06/2014 TO 24/09/2014|JE2 3RT|
Department for Transport|DVSA|02/07/2014|Stationary|Operations HQ|WILLIAMS LEA LTD|954962|2780.7|VOSAPO14709,VTP20 - PSV Test Certificate|NR3 1PD|
Department for Transport|DVSA|02/07/2014|Stationary|Operations HQ|WILLIAMS LEA LTD|954972|899.42|VOSAPO14806,Secure Documentation - Delivery ChargeMaximum of 10 deliveries for call-off of VTG05 VTG5A/B and VTP20.These costs used to be part of the print order we have separated these costs with a view to reducing the number of de|NR3 1PD|
Department for Transport|DVSA|02/07/2014|Stationary|Operations HQ|WILLIAMS LEA LTD|954992|4814.88|VOSAPO12717,PG14/2 - Test Card|NR3 1PD|
Department for Transport|DVSA|02/07/2014|Subscriptions|Finance Estates and Performance|PROCSERVE|954994|15813.98|VOSAPO16415,Subscription fee 1st July - 31st August 2014 - P2P tool and access to marketplace|SW1W 9SR|
Department for Transport|DVSA|02/07/2014|Training|Human Resources|S & B AUTOMOTIVE ACADEMY LTD|954595|2340|Training|BS3 4AG|
Department for Transport|DVSA|02/07/2014|Training|Chief Information Officer|CAPITA BUSINESS SERVICES LIMITED|954984|13609.75|VOSAPO15530,Red Hat Command Line Skills (RH1990) 3-day training course (GW3122).|SW1H 0XA|
Department for Transport|DVSA|02/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|955008|10.95|VOSAPO14396,Shipping Cost|BL6 6HG|
Department for Transport|DVSA|02/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|955008|390|VOSAPO14396,Transcription requested OD1104710 - |BL6 6HG|
Department for Transport|DVSA|02/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|955008|162.09|VOSAPO14396,Transcription requested PD1022542 - |BL6 6HG|
Department for Transport|DVSA|02/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|955008|180.11|VOSAPO14396,Transcription requested OG1117550 - |BL6 6HG|
Department for Transport|DVSA|02/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|955008|2.19|VOSAPO14396,Value Added Tax - line level|BL6 6HG|
Department for Transport|DVSA|02/07/2014|Translation Services|Operations HQ|LANGUAGE LINE SERVICES|954593|1173.06|TRANSLATION SERVICE - VARIOUS LANGUAGES MAY 14|E14 5NR|
Department for Transport|DVSA|03/07/2014|Accommodation |Vehicle Testing|YORKSHIRE WATER|955021|632.77|WATER 01/04/14-30/06/14|BD3 7YD|
Department for Transport|DVSA|03/07/2014|Accommodation |Vehicle Testing|BUSINESS STREAM|955022|861.44|WATER 20/03/14-18/06/14|EH12 1GT|
Department for Transport|DVSA|03/07/2014|Accommodation |Finance Estates and Performance|COBTHORNE CLEANING|955346|564|VOSAPO16048,Cleaning grounds maintenance and carpet cleaning at Belvedere|DA3 8NL|
Department for Transport|DVSA|03/07/2014|Accommodation |Finance Estates and Performance|AM SUPPORT SERVICES LTD|955356|1012.54|VOSAPO13687,AM SUPPORT Monthly CLEANING CONTRACTOR KIRKHAM JUNE 2014|LA3 2UZ|
Department for Transport|DVSA|03/07/2014|Accommodation |Finance Estates and Performance|GCC PROPERTY CARE LTD|955365|933.97|VOSAPO14742,Monthly cleaning service at Sheffield GVTS|S3 9PE|
Department for Transport|DVSA|03/07/2014|Childcare Voucher Scheme|Finance Estates and Performance|FIDELITI LTD|955361|12292.22|VOSAPO15055,Fideliti Childcare Vouchers|WA3 7GB|
Department for Transport|DVSA|03/07/2014|Childcare Voucher Scheme|Human Resources|FIDELITI LTD|955361|59|VOSAPO15055,Fideliti Childcare Vouchers|WA3 7GB|
Department for Transport|DVSA|03/07/2014|HMRC payments|Finance Estates and Performance|HM REVENUE & CUSTOMS|955027|3016.06|PAYE SETTLEMENT AGREEMENT 2013/14|BD98 1YY|
Department for Transport|DVSA|03/07/2014|Room Hire|Human Resources|EXETER COLLEGE|955336|5341|ROOM HIRE FOR MOT TRAINING MAY 14|EX4 4JS|
Department for Transport|DVSA|03/07/2014|Telecommunication|Chief Information Officer|VODAFONE - (C&W)|955023|987.66|UKLINK PRICEWATCH 24/05/14-24/06/14|MK3 5JP|
Department for Transport|DVSA|03/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|EXCEL COMPRESSOR ENGINEERING LTD|955355|505.8|VOSAPO14865,Replacement Pressure Relief Valve on the Air Receiver at Aberystwyth GVTS - urgent repair|M3 4SB|
Department for Transport|DVSA|03/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|SPECIALIST REPAIR SERVICES LTD|955358|528|VOSAPO15992,Calibration of x4 Dynaroller Handsets for Chadderton Kidderminster Aberdeen and Livingston GVTSs|BH17 0GB|
Department for Transport|DVSA|03/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|EXCEL COMPRESSOR ENGINEERING LTD|955363|420|VOSAPO12896,Pressure Inspections at Llantrisant GVTS|M3 4SB|
Department for Transport|DVSA|03/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|EXCEL COMPRESSOR ENGINEERING LTD|955363|420|VOSAPO12896,Pressure Inspections at Haverfordwest GVTS|M3 4SB|
Department for Transport|DVSA|03/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|BABCOCK SUPPORT SERVICES LTD|955368|500.64|VOSAPO16411,Call out to Yeading GVTS to repair the Compressed Air Equipment|BS34 8JH|
Department for Transport|DVSA|03/07/2014|Testing Transformation costs|Finance Estates and Performance|TECALEMIT GARAGE EQUIPMENT CO LTD|955366|4435.2|VOSAPO15796,Decommissioning of Exeter GVTS - please see quote attached|PL7 5JY|
Department for Transport|DVSA|03/07/2014|Trade Shows|Operations|CARAT|955017|6024.31|S BRANDON - EXTERNAL WORK CARRIED OUT ON LGV TRADE|WC28 5PS|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|CAPITA BUSINESS SERVICES LTD|955326|3529.2|Training|DL1 9HN|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|CAPITA BUSINESS SERVICES LTD|955327|2021.04|Training|DL1 9HN|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|S & B AUTOMOTIVE ACADEMY LTD|955331|1980|Training|BS3 4AG|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|DONCASTER ROTHERHAM & DISTRICT (MOTOR TRADES) GTA|955339|910|Training|DN3 3DY|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|THE TRAINING FOUNDATION LTD|955340|1440|Training|CV4 7HS|
Department for Transport|DVSA|03/07/2014|Training|Human Resources|UNIVERSITY OF WARWICK|955341|8625|Training|CV4 8UW|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|ENERGY AUDITING AGENCY LTD|955681|810|VOSAPO14370,Utilities (Gas and Electricity) bureau services - monthly service cost|MK14 6LY|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|ENERGY AUDITING AGENCY LTD|955681|282|VOSAPO14370,Utilities (Gas and Electricity) bureau services - monthly service cost - AMR reporting|MK14 6LY|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|955696|630|VOSAPO16039,GROUNDS MAINTENANCE AT BICESTER STATION JUNE 2014 INITIAL VISIT TO MAKE THE AREA UP TO A PRESENTABLE STANDARD|NN10 6EN|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|44.4|VOSAPO15497,Chadderton. Monthly inspection of training area high level extract fans. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|29.6|VOSAPO15497,Chadderton. Monthly inspection of carpark lighting. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|44.4|VOSAPO15497,Chadderton. Monthly inspection of Main incoming LV switchroom. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|192.4|VOSAPO15497,Chadderton. Monthly inspection of electrical distrabution boards. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|310.8|VOSAPO15497,Chadderton. Monthly inspection of main  workshop high level extract fans. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|129.16|VOSAPO15497,Chadderton. Monthly inspection of office air handling unit. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|22.2|VOSAPO15497,Chadderton. Monthly inspection of general lighting - workshop and basements. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|28.24|VOSAPO15497,Chadderton. Monthly inspection of Pullen secondary heating pumps. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|129.16|VOSAPO15497,Chadderton. Monthly inspection of basement air handling unit All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|22.2|VOSAPO15497,Chadderton. Monthly inspection of general lighting - office. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|44.4|VOSAPO15497,Chadderton. Monthly inspection of emergency lighting. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|40.36|VOSAPO15497,Chadderton. Monthly inspection of Hydropac cold water booster set. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|96.86|VOSAPO15497,Chadderton. Monthly inspection of ACV Gas direct fired water heater. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE (CIS)|955700.5|118.4|VOSAPO15497,Chadderton. Monthly inspection of building management system. All as per quotation. April 2014 to June 2014.|WA2 0XP|
Department for Transport|DVSA|04/07/2014|Accommodation|Finance Estates and Performance|BROADSTOCK OFFICE FURNITURE|955721|568.8|VOSAPO16082,Calculus medium back task chair with arms scuba blue fabric|SK11 OTA|
Department for Transport|DVSA|04/07/2014|Accommodation |Finance Estates and Performance|WESTWAY CLEANING SERVICES|955703|145.2|VOSAPO13597,Window Cleaning External 6 Weekly Bristol GVTS|BS3 2DD|
Department for Transport|DVSA|04/07/2014|Accommodation |Finance Estates and Performance|WESTWAY CLEANING SERVICES|955703|1756.8|VOSAPO13597,Office Cleaning monthly Bristol GVTS|BS3 2DD|
Department for Transport|DVSA|04/07/2014|Clothing|Finance Estates and Performance|BURLINGTON UNIFORMS LTD|955722|24221.38|VOSAPO16419,Clothing/PPE payment for June 2014 contract no. 016/005/2426|EN3 7PX|
Department for Transport|DVSA|04/07/2014|Computer Costs||ENLIGHTKS LTD|955733|2997|VOSAPO16181,KS Tutor Licence - NGT Transation Team|SG8 7BX|
Department for Transport|DVSA|04/07/2014|Legal Charges|Operations HQ|ABR SOLICITORS LTD|955689|774|VOSAPO16416,0221-1-15.HN |LS1 3AX|
Department for Transport|DVSA|04/07/2014|Legal Charges|Operations HQ|WOODFINES LLP|955711|6303.75|VOSAPO16350,0782-0-22.HN  |MK9 2AF|
Department for Transport|DVSA|04/07/2014|Payroll |Human Resources|CGI IT UK LIMITED|944850|-1264.8|CREDIT FOR ePAYFACT - FULLY MANAGED VOSA|CF31 9AP|
Department for Transport|DVSA|04/07/2014|Payroll |Human Resources|CGI IT UK LIMITED|955389|9716.31|ePAYFACT FOR MAY 14|CF31 9AP|
Department for Transport|DVSA|04/07/2014|Postage and Stationery|Office of the Traffic Commissioners and Licensing|NEOPOST LTD|955394|5000|FRANKING MACHINE TOP UP|RM1 2AR|
Department for Transport|DVSA|04/07/2014|Postage and Stationery|Vehicle Testing|ROYAL MAIL|955397|188.88|WEEKDAY COLLECTION FEE|S49 1HQ|
Department for Transport|DVSA|04/07/2014|Postage and Stationery|Road Traffic Enforcement|ROYAL MAIL|955397|755.52|WEEKDAY COLLECTION FEE|S49 1HQ|
Department for Transport|DVSA|04/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD (CIS)|955661|2824.26|VOSAPO15587,Calibration and maintenance of the Maha testing equipment at Chadderton GVTS for 1 month commencing 14th June 2014. Updated price as per email of 12/11/2013 Okoro/Ebbs.|PE13 2TZ|
Department for Transport|DVSA|07/07/2014|Accommodation|Finance Estates and Performance|CLOUDS ENVIRONMENTAL CONSULTANCY LTD|955799|1410|DISPLAY ENERGY CERTS|PO3 6FH|
Department for Transport|DVSA|07/07/2014|Accommodation|Finance Estates and Performance|ESK PAVING & INTERIOR SERVICES (CIS)|956015|560|VOSAPO15382,Replace Compressor Room Door - Repair Plaster damage - Replace Window Sealant at Workington GVTS|CA6 5UJ|
Department for Transport|DVSA|07/07/2014|Bank Charges|Finance Estates and Performance|DWP|956032|1274.09|VOSAPO16386,Government Gateway Payments Engine Transaction Costs April 2014 to March 2015|CF14 3UW|
Department for Transport|DVSA|07/07/2014|Bank Charges|Finance Estates and Performance|DWP|956039|1288.8|VOSAPO16386,Government Gateway Payments Engine Transaction Costs April 2014 to March 2015|CF14 3UW|
Department for Transport|DVSA|07/07/2014|Civil Service Occupational Health Service Costs|Human Resources|CAPITA HEALTH SOLUTIONS LTD|955802|733.95|PENSION/ILL HEALTH ADVICE|CO4 4QR|
Department for Transport|DVSA|07/07/2014|Computer Costs|Chief Information Officer|ACTICA CONSULTING LTD|956022|13919.52|VOSAPO14140,Security - DVSA NetFACTS ITHC Proposal|GU2 7RF|
Department for Transport|DVSA|07/07/2014|Conferences|Finance Estates and Performance|CHELTENHAM PARK HOTEL|955824|1500|DIRECTORATE DAY-CANCELLATION FEE - REFUND DUE|GL53 8EA|
Department for Transport|DVSA|07/07/2014|Legal Charges|Chief Executive|TREASURY SOLICITORS DEPARTMENT|955762|2036.16|REF: Z1410721 & Z1411254 PROFESSIONAL CHARGES TO 30/04/14|WC2B 4TS|
Department for Transport|DVSA|07/07/2014|Legal Charges|Chief Executive|TREASURY SOLICITORS DEPARTMENT|955763|-2036.16|REF: Z1410721 & Z1411254 PROFESSIONAL CHARGES TO 30/04/14 CREDIT RE INV 406136 AUTHORISED.|WC2B 4TS|
Department for Transport|DVSA|07/07/2014|Legal Charges|Chief Executive|TREASURY SOLICITORS DEPARTMENT|955765|1425.12|REF Z1410721 AND Z1411254 PROFESSIONAL CHARGES TO 31/05/14|WC2B 4TS|
Department for Transport|DVSA|07/07/2014|Legal Charges|Chief Executive|TREASURY SOLICITORS DEPARTMENT|955766|-1163.52|REF Z1411254 CREDIT RE INV 406136 AUTHORISED.|WC2B 4TS|
Department for Transport|DVSA|07/07/2014|Room Hire||MERCURE HOLLAND HOUSE HOTEL|955804|1000|NGT, RM AND AM'S MANAGEMENT MEETING - ROOM HIRE - 24/06/2014 TO 25/06/2014|BS1 6SQ|
Department for Transport|DVSA|07/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|TECALEMIT GARAGE EQUIPMENT CO LTD|956026|1904.71|VOSAPO14616,Motor replacement for the Motorcycle Roller Brake Tester at Chadderton GVTS please see quote attached. 257483/34574/AC|PL7 5JY|
Department for Transport|DVSA|07/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|CODI INTERNATIONAL LTD|956033|989.41|VOSAPO15897,Non contract task. Call out charge to investigate fault on the Oakmain wheelplay detectors at Lochgilphead GVTS. Site have reported a burst pipe and oil loss. Costs may change when exact nature of fault has been identifi|NP16 6SF|
Department for Transport|DVSA|07/07/2014|Travel and Subsistence|Operations HQ|PREMIER INN BUSINESS ACCOUNT|956009|528.5|STAFF ACCOMM COSTS JUN 14|WV10 6UH|
Department for Transport|DVSA|08/07/2014|Accommodation |Finance Estates and Performance|OCS GROUP UK LTD|956396|547.09|VOSAPO16208,Office cleaning external grounds maintenance and provision of consumables monthly - PROPERTY CODE ETS036 - INVERNESS HGVTS - AREA 02|SE1 9WP|
Department for Transport|DVSA|08/07/2014|Accommodation |Vehicle Testing|SECURITAS SECURITY SERVICES LTD|956417|642|VOSAPO15564,SECURITAS ANNUAL KEY HOLDING SERVICE MILNTHORPE|B6 7SS|
Department for Transport|DVSA|08/07/2014|Accommodation |Finance Estates and Performance|ECLIPSE CONTRACT CLEANING LIMITED|956424|639.96|VOSAPO13956,Office Cleaning (Qtr 1)|ML8 5DW|
Department for Transport|DVSA|08/07/2014|Laundry|Finance Estates and Performance|BERENDSEN UK LTD|956089|6039.9|LAUNDER CHARGES 27/07/14-23/08/14|RG24 8JP|
Department for Transport|DVSA|08/07/2014|Major Maintenance|Finance Estates and Performance|RIDER LEVETT BUCKNELL (CIS)|956391|7045.2|VOSAPO16143,Sawtry. Replacement accomodation. Project fees June 2014. As per monthly breakdown.|B3 2BH|
Department for Transport|DVSA|08/07/2014|MOT Computerisation|Chief Information Officer|ATOS WORLDLINE UK LTD|956398|508027.2|VOSAPO16469,Atos - VPT Charge From 23rd June 2014  to 30 June 2014 - MOT COMP|WV10 6UH|
Department for Transport|DVSA|08/07/2014|Office Machinery|Operations HQ|NEOPOST LTD|956416|220.19|VOSAPO16368,Contract Number DS-75 OMR Advanced Factry Fit TotalCare+ 24/07/2014-23/07/2015|RM1 2AR|
Department for Transport|DVSA|08/07/2014|Office Machinery|Operations HQ|NEOPOST LTD|956416|243.82|VOSAPO16368,DS-75 Vertl Stacker Fctry Fit TotalCare+ Machine 13FA1524 24/07/2014 - 23/07/2015|RM1 2AR|
Department for Transport|DVSA|08/07/2014|Office Machinery|Operations HQ|NEOPOST LTD|956416|1590.43|VOSAPO16368,Contract Number:  4200347447 DS-75 3 Stn Special TotalCare+ (Machine 13EY1686) 24/07/2014 - 23/07/2015|RM1 2AR|
Department for Transport|DVSA|08/07/2014|Payroll |Human Resources|CGI IT UK LIMITED|956088|9293.19|ePAYFACT-FULLY MANAGED JUN 14|CF31 9AP|
Department for Transport|DVSA|08/07/2014|Postage and Stationery|Operations HQ|NEOPOST LTD|956047|6000|FRANKING MACHINE TOP UP|RM1 2AR|
Department for Transport|DVSA|08/07/2014|Telecommunication|Chief Information Officer|EE LTD|956053|708.35|MONTHLY INVOICE FOR 73691122|S98 1DX|
Department for Transport|DVSA|08/07/2014|Telecommunication|Chief Information Officer|EE LTD|956056|20927.87|MONTHLY INVOICE FOR 73328076 DATA|S98 1DX|
Department for Transport|DVSA|08/07/2014|Telecommunication|Chief Information Officer|EE LTD|956058|9821.81|MONTHLY INVOICE FOR 73571844 VOICE|S98 1DX|
Department for Transport|DVSA|08/07/2014|Telecommunication|Chief Information Officer|ORANGE PAYMENT PROCESSING|956060|2022|EQUIPMENT FOR JUN 14|S98 1DX|
Department for Transport|DVSA|08/07/2014|Travel and Subsistence|Finance Estates and Performance|ENTERPRISE RENT-A-CAR|956067|4927.07|WEEKLY CONSOLIDATED INVOICE 25/06/14-01/07/14|TW20 8RX|
Department for Transport|DVSA|08/07/2014|Travel and Subsistence|Finance Estates and Performance|ENTERPRISE RENT-A-CAR|956069|2850.9|WEEKLY CONSOLIDATED INVOICE 18/06/14-24/06/14|TW20 8RX|
Department for Transport|DVSA|08/07/2014|Travel and Subsistence||ENTERPRISE RENT-A-CAR|956071|1191.6|WEEKLY CONSOLIDATED INVOICE 25/06/14-01/07/14|TW20 8RX|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|CLOUDS ENVIRONMENTAL CONSULTANCY LTD|956463|828|DISPLAY ENERGY CERTS - LLANTRISANT & NORTHAMPTON GVTS|PO3 6FH|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|CLOUDS ENVIRONMENTAL CONSULTANCY LTD|956464|708|DISPLAY ENERGY CERTS - NOTTINGHAM AND GRANTHAM GVTS|PO3 6FH|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|RANGEMOOR|956479|6398.4|REPAIR TO ROOF AT AVONMOUTH GVTS|TF7 4NX|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|ASSOCIATED CONTRACT ENERGY LTD (CIS)|956488|557.82|MISCELLAENEOUS MECHANICAL AND PLUMBING WORKS - JUNE 2014|BS5 9JR|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|OMEGA RED GROUP LTD|956816|966.42|VOSAPO14769,Lightning protection remedial works - Shrewsbury (disconnect earth tape to electrodes to carry out resistance test replace missing test clamp)|NG6 8WA|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|OMEGA RED GROUP LTD|956820|856.39|VOSAPO14777,Lightning protection remedial work - Leeds (install new 3.6m earth electrode install bi-metallic test clamp)|NG6 8WA|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956822|990.72|VOSAPO15496,Lane 2 - Remove remains of bottom seal and supply and fit new. VIC Bldg - Left Hand Entrance Door - Remove defective safety edge and supply and install new.|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|BANNER BUSINESS SUPPLIES LTD|956825|1050.3|VOSAPO14490,Monthly closed loop paper recycling service (destruction of confidential waste) at Leeds OTCAL for the period 01/04/2014 to 30/06/2014 Collections 4 weekly due on:  24/04/2014 22/05/2014 19/06/2014|NR3 1PD|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956836|825.6|VOSAPO15498,Lane 1 Entrance Middle and Exit Lane 2 Entrance Middle and Exit Strip down Yellow Push Button stations and repair.|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|OMEGA RED GROUP LTD|956839|1378.5|VOSAPO14684,Lightning protection remedial work - Bicester (Roof: removal cleaning and replacement of initial clamped connection. Ground: provide bi-metallic joints replace aluminium tape with copper tape)|NG6 8WA|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956842|1228.8|VOSAPO15499,Stores Front Door - With the aid of scissor lift remove side guides and lay aside. Realign Curtain as required refit side guides test and leave door in good working order. Door 2 Entrance - Gain access to motor remove ex|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956843|1185.6|VOSAPO15503,Repairs Door 1 Entrance Remove remains of Canopy with the aid of scissor lift and fit new galvanised canopy|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956849|982.8|VOSAPO15815,Attend Purfleet GVTS - decommission 9 RSD out of the 10 RSD and leave 1 door operable and service. As per (Station Manager)|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956850|874.8|VOSAPO15814,Replace 6 rubber weather seals on test bay doors as advised|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|HAG SHUTTERS AND GRILLES LTD (CIS)|956850|937.2|VOSAPO15814,VIC Middle Door - Remove defective door controller and replace with new. Lane 1 Exit - With aid of scissor lift gain access to motor and repair - test and leave in good order.|BS5 7UY|
Department for Transport|DVSA|09/07/2014|Accommodation|Finance Estates and Performance|KD DOORS (CIS)|956855|760.5|VOSAPO15875,Repair to RSD at Isle of Skye electrical fault.|ML4 3LP|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|G4S SECURE SOLUTIONS (UK) LTD|956468|762.59|KEY HOLDING FOR BROMBOROUGH GVTS - 05/07/2014 TO 04/07/2015|SM1 4LD|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|SEVERN TRENT WATER|956481|4545.79|WATER BILL - SHREWSBURY GVTS - 12/12/2013 TO 25/06/2014|DH1 1RR|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|NORTHUMBRIAN WATER LTD|956487|1176.44|WATER BILL - BERWICK GVTS - 15/03/2014 TO 19/06/2014|DH1 9WQ|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|NEIGHBOURS OFFICE & CONTRACT CLEANING|956823|735.84|VOSAPO13847,CONTRACT CLEANING SERVICES FOR DARLINGTON TEST STATION FOR THE MONTH OF JUNE 2014 (21 DAYS) BY NEIGHBOURS CLEANING.|DL1 9JJ|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|NOVUS PROPERTY SOLUTIONS LTD|956837|1620|VOSAPO13338,Ipswich. Undertake repair to high level lights. Works to be completed by 10th March 2014. Program of works to be agreed with the station manager.|ST4 9JA|
Department for Transport|DVSA|09/07/2014|Accommodation |Vehicle Testing|xxxxxx|956838|633.6|VOSAPO16445,Trailer Hire at Nottingham GVTS|xxxxxx|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|BETTERCLEAN SERVICES LTD|956845|567.42|VOSAPO14975,Office Cleaning at Exeter GVTS|TQ12 4ST|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|HANLEY & JONES LTD|956848|169.2|VOSAPO16095,MONTHLY CLEANING AT QUINTON WEIGHBRIDGE|B73 5XD|
Department for Transport|DVSA|09/07/2014|Accommodation |Finance Estates and Performance|HANLEY & JONES LTD|956848|1339.62|VOSAPO16100,MONTHLY CLEANING - JULY|B73 5XD|
Department for Transport|DVSA|09/07/2014|Bank Charges|Finance Estates and Performance|BARCLAYCARD MERCHANT SERVICES|956428|52736.95|CREDIT CARD CHARGES JUNE 2014|NN4 7SG|
Department for Transport|DVSA|09/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|956405|21000|VOSAPO16507,Quantitive survey of operators and service agents - completion of commission|SW19 4EU|
