DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|VOSA|10/01/2014|Accommodation |Vehicle Testing|ANTHONY ROBSON TRANSPORT|910830|1221.79|VOSAPO12218,Doncaster GVTS trailer hire|DN6 7AW
Department for Transport|VOSA|10/01/2014|Accommodation |Vehicle Testing|GB OILS LTD|910835|802.16|VOSAPO12098,1200 litres of heating oil.|WA3 6XG
Department for Transport|VOSA|10/01/2014|Legal Charges|Operations HQ|INYAMA & CO|910833|2326.27|VOSAPO12296|NW5 1LX
Department for Transport|VOSA|10/01/2014|MOT Computerisation|Chief Information Officer|ATOS ORIGIN IT SERVICES UK LTD|910840|422115|VOSAPO12297,Atos - VPT Charge - (from 17th December 2013) MOT COMP|WV10 6UH
Department for Transport|VOSA|10/01/2014|Rent|Finance Estates and Performance|PORT OF FELIXSTOWE|910682|1273.9|RENT @ FELIXSTOWE WB JAN 14|IP11 3SY
Department for Transport|VOSA|10/01/2014|Room Hire||BEST WESTERN WINDMILL VILLAGE HOTEL|910684|987|CIO TEAM AWAY DAY 03/12/13|CV5 9AL
Department for Transport|VOSA|10/01/2014|Stationary|Operations HQ|WILLIAMS LEA LTD|910828|1840.84|VOSAPO6925,PG14/2 - Test Card|NR3 1PD
Department for Transport|VOSA|10/01/2014|Telecommunication|Chief Information Officer|BT CONFERENCING|910685|1760.93|CONFERENCE CALLS X 460 NOV 13|NW9 6LB
Department for Transport|VOSA|10/01/2014|Telecommunication|Chief Information Officer|VODAFONE - (C&W)|910688|25442.98|VARIOUS GSI CONVERGENCE FRAMEWORK (GCF) DEC 13|MK3 5JP
Department for Transport|VOSA|10/01/2014|Telecommunication|Chief Information Officer|INCOM TELECOMMUNICATIONS|910817|526.38|10 BT CONVERSE 2300 BLACK TELEPHONES @ ELLIPSE|M17 1WD
Department for Transport|VOSA|10/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO SERVICE LTD|910826|882.46|VOSAPO11254,Decommissioning and disposal of turn plates and rails on Lane 1 and installation of new turn plates rails and fixings on Lane 2 (turnplates delivered to site from BH).|HX2 6JB
Department for Transport|VOSA|10/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|EXCEL COMPRESSOR ENGINEERING LTD|910832|1680|VOSAPO11287,Inspection Charge (Every 2 Years)|M3 4SB
Department for Transport|VOSA|10/01/2014|Testing Transformation costs|Finance Estates and Performance|TECALEMIT GARAGE EQUIPMENT CO LTD|910837|18181.2|VOSAPO11064,Decommissioning of Equipment at Wolverhampton GVTS. Price to include transportation costs; Audio System & Gas Analyser to Bristol LS to Yeading and Snow Plough to Doxey.|PL7 5JY
Department for Transport|VOSA|10/01/2014|Trade Shows|Strategy and Customer|GLYNHILL HOTEL|910667|1152|ATF FORUM EXTERNAL 14/11/13|PA4 8XB
Department for Transport|VOSA|13/01/2014|Accommodation|Finance Estates and Performance|NOVUS PROPERTY SOLUTIONS LTD|911070|1859.93|WORKS TO STEP @ RISBY WB 22/10/13|ST4 9JA
Department for Transport|VOSA|13/01/2014|Accommodation |Vehicle Testing|SOUTHERN WATER SERVICES LTD|910858|897.72|WATER 28/08/13-02/12/13|BN13 3NZ
Department for Transport|VOSA|13/01/2014|Accommodation |Finance Estates and Performance|ADSM PLC|911073|584.62|WATER BUREAU SERVICES DEC 13|SL4 6AF
Department for Transport|VOSA|13/01/2014|Accommodation |Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|911087|62.4|VOSAPO11962,Northampton GVTS internal window cleaning visit|NN10 6EN
Department for Transport|VOSA|13/01/2014|Accommodation |Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|911087|1116.6|VOSAPO11956,Northampton GVTS general cleaning monthly service|NN10 6EN
Department for Transport|VOSA|13/01/2014|Accommodation |Finance Estates and Performance|G4S SECURE SOLUTIONS (UK) LTD|910884|669.6|KEYHOLDING SERVICE 29/01/14-28/01/15|SM1 4LD
Department for Transport|VOSA|13/01/2014|Civil Service Occupational Health Service Costs|Finance Estates and Performance|CNLR HORIZONS LTD|910885|7005|VOSA WELLBEING SERVICE 01/01/14-31/03/14|W8 5HN
Department for Transport|VOSA|13/01/2014|Consultancy|Chief Information Officer|ACTICA CONSULTING LTD|911082|59422.5|VOSAPO6336,Task 1.13 EA Development (MoT Scope) - ICT Consultancy RM591/L2 Contract ref: 016/005/3087|GU2 7RF
Department for Transport|VOSA|13/01/2014|Consultancy|Chief Information Officer|ACTICA CONSULTING LTD|911090|13678.38|VOSAPO9349,WP31 Task 3.8 Further additional activities|GU2 7RF
Department for Transport|VOSA|13/01/2014|Consultancy|Chief Information Officer|ACTICA CONSULTING LTD|911104|7492.5|VOSAPO7907,WP15a - Task 3.6: Additional activities. Ad-hoc technical or enterprise architecture activities ICT Consultancy RM591/L2 016/005/3087|GU2 7RF
Department for Transport|VOSA|13/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|910875|2914.58|ELECTRICITY @ CHADDERTON DEC 13|PL3 5XQ
Department for Transport|VOSA|13/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|910876|6812.27|ELECTRICITY @ PONTON RD LONDON DEC 13|PL3 5XQ
Department for Transport|VOSA|13/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|910877|1040.23|ELECTRICITY @ KIDDERMINSTER DEC 13|PL3 5XQ
Department for Transport|VOSA|13/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|910878|773.6|ELECTRICITY @ NORTHAMPTON DEC 13|PL3 5XQ
Department for Transport|VOSA|13/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|910879|2514.59|ELECTRICITY @ BERKLEY HOUSE DEC 13|PL3 5XQ
Department for Transport|VOSA|13/01/2014|Government Procurement Card|Finance Estates and Performance|BARCLAYCARD COMMERCIAL|911140|80722.24|GPC BILL DEC 13|TS17 6YG
Department for Transport|VOSA|13/01/2014|Legal Charges|Operations HQ|WOODFINES LLP|911083|833.4|VOSAPO12284|MK9 2AF
Department for Transport|VOSA|13/01/2014|Legal Charges|Operations HQ|ROTHERA DOWSON SOLICITORS|911101|876.96|VOSAPO12317|NG1 1PZ
Department for Transport|VOSA|13/01/2014|Legal Charges|Operations HQ|ROTHERA DOWSON SOLICITORS|911102|822.3|VOSAPO12281|NG1 1PZ
Department for Transport|VOSA|13/01/2014|Legal Charges|Operations HQ|ABR SOLICITORS LTD|911111|3650.35|VOSAPO12318|LS1 3AX
Department for Transport|VOSA|13/01/2014|Major Maintenance|Finance Estates and Performance|VEALE WASBROUGH VIZARDS LLP|911071|808.56|ADVICE ON INTER-DEPARTMENT ASSIGNMENT OF LEASE @ NORTHLEIGH HOUSE|BS1 5WS
Department for Transport|VOSA|13/01/2014|MOT Computerisation|Chief Information Officer|ATOS ORIGIN IT SERVICES UK LTD|911105|975.2|VOSAPO12331,MOT COMP - Additional Documents - December 2013|WV10 6UH
Department for Transport|VOSA|13/01/2014|Postage and Stationery|Road Traffic Enforcement|ROYAL MAIL|910866|930|WEEKDAY COLLECTION FEE|S49 1HQ
Department for Transport|VOSA|13/01/2014|Postage and Stationery|Vehicle Testing|ROYAL MAIL|910867|930|MAIL COLLECTIONS FULL FEE|S49 1HQ
Department for Transport|VOSA|13/01/2014|Rent|Finance Estates and Performance|ACE (LEEDS) LTD|910863|59505|RENT & SERVICE CHARGE @ LEEDS 29/09/13-24/03/14|SW1X 9EJ
Department for Transport|VOSA|13/01/2014|Rent|Finance Estates and Performance|ACE (LEEDS) LTD|910863|8161.2|RENT & SERVICE CHARGE @ LEEDS 29/09/13-24/03/14|SW1X 9EJ
Department for Transport|VOSA|13/01/2014|Rent|Finance Estates and Performance|FERGUSON TRANSPORT (SPEAN BRIDGE) LIMITED|910864|8736|RENT @ FORT WILLIAM FEB-APR 14|PH33 7NN
Department for Transport|VOSA|13/01/2014|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|911067|133.47|INSURANCE PREMIUM @ SOUTHAMPTON VIC 30/09/13-29/09/14|W1U 1HL
Department for Transport|VOSA|13/01/2014|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|911067|400.36|INSURANCE PREMIUM @ SOUTHAMPTON VIC 30/09/13-29/09/14|W1U 1HL
Department for Transport|VOSA|13/01/2014|Rent Service Charges|Finance Estates and Performance|DWP|911075|796.32|BUSINESS FACILITIES & UTILITIES @ BURY ST EDMUNDS|CF14 3UW
Department for Transport|VOSA|13/01/2014|Telecommunication|Chief Information Officer|BT|910862|44385.97|MONTHLY CHARGES NOV 13|DH98 1BT
Department for Transport|VOSA|13/01/2014|Training|Human Resources|GOWER COLLEGE SWANSEA|910881|600|Training|SA2 9EB
Department for Transport|VOSA|14/01/2014|Accommodation |Vehicle Testing|SOUTH WEST WATER|911134|619.24|WATER 14/09/13-23/12/13|BN11 9NT
Department for Transport|VOSA|14/01/2014|Accommodation |Vehicle Testing|xxxxxx|911357|638.11|VOSAPO12290,Leeds GVTS trailer hire|xxxxxx
Department for Transport|VOSA|14/01/2014|Electricity|Finance Estates and Performance|EDF ENERGY|911123|1070.12|ELECTRICITY BILL FOR LEEDS GVTS - DEC 13|PL3 5XQ
Department for Transport|VOSA|14/01/2014|Legal Charges|Operations HQ|WOODFINES LLP|911350|7828.8|VOSAPO12356|MK9 2AF
Department for Transport|VOSA|14/01/2014|Postage and Stationery|Finance Estates and Performance|NEOPOST LTD|911126|3000|FRANKING MACHINE TOP UP|RM1 2AR
Department for Transport|VOSA|14/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|PRO-TECT SAFETY SIGNS|911365|60|VOSAPO12101,Carriage charge for cones|BS24 6TA
Department for Transport|VOSA|14/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|PRO-TECT SAFETY SIGNS|911365|613.2|VOSAPO12101,950mm cones contract no. 016/005/3203|BS24 6TA
Department for Transport|VOSA|14/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|STONERIDGE ELECTRONICS LTD|911368|164|VOSAPO11273,Value Added Tax - header level|DD4 9UB
Department for Transport|VOSA|14/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|STONERIDGE ELECTRONICS LTD|911368|340|VOSAPO11273,Speed Simulator Calibration charge for Bishopbriggs GVTS|DD4 9UB
Department for Transport|VOSA|14/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|STONERIDGE ELECTRONICS LTD|911368|480|VOSAPO11273,Speed Simulator Repair charge for Bishopbriggs GVTS|DD4 9UB
Department for Transport|VOSA|14/01/2014|Travel and Subsistence|Human Resources|STAFF TRAVEL COSTS|911229|10|T&S|
Department for Transport|VOSA|14/01/2014|Travel and Subsistence|Human Resources|STAFF TRAVEL COSTS|911229|565.5|T&S|
Department for Transport|VOSA|14/01/2014|Travel and Subsistence|Human Resources|STAFF TRAVEL COSTS|911229|42|T&S|
Department for Transport|VOSA|15/01/2014|Accommodation|Finance Estates and Performance|COUNTRY GROUNDS MAINTENANCE LTD|911856|61.5|VOSAPO7378,Grass cutting and strimming at Crimplesham GVTS|PE33 9TP
Department for Transport|VOSA|15/01/2014|Accommodation|Finance Estates and Performance|COUNTRY GROUNDS MAINTENANCE LTD|911856|135.3|,Value Added Tax - header level|PE33 9TP
Department for Transport|VOSA|15/01/2014|Accommodation|Finance Estates and Performance|COUNTRY GROUNDS MAINTENANCE LTD|911856|615|VOSAPO11718,Trim hedges at Crimplesham GVTS|PE33 9TP
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|ELEMENT UK LIMITED|911399|513|CONTRACT CLEANING OF MAIN BUILDING - GUILDFORD GVTS - DECEMBER 2013|SE14 5RW
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|G4S SECURE SOLUTIONS (UK) LTD|911400|690|KEYHOLDING SERVICES FOR NEWBURY GVTS - 25/01/2014 TO 24/01/2015|SM1 4LD
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|RENTOKIL INITIAL UK CLEANING LTD|911409|848.16|OFFICE CLEANING - PLYMOUTH GVTS - 10/01/2014 TO 06/02/2014|DY1 4TA
Department for Transport|VOSA|15/01/2014|Accommodation |Vehicle Testing|DAIRY CREST DAIRIES|911435|1013.09|TRAILER HIRE FOR EDMONTON GVTS - 01/07/2013 TO 31/10/2013|KT10 9PN
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|OCS GROUP UK LTD|911836|2341.86|VOSAPO8371|Office cleaning at Hillcrest House for 01 August 2013 To 31 July 2014 Contract ID : 1145 : OC\NETRAF01 SITE BPID : 0000316720|SE1 9WP
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|GORDONS OF PERTH|911838|686.4|VOSAPO10679,Office Cleaning at Perth|PH1 2AB
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|OCS GROUP UK LTD|911845|547.09|VOSAPO7415,Office cleaning external grounds maintenance and provision of consumables monthly - PROPERTY CODE ETS036 - INVERNESS HGVTS - AREA 02|SE1 9WP
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|911862|62.4|VOSAPO11962,Northampton GVTS internal window cleaning visit|NN10 6EN
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|911862|1116.6|VOSAPO11956,Northampton GVTS general cleaning monthly service|NN10 6EN
Department for Transport|VOSA|15/01/2014|Accommodation |Finance Estates and Performance|ELITE HEALTHCARE SERVICES LTD|911844|950.7|VOSAPO12221,Quarterly advance payment covering 24th February 2014 to 23rd May 2014 for : 10 x quadrasan units 6 x air fresheners 7 x liquid soap 2 x deb restore cleaner Account: VEHDER|CV21 2NP
Department for Transport|VOSA|15/01/2014|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|PORTAKABIN LTD (CIS)|911875|600|VOSAPO12190,Handcross. additional cost to meet heath and safety requirements.|YO32 9PT
Department for Transport|VOSA|15/01/2014|Impounded Vehicles|Operations|WINCANTON GROUP LIMITED|911405|13665.96|IMPOUNDING ACTIVITY AND STORAGE CHARGE DECEMBER 2013|SN14 0WT
Department for Transport|VOSA|15/01/2014|Impounded Vehicles|Strategy and Customer|WINCANTON GROUP LIMITED|911405|13341.65|IMPOUNDING ACTIVITY AND STORAGE CHARGE DECEMBER 2013|SN14 0WT
Department for Transport|VOSA|15/01/2014|Laundry|Finance Estates and Performance|BERENDSEN UK LTD|911380|5786.59|LAUNDRY COSTS AND RENTALS - 26/01/2014 TO 22/02/2014|RG24 8JP
Department for Transport|VOSA|15/01/2014|Laundry|Finance Estates and Performance|BERENDSEN UK LTD|911437|565|LAUNDRY CHARGES TO COVER PERIOD 27/10/2013 TO 23/11/2013|RG24 8JP
Department for Transport|VOSA|15/01/2014|Legal Charges|Operations HQ|HINE & CO|911873|4758.56|VOSAPO12253|EX6 7QY
Department for Transport|VOSA|15/01/2014|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD (CIS)|911867|2824.26|VOSAPO11973,Calibration and maintenance of the Maha testing equipment at Chadderton GVTS for 1 month commencing 14th December 2013. Updated price as per email of 12/11/2013 Okoro/Ebbs.|PE13 2TZ
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|CHEW VALLEY HIRE LTD|911882|708|STATIC TOILET HIRE AT TORMARTON WEIGHBRIDGE SITE - 24/11/2013 TO 29/12/2013|BS40 6NQ
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|SINCLAIRS BUILDERS|911903|522.66|WATER REPAIRS - EDMONTON GVTS - DECEMBER 2013|EN10 7EH
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|R & L PAUL LTD (CIS)|912141|708|VOSAPO11611,Unblock drains (descale main run using rotary descaling equipment)|UB3 4AU
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|AGGREGATE INDUSTRIES UK LTD T/A SPADEOAK|912166|146|,Value Added Tax - header level|HP10 0PD
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|AGGREGATE INDUSTRIES UK LTD T/A SPADEOAK|912166|280|VOSAPO12322,Removal of damaged pallisade fencing sections following repair|HP10 0PD
Department for Transport|VOSA|16/01/2014|Accommodation|Finance Estates and Performance|AGGREGATE INDUSTRIES UK LTD T/A SPADEOAK|912166|450|VOSAPO12214,Repairs to parking compound fencing - Leatherhead|HP10 0PD
Department for Transport|VOSA|16/01/2014|Accommodation |Finance Estates and Performance|CORONA ENERGY|911878|28026.9|GAS BILL - DECEMBER 2013|WD17 1JW
Department for Transport|VOSA|16/01/2014|Accommodation |Finance Estates and Performance|INTER COUNTY CLEANING SERVICES LTD|912139|940.74|VOSAPO11849,Cleaning at Leighton Buzzard GVTS|NN10 6EN
Department for Transport|VOSA|16/01/2014|Computer Costs|Chief Information Officer|ATOS ORIGIN IT SERVICES UK LTD|912142|413700.2|VOSAPO12448,IS2003 Atos Monthly Invoice (from 21st Dec to 31st Dec 13)|WV10 6UH
Department for Transport|VOSA|16/01/2014|Electricity|Finance Estates and Performance|BRITISH GAS TRADING LTD|911912|59506.87|ELECTRICITY BILL - DECEMBER 2013|OX4 2JY
Department for Transport|VOSA|16/01/2014|Legal Charges|Operations HQ|QUALITY SOLICITORS EDWARD HUGHES|912146|5956.32|VOSAPO12426|LL18 1AH
Department for Transport|VOSA|16/01/2014|Legal Charges|Operations HQ|HINE & CO|912152|2980.68|VOSAPO12427|EX6 7QY
Department for Transport|VOSA|16/01/2014|Legal Charges|Operations HQ|ROSE WILLIAMS AND PARTNERS|912174|1356.5|VOSAPO12429|WV1 4HJ
Department for Transport|VOSA|16/01/2014|Postage and Stationery|Operations HQ|ROYAL MAIL|911902|3653.52|MAIL COSTS FOR ELLIPSE - DECEMBER 2013|S49 1HQ
Department for Transport|VOSA|16/01/2014|Rent|Finance Estates and Performance|HARWICH INTERNATIONAL PORT LTD|911883|1738.69|RENT - HARWICH W/B SITE - JANUARY 2014|IP11 3SY
Department for Transport|VOSA|16/01/2014|Training|Human Resources|SANTIA TRAINING SERVICES|911877|6594.02|Training|CF15 7QX
Department for Transport|VOSA|17/01/2014|Accommodation|Finance Estates and Performance|ESK PAVING & INTERIOR SERVICES (CIS)|912197|730|LIGHT AND BARRIER REPAIRS AT TODHILLS|CA6 5UJ
Department for Transport|VOSA|17/01/2014|Accommodation |Finance Estates and Performance|G4S SECURE SOLUTIONS (UK) LTD|912196|733.2|KEYHOLDING SERVICES FOR WREXHAM GVTS - 19/01/2014 TO 18/01/2015 - CONTRACT 4102956|SM1 4LD
Department for Transport|VOSA|17/01/2014|Accommodation |Finance Estates and Performance|THAMES WATER UTILITIES LTD|912230|867.69|WATER BILL - PONTON ROAD, LONDON - 12/09/2013 TO 22/12/2013|SN38 3TW
Department for Transport|VOSA|17/01/2014|Accommodation |Finance Estates and Performance|CORONA ENERGY|912231|8109.77|GAS BILL - PONTON ROAD, LONDON -> DECEMBER 2013 TO JANUARY 2014|WD17 1JW
Department for Transport|VOSA|17/01/2014|Accommodation |Vehicle Testing|GB OILS LTD|912386|1427.8|VOSAPO11579,Gas oil (class2A)|WA3 6XG
Department for Transport|VOSA|17/01/2014|Computer Costs|Finance Estates and Performance|VALTECH LTD|912177|54690|MOBILE COMPLIANCE - INCEPTION|EC1A 4JQ
Department for Transport|VOSA|17/01/2014|Computer Costs|Finance Estates and Performance|VALTECH LTD|912234|41400|MOBILE COMPLIANCE - INCEPTION|EC1A 4JQ
Department for Transport|VOSA|17/01/2014|Computer Costs|Finance Estates and Performance|SKYSCAPE CLOUD SERVICES LTD|912235|2872.39|IP STRATEGIC ENVIRONMENTS|GU14 0LX
Department for Transport|VOSA|17/01/2014|Legal Charges|Operations HQ|HUNT-COOMBS SOLICITORS|912378|1624.8|VOSAPO12499|PE3 6AG
Department for Transport|VOSA|17/01/2014|Legal Charges|Operations HQ|HUNT-COOMBS SOLICITORS|912383|656.4|VOSAPO12492|PE3 6AG
Department for Transport|VOSA|17/01/2014|Legal Charges|Operations HQ|HUNT-COOMBS SOLICITORS|912384|939.3|VOSAPO12495|PE3 6AG
Department for Transport|VOSA|17/01/2014|Legal Charges|Operations HQ|HUNT-COOMBS SOLICITORS|912393|760.2|VOSAPO12498|PE3 6AG
Department for Transport|VOSA|17/01/2014|Legal Charges|Operations HQ|INYAMA & CO|912400|581.88|VOSAPO12493|NW5 1LX
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Office of the Traffic Commissioners and Licensing|NEOPOST LTD|912210|5000|FRANKING MACHINE TOP UP FOR HILLCREST HOUSE, LEEDS|RM1 2AR
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Operations HQ|PARCELFORCE WORLDWIDE|912236|3344.16|MAIL COSTS - PARCELS - ELLIPSE|S49 1HQ
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|NEOPOST LTD|912238|500|FRANKING MACHINE TOP UP FOR YEADING GVTS|RM1 2AR
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Road Traffic Enforcement|XMA LTD|912382|134.04|VOSAPO12425,HP NO 337 BLACK INK|NG11 7EP
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Road Traffic Enforcement|XMA LTD|912382|235.32|VOSAPO12425,HP 338 BLACK INK CARTRIDGE 2-PACK|NG11 7EP
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Road Traffic Enforcement|XMA LTD|912382|264.6|VOSAPO12425,HP 343 TRI-COLOUR INK CARTRIDGE 2PK|NG11 7EP
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|38.74|VOSAPO12387,FELLOWES LAMINATING POUCH A5 250|NR3 1PD
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|65.34|VOSAPO12387,UNI-BALL EYE MICRO R/BALL UB150 BK|NR3 1PD
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|94.9|VOSAPO12387,FELLOWES LAMINATING POUCH 250MIC A4|NR3 1PD
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|7.49|VOSAPO12387,RAPESCO SINGLE PVC CLIPBOARD FS BL|NR3 1PD
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|13.39|VOSAPO12387,BIC CRISTAL BP PEN WITH SEC INK BK|NR3 1PD
Department for Transport|VOSA|17/01/2014|Postage and Stationery|Vehicle Testing|BANNER BUSINESS SUPPLIES LTD|912397|312.96|VOSAPO12387,BANNER A4 80GSM HIGH WHITE RECYCLED|NR3 1PD
Department for Transport|VOSA|17/01/2014|Room Hire|Human Resources|EXETER COLLEGE|912181|8900|CLASSROOM HIRE - NOVEMBER AND DECEMBER 2013 - REF CONTRACT NO. 016/005/1356|EX4 4JS
Department for Transport|VOSA|17/01/2014|Subscriptions||PARITY RESOURCES LTD|912220|16539.8|PROVISION OF CONTRACTOR SERVICES -|SW19 3RU
Department for Transport|VOSA|17/01/2014|Telecommunication|Chief Information Officer|VODAFONE|912221|534.96|UK LINK PRICEWATCH - EASTBOURNE|RG14 5FF
Department for Transport|VOSA|17/01/2014|Telecommunication|Chief Information Officer|VODAFONE - (C&W)|912226|542.78|MONTHLY INVOICE FOR BIRMINGHAM - 0121 6096800|MK3 5JP
Department for Transport|VOSA|17/01/2014|Testing Transformation costs|Finance Estates and Performance|TECALEMIT GARAGE EQUIPMENT CO LTD|912401|10290|VOSAPO12340,016/005/3050 Decommissioning of testing equipment at Kidderminster GVTS as per quote dated 08/01/2014|PL7 5JY
Department for Transport|VOSA|17/01/2014|Training||STEVE RADCLIFFE ASSOCIATES|912186|9080.4|Training|PO9 6AE
Department for Transport|VOSA|17/01/2014|Training|Human Resources|HIGHWAYS AGENCY|912203|5769.09|Training|B1 1RN
Department for Transport|VOSA|17/01/2014|Training|Human Resources|CONTINENTAL AUTOMOTIVE TRADING UK LTD|912204|4800|Training|B24 8TA
Department for Transport|VOSA|17/01/2014|Training|Chief Information Officer|SAS INSTITUTE UK|912225|516|Training|SL7 2EB
Department for Transport|VOSA|17/01/2014|Translation Services|Operations HQ|LANGUAGE LINE LIMITED|912207|1340.62|TRANSLATION SERVICE FOR VOSA STAFF|E14 5NR
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Southampton|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Shrewsbury|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Scarborough|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Pontypool|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Nottingham|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Leeds|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Inverness|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Haverford West|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Hastings|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Exeter|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Beverley|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Southampton SVA/VIC|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Royston|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Portree|BS32 4NH
Department for Transport|VOSA|20/01/2014|Accommodation|Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LTD|911347|133.32|VOSAPO11993,L8 Monitoring and Sampling at Norwich|BS32 4NH
