DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Department for Transport|31/08/2010|Telephone Line Rental|Information Management Directorate|BT PAYMENT SERVICES LTD|2000012832|740.33
Department for Transport|Department for Transport|31/08/2010|Agency Staff Costs|Finance & Estates |BROOK STREET BUREAU|2000012833|691.25
Department for Transport|Department for Transport|31/08/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000012834|7171.98
Department for Transport|Department for Transport|31/08/2010|Research|London and Road Demand Management|T-SYSTEMS LTD|2000012835|91782
Department for Transport|Department for Transport|31/08/2010|Financial Consultancy|Finance & Estates |LARGESS INTERNATIONAL LTD|2000012836|12750
Department for Transport|Department for Transport|31/08/2010|Curr Grant to Priv Sect-Persons & NPISH|Environment and International|CENEX|2000012839|27439.35
Department for Transport|Department for Transport|31/08/2010|Childcare Voucher Costs|Human Resources|HALFORDS LTD|2000012840|851.06
Department for Transport|Department for Transport|31/08/2010|Occupational Health Scheme|Human Resources|CIVIL SERVICE HEALTHCARE SOCIETY|2000012841|11052.21
Department for Transport|Department for Transport|31/08/2010|Subsidies to Private Sector|Maritime and Dangerous Goods|AEA TECHNOLOGY ENVIRONMENT|2000012842|1210270
Department for Transport|Department for Transport|31/08/2010|Secondments|Regional & Local Transport|SHERIDAN - SMITH CONSULTANTS LTD|2000012843|5035
Department for Transport|Department for Transport|31/08/2010|Further Education Leading to Qualifications|Information Management Directorate|NATIONAL SCHOOL OF GOVERNMENT|2000012846|1800
Department for Transport|Department for Transport|31/08/2010|Services provided by OGDs|Transform Licensing Logistics and Sponsorship|VEHICLE & OPERATOR SERVICES AGENCY|2000012847|1917250
Department for Transport|Department for Transport|31/08/2010|Capital Grants to NDPBs & CG|Environment and International|HIGHWAYS AGENCY (14272)|2000012848|1885267
Department for Transport|Department for Transport|31/08/2010|Other Current Grants to NDPBs (in budgets)|Aviation|ROYAL HOUSEHOLD|2000012849|550000
Department for Transport|Department for Transport (SSC)|20/08/2010|Estates PFI Unitary Service Charge|DFT Shared Services Centre|TELEREAL TRILLIUM|2000158771|52980.77
Department for Transport|Department for Transport (SSC)|22/08/2010|Rates|DFT Shared Services Centre|TELEREAL TRILLIUM|2000172453|52828.5
Department for Transport|Driver and Vehicle Licensing Agency|02/08/2010|Postage Meters|Operations|PITNEY BOWES PURCHASE POWER|2000170437|130095.66
Department for Transport|Driver and Vehicle Licensing Agency|03/08/2010|Live Running|Operations|SCAN-OPTICS LTD|2000140186|29771
Department for Transport|Driver and Vehicle Licensing Agency|03/08/2010|Medical Advisory Service|Human Resource & Estates|SERCO OCCUPATIONAL HEALTH|2000138289|45058.12
Department for Transport|Driver and Vehicle Licensing Agency|03/08/2010|Purchasing Card Charges|Finance & Strategy|BARCLAYCARD CARD PAYMENTS|2000138282|1067368.27
Department for Transport|Driver and Vehicle Licensing Agency|05/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000177403|536138.47
Department for Transport|Driver and Vehicle Licensing Agency|06/08/2010|Live Running|Finance & Strategy|CABLE & WIRELESS COMMUNICATIONS|2000179262|389223.26
Department for Transport|Driver and Vehicle Licensing Agency|08/08/2010|Property Maintenance|Finance & Strategy|TELEREAL TRILLIUM|2000144696|108295.11
Department for Transport|Driver and Vehicle Licensing Agency|08/08/2010|Telecom Equipment|Information Services|AVAYA UK|2000150256|27906.25
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Computer Consultancy|Information Services|CMC PARTNERSHIP (UK) LTD|2000146686|86450.63
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Computer Equipment Service Charge|Information Services|IBM UNITED KINGDOM LTD|2000146681|81537.29
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|IBM Stage Payments|Information Services|IBM UNITED KINGDOM LTD|2000174880|36039.9
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|IBM Stage Payments|Operations|IBM UNITED KINGDOM LTD|2000150260|71040.73
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|IT Services  Running Costs|Operations|IBM UNITED KINGDOM LTD|2000150260|72855.98
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Plant & Machinery Capital Cost|Finance & Strategy|TELEREAL TRILLIUM|2000148520|-81956.26
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Project Developments|Information Services|IBM UNITED KINGDOM LTD|2000146681|30952
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Project Developments|Operations|IBM UK LTD (EURO PAYMENTS)|2000182543|169530.47
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Property Maintenance|Finance & Strategy|TELEREAL TRILLIUM|2000148520|150000
Department for Transport|Driver and Vehicle Licensing Agency|10/08/2010|Small Software|Finance & Strategy|IBM UNITED KINGDOM LTD|2000146681|175611.22
Department for Transport|Driver and Vehicle Licensing Agency|11/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000184705|250460.3
Department for Transport|Driver and Vehicle Licensing Agency|12/08/2010|Machinery Maintenance|Operations|3M SECURITY & PRINTING SYSTEMS LTD|2000187273|38821.75
Department for Transport|Driver and Vehicle Licensing Agency|12/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000187272|282134.49
Department for Transport|Driver and Vehicle Licensing Agency|13/08/2010|Non Stock Machine Consumables|Operations|3M SECURITY & PRINTING SYSTEMS LTD|2000188735|88723.94
Department for Transport|Driver and Vehicle Licensing Agency|16/08/2010|Infrastructure Maintenance|Information Services|IBM UNITED KINGDOM LTD|2000157209|3817120.44
Department for Transport|Driver and Vehicle Licensing Agency|16/08/2010|IT Development Support|Finance & Strategy|IBM UNITED KINGDOM LTD|2000157209|560167.37
Department for Transport|Driver and Vehicle Licensing Agency|16/08/2010|IT Development Support|Information Services|IBM UNITED KINGDOM LTD|2000157209|922192.33
Department for Transport|Driver and Vehicle Licensing Agency|16/08/2010|IT Services  Running Costs|Finance & Strategy|IBM UNITED KINGDOM LTD|2000157209|244429.63
Department for Transport|Driver and Vehicle Licensing Agency|16/08/2010|Project Developments|Information Services|IBM UNITED KINGDOM LTD|2000157209|751837.08
Department for Transport|Driver and Vehicle Licensing Agency|17/08/2010|Computer Consultancy|Information Services|SCAN-OPTICS LTD|2000163359|27538.48
Department for Transport|Driver and Vehicle Licensing Agency|17/08/2010|IT Services  Running Costs|Operations|Infoprint Solutions UK Ltd|2000158780|29988.92
Department for Transport|Driver and Vehicle Licensing Agency|17/08/2010|Live Running|Operations|SCAN-OPTICS LTD|2000158766|403170
Department for Transport|Driver and Vehicle Licensing Agency|17/08/2010|Non-stock Printing Purchases|Operations|3M SECURITY & PRINTING SYSTEMS LTD|2000158767|72908.28
Department for Transport|Driver and Vehicle Licensing Agency|18/08/2010|Business Reply Service|Operations|ROYAL MAIL|2000196175|37941.34
Department for Transport|Driver and Vehicle Licensing Agency|18/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000196175|217408.25
Department for Transport|Driver and Vehicle Licensing Agency|19/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000198042|150324.32
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Agents Fees|Operations|NSL LTD|2000161094|952412.05
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Debt Collection|Finance & Strategy|INTER CREDIT INTERNATIONAL LTD|2000199942|79798.02
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Electricity|Finance & Strategy|TELEREAL TRILLIUM|2000161089|237025
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Estates PFI Unitary Service Charge|Finance & Strategy|TELEREAL TRILLIUM|2000158771|1743101.96
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Gas|Finance & Strategy|TELEREAL TRILLIUM|2000161089|84375
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|NI Agency Funding|Finance & Strategy|DRIVER VEHICLE LICENSING N.IRELAND|2000199936|1000000
Department for Transport|Driver and Vehicle Licensing Agency|20/08/2010|Rates|Finance & Strategy|TELEREAL TRILLIUM|2000161089|307352.5
Department for Transport|Driver and Vehicle Licensing Agency|21/08/2010|Debt Collection|Finance & Strategy|Philips Collection Services Ltd|2000161100|-25825
Department for Transport|Driver and Vehicle Licensing Agency|21/08/2010|Printing stock balances|Operations|FT PRINT SOLUTIONS|2000166796|35474.4
Department for Transport|Driver and Vehicle Licensing Agency|22/08/2010|Agents Fees|Operations|SERCO GOVERNMENT SERVICES|2000166043|79571.39
Department for Transport|Driver and Vehicle Licensing Agency|23/08/2010|Agents Fees|Operations|NSL LTD|2000166809|26927.09
Department for Transport|Driver and Vehicle Licensing Agency|23/08/2010|Courier Charges (including IDS)|Operations|SECURE MAIL SERVICES LTD|2000166050|62210.22
Department for Transport|Driver and Vehicle Licensing Agency|23/08/2010|Project Developments|Finance & Strategy|IBM UNITED KINGDOM LTD|2000166801|276498
Department for Transport|Driver and Vehicle Licensing Agency|23/08/2010|Project Developments|Information Services|IBM UNITED KINGDOM LTD|2000166801|335732
Department for Transport|Driver and Vehicle Licensing Agency|24/08/2010|Computer Consultancy|Information Services|CMC PARTNERSHIP (UK) LTD|2000177409|53051.25
Department for Transport|Driver and Vehicle Licensing Agency|25/08/2010|Debt Collection|Finance & Strategy|INTER CREDIT INTERNATIONAL LTD|2000208074|32553.34
Department for Transport|Driver and Vehicle Licensing Agency|25/08/2010|Printing stock balances|Operations|RR Donnelley|2000170433|25380
Department for Transport|Driver and Vehicle Licensing Agency|26/08/2010|Postage Paid Imprest|Operations|ROYAL MAIL|2000208627|405318.64
Department for Transport|Driver and Vehicle Licensing Agency|28/08/2010|Medical Advisory Service|Human Resource & Estates|SERCO OCCUPATIONAL HEALTH|2000174897|34462.77
Department for Transport|Driver and Vehicle Licensing Agency|30/08/2010|Agents Fees|Operations|NSL LTD|2000179277|176749.38
Department for Transport|Driving Standards Agency|02/08/2010|Estate Management|Estates Management|EC Harris LLP|2000040726|24528.82
Department for Transport|Driving Standards Agency|04/08/2010|IT Services  Running Costs|Business Transform|CAPITA BUSINESS SERVICES LTD|2000041602|44572.5
Department for Transport|Driving Standards Agency|04/08/2010|IT Services  Running Costs|Business Transform|CAPITA BUSINESS SERVICES LTD|2000041602|495
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|COOT|CAPITA BUSINESS SERVICES LTD|2000041602|42680.7
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|COOT|CAPITA BUSINESS SERVICES LTD|2000041602|323810.03
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|CPC Prof Competence|CAPITA BUSINESS SERVICES LTD|2000041602|87877.25
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|CPC Prof Competence|CAPITA BUSINESS SERVICES LTD|2000041602|177812.61
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|CPC Prof Competence|CAPITA BUSINESS SERVICES LTD|2000041602|3865.49
Department for Transport|Driving Standards Agency|04/08/2010|Software Licences Capital Cost (Intangible)|CPC Prof Competence|CAPITA BUSINESS SERVICES LTD|2000041602|1910.38
Department for Transport|Driving Standards Agency|05/08/2010|Agents Fees|Financial Control & Governance|DEPARTMENT FOR TRANSPORT|2000041927|151086
Department for Transport|Driving Standards Agency|05/08/2010|Land & Buildings (excl Dwellings) Capital Cost|Norris Green DTC|MITIE PROPERTY SERVICES|2000042018|36909.28
Department for Transport|Driving Standards Agency|06/08/2010|Building Service Charges|Various DTCs|DEPARTMENT FOR WORK & PENSIONS|2000042385|530.39
Department for Transport|Driving Standards Agency|06/08/2010|Electricity|Various DTCs|DEPARTMENT FOR WORK & PENSIONS|2000042385|3978.71
Department for Transport|Driving Standards Agency|06/08/2010|Rates|Various DTCs|DEPARTMENT FOR WORK & PENSIONS|2000042385|9361.9
Department for Transport|Driving Standards Agency|06/08/2010|Rent - L&B (non-PFI)|Various DTCs|DEPARTMENT FOR WORK & PENSIONS|2000042385|45659.65
Department for Transport|Driving Standards Agency|06/08/2010|Agents Fees|Financial Control & Governance|DEPARTMENT FOR TRANSPORT|2000042393|151086
Department for Transport|Driving Standards Agency|06/08/2010|Agents Fees|Financial Control & Governance|DEPARTMENT FOR TRANSPORT|2000042393|151085
Department for Transport|Driving Standards Agency|06/08/2010|IT Services  Running Costs|Business Transform|CAPITA BUSINESS SERVICES LTD|2000042397|34384.5
Department for Transport|Driving Standards Agency|06/08/2010|IT Services  Running Costs|Business Transform|CAPITA BUSINESS SERVICES LTD|2000042397|165
Department for Transport|Driving Standards Agency|06/08/2010|CRB Checks|ADI Register|TMG.tv Ltd|2000042407|9737.32
Department for Transport|Driving Standards Agency|06/08/2010|CRB Checks|ADI Register|TMG.tv Ltd|2000042407|22751
Department for Transport|Driving Standards Agency|09/08/2010|Building Service Charges|Cardington/Vocational Training|SODEXO|2000042544|38683.49
Department for Transport|Driving Standards Agency|09/08/2010|Research|SDFL Programme|TNS-BMRB|2000042564|25549.2
Department for Transport|Driving Standards Agency|10/08/2010|Electricity|Various DTCs|HM REVENUE & CUSTOMS|2000042953|4457.29
Department for Transport|Driving Standards Agency|10/08/2010|Rates|Various DTCs|HM REVENUE & CUSTOMS|2000042953|12458.64
Department for Transport|Driving Standards Agency|10/08/2010|Rent - L&B (non-PFI)|Various DTCs|HM REVENUE & CUSTOMS|2000042953|29286.44
Department for Transport|Driving Standards Agency|10/08/2010|Audit Fees|Finance Director|NATIONAL AUDIT OFFICE|2000042963|59000
Department for Transport|Driving Standards Agency|10/08/2010|Land & Buildings (excl Dwellings) Capital Cost|MPTC Project|TURNER & TOWNSEND MANAGEMENT SOLUTI|2000042977|87732.26
Department for Transport|Driving Standards Agency|10/08/2010|Management Consultancy|Integrity Team|OUTFORCE CORPORATE INVESTIGATIONS L|2000042980|180000
Department for Transport|Driving Standards Agency|10/08/2010|Security|Ops Training Team|EUROPA|2000043001|56499.99
Department for Transport|Driving Standards Agency|10/08/2010|Building Service Charges|Uxbridge MPTC|EDDISONS|2000043007|1190.29
Department for Transport|Driving Standards Agency|10/08/2010|Building Service Charges|Uxbridge MPTC|EDDISONS|2000043007|2555.02
Department for Transport|Driving Standards Agency|10/08/2010|Rent - L&B (non-PFI)|Uxbridge MPTC|EDDISONS|2000043007|31274.32
Department for Transport|Driving Standards Agency|10/08/2010|Rent - L&B (non-PFI)|Uxbridge MPTC|EDDISONS|2000043007|67131.94
Department for Transport|Driving Standards Agency|11/08/2010|Estate Management|Various DTCs|EC Harris LLP|2000043575|26000
Department for Transport|Driving Standards Agency|11/08/2010|CRB Checks|ADI Register|Capita Education Resourcing|2000043577|8022.72
Department for Transport|Driving Standards Agency|11/08/2010|CRB Checks|ADI Register|Capita Education Resourcing|2000043577|18740
Department for Transport|Driving Standards Agency|11/08/2010|Printing|Ops Training Team|LONSDALE PRINT SOLUTIONS LTD|2000043589|31993.95
Department for Transport|Driving Standards Agency|16/08/2010|Property Maintenance|Various DTCs|MIDDLETON MAINTENANCE|2000044671|32031.73
Department for Transport|Driving Standards Agency|17/08/2010|Ttest Fixed & Var Charge|Theory Test|PEARSON DRIVING ASSESSMENTS LTD.|2000045113|2476568.42
Department for Transport|Driving Standards Agency|17/08/2010|Ttest Fixed & Var Charge|Theory Test|PEARSON DRIVING ASSESSMENTS LTD.|2000045113|23864.61
Department for Transport|Driving Standards Agency|17/08/2010|Ttest Fixed & Var Charge|Theory Test|PEARSON DRIVING ASSESSMENTS LTD.|2000045113|486423.85
Department for Transport|Driving Standards Agency|17/08/2010|Ttest Fixed & Var Charge|Theory Test|PEARSON DRIVING ASSESSMENTS LTD.|2000045113|33714
Department for Transport|Driving Standards Agency|18/08/2010|Postage|Central Functions|ROYAL MAIL|2000045197|100000
Department for Transport|Driving Standards Agency|18/08/2010|Rates|Kettering DTC|KETTERING BOROUGH COUNCIL|2000045226|42903.32
Department for Transport|Driving Standards Agency|18/08/2010|Rent - L&B (non-PFI)|Uxbridge MPTC|EDDISONS|2000045231|61470.21
Department for Transport|Driving Standards Agency|19/08/2010|Land & Buildings (excl Dwellings) Capital Cost|MPTC Project|MORGAN SINDALL|2000045668|198019.23
Department for Transport|Driving Standards Agency|20/08/2010|Agents Fees|Joint Approvals Unit for Periodic Trng|JOINT APPROVALS UNIT|2000046151|67856.8
Department for Transport|Driving Standards Agency|24/08/2010|Rent - L&B (non-PFI)|Kirkcaldy MPTC|London and Capital Properties Ltd|2000046507|32312.5
Department for Transport|Driving Standards Agency|24/08/2010|Rent - L&B (non-PFI)|Aberdeen MPTC|WORKMAN & PARTNERS|2000046511|48468.75
Department for Transport|Driving Standards Agency|25/08/2010|Land & Buildings (excl Dwellings) Capital Cost|MPTC Project|MORGAN SINDALL|2000047173|599475.6
Department for Transport|Driving Standards Agency|26/08/2010|Estate Management|Estates Management|EC Harris LLP|2000047599|24528.82
Department for Transport|Driving Standards Agency|27/08/2010|Electricity|Various DTCs|HM REVENUE & CUSTOMS|2000048211|2902.25
Department for Transport|Driving Standards Agency|27/08/2010|Rates|Various DTCs|HM REVENUE & CUSTOMS|2000048211|5001.42
Department for Transport|Driving Standards Agency|27/08/2010|Rent - L&B (non-PFI)|Various DTCs|HM REVENUE & CUSTOMS|2000048211|20023.27
Department for Transport|Government Car and Despatch Agency|05/08/2010|Fuel|Operation|Arval Phh|68619|31391.72
Department for Transport|Government Car and Despatch Agency|05/08/2010|Fuel|Govt Mail|Arval Phh|68609|53187.68
Department for Transport|Government Car and Despatch Agency|05/08/2010|Fuel|W/Shop|Arval Phh|68681|53781.73
Department for Transport|Government Car and Despatch Agency|05/08/2010|Security|Facilities|Ecovertfm|68672|27416.75
Department for Transport|Government Car and Despatch Agency|12/08/2010|Courier Services|Regional+|Point to Point|68705|33870.02
Department for Transport|Government Car and Despatch Agency|12/08/2010|GPS Locators|IT|Logical Transport|68730/1/68813|31859.06
Department for Transport|Government Car and Despatch Agency|19/08/2010|Fuel|Operation|Arval Phh|68619|53781.73
Department for Transport|High Speed 2|09/08/2010|Accomodation|Corporate Services|Department for Transport|005-08-0002970|12002.03
Department for Transport|High Speed 2|09/08/2010|Accomodation|Environmental Planning|Department for Transport|005-08-0002970|6354.01
Department for Transport|High Speed 2|09/08/2010|Accomodation|Infrastrucutre and Operations|Department for Transport|005-08-0002970|6354.01
Department for Transport|High Speed 2|09/08/2010|Accomodation|Project Sponsor|Department for Transport|005-08-0002970|6354.01
Department for Transport|High Speed 2|19/08/2010|Engineering Contracts|London West Midlands|Ove Arup and Partners|005-08-0003069|113598.59
Department for Transport|High Speed 2|12/08/2010|Environment Contracts|London West Midlands|Booz Temple|005-08-0002993|59837.7
Department for Transport|High Speed 2|17/08/2010|Environment Contracts|London West Midlands|Booz Temple|005-08-0003052|87682.55
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|BUSINESS SERVICES DIRECTORATE|ARVAL|1014522743|8.6
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|FINANCE SERVICES|ARVAL|1014522743|118.98
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|MAJOR PROJECTS|ARVAL|1014522743|599.21
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|NETWORK DELIVERY & DEVELOPMENT|ARVAL|1014522743|1485.72
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|NETWORK SERVICES DIRECTORATE|ARVAL|1014522743|226.49
Department for Transport|Highways Agency|01/08/2010|Hire car fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1014522743|1080.85
Department for Transport|Highways Agency|01/08/2010|Hire car rental|BUSINESS SERVICES DIRECTORATE|ARVAL|1014522743|2778.5
Department for Transport|Highways Agency|01/08/2010|Hire car rental|FINANCE SERVICES|ARVAL|1014522743|1123.02
Department for Transport|Highways Agency|01/08/2010|Hire car rental|MAJOR PROJECTS|ARVAL|1014522743|6906.98
Department for Transport|Highways Agency|01/08/2010|Hire car rental|NETWORK DELIVERY & DEVELOPMENT|ARVAL|1014522743|21387.82
Department for Transport|Highways Agency|01/08/2010|Hire car rental|NETWORK SERVICES DIRECTORATE|ARVAL|1014522743|2998.76
Department for Transport|Highways Agency|01/08/2010|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1014009419|0
Department for Transport|Highways Agency|01/08/2010|Hire car rental|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1014522743|16688.37
Department for Transport|Highways Agency|01/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|COLLYER BRISTOW LLP|LOMD226742|79577.3
Department for Transport|Highways Agency|01/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|H J SMITH|LOMD226730|116439.29
Department for Transport|Highways Agency|01/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|S W & E J W HARRISON|LOMD226055|50320.84
Department for Transport|Highways Agency|01/08/2010|Travel - Rail - First|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|8870|-141.07
Department for Transport|Highways Agency|01/08/2010|Travel - Rail - First|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|8870|141.07
Department for Transport|Highways Agency|01/08/2010|Travel - Rail - Standard|NETWORK DELIVERY & DEVELOPMENT|REDFERN TRAVEL LTD|8870|-48.43
Department for Transport|Highways Agency|01/08/2010|Travel - Rail - Standard|NETWORK SERVICES DIRECTORATE|REDFERN TRAVEL LTD|8870|48.43
Department for Transport|Highways Agency|02/08/2010|CM - Tunnel Maintenance|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|471575|1276.27
Department for Transport|Highways Agency|02/08/2010|CM - Tunnel Maintenance|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|475471|266.49
Department for Transport|Highways Agency|02/08/2010|CM - Tunnel Maintenance|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|478711|766.49
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PB LTD|479049|40008.1
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PB LTD|479050|32293.18
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PB LTD|479053|42871.67
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|WSP UK LIMITED|475760|5154
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|WSP UK LIMITED|479067|33014.5
Department for Transport|Highways Agency|02/08/2010|Contractors Costs|NETWORK SERVICES DIRECTORATE|MOTT MACDONALD GROUP LTD|479103|57408.29
Department for Transport|Highways Agency|02/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|COLAS LTD|479096|135862.08
Department for Transport|Highways Agency|02/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|479117|25072.77
Department for Transport|Highways Agency|02/08/2010|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|FMG SUPPORT LIMITED|479070|446000
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|E C HARRIS LLP|479078|74596.84
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|HUGH FARISH|LOMD226209|61112.26
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|SIMULATION SYSTEMS LTD|471575|43319.9
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AEBI SCHMIDT UK LTD|479073|114110.13
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AEBI SCHMIDT UK LTD|479074|114110.13
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AEBI SCHMIDT UK LTD|479075|114110.13
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AEBI SCHMIDT UK LTD|479076|114110.13
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AEBI SCHMIDT UK LTD|479077|114110.13
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATOS ORIGIN IT SERVICES UK LIMITED|479066|63965.5
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|479110|40120.28
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|479111|150000
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|479098|137120.11
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|479100|159031.01
Department for Transport|Highways Agency|02/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|478711|8542.65
Department for Transport|Highways Agency|03/08/2010|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|478711|64607.39
Department for Transport|Highways Agency|03/08/2010|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|URS CORPORATION LTD|479238|25118.13
Department for Transport|Highways Agency|03/08/2010|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|479225|238257.56
Department for Transport|Highways Agency|03/08/2010|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|479245|145752.86
Department for Transport|Highways Agency|03/08/2010|CM - Tunnel Maintenance|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|471575|0
Department for Transport|Highways Agency|03/08/2010|Contractors Costs|BUSINESS SERVICES DIRECTORATE|WSP UK LIMITED|479250|26974.34
Department for Transport|Highways Agency|03/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|475471|570.52
Department for Transport|Highways Agency|03/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|478711|1000
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|479195|170870.25
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|479211|183252.93
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|475054|-37639.12
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|475508|-149435.24
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|475511|-172553.93
Department for Transport|Highways Agency|03/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|475515|-41198.14
