DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Public Affairs|Morgan Law Partners LLP|SIV-107781|4666.68|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Contract Management (excl. Ph1)|Morgan Law Partners LLP|SIV-107782|3630|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Commercial Directorate|Michael Page|SIV-107707|891|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Risk and Assurance Directorate|Michael Page|SIV-107710|1223.88|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Petition Management Organisations and Ag|Morgan Law Partners LLP|SIV-107770|3290.64|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Finance Directorate|Michael Page|SIV-107736|1760.22|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Agency personnel|Senior Corporate Procurement Manager|Michael Page|SIV-107741|18931.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Professional services|Euston Development Directorate|Deloitte LLP t/a Drivers Jonas Deloitte|SIV-107722|222000|C590 Jan - Jun 215 Invoice 1111200513|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Professional services|Euston Development Directorate|Deloitte LLP t/a Drivers Jonas Deloitte|SIV-107723|78000|C590 Strategic Case Inv 1111200528|Not Available|
Department for Transport|HS2 Ltd|06/07/2015|Additions - Office Relocation|Facilities Management|Mace Limited|SIV-107700|65280|Design Services June 2015|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107824|1518|8064736|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107825|7487.4|8066269|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|MeetingZone Limited|SIV-107821|2210.58|1455225|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Parliamentary Management|Rupert Taylor Ltd|SIV-107828|4744.09|Work done & expenses 1/4 to 2/5 2015|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107826|1589.34|8066586|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107829|10101.02|8066615|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107837|966.56|8066701|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|IT Services|Information Management|Fujitsu Services Ltd|SIV-107840|6554.7|8066703|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Office Accommodation|Facilities Management|Name Removed|SIV-107792|59314.98|May 2015 Invoice|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Phase One Infrastructure Directorate|Hays Office Support|SIV-107813|813.98|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Parliamentary Management|Hays Office Support|SIV-107812|1004.64|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Phase One Central Directorate|Hays Office Support|SIV-107814|878.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Design - utilities|Phase One, Utilities Management|Thames Water Utilities Limited|SIV-107791|81270.85|Pre-Agreement Services to April 2015|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Parliamentary Management|Hays Office Support|SIV-107818|615.35|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Phase One Infrastructure Directorate|Hays Office Support|SIV-107822|813.98|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Agency personnel|Phase One Infrastructure Directorate|Hays Office Support|SIV-107823|813.98|Name Removed|Not Available|
Department for Transport|HS2 Ltd|07/07/2015|Land Access / Licences|Phase One, Construction Land Assembly|Name Removed|SIV-107839|1000|Licence Fee|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Software|Information Management|Xactium Ltd|SIV-107899|2594.34|5 Full Xactium Licences|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Software|Information Management|Xactium Ltd|SIV-107898|1710|Professional Services for March|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Information services|Construction and Logistics|Coller IP ManagementLimited Coller IP|SIV-107896|15090|7384|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Software|Information Management|Xactium Ltd|SIV-107897|2850|Professional Services for April 15|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Railway Operations Directorate|Michael Page|SIV-107853|1069.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Railway Operations Directorate|Michael Page|SIV-107858|855.36|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Professional services|Programme Delivery Strategy Directorate|Experienced Management Consultants Ltd XMCS|SIV-107893|22572|19 days Str & Imp Servs  1 & 31st May 15|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Commercial Directorate|Global Resourcing|SIV-107859|20958|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Corporate Communications|Michael Page|SIV-107866|780.3|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-107844|3828|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Corporate Health and Safety Directorate|Bryan & Armstrong Ltd|SIV-107846|4248|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Finance Directorate|Bryan & Armstrong Ltd|SIV-107847|3300|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Corporate Affairs Directorate|Hanson Search Ltd|SIV-107865|13230|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Project Controls Est. & Cost Mgt (PS1I)|FastTrack Management Services Limited|SIV-107855|3622.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Project Controls Phase One Infrastructur|FastTrack Management Services Limited|SIV-107856|2208|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One Infrastructure Directorate|Bryan & Armstrong Ltd|SIV-107845|2310|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Health and Safety Development|Bryan & Armstrong Ltd|SIV-107848|4602|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-107849|4785|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Management Systems Team|Morson International|SIV-107876|4720.27|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Project Controls Route Wide (PS1 I)|Morson International|SIV-107877|5355|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One Railway Systems and On-Network|Morson International|SIV-107878|4410|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One, On-Network Works|Morson International|SIV-107879|4095|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107880|3024|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Technical Directorate|Morson International|SIV-107881|3213|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One, On-Network Works|Morson International|SIV-107882|4095|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase 2a Directorate|Morson International|SIV-107883|960.77|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Project Controls Phase One Infrastructur|Morson International|SIV-107884|10584|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One, Commercial Management, Centra|Morson International|SIV-107885|4725|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Project Controls Phase One Infrastructur|Morson International|SIV-107886|3360|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Phase One Infrastructure Directorate|Bryan & Armstrong Ltd|SIV-107850|2310|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Corporate Health and Safety Directorate|Bryan & Armstrong Ltd|SIV-107851|4248|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Finance Directorate|Bryan & Armstrong Ltd|SIV-107852|3300|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Land & Property Directorate|Judd Farris Ltd|SIV-107872|2784|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Land & Property Directorate|Judd Farris Ltd|SIV-107873|2784|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Land & Property Directorate|Judd Farris Ltd|SIV-107875|2784|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Quality & Document Control|Fusion People|SIV-107857|2507.76|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Senior Construction Procurement Manager|Investigo Ltd|SIV-107868|3159|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Construction Procurement Directorate|Investigo Ltd|SIV-107869|2808|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Equalities, Diveristy and Inclusion|Green Park Intrim & Executive Search|SIV-107860|9504|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Equalities, Diveristy and Inclusion|Green Park Intrim & Executive Search|SIV-107861|8640|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Resourcing and Talent|Green Park Intrim & Executive Search|SIV-107862|20592|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Human Resources Directorate|Green Park Intrim & Executive Search|SIV-107863|2160|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Human Resources Directorate|Green Park Intrim & Executive Search|SIV-107864|27720|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-107854|2376|Name Removed|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Professional services|Programme Delivery Strategy Directorate|Experienced Management Consultants Ltd XMCS|SIV-107892|9504|8 days Str & Imp Servs 1 & 30 April 15|Not Available|
Department for Transport|HS2 Ltd|08/07/2015|Professional services|Programme Delivery Strategy Directorate|Experienced Management Consultants Ltd XMCS|SIV-107895|26136|22 days Str & Imp Servs  1 & 30 June 15|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Distribution & Packaging|Facilities Management|DX Group (trading as DX Secure Ltd)|SIV-107900|2095.32|invoice 80695615|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Project Controls Phase One Infrastructur|FastTrack Management Services Limited|SIV-107911|2208|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Finance Team|Connectus Technology Ltd|SIV-107908|2700|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Finance Team|Connectus Technology Ltd|SIV-107909|2160|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|IT Services|Information Management|Bentley Systems UK Limited|SIV-107926|14024.69|98822043|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One, Commercial Management|Morson International|SIV-107913|3465|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Senior Change Manager|Morson International|SIV-107915|781.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107916|4095|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107917|4410|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107918|2688|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107919|2688|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Michael Page|SIV-107920|792.58|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Capita Resourcing Ltd|SIV-107905|6360|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Programme and Strategy Directorate|Capita Resourcing Ltd|SIV-107906|8549.1|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Property Planning and Performance|Capita Resourcing Ltd|SIV-107907|10669.56|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Procurement Directorate|Michael Page|SIV-107921|4002|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Programme and Strategy Directorate|Michael Page|SIV-107922|1470|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Railway Operations Directorate|Michael Page|SIV-107923|1140.48|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Project Controls Phase One Infrastructur|FastTrack Management Services Limited|SIV-107912|2208|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One Infrastructure Directorate|Michael Page|SIV-107924|1046.45|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Procurement Directorate|Michael Page|SIV-107925|3480|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Rolling Stock Engineering|Critical Project Resourcing Ltd|SIV-107910|13662|Name Removed|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Distribution & Packaging|Facilities Management|DX Group (trading as DX Secure Ltd)|SIV-107901|2426.16|invoice 80724295|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Professional services|HERMES Programme Manager|Wovex Limited|SIV-107903|5760|Supply of Realisor|Not Available|
Department for Transport|HS2 Ltd|09/07/2015|Agency personnel|Phase One North Directorate|Morson International|SIV-107914|4095|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|IT Services|Information Management|Geospatial Cooperatief U.A|SIV-107978|1200|EPPM Cloud Licens|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Professional services|Occupational Health and Strategy|Atos IT Services UK Ltd  T/A OH Assist|SIV-107927|52937.18|Development of a 10yr OH Strategy|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Facilities Management|Morgan Hunt UK Ltd|SIV-107931|3631.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Other expenditure (new product categories).|Finance Team|Enterprise Rent-A-Car|SIV-107984|1235.01|Vehicle Hire|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Information Technology Directorate|Geospatial Cooperatief U.A|SIV-107962|9672|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Modelling and analysis|Economic Case Analysis|SYSTRA Ltd|SIV-107968|146934.9|84004265|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Information Technology Directorate|Geospatial Cooperatief U.A|SIV-107963|14043|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Office Accommodation|Facilities Management|Acivico Limited|SIV-108011|3000|Building Control Inv 9600069671|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Information Technology Directorate|Geospatial Cooperatief U.A|SIV-107961|11160|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Human Resources Directorate|Alium Partners Limited|SIV-107957|9180|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|IT Services|Information Management|Geospatial Cooperatief U.A|SIV-107964|1836|CN00034852|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|IT Services|Information Management|Geospatial Cooperatief U.A|SIV-107976|1200|CN00034853|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Connectus Technology Ltd|SIV-108017|5175|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme Controls Directorate|Connectus Technology Ltd|SIV-108018|3105|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Internal Communications|VMA Global Resourcing Group|SIV-107947|2655|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Internal Communications|VMA Global Resourcing Group|SIV-107949|2690.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108020|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108021|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Secondees|Petition Management Organisations and Ag|Network Rail Infrastructure Ltd|SIV-107948|15998.41|Network rail Period 1 05/04/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Secondees|Rail Systems Directorate|Network Rail Infrastructure Ltd|SIV-107948|30981.84|Network rail Period 1 05/04/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme Controls Directorate|Connectus Technology Ltd|SIV-108012|3105|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Connectus Technology Ltd|SIV-108013|5175|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Governance|Costello & Reyes Ltd|SIV-108028|2532|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase 2a Directorate|Costello & Reyes Ltd|SIV-108029|2937.6|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Pure Resourcing Solutions Ltd|SIV-107937|2932.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Pure Resourcing Solutions Ltd|SIV-107940|2932.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Information Management|STR Ltd|SIV-108022|2925.6|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108023|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108024|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One North Directorate|Advance Training &Recruitment (Services)|SIV-107951|2394|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme Controls Directorate|Connectus Technology Ltd|SIV-108019|3105|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Public Affairs|Reed Employment Plc|SIV-107943|767.23|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Petition Management Individuals and Comm|Reed Employment Plc|SIV-107944|1047.48|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One North Directorate|Advance Training &Recruitment (Services)|SIV-107950|2992.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Information Technology Directorate|Nicoll Curtin Technology Ltd|SIV-107938|12744|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108026|6372|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108027|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Secondees|Petition Management Organisations and Ag|Network Rail Infrastructure Ltd|SIV-107956|15998.39|Period 2-03/05/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Secondees|Rail Systems Directorate|Network Rail Infrastructure Ltd|SIV-107956|30981.84|Period 2-03/05/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Payroll - Superannuation|Petition Management Organisations and Ag|Network Rail Infrastructure Ltd|SIV-107956|842.4|Period 2-03/05/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Advance Training &Recruitment (Services)|SIV-107953|5197.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Michael Page|SIV-107932|1728.22|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Area Petition Manager - Euston|Michael Page|SIV-107933|777.16|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase 2a Directorate|Costello & Reyes Ltd|SIV-108030|3264|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Petition Management Individuals and Comm|Reed Employment Plc|SIV-107946|1023.12|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Corporate Communications|Michael Page|SIV-107935|1756.74|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Senior Corporate Procurement Manager|Michael Page|SIV-107936|3480|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Land & Property Directorate|Odgers Berndtson|SIV-107939|26268|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Management Systems Team|Morson International|SIV-107979|2520|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Project Controls Route Wide (PS1 I)|Morson International|SIV-107980|5355|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Railway Systems and On-Network|Morson International|SIV-107981|4725|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase 2a Directorate|Morson International|SIV-107982|960.77|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Project Controls Phase One Infrastructur|Morson International|SIV-107983|3360|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme and Strategy Directorate|Morson International|SIV-107985|5040|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Morson International|SIV-107986|2835|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One, Commercial Management|Morson International|SIV-107987|3465|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Pure Resourcing Solutions Ltd|SIV-107941|2932.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Pure Resourcing Solutions Ltd|SIV-107942|2932.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|STR Ltd|SIV-108025|3540|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|IT Services|Information Management|Geospatial Cooperatief U.A|SIV-107975|24000|CN00034773|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase 2a Directorate|Morson International|SIV-107977|773.95|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme Controls Directorate|Connectus Technology Ltd|SIV-108014|3105|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Connectus Technology Ltd|SIV-108015|2700|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Connectus Technology Ltd|SIV-108016|5175|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Engineering Services - Civil|Phase One, Grounds Investigation|Soil Engineering Geoservices Limited|SIV-107997|467138.99|BTA GI works up to 31/05/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Procurement Directorate|Badenoch & Clark|SIV-107959|3450|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Procurement Directorate|Badenoch & Clark|SIV-107960|3450|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Procurement Directorate|Badenoch & Clark|SIV-107965|3450|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Badenoch & Clark|SIV-107966|3132|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Procurement Directorate|Badenoch & Clark|SIV-107967|764.16|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Badenoch & Clark|SIV-107969|2505.6|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Team|Badenoch & Clark|SIV-107970|1740|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Procurement Directorate|Badenoch & Clark|SIV-107971|3450|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Advance Training &Recruitment (Services)|SIV-107955|3780|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Business services|Finance Team|Automatic Data Processing Ltd|SIV-107928|1089.6|Period 2 Payslips|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Business services|Finance Team|Automatic Data Processing Ltd|SIV-107929|1715.64|End of year tax 2014/15|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Finance Directorate|Allen Lane Ltd|SIV-107958|14160|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Railway Systems and On-Network|Morson International|SIV-107993|4725|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Railway Systems and On-Network|Morson International|SIV-107995|5292|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One, On-Network Works|Morson International|SIV-107996|3276|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-107998|6048|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One, On-Network Works|Morson International|SIV-107999|8190|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Project Controls Phase One Infrastructur|Morson International|SIV-108000|7056|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One, Commercial Management, Centra|Morson International|SIV-108001|2835|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|P1N2-Delta Junction to WCML|Morson International|SIV-108002|12852|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme and Strategy Directorate|Morson International|SIV-108003|9072|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One North Directorate|Morson International|SIV-108004|4095|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Senior Change Manager|Morson International|SIV-108005|705.6|Name Removed|Not Available|
