DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department For Transport|Highways Agency|31/12/2013|Meeting Room Hire|TRAFFIC MANAGEMENT DIRECTORATE|CALDER CONFERENCES LIMITED|618649|862.96|Hilton Bracknell tm1b assessment 03/12/13 invoice 112107 #849.13 less than original quote|LS16 6RF
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|VENN GROUP LIMITED|618647|742.08|Payment of invoice 909137|WC2R 0AA
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|EXPERIS LIMITED|618635|5906.1|Pre bill PRE1000807 dated 31 Dec 2013|EC1R 3DR
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|618642|7227.55|cc3168 Lot 1:NDD SE Technical Support Services up to 27/12/2013 XXXXXX|GU2 7AR
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HYDER HALCROW M25 JOINT VENTURE|618643|2463.93|cc3168 Lot 1:NDD SE Technical Support Services up to 27/12/2013 XXXXXX|GU2 7AR
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618653|570.46|XXXXXX W/C 07/12/13 PP88784 28.5HRS @#16.68 = #475.38|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618654|620.5|XXXXXXw/c 07/12/13 31hrs @ #16.68 = #517.08 PP89053|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618657|832.14|XXXXXX- w/c 07/12/13 PP08612 45hrs @ #15.41 = #693.45|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618658|554.76|XXXXXX - w/c 07/12/13 PP08995 30hrs @ #15.41 = #462.30|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618662|560.45|XXXXXX - PP08922 28hrs @ #16.68 = #467.04 w/c 07/12/13|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|618663|560.45|B XXXXXX 28hrs @ #16.68 = #467.04 PQ22883 W/C 07/12/13|AL1 4ZX
Department For Transport|Highways Agency|31/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|REED SPECIALIST RECRUITMENT LIMITED|618651|523.36|XXXXXXw/c 07/12/13 37.5hrs = #436.13 invoice 0226039864|SW20 0BA
Department For Transport|Highways Agency|31/12/2013|Protective clothing & uniforms|TRAFFIC MANAGEMENT DIRECTORATE|BURLINGTON UNIFORMS LTD|618625|1185|423620|EN3 7PX
Department For Transport|Highways Agency|31/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|618616|-2551.86|HATMS SD/Works T427, 436, 39/08, 424, 436 for Dec --- R30Dec13|RG24 8WZ
Department For Transport|Highways Agency|31/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|618638|27601.98|HATMS SD/Works 427,424,436 for Dec/J  ----  R31Dec13|RG24 8WZ
Department For Transport|Highways Agency|31/12/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|618638|6904.5|HATMS SD/Works 427,424,436 for Dec/J  ----  R31Dec13|RG24 8WZ
Department For Transport|Highways Agency|31/12/2013|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|SERCO LTD|618639|36510.9|HATMS SD/Works (SCQ851/852/853/854) for Dec/J  ------ R31Jan13|RG27 7FR
Department For Transport|Highways Agency|31/12/2013|TOS operational Vehicle rental|TRAFFIC MANAGEMENT DIRECTORATE|BABCOCK CRITICAL SERVICES LTD|618636|60000|December 2013 Lease charges|NG15 0DR
Department for Transport|Directly Operated Railways Limited|13/11/2013|Legal fees|DOR Head Office|BURGES-SALMON|305|7,765.20|BURGES SALMON|BS2 0ZX
Department for Transport|Directly Operated Railways Limited|13/11/2013|Payroll Services|DOR Head Office|CGI IT UK|309|705.65|CGI|CF31 9AP
Department for Transport|Directly Operated Railways Limited|25/11/2013|Taxi fares|DOR Head Office|COMCAB|312|82.06|COMCAB RECEIPTS|W10 6AU
Department for Transport|Directly Operated Railways Limited|15/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|311|14,779.24|ECML ARIN 0000063|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|313|10,242.12|ECML  ARIN 000003|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|314|1,000.14|ECML ARIN 00004116|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|315|12,011.92|ECML|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|316|9,350.73|ECML ARIN 00004034|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|317|10,003.83|ECML ARIN 00004271|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|318|13,562.55|ECML ARIN 00004021|YO24 1AB
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|321|22,049.30|ECML ARCR|YO24 1AB
Department for Transport|Directly Operated Railways Limited|27/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|3|-44,098.60|ECML ARCR|YO24 1AB
Department for Transport|Directly Operated Railways Limited|15/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|4|-14,779.24|ECML ARIN 0000063|YO24 1AB
Department for Transport|Directly Operated Railways Limited|15/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|5|-14,779.24|ECML ARIN 000063|YO24 1AB
Department for Transport|Directly Operated Railways Limited|15/11/2013|Transport-Specific Consulting|DOR Head Office|ECML|322|14,779.24|EAST COAST MAIN ARIN/0000063|YO24 1AB
Department for Transport|Directly Operated Railways Limited|13/11/2013|Transport-Specific Consulting|DOR Head Office|IPEX CONSULTING|310|38,419.20|IPEX|NP16 7QB
Department for Transport|Directly Operated Railways Limited|13/11/2013|Printing|DOR Head Office|KITE PRESS LTD|308|302.4|KITE PRESS|SN3 1PD
Department for Transport|Directly Operated Railways Limited|13/11/2013|Transport-Specific Consulting|DOR Head Office|MARC|307|8,887.08|MARC AUKLAND|MK5 6FG
Department for Transport|Directly Operated Railways Limited|13/11/2013|Transport-Specific Consulting|DOR Head Office|NORTH HIGHLAND|306|68,884.10|NORTH HIGHLAND|SL6 1NJ
Department for Transport|Directly Operated Railways Limited|13/11/2013|Office rent|DOR Head Office|OREGA|303|20,867.60|OREGA|KT16 8LA
Department for Transport|Directly Operated Railways Limited|13/11/2013|Transport-Specific Consulting|DOR Head Office|PC STRATEGIES|304|21,261.78|PCS|MK18 1SW
Department for Transport|Directly Operated Railways Limited|27/11/2013|Staff Training|DOR Head Office|PDP|320|534|PDP TRAINING|SW4 0JY
Department for Transport|Directly Operated Railways Limited|26/11/2013|Transport-Specific Consulting|DOR Head Office|REDCENTRIC|319|5,822.40|REDCENTRIC|B3 1DW
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Geospatial Cooperatief U.A|033-08-0050538|2633.81|September 2013 fees|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Geospatial Cooperatief U.A|033-08-0050539|16122.2|Fees for August 2013|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Geospatial Cooperatief U.A|033-08-0050560|13524|July 2013 Fees for F5 Equipment provision|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Geospatial Cooperatief U.A|033-08-0050561|8265|March - April 2013 charges|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Fujitsu|033-08-0050591|11727.04|Bentley Migration|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Assets Under Construction|Balance Sheet|Geospatial Cooperatief U.A|033-08-0050594|611.7|Oct-13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Chidcare Vouchers|Balance Sheet|Edenred|037-02-0051743|3235.18|December 2013 Childcare vouchers|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Morgan Law Partners LLP|021-02-0052055|3252|Pos No: W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Morgan Law Partners LLP|021-02-0052050|2168.64|Pos No: 241 W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Badenoch & Clark|021-02-0052032|2736|Pos No: 246 W/E 06/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|021-02-0052024|1770|Pos No: 881 W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|021-02-0052023|1071.72|Pos No: 695 W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050506|1770|Pos: 893 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0050480|2602.37|Pos: 241 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0050473|2602.37|Pos: 241 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Badenoch & Clark|037-02-0050430|2736|Pos: 246 w/e 08.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Badenoch & Clark|037-02-0050428|2736|Pos: 246 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Badenoch & Clark|037-02-0050427|2736|Pos: 246 w/e 15.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Badenoch & Clark|037-02-0050426|547.2|Pos: 246 w/e 01.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Allen Lane Ltd|037-02-0050424|2832|Pos: 893 w/e 30.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Allen Lane Ltd|037-02-0050423|8496|Pos: 893 w/e 9,16,23.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050513|1044.59|Pos: 695 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050512|1770|Pos: 886 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050511|1770|Pos: 881 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050510|990.32|Pos: 694 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050509|1770|Pos: 886 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050508|983.53|Pos: 695 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0050507|929.27|Pos: 694 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Allen Lane Ltd|037-02-0051685|2832|Pos: 893 w/e 14.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051684|1770|Pos: 886 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051683|1058.15|Pos: 695 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051682|1770|Pos: 881 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051681|1044.59|Pos: 694 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0051665|3252|Pos: PS w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0051658|2168.64|Pos: 241 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0051657|5853.6|Pos: PS w/e 29.11 & 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Morgan Law Partners LLP|037-02-0051651|2602.37|Pos: 241 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Capita Resourcing Ltd|037-02-0051624|25708.8|Pos: 319 w/e 17.11-w/e 08.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACF|Allen Lane Ltd|037-02-0051621|2832|Pos: 893 w/e 07.12.13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051224|963.19|Pos 695 w/e 06/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051223|1031.02|Pos 694 w/e 06/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051222|1770|Pos 881 w/e 06/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Sheridan Maine (South East) Limited|037-02-0051221|1770|Pos 886 w/e 06/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Densi Limited|037-02-0051135|2040|Pos No: 0180 Period Nov 13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACF|Badenoch & Clark|037-02-0051125|2736|Pos No: 246 W/E 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACH|Green Park Intrim & Executive Search|037-02-0051139|11712|Pos No: 599 W/E 15/11-25/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACH|Green Park Intrim & Executive Search|037-02-0051141|11712|Pos No: 599 W/E 16/11/13 - 30/11/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|ConferHR Consulting Ltd|037-02-0051626|15000|Pos: 397 Nov 2013|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|ConferHR Consulting Ltd|037-02-0051625|10500|Pos: 397 Dec 2013|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0051656|3470.4|Pos: 883 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0051655|897.18|Pos: 767 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0051664|3470.4|Pos: 883 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0051663|948.08|Pos: 767 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACH|Green Park Intrim & Executive Search|037-02-0051689|11712|Pos: 599 w/e 08 & 15.12.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Green Park Intrim & Executive Search|037-02-0050442|9649.2|Pos: 320 w/e 22,30.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0050479|3470.4|Pos: 883 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0050478|954.46|Pos: 767 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0050486|4338|Pos: 883 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Morgan Law Partners LLP|037-02-0050485|763.56|Pos: 767 w/e 29.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACH|Morgan Law Partners LLP|021-02-0052054|954.46|Pos No: 767 W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACI|IT Enabled Change Ltd|021-02-0052042|11700|Pos No: Period 1/12/13 - 20/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACI|Morson International|021-02-0052003|2839.15|Pos No: 208 W/E 08/11/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACI|Morson International|037-02-0050491|4519.48|Pos: 208 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|ACI|IT Enabled Change Ltd|037-02-0050445|16380|Pos: Nov 13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|ACI|Morson International|037-02-0051666|2105.23|Pos: 208 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACI|Morson International|037-02-0051204|4152.52|Pos 208 w/e 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|ACI|Pinnacle Recruitment Ltd|037-02-0051237|5520|Pos No 326 WE 24/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|APG|Reed Employment Plc|037-02-0051219|711|Pos 894 w/e 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCD|Green Park Intrim & Executive Search|037-02-0051140|11520|Pos No: 592 W/E 16/11/13 - 30/11/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCD|Green Park Intrim & Executive Search|037-02-0051688|11520|Pos: 592 w/e 08 & 15.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCD|Green Park Intrim & Executive Search|021-02-0052040|5760|Pos No: 592 Period 16/12/13 - 31/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCI|Pinnacle Recruitment Ltd|021-02-0052007|5520|Pos No: 326 W/E 15/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCI|Pinnacle Recruitment Ltd|037-02-0051671|5520|Pos: 326 w/e 08.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCI|Pinnacle Recruitment Ltd|037-02-0051708|5520|Pos No-326 WE 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCI|Morson International|037-02-0051207|2544|Pos 309 w/e 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCI|Pinnacle Recruitment Ltd (Permanent)|037-02-0051208|5520|Pos 326 w/e 01/12/13|Not Available
Department for Transport|HS2 Ltd|20/12/2013|Agency|NCI|Pinnacle Recruitment Ltd (Permanent)|037-02-0050496|5520|Pos: 326 w/e 24.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|Michael Page|037-02-0050467|863.66|Pos: w/e 24.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|Michael Page|037-02-0050461|840.94|Pos: w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|Michael Page|037-02-0050460|3828|Pos: 768 w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|1st Executive Limited|037-02-0050422|5947.2|Pos: 747 Nov 13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|Badenoch & Clark|037-02-0050425|4500|Pos: 603 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCP|1st Executive Limited|037-02-0050421|6230.4|Pos: 747 Oct 13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCP|Michael Page|037-02-0051198|3828|Pos 768 w/e 08/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCP|Gardiner & Theobald LLP|037-02-0051138|20059.2|Pos No: 484 Period Sept 21 Days Worked|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCP|Badenoch & Clark|037-02-0051126|4500|Pos No: 603 W/E 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NCP|Michael Page|037-02-0051194|857.99|Pos 923 w/e 08/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|037-02-0051704|1727.34|Pos: 923 w/e 15 & 22.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Morson International|037-02-0051669|2544|Pos: 208 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|037-02-0051644|3828|Pos: 768 w/e 15.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Badenoch & Clark|037-02-0051622|4500|Pos: 603 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Badenoch & Clark|021-02-0052029|4500|Pos No: 603 W/E 20/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|021-02-0052062|3480|Pos No: W/E 22/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|021-02-0052061|3480|Pos No:W/E 22/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|021-02-0052060|2784|Pos No:W/E 15/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NCP|Michael Page|021-02-0052059|2784|Pos No: W/E 15/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Cont 484 - Gardiner&Theobald Supply Chain Secondees|NCP|Gardiner & Theobald LLP|033-08-0051271|18900|27/08/13 - 29/11/13 Secondment resource for Supply Chain Conf|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Cont 484 - Gardiner&Theobald Supply Chain Secondees|NCP|Gardiner & Theobald LLP|033-08-0050569|21600|Management secondement 27/08/13 - 29/11/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCT|Morson International|037-02-0050487|2544|Pos: 309 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NCT|Morson International|021-02-0052004|2544|Pos No: 208 W/E 13/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NDE|Pinnacle Recruitment Ltd|021-02-0052009|2415|Pos No: 713 W/E 15/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NDE|Michael Page|021-02-0052056|713.5|Pos No: 279 W/E 22/12/13|Not Available
Department for Transport|HS2 Ltd|20/12/2013|Agency|NDE|Pinnacle Recruitment Ltd (Permanent)|037-02-0050494|1932|Pos: 713 w/e 24.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NDE|Michael Page|037-02-0050457|705.1|Pos: 279 w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NDE|Pinnacle Recruitment Ltd|037-02-0051235|1932|Pos No 713 WE 24/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NDE|Pinnacle Recruitment Ltd (Permanent)|037-02-0051209|2415|Pos 713 w/e 01/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NDE|Michael Page|037-02-0051195|637.94|pOS 279 W/E 08/12/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NDE|Michael Page|037-02-0051643|721.88|Pos: 279 w/e 15.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NDE|Pinnacle Recruitment Ltd|037-02-0051673|2415|Pos: 713 w/e 08.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NDE|Pinnacle Recruitment Ltd|037-02-0051709|2415|Pos No-713 WE 29/11/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHB|Matchtech Group UK Limited|037-02-0051694|2362.5|Pos: 600 w/e 13.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHB|Connectus Technology Ltd|037-02-0051627|2126.26|Pos: 600 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NHB|Connectus Technology Ltd|037-02-0051132|1890|Pos No: 600 W/E 29/11/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHB|Connectus Technology Ltd|037-02-0050439|2362.5|Pos: 600 w/e 22.11.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHB|Connectus Technology Ltd|021-02-0052036|2362.5|Pos No: 600 W/E 22/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHB|Clayton Desant Limited|037-02-0050438|14805|Pos: 633 Nov 13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHI|Michael Page|021-02-0052064|875.7|Pos No: 299 W/E 22/12/13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHI|Michael Page|037-02-0050456|910.73|Pos: 299 w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|09/12/2013|Agency|NHI|Michael Page|037-02-0050463|982.48|Pos: 618 w/e 24.11.13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NHI|Michael Page|037-02-0051193|560.45|Pos 299 w/e 08/12/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NHI|Matchtech Group UK Limited|037-02-0051189|1166.4|Pos 389 w/e 29/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NHI|Matchtech Group UK Limited|037-02-0051188|777.6|Pos 389 w/e 22/11/13|Not Available
Department for Transport|HS2 Ltd|16/12/2013|Agency|NHI|Morgan Hunt UK Ltd|037-02-0051200|2681.64|Pos 380 w/e 24/11/13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHI|Matchtech Group UK Limited|037-02-0051631|1166.4|Pos: 389 w/e 06.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHI|Michael Page|037-02-0051641|988.15|Pos: 618 w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHI|Morgan Hunt UK Ltd|037-02-0051646|2681.64|Pos: 380 w/e 01.12.13|Not Available
Department for Transport|HS2 Ltd|23/12/2013|Agency|NHI|Michael Page|037-02-0051639|899.05|Pos: 299 w/e 15.12.13|Not Available
