DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department For Transport|High Speed 2|25/03/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005199|609.84
Department For Transport|High Speed 2|25/03/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005200|626.64
Department For Transport|High Speed 2|25/03/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005202|618.55
Department For Transport|High Speed 2|25/03/2011|Agency|Human Resources & Governance|Reed Employment|004-02-0005203|505.30
Department For Transport|High Speed 2|25/03/2011|Agency|Engineering & Operations|Reed Employment|004-02-0005201|609.84
Department For Transport|High Speed 2|25/03/2011|Media and Press|SystemWide|Kantar Media|009-08-0005253|1,434.72
Department For Transport|High Speed 2|25/03/2011|Property Advice - CBRE Richard Ellis : Cont 011|London West Midlands|CBRE|009-08-0005280|14,862.00
Department For Transport|High Speed 2|29/03/2011|Property Advice - CBRE Richard Ellis : Cont 011|London West Midlands|CBRE|009-08-0005285|987.00
Department For Transport|High Speed 2|30/03/2011|Agency|Consultation & Communication|Badenoch & Clark|004-02-0005194|1,152.00
Department For Transport|High Speed 2|30/03/2011|Agency|Consultation & Communication|Badenoch & Clark|004-02-0005195|1,152.00
Department For Transport|High Speed 2|30/03/2011|Agency|Human Resources & Governance|Badenoch & Clark|004-02-0005196|1,358.78
Department For Transport|High Speed 2|30/03/2011|Agency|Human Resources & Governance|Badenoch & Clark|004-02-0005197|3,396.96
Department For Transport|High Speed 2|30/03/2011|Contract Exps|London West Midlands|Booz Temple|009-08-0005242|9,430.72
Department For Transport|High Speed 2|30/03/2011|Contract Exps|London West Midlands|Booz Temple|009-08-0005243|16,701.07
Department For Transport|High Speed 2|30/03/2011|Contract Exps|London West Midlands|Booz Temple|009-08-0005244|108,759.43
Department For Transport|High Speed 2|31/03/2011|Agency|Consultation & Communication|Michael Page|004-02-0005224|1,875.00
Department For Transport|High Speed 2|31/03/2011|Agency|Finance & Procurement|Hays Employment|004-02-0005192|1,200.00
Department For Transport|High Speed 2|31/03/2011|Agency|Human Resources & Governance|Michael Page|004-02-0005221|1,036.80
Department For Transport|High Speed 2|31/03/2011|Agency|Human Resources & Governance|Michael Page|004-02-0005223|835.06
Department For Transport|High Speed 2|31/03/2011|Agency|Consultation & Communication|Michael Page|004-02-0005225|754.61
Department For Transport|High Speed 2|31/03/2011|Consultation Travel and Subsistenance|London West Midlands|Addison Lee|009-08-0005235|2,372.22
Department For Transport|High Speed 2|31/03/2011|Property Valuation - Fisher German LLP : Cont 0040|London West Midlands|Fisher German|009-02-0005252|876.24
Department For Transport|High Speed 2|01/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005206|626.64
Department For Transport|High Speed 2|01/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005209|609.84
Department For Transport|High Speed 2|01/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005210|592.42
Department For Transport|High Speed 2|01/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005211|640.33
Department For Transport|High Speed 2|01/04/2011|Agency|Human Resources & Governance|Reed Employment|004-02-0005205|631.62
Department For Transport|High Speed 2|01/04/2011|Agency|Engineering & Operations|Reed Employment|004-02-0005208|618.55
Department For Transport|High Speed 2|01/04/2011|Stationery|General Projects|Fuse3|009-08-0005269|910.90
Department For Transport|High Speed 2|01/04/2011|Property Valuation - Fisher German LLP : Cont 0040|London West Midlands|Fisher German|009-08-0005250|900.00
Department For Transport|High Speed 2|02/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005189|666.07
Department For Transport|High Speed 2|02/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005190|606.53
Department For Transport|High Speed 2|02/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005191|724.46
Department For Transport|High Speed 2|02/04/2011|Agency|Environment & Development|Hays Employment|004-02-0005193|564.41
Department For Transport|High Speed 2|06/04/2011|Agency|Human Resources & Governance|Badenoch & Clark|004-02-0005229|3,396.96
Department For Transport|High Speed 2|06/04/2011|Property Valuation - Highways Agency : Cont 0055|London West Midlands|Highways Agency|009-08-0005259|28,438.93
Department For Transport|High Speed 2|07/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005218|535.08
Department For Transport|High Speed 2|07/04/2011|Agency|Consultation & Communication|Michael Page|004-02-0005228|1,875.00
Department For Transport|High Speed 2|07/04/2011|Agency|Finance & Procurement|Hays Employment|004-02-0005212|1,500.00
Department For Transport|High Speed 2|07/04/2011|Agency|Finance & Procurement|Michael Page|004-02-0005227|2,507.87
Department For Transport|High Speed 2|07/04/2011|Agency|Human Resources & Governance|Michael Page|004-02-0005220|633.60
Department For Transport|High Speed 2|07/04/2011|Agency|Human Resources & Governance|Michael Page|004-02-0005222|684.29
Department For Transport|High Speed 2|07/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005216|588.60
Department For Transport|High Speed 2|07/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005217|606.10
Department For Transport|High Speed 2|07/04/2011|Agency|Consultation & Communication|Michael Page|004-02-0005306|821.47
Department For Transport|High Speed 2|07/04/2011|Agency|Engineering & Operations|Hays Employment|004-02-0005213|572.42
Department For Transport|High Speed 2|07/04/2011|Agency|Engineering & Operations|Michael Page|004-02-0005226|697.30
Department For Transport|High Speed 2|07/04/2011|Contract Exps|Birmingham Manchester Leeds|Arup|009-08-0005238|143,194.94
Department For Transport|High Speed 2|07/04/2011|Contract Exps|London West Midlands|Arup|009-08-0005239|46,834.12
Department For Transport|High Speed 2|08/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005428|626.64
Department For Transport|High Speed 2|08/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005429|622.91
Department For Transport|High Speed 2|08/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005430|609.84
Department For Transport|High Speed 2|08/04/2011|Agency|Consultation & Communication|Reed Employment|004-02-0005431|505.30
Department For Transport|High Speed 2|08/04/2011|Agency|Human Resources & Governance|Reed Employment|004-02-0005427|627.26
Department For Transport|High Speed 2|08/04/2011|Contract Exps|Birmingham Manchester Leeds|Mott McDonald|005-08-0005367|420,711.59
Department For Transport|High Speed 2|11/04/2011|IT & T Charges|General Projects|Pythagorus|009-08-0005274|1,149.58
Department For Transport|High Speed 2|11/04/2011|Contract Exps|London West Midlands|Atkins|009-08-0005261|2,235.89
Department For Transport|High Speed 2|12/04/2011|Agency|Consultation & Communication|Central Office of Information|005-02-0005492|3,528.00
Department For Transport|High Speed 2|12/04/2011|Agency|Consultation & Communication|Central Office of Information|005-02-0005493|12,096.00
Department For Transport|High Speed 2|12/04/2011|Property Valuation - Howkins & Harrison : Cont 0044|London West Midlands|Howkins & Harrison|005-08-0005436|834.83
Department For Transport|High Speed 2|13/04/2011|Agency|Consultation & Communication|Badenoch & Clark|005-02-0005489|1,728.00
Department For Transport|High Speed 2|13/04/2011|Agency|Consultation & Communication|Badenoch & Clark|005-02-0005491|1,152.00
Department For Transport|High Speed 2|13/04/2011|Agency|Human Resources & Governance|Badenoch & Clark|005-02-0005488|3,396.96
Department For Transport|High Speed 2|14/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005417|535.08
Department For Transport|High Speed 2|14/04/2011|Agency|Finance & Procurement|Hays Employment|004-02-0005421|1,500.00
Department For Transport|High Speed 2|14/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005425|715.54
Department For Transport|High Speed 2|14/04/2011|Agency|Consultation & Communication|Hays Employment|005-02-0005475|703.25
Department For Transport|High Speed 2|14/04/2011|Agency|Environment & Development|Hays Employment|005-02-0005483|648.20
Department For Transport|High Speed 2|14/04/2011|Agency|Engineering & Operations|Hays Employment|004-02-0005415|572.44
Department For Transport|High Speed 2|14/04/2011|Property Advice - CBRE Richard Ellis : Cont 011|London West Midlands|CBRE|005-08-0005435|4,333.50
Department For Transport|High Speed 2|15/04/2011|Contract Exps|London West Midlands|Central Office of Information|005-08-0005362|9,780.00
Department For Transport|High Speed 2|18/04/2011|Contract Exps|SystemWide|Arup|005-08-0005434|68,689.08
Department For Transport|High Speed 2|19/04/2011|Agency|Consultation & Communication|Badenoch & Clark|005-02-0005490|1,152.00
Department For Transport|High Speed 2|19/04/2011|Agency|Human Resources & Governance|Badenoch & Clark|005-02-0005487|3,396.96
Department For Transport|High Speed 2|20/04/2011|Agency|Consultation & Communication|Hays Employment|004-02-0005418|535.08
Department For Transport|High Speed 2|20/04/2011|Agency|Finance & Procurement|Hays Employment|004-02-0005422|1,350.00
Department For Transport|High Speed 2|20/04/2011|Agency|Consultation & Communication|Ove Arup|005-08-0005363|13,500.00
Department For Transport|High Speed 2|20/04/2011|Agency|Consultation & Communication|Hays Employment|005-02-0005481|690.28
Department For Transport|High Speed 2|20/04/2011|Agency|Environment & Development|Hays Employment|004-02-0005426|606.11
Department For Transport|High Speed 2|20/04/2011|Contract Exps|London West Midlands|Arup|005-08-0005364|198,123.67
Department For Transport|High Speed 2|20/04/2011|Consultants|London West Midlands|The Kent Federation|009-08-0005273|1,140.00
Department For Transport|High Speed 2|21/04/2011|Agency|Consultation & Communication|Hays Employment|005-02-0005476|573.30
Department For Transport|High Speed 2|27/04/2011|Agency|Finance & Procurement|Hays Employment|005-02-0005486|1,200.00
Department For Transport|High Speed 2|27/04/2011|Agency|Environment & Development|Hays Employment|005-02-0005484|538.75
Department For Transport|Highways Agency|01/04/2011|CM - Compensation / Variation Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|501443|108.42
Department For Transport|Highways Agency|01/04/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|501430|229,308.40
Department For Transport|Highways Agency|01/04/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|501417|133,235.20
Department For Transport|Highways Agency|01/04/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BRITISH WATERWAYS|501439|2,000.00
Department For Transport|Highways Agency|01/04/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|501443|594,030.27
Department For Transport|Highways Agency|01/04/2011|CM - Managing Agent Mobilisation/ De-Mobilisation|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|443229|-13,051.94
Department For Transport|Highways Agency|01/04/2011|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|501436|3,456.94
Department For Transport|Highways Agency|01/04/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|SHROPSHIRE COUNCIL|501401|1,255.97
Department For Transport|Highways Agency|01/04/2011|Consultancy Fees - Training & Development|NETWORK SERVICES DIRECTORATE|TRACE|495499|-1,160.00
Department For Transport|Highways Agency|01/04/2011|Consultancy Fees - Training & Development|NETWORK SERVICES DIRECTORATE|TRACE|498561|-1,220.00
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|MAJOR PROJECTS|E C HARRIS LLP|501422|8,270.21
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|501417|661,811.35
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|501433|4,740.09
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|OVE ARUP & PARTNERS|501427|8,193.78
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|OVE ARUP & PARTNERS|501432|42,803.41
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|481720|-1,370.21
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|501341|1,875.97
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|501430|5,491.50
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|382666|-2,882.35
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|501409|133,899.35
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|TRL LTD|501423|9,078.96
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|CARILLION-WSP JOINT VENTURE|501443|37,454.20
Department For Transport|Highways Agency|01/04/2011|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|FMG SUPPORT LIMITED|497503|-489,010.00
Department For Transport|Highways Agency|01/04/2011|Facilities Management Charges|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|501413|25,515.99
Department For Transport|Highways Agency|01/04/2011|Management consultancies on admin projects|NETWORK SERVICES DIRECTORATE|TRACE|498561|-621.40
Department For Transport|Highways Agency|01/04/2011|Other external training costs|FINANCE & BUSINESS SERVICES|UNIVERSITY OF WOLVERHAMPTON|501434|1,266.40
Department For Transport|Highways Agency|01/04/2011|Other external training costs|BUSINESS SERVICES DIRECTORATE|REMA CONSULTING|501421|529.50
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|AUTOLINK CONCESSIONAIRES (A19) LIMITED|501424|12,529.19
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|AUTOLINK CONCESSIONAIRES (A19) LIMITED|501425|254,903.97
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|AUTOLINK CONCESSIONAIRES (A19) LIMITED|501426|2,373,742.56
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|501407|3,850,529.77
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|501410|74,022.28
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|501428|881,418.73
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|501429|17,433.49
Department For Transport|Highways Agency|01/04/2011|PFI Service Payments|TRAFFIC MANAGEMENT DIRECTORATE|TRAFFIC INFORMATION SERVICES LTD|501402|110,000.00
Department For Transport|Highways Agency|01/04/2011|Prepaid expenses - programme|TRAFFIC MANAGEMENT DIRECTORATE|WILTSHIRE COUNCIL|501406|1,344.67
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|FINANCE & BUSINESS SERVICES|ATOS ORIGIN IT SERVICES UK LIMITED|501438|7,204.48
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|FINANCE & BUSINESS SERVICES|HALCROW GROUP LTD|500575|3,999.99
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|CAPITA SYMONDS LIMITED|501442|15,607.52
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|501458|799.00
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|INTERSERVE PROJECT SERVICES LTD|500946|-20,890.50
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS ENGINEERING UK LIMITED|501415|44,391.84
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|501453|2,170.00
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|501447|1,059.00
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|501448|1,347.00
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|501449|44,664.64
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|501452|1,000.00
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|MAJOR PROJECTS|WATERMAN TRANSPORT & DEVELOPMENT LIMITED|501411|14,956.54
Department For Transport|Highways Agency|01/04/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|501417|83,401.62
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AGGREGATE INDUSTRIES UK LTD|501414|1,170,190.46
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|495578|-5,000.00
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|495641|-14,510.88
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|501417|266,916.07
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|501420|7,678.82
Department For Transport|Highways Agency|01/04/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|501417|105,499.96
Department For Transport|Highways Agency|01/04/2011|Third Party claims costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|PWI/00005873|700.00
Department For Transport|Highways Agency|01/04/2011|Third Party claims costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|PWI/00005876REP|566.00
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|TAYLOR WOODROW CONSTRUCTION - FACILITIES DIVISION|501404|640.40
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992986|-1,745.70
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992988|20,673.23
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992989|14,509.74
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992990|16,071.12
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992991|23,736.28
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992992|16,396.31
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992993|5,946.86
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992994|12,738.20
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992995|3,204.89
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992996|7,017.71
Department For Transport|Highways Agency|01/04/2011|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1015992997|5,663.41
Department For Transport|Highways Agency|01/04/2011|Water and sewerage|TRAFFIC MANAGEMENT DIRECTORATE|YORKSHIRE WATER (NON CIS)|501444|541.81
Department For Transport|Highways Agency|04/04/2011|Admin building refurbishment, maintenance, repairs, inspections and advice|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|501507|25,986.53
Department For Transport|Highways Agency|04/04/2011|CM External Technical Consultant Costs|NETWORK DELIVERY & DEVELOPMENT|IPL INFORMATION PROCESSING LTD|500313|5,747.36
Department For Transport|Highways Agency|04/04/2011||NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|501466|31,800.22
Department For Transport|Highways Agency|04/04/2011||NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501520|7,500.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501523|1,654.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501524|26,750.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501526|4,840.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501528|15,000.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501529|3,871.44
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CONNECT A30/A35 LTD|501530|10,000.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|501462|766.66
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|501541|16,868.75
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|ATOS ORIGIN IT SERVICES UK LIMITED|439900|-5,800.30
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|HAYS SPECIALIST RECRUITMENT LIMITED|501468|1,031.42
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|JPT CONSULTING LIMITED|501475|5,367.03
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|MOTT MACDONALD GROUP LTD|501521|2,500.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|PA CONSULTING SERVICES LTD|494678|-2,800.00
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK SERVICES DIRECTORATE|PA CONSULTING SERVICES LTD|497310|-5,827.40
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|COLAS LTD|501503|1,237.50
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|501493|114,397.64
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|IPL INFORMATION PROCESSING LTD|500313|-157.94
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|501508|2,957.15
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|OVE ARUP & PARTNERS|501467|9,370.22
Department For Transport|Highways Agency|04/04/2011|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|FMG SUPPORT LIMITED|500347|-39,156.25
Department For Transport|Highways Agency|04/04/2011|Couriers & IDS Operating Costs|TRAFFIC MANAGEMENT DIRECTORATE|GOVERNMENT CAR AND DESPATCH AGENCY|501480|2,697.00
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|EXPOTEL HOTEL RESERVATIONS LTD|370768|-618.42
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|QA LIMITED|375346|-6,000.00
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|TRAINING FOR EXCELLENCE|501501|4,495.00
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|TRAINING FOR EXCELLENCE|501511|2,850.00
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|TRAINING FOR EXCELLENCE|501512|5,204.35
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|TRAINING FOR EXCELLENCE|501513|2,269.80
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|TRAINING FOR EXCELLENCE|501514|5,204.35
Department For Transport|Highways Agency|04/04/2011|External seminars and conferences|BUSINESS SERVICES DIRECTORATE|OFFICE OF GOVERNMENT COMMERCE|382284|-3,050.00
Department For Transport|Highways Agency|04/04/2011|Facilities Management Charges|FINANCE & BUSINESS SERVICES|AMEY COMMUNITY LIMITED|501507|1,916.25
Department For Transport|Highways Agency|04/04/2011|Gas|TRAFFIC MANAGEMENT DIRECTORATE|EON ENERGY/CENTRAL NETWORKS (NON CIS) CHARGES|501476|6,240.00
Department For Transport|Highways Agency|04/04/2011|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|OVE ARUP & PARTNERS|356552|-3,691.90
Department For Transport|Highways Agency|04/04/2011|ICT Consumables|FINANCE & BUSINESS SERVICES|WESTCOAST LTD T/A ORION MEDIA MARKETING|329508|-541.16
Department For Transport|Highways Agency|04/04/2011|Lands Costs|MAJOR PROJECTS|SAMUEL ROSE|LOMD231459|632.40
Department For Transport|Highways Agency|04/04/2011|Lands Costs|MAJOR PROJECTS|THE DAVIES PARTNERSHIP|LOMD231469|723.60
Department For Transport|Highways Agency|04/04/2011|Lands Costs|NETWORK DELIVERY & DEVELOPMENT|THOMSON BROADBENT LLP|LOMD231464|715.20
Department For Transport|Highways Agency|04/04/2011|National Vehicle Recovery Income|TRAFFIC MANAGEMENT DIRECTORATE|FMG SUPPORT LIMITED|HA039/2011|-12,161.09
Department For Transport|Highways Agency|04/04/2011|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|REED SPECIALIST RECRUITMENT LIMITED|311534|-903.55
Department For Transport|Highways Agency|04/04/2011|Non Civil Servant HA Staff|NETWORK SERVICES DIRECTORATE|KELLY SERVICES UK LTD|380681|-1,266.66
Department For Transport|Highways Agency|04/04/2011|Other external training costs|NETWORK SERVICES DIRECTORATE|AVIVA RISK MANAGEMENT SOLUTIONS UK LIMITED|500715|-2,665.00
Department For Transport|Highways Agency|04/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROAD MANAGEMENT SERVICES (DARRINGTON) LTD|501495|81,634.76
Department For Transport|Highways Agency|04/04/2011|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|501479|629.16
Department For Transport|Highways Agency|04/04/2011|Prepaid expenses - admin|FINANCE & BUSINESS SERVICES|BEDFORD BOROUGH COUNCIL|501504|326,915.00
Department For Transport|Highways Agency|04/04/2011|Prepaid expenses - admin|FINANCE & BUSINESS SERVICES|DTZ DEBENHAM TIE LEUNG|501465|97,098.30
