DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|VOSA|20/02/2012|Rent|Finance Estates and Performance|DWP|748881|11842.79|RENT @ CARAGOG HOUSE|CF14 3UW
Department for Transport|VOSA|20/02/2012|Accommodation |Office of the Traffic Commissioners and Licensing|IRON MOUNTAIN (UK) LIMITED|748882|1468.22|STORAGE COSTS FOR JANUARY 2012|EH54 7DF
Department for Transport|VOSA|20/02/2012|Subscriptions|Office of the Traffic Commissioners and Licensing|MACLAY MURRAY & SPENS SOLICITORS - AP|748884|2709|COSGROVE JUDICIAL REVIEW|EH3 6AQ
Department for Transport|VOSA|20/02/2012|Postage and Stationery|Vehicle Testing|ROYAL MAIL|748889|780|WEEKDAY COLLECTION FEE|S49 1HQ
Department for Transport|VOSA|20/02/2012|Accommodation |Vehicle Testing|PACE FUELCARE LTD|748898|1037.77|HEATING OIL FOR HASTINGS GVTS|TW20 9AB
Department for Transport|VOSA|20/02/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|PITNEY BOWES|748899|1000|POSTAGE MONEY FOR FRANKING MACHINE|CM19 5DQ
Department for Transport|VOSA|20/02/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|ROYAL MAIL|748902|780|WEEKDAY COLLECTION FEE FOR WEST MIDLANDS TAO - RENEWAL|S49 1HQ
Department for Transport|VOSA|20/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO SERVICE LTD|749033|2125.15||HX2 6JB
Department for Transport|VOSA|21/02/2012|Accommodation |Vehicle Testing|JAMES C C FERGUSON|749052|3651.07|TRAILER HIRE JAN-DEC 11|G66 8AB
Department for Transport|VOSA|21/02/2012|Computer Costs|Chief Information Officer|THYRON SYSTEMS LTD|749053|2845.92|MEPOS GPRS RENTAL FEB 12|
Department for Transport|VOSA|21/02/2012|Accommodation |Office of the Traffic Commissioners and Licensing|HANLEY & JONES LTD|749054|791.17|MONTHLY CLEANING FOR BIRMINGHAM TAO - FEBRUARY 2012|B73 5XD
Department for Transport|VOSA|21/02/2012|Major Maintenance|Vehicle Testing|BBC FIRE PROTECTION LTD|749062|885.36|REMOTE SOUNDER MODULE REPLACEMENT|NR18 0QH
Department for Transport|VOSA|21/02/2012|Major Maintenance|Vehicle Testing|BBC FIRE PROTECTION LTD|749063|1045.44|REPAIRS TO FIRE ALARM SYSTEM|NR18 0QH
Department for Transport|VOSA|21/02/2012|Major Maintenance|Office of the Traffic Commissioners and Licensing|TOTAL BUILDING MAINTENANCE - AP|749069|888|SUPPLY & FIT 2 REPLACEMENT FIRE DOORS|WA2 0XP
Department for Transport|VOSA|21/02/2012|Trade Shows|Strategy and Customer|BEST WESTERN HOTELS|749073|16100.34|CONSOLIDATED INVOICE FOR MOT SEMINAR @ LINCOLN|YO30 4GP
Department for Transport|VOSA|21/02/2012|Electricity|Finance Estates and Performance|BRITISH GAS TRADING LTD|749074|64074.11|ELECTRICITY BM JAN 12|OX4 2JY
Department for Transport|VOSA|21/02/2012|Postage and Stationery|Operations HQ|ROYAL MAIL|749075|7028.71|UK PARCELS & PARCELFORCE 24 COSTS|S49 1HQ
Department for Transport|VOSA|21/02/2012|Accommodation |Vehicle Testing|ON SITE TRUCK REPAIRS LTD|749080|689.58|TRAILER HIRE JAN 12|SK6 2QR
Department for Transport|VOSA|21/02/2012|Accommodation |Office of the Traffic Commissioners and Licensing|G4S CASH SOLUTIONS (UK) LIMITED|749085|420.27|CASH MOVEMENT MAR 12|PO7 7SE
Department for Transport|VOSA|21/02/2012|Accommodation |Vehicle Testing|HANLEY & JONES LTD|749099|1435.44|OFFICE & WINDOW CLEANING FEB 12|B73 5XD
Department for Transport|VOSA|21/02/2012|Accommodation |Vehicle Testing|OCS LIMITED|749115|547.09|GROUNDS MAINTENANCE FEB 12 & CONSUMABLES|LA3 3BJ
Department for Transport|VOSA|21/02/2012|Trade Shows|Strategy and Customer|CHAS HUNT & CO (CARDIFF) LTD|749119|890|A4 12 PAGE BOOKLETS MOT SEMINAR 2012|CF23 9AF
Department for Transport|VOSA|21/02/2012|Major Maintenance|Vehicle Testing|FIRST IN SERVICE LTD|749124|1306.8|MANSAFE SYSTEM|B7 4PR
Department for Transport|VOSA|21/02/2012|Major Maintenance|Road Traffic Enforcement|PRATT BROS EDIN LTD|749125|1055.57|WATER HEATER,LIGHTING & HEATING REPAIRS|EH28 8NF
Department for Transport|VOSA|21/02/2012|Major Maintenance|Vehicle Testing|POTTS LOCKSMITHS|749127|800|SUPPLY & FIT 5 UNCAN 7004 DIGITAL DOOR LOCKS|DL1 1RX
Department for Transport|VOSA|21/02/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|749382|516.97|T&S|
Department for Transport|VOSA|21/02/2012|Postage and Stationery|Road Traffic Enforcement|SUPPLIES TEAM|749441|589.66||S9 1XU
Department for Transport|VOSA|22/02/2012|Major Maintenance|Vehicle Testing|4 FORCES SECURITY|749455|1260|MOBILE PATROLS FOR CLOSE DOWN WORKS JAN 12|BN11 2BW
Department for Transport|VOSA|22/02/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|NEOPOST UK LTD|749465|5000|FRANKING MACHINE TOP UP|RM1 2AR
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Finance Estates and Performance|GOVERNMENT CAR AND DESPATCH AGENCY|749468|38268.58|FLEET MANAGEMENT FEE JAN 12|SW8 5AX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Finance Estates and Performance|GOVERNMENT CAR AND DESPATCH AGENCY|749469|5679.8|FLEET MANAGEMENT FEE JAN 12|SW8 5AX
Department for Transport|VOSA|22/02/2012|Japanese Data Verification|Operations HQ|VEHICLE CERTIFICATION AGENCY|749470|3296.58|JAPANESE DATA VERIFICATION-OCT-DEC 11|BS5 6XX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Office of the Traffic Commissioners and Licensing|ENTERPRISE RENT-A-CAR|749471|123.52|WEEKLY CONSOLIDATE INVOICE 01-07/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Operations HQ|ENTERPRISE RENT-A-CAR|749471|191.35|WEEKLY CONSOLIDATE INVOICE 01-07/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Road Traffic Enforcement|ENTERPRISE RENT-A-CAR|749471|510.41|WEEKLY CONSOLIDATE INVOICE 01-07/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Chief Executive|ENTERPRISE RENT-A-CAR|749471|1187.39|WEEKLY CONSOLIDATE INVOICE 01-07/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Finance Estates and Performance|ENTERPRISE RENT-A-CAR|749472|38.7|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Human Resources|ENTERPRISE RENT-A-CAR|749472|69.7|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Operations|ENTERPRISE RENT-A-CAR|749472|103.65|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Strategy and Customer|ENTERPRISE RENT-A-CAR|749472|167.65|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Road Traffic Enforcement|ENTERPRISE RENT-A-CAR|749472|179.59|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Operations HQ|ENTERPRISE RENT-A-CAR|749472|390.62|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Vehicle Testing|ENTERPRISE RENT-A-CAR|749472|707.46|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Chief Executive|ENTERPRISE RENT-A-CAR|749472|831.99|WEEKLY CONSOLIDATE INVOICE 08-14/02/12|TW20 8RX
Department for Transport|VOSA|22/02/2012|Major Maintenance|Road Traffic Enforcement|ADSM PLC|749481|1020|EMPTY SEPTIC TANK|SL4 6AF
Department for Transport|VOSA|22/02/2012|Accommodation |Vehicle Testing|ON SITE TRUCK REPAIRS LTD|749487|536.34|TRAILER HIRE JAN 12|SK6 2QR
Department for Transport|VOSA|22/02/2012|Accommodation |Vehicle Testing|REGENT OFFICE CARE LTD|749492|1163.12|OFFICE CLEANING FEB 12|CV6 4QH
Department for Transport|VOSA|22/02/2012|Travel and Subsistence|Human Resources|Staff Travel Costs|749630|524.95|T&S|SY4 4RE
Department for Transport|VOSA|23/02/2012|Impounded Vehicles|Strategy and Customer|WINCANTON GROUP LIMITED|749910|8435.71|IMPOUNDING ACTIVITY & STORAGE JAN 12|SN14 0WT
Department for Transport|VOSA|23/02/2012|Impounded Vehicles|Operations|WINCANTON GROUP LIMITED|749910|10857.06|IMPOUNDING ACTIVITY & STORAGE JAN 12|SN14 0WT
Department for Transport|VOSA|23/02/2012|Training|Human Resources|B P P PROFESSIONAL EDUCATION|749913|1357.62|Training|W12 8AA
Department for Transport|VOSA|23/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO SERVICE LTD|749918|718.9|REPLACEMENT LOAD SIMULATOR WHEELS @ STORNOWAY|HX2 6JB
Department for Transport|VOSA|23/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO EQUIPMENT LIMITED|749919|956.38|CALIBRATION & MAINTENANCE OF 3 MOBILE RBTS NOV 11|NN1 1QG
Department for Transport|VOSA|23/02/2012|Major Maintenance|Vehicle Testing|MIDWAY INDUSTRIAL DOORS|749923|7437.6|REPAIRS JAN 12|ST7 1JT
Department for Transport|VOSA|23/02/2012|Bank Charges|Finance Estates and Performance|BARCLAYCARD MERCHANT SERVICES|749924|56906.09|CREDIT CARD CHARGES NOV 11|NN4 7SG
Department for Transport|VOSA|23/02/2012|Accommodation |Vehicle Testing|PACE FUELCARE LTD|749928|1245.51|HEATING OIL|TW20 9AB
Department for Transport|VOSA|23/02/2012|Accommodation |Vehicle Testing|STEVE WOODBRIDGE|749931|1094.5|ANNUAL SERVICE OF FIRE EQUIPMENT|RM5 3XX
Department for Transport|VOSA|23/02/2012|Major Maintenance|Vehicle Testing|PREMIER GARDENS|749945|1000|TO POLLARD 3 LIME TREES & 1 ASH TREE & REMOVE WASTE|DE21 2LZ
Department for Transport|VOSA|23/02/2012|Accommodation |Road Traffic Enforcement|GREENSTAR CLEANERS LTD|749959|780|CONTRACT 016/005/2498 - OFFICE CLEANING AT HANDCROSS & LEATHERHEAD WEIGHBRIDGE SITES|RH10 9PY
Department for Transport|VOSA|23/02/2012|Travel and Subsistence|Human Resources|Staff Travel Costs|750086|501.55|T&S|
Department for Transport|VOSA|24/02/2012|Bank Charges|Finance Estates and Performance|DEPARTMENT OF WORK & PENSIONS|749905|1887.47||CF14 3UW
Department for Transport|VOSA|24/02/2012|Accommodation |Vehicle Testing|NORTHUMBRIAN WATER LTD|750291|1955.24|WATER RATES FOR NEWCASTLE GVTS|DH1 5WG
Department for Transport|VOSA|24/02/2012|Travel and Subsistence|Finance Estates and Performance|ISOTRAK LTD|750312|957.6|PTS TELEMATICS/TRACKING 2012 SERVICE CHARGE, JAN 12-DEC 12|MK9 4AN
Department for Transport|VOSA|24/02/2012|Travel and Subsistence|Finance Estates and Performance|ISOTRAK LTD|750312|4788|PTS TELEMATICS/TRACKING 2012 SERVICE CHARGE, JAN 12-DEC 12|MK9 4AN
Department for Transport|VOSA|24/02/2012|Major Maintenance|Vehicle Testing|JOHN MATHEWS ELECTRICIAN|750313|1932.88|REPAIR EXTERNAL FLOODLIGHTS|DN36 4GL
Department for Transport|VOSA|24/02/2012|Accommodation |Operations HQ|G4S CASH SOLUTIONS (UK) LIMITED|750314|497.97||PO7 7SE
Department for Transport|VOSA|24/02/2012|Major Maintenance|Finance Estates and Performance|BM AUTOTEKNIK|750315|4651.98||
Department for Transport|VOSA|24/02/2012|Legal Charges|Operations HQ|WOODFINES LLP|750319|841.62|Legal Charges|MK9 2HR
Department for Transport|VOSA|24/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD|750325|1372.8||PE13 2TZ
Department for Transport|VOSA|24/02/2012|Construction Industry Tax|Finance Estates and Performance|TOTAL BUILDING MAINTENANCE - AP|750328|-330|PAINT ALL WINDOWS & DOORS|WA2 0XP
Department for Transport|VOSA|24/02/2012|Major Maintenance|Office of the Traffic Commissioners and Licensing|TOTAL BUILDING MAINTENANCE - AP|750328|3780|PAINT ALL WINDOWS & DOORS|WA2 0XP
Department for Transport|VOSA|24/02/2012|Accommodation |Vehicle Testing|BUSINESS STREAM - AP|750336|781|WATER SERVICES FOR PERTH GVTS, 28 OCT 2011 - 01 FEB 2012|EH12 1GT
Department for Transport|VOSA|24/02/2012|Staff Welfare|Human Resources|DEPARTMENT for TRANSPORT|750338|6862.66|YOUR REWARD CHARGES JUL-SEP 11|SA7 0EA
Department for Transport|VOSA|24/02/2012|Staff Welfare|Human Resources|DEPARTMENT for TRANSPORT|750341|6862.66|YOUR REWARD CHARGES APR - JUN 11|SA7 0EA
Department for Transport|VOSA|24/02/2012|Training|Chief Information Officer|NATIONAL POLICING IMPROVEMENT AGENCY - AP|750343|1141|Training|RG27 0JW
Department for Transport|VOSA|24/02/2012|Accommodation |Vehicle Testing|EMO OIL LTD|750344|2343.65|FUEL , 052 ULTRA 35, 2730 LITRES|FK5 4RB
Department for Transport|VOSA|24/02/2012|Accommodation |Finance Estates and Performance|WESSEX WATER|750347|2350.1|WATER 12/08/11-14/02/12|BS48 1WA
Department for Transport|VOSA|24/02/2012|Trade Shows|Strategy and Customer|THE METROPOLE|750348|1311|EXTERNAL MOT SEMINAR 07/02/12|LD1 5DY
Department for Transport|VOSA|27/02/2012|Major Maintenance|Vehicle Testing|TIM DOODY & CO LTD|748635|1831.68|APPLY ANTI-SLIP SURFACE TO RBT AREA|NE49 9LD
Department for Transport|VOSA|27/02/2012|Trade Shows|Strategy and Customer|DRYBURGH ABBEY HOTEL LTD|750602|885.5|EXTERNAL MOT SEMINAR 09/02/12|TD6 0RQ
Department for Transport|VOSA|27/02/2012|Accommodation |Vehicle Testing|PACE FUELCARE LTD|750603|1560.87|HEATING OIL|TW20 9AB
Department for Transport|VOSA|27/02/2012|Major Maintenance|Vehicle Testing|MILLER EYRE CONSTRUCTION  LIMITED|750606|1560|INTERNAL DECORATIONS|HU16 4JT
Department for Transport|VOSA|27/02/2012|Major Maintenance|Vehicle Testing|MILLER EYRE CONSTRUCTION  LIMITED|750607|1938|INTERNAL DECORATIONS & ASBESTOS REMOVAL COSTS OF FLOOR COVERING|HU16 4JT
Department for Transport|VOSA|27/02/2012|Computer Costs|Operations|FREIGHT TRANSPORT ASSOCIATION|750613|14060.15|DAILY DIGITAL DATA APR-NOV 11|TN4 9UZ
Department for Transport|VOSA|27/02/2012|Publications|Strategy and Customer|STATIONERY OFFICE LTD - AP|750622|1580|PUBLISHING FEE CHANGE FOR STATUTORY INSTRUMENTS|NR3 1QZ
Department for Transport|VOSA|27/02/2012|Stationary|Operations HQ|3M SECURITY PRINTING & SYSTEMS LTD|750624|3991.68|VTG 5 PADS|OL9 9QH
Department for Transport|VOSA|27/02/2012|Stationary|Operations HQ|3M SECURITY PRINTING & SYSTEMS LTD|750625|4523.04|VTG5A/B BOOKS|OL9 9QH
Department for Transport|VOSA|27/02/2012|Professional Fees|Finance Estates and Performance|TREASURY SOLICITOR|750632|1209|PROFESSIONAL CHARGES REF Z1167087|WC2B 4TS
Department for Transport|VOSA|27/02/2012|Accommodation |Vehicle Testing|SEVERN TRENT WATER|750636|1540.24|WATER - 06/09/11-18/02/12|DH1 1RR
Department for Transport|VOSA|27/02/2012|Accommodation |Vehicle Testing|STEWART TRAILERS|750647|705|TRAILER HIRE FOR CRIMPLESHAM GVTS - 50 HIRES|LN3 5TA
Department for Transport|VOSA|27/02/2012|Major Maintenance|Vehicle Testing|LOCKSMITHS NORTH WEST LTD|750648|1018.34|SUPPLY 3 PADLOCKS AND 24 KEYS TO KIRKHAM GVTS|PR4 2AQ
Department for Transport|VOSA|27/02/2012|Major Maintenance|Vehicle Testing|S P HOLDING SERVICES LTD|750859|2078.4|REPLACEMENT PUMPS FOR PITS|TF4 2PX
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|BELMORES LTD|750863|2263.68|Legal Charges|NR1 3DX
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|WOODFINES LLP|750865|3327|Legal Charges|MK9 2HR
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|BELMORES LTD|750866|1571.88|Legal Charges|NR1 3DX
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|CENTRAL LAW LTD|750867|590.52|Legal Charges|WV1 4HJ
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|WOODFINES LLP|750868|13816.74|Legal Charges|MK9 2HR
Department for Transport|VOSA|27/02/2012|Legal Charges|Operations HQ|CENTRAL LAW LTD|750869|733.24|Legal Charges|WV1 4HJ
Department for Transport|VOSA|28/02/2012|Major Maintenance|Vehicle Testing|TIM DOODY & CO LTD|748637|933.12|APPLY ANTI-SLIP SURFACE TO RBT AREA|NE49 9LD
Department for Transport|VOSA|28/02/2012|Office Machinery|Finance Estates and Performance|ALTODIGITAL UK LIMITED - AP|750862|140.2|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Chief Information Officer|ALTODIGITAL UK LIMITED - AP|750862|371.22|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Operations|ALTODIGITAL UK LIMITED - AP|750862|1037.46|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Strategy and Customer|ALTODIGITAL UK LIMITED - AP|750862|2434.36|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Operations HQ|ALTODIGITAL UK LIMITED - AP|750862|3973.88|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Human Resources|ALTODIGITAL UK LIMITED - AP|750862|4031.12|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Road Traffic Enforcement|ALTODIGITAL UK LIMITED - AP|750862|5305.58|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Office of the Traffic Commissioners and Licensing|ALTODIGITAL UK LIMITED - AP|750862|7682.44|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Office Machinery|Vehicle Testing|ALTODIGITAL UK LIMITED - AP|750862|14045.16|PHOTOCOPIER COSTS|LU7 4UH
Department for Transport|VOSA|28/02/2012|Rent|Finance Estates and Performance|CARLISLE CITY COUNCIL|750870|12199.69|RENT INCREASE WEF 01/07/10|CA3 8QG
Department for Transport|VOSA|28/02/2012|Accommodation |Finance Estates and Performance|COOLERAID LTD - AP|750875|2028|ANNUAL RENTAL OF WATER COOLERS|CB8 9WT
Department for Transport|VOSA|28/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|EXCEL COMPRESSOR ENGINEERING LTD|750879|1677.6|CONTRACT 016/005/1888 JANUARY 2012 SERVICING|M3 4SB
Department for Transport|VOSA|28/02/2012|Accommodation |Vehicle Testing|GRADE ONE COMM CLEANING SERVICES LTD|750880|568.03|OFFICE CLEANING SERVICES FEB 2012|ME4 4QR
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Finance Estates and Performance|ALLSTAR BUSINESS SOLUTIONS LTD|750886|34249.49|FUEL TRANSACTIONS FEBRUARY 2012.1|SN5 6PS
Department for Transport|VOSA|28/02/2012|Testing Equipment Maintenance|Human Resources|MAHA U.K. LTD|750889|1225.5|016/005/627-UK CONTRACT-CHADDERTON SERVICE FEBRUARY INSTALLMENT|PE13 2TZ
Department for Transport|VOSA|28/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD|750889|1384.5|016/005/627-UK CONTRACT-CHADDERTON SERVICE FEBRUARY INSTALLMENT|PE13 2TZ
Department for Transport|VOSA|28/02/2012|Training|Chief Information Officer|NATIONAL SCHOOL OF GOVERNMENT|750890|740|Training|SL5 0QE
Department for Transport|VOSA|28/02/2012|Room Hire|Human Resources|PARAGON EDUCATION & SKILLS LTD|750891|5449.02|PROVIDE CLASSROOM & MOT BAY INVOICE 35 OF 36|BH1 4NB
Department for Transport|VOSA|28/02/2012|Rent|Finance Estates and Performance|PORT OF FELIXSTOWE|750892|503.71|LAND RENTAL ADJUSTMENT 01/07/11-29/02/12|IP11 3SY
Department for Transport|VOSA|28/02/2012|Consultancy|Human Resources|DWP|750896|62449.2|PROVISION OF PENSION ADMINISTRATION 01/10/11-31/01/12|CF14 3UW
Department for Transport|VOSA|28/02/2012|Telecommunication|Chief Information Officer|VODAFONE|750897|35819.35|MONTHLY INVOICE FOR SEPT 2011|RG14 5FF
Department for Transport|VOSA|28/02/2012|Laundry|Finance Estates and Performance|SUNLIGHT SERVICE GROUP LTD - AP|750899|6428.45|WASHROOM RENTAL SERVICES26/02/12-31/03/12|RG24 8JP
Department for Transport|VOSA|28/02/2012|Laundry|Finance Estates and Performance|SUNLIGHT SERVICE GROUP LTD - AP|750900|702.7|WASH CHARGES 01/01/12-28/01/12|RG24 8NE
Department for Transport|VOSA|28/02/2012|Testing Equipment Maintenance|Finance Estates and Performance|VL TEST SYSTEMS LTD|750901|695|SERVICE & CALIBRATION HAVERFORDWEST GVTS NON CONTRACT MACHINE|MK18 1WA
Department for Transport|VOSA|28/02/2012|Accommodation |Finance Estates and Performance|WINTEC (BRISTOL) LTD|750905|828|SUPPLY 3 X WINDOW PIVOT GEAR SET|BS31 1XA
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Office of the Traffic Commissioners and Licensing|ENTERPRISE RENT-A-CAR|750906|66.61|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Operations|ENTERPRISE RENT-A-CAR|750906|79.9|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Strategy and Customer|ENTERPRISE RENT-A-CAR|750906|102.76|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Vehicle Testing|ENTERPRISE RENT-A-CAR|750906|103.76|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Operations HQ|ENTERPRISE RENT-A-CAR|750906|225.96|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Road Traffic Enforcement|ENTERPRISE RENT-A-CAR|750906|308.34|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Travel and Subsistence|Chief Executive|ENTERPRISE RENT-A-CAR|750906|360.07|WEEKLY CONSOLIDATED INVOICE 15-21/02/12|TW20 8RX
Department for Transport|VOSA|28/02/2012|Construction Industry Tax|Finance Estates and Performance|IAN KEYS PROPERTY MAINTENANCE|750907|-563.6|NEW SIGN POSTS CONCRETED IN & OTHER WORKS|ML12 6SR
Department for Transport|VOSA|28/02/2012|Major Maintenance|Road Traffic Enforcement|IAN KEYS PROPERTY MAINTENANCE|750907|4900|NEW SIGN POSTS CONCRETED IN & OTHER WORKS|ML12 6SR
Department for Transport|VOSA|28/02/2012|Accommodation |Vehicle Testing|CHUBB ELECTRONIC SECURITY|750909|649.2|KEYHOLDING CHARGES NOV 11|BB1 2QS
Department for Transport|VOSA|28/02/2012|Trade Shows|Strategy and Customer|HOLIDAY INN ASHFORD CENTRAL|750911|1552|EXTERNAL SEMINAR 09/02/12|TN24 8QQ
Department for Transport|VOSA|28/02/2012|Telecommunication|Chief Information Officer|INCOM TELECOMMUNICATIONS|750919|1680|POLYCOM SOUNDSTATION 2|M17 1WD
Department for Transport|VOSA|28/02/2012|Legal Charges|Operations HQ|CLARION SOLICITORS|751155|1600.32|Legal Charges|LS1 3AX
Department for Transport|VOSA|29/02/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|NEOPOST LTD INVOICES ONLY|751160|728.34|FRANKING MACHINE|RM1 2AR
Department for Transport|VOSA|29/02/2012|Consultancy|Human Resources|DWP|751165|30027.6|PROVISION OF PENSION ADMINISTRATION|CF14 3UW
Department for Transport|VOSA|29/02/2012|Postage and Stationery|Finance Estates and Performance|NEOPOST UK LTD|751172|5000|FRANKING MACHINE TOP UP|RM1 2AR
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|BWS FIRE & SECURITY SYSTEMS|751174|973.2|REMOTE RESET, MAINTENANCE & ANNUAL MONITORING FEE SECURITY ALARM SYSTEM|BA2 9AP
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|CARLTON FUELS|751178|1110.82|1900 HEATING FUEL @ 55.68|FK5 4RB
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|INTOCLEANING LTD|751182|695.2|MONTHLY CLEANING 01-31/10/11 PLUS WHITE BIN LINERS|GL2 5YD
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|MINSTER CLEANING SERVICES (SOUTHAMPTON)|751183|1092|OFFICE CLEANING SERVICES FEB 20123|BN11 2BW
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|THAMES WATER UTILITIES LTD|751191|739.01|WATER CHARGES 17/11/11-08/02/12|SN38 3TW
Department for Transport|VOSA|29/02/2012|Electricity|Finance Estates and Performance|SCOTTISH POWER|751199|2342.02|FINAL ELECTRICITY @ DUMFRIES NOV 11 - FEB 12|BN11 9LT
Department for Transport|VOSA|29/02/2012|Major Maintenance|Vehicle Testing|DOWNEND ELECTRICS LTD|751200|1249.8|CARRY REPLACEMENT LAMPS & STARTERS TO EXSISTING LIGHT FITTINGS|BS5 7BU
Department for Transport|VOSA|29/02/2012|Training|Human Resources|NATIONAL SCHOOL OF GOVERNMENT|751205|2840|Training|SL5 0QE
Department for Transport|VOSA|29/02/2012|Accommodation |Vehicle Testing|WESTWAY CLEANING SERVICES|751207|1801.54|CONTRACT 016/005/2454-DAILY CLERANING MAIN BUILDING & TRAINING DEPT FEB 2012|BS3 2DD
Department for Transport|VOSA|29/02/2012|Training|Human Resources|NATIONAL SCHOOL OF GOVERNMENT|751208.5|2160|Training|SL5 0QE
Department for Transport|VOSA|29/02/2012|Computer Costs|Chief Information Officer|ATOS  IT SERVICES UK LTD - AP|751210|17646.66|PROVISION OF ICT SERVICES|WV10 6UH
Department for Transport|VOSA|29/02/2012|Computer Costs|Chief Information Officer|ATOS  IT SERVICES UK LTD - AP|751212|974204.84|PROVISION OF ICT SERVICES|WV10 6UH
Department for Transport|VOSA|29/02/2012|Major Maintenance|Vehicle Testing|T J ALDRIDGE BUILDERS LTD|751214|692.45|REPAIR ROOF,URINAL & BURST WATER PIPES|LU4 8NU
