DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|VOSA|03/04/2012|Trade Shows|Strategy and Customer|HOLIDAY INN WINCHESTER|760125|2060|EXTERNAL MOT SEMINAR 19/03/12|SO21 1HZ
Department for Transport|VOSA|03/04/2012|Major Maintenance|Vehicle Testing|AK CONTROLS LTD|760127|974.86|SUPPLY & FIT HEATING CONTROLLER|BH17 7AF
Department for Transport|VOSA|03/04/2012|Legal Charges|Operations HQ|STEPHEN THOMAS LAW|760297|531.36|Legal Charges|ME19 5QP
Department for Transport|VOSA|03/04/2012|Legal Charges|Operations HQ|INYAMA & CO LTD|760300|853.52|Legal Charges|NW5 1LX
Department for Transport|VOSA|03/04/2012|Legal Charges|Operations HQ|HINE & CO|760303|6964.47|Legal Charges|EX6 7QY
Department for Transport|VOSA|03/04/2012|Accommodation |Vehicle Testing|NEIGHBOURS OFFICE & CONTRACT CLEANING|760305|770.88||DL1 9JJ
Department for Transport|VOSA|03/04/2012|Legal Charges|Operations HQ|STEPHEN THOMAS LAW|760307|1371.36|Legal Charges|ME19 5QP
Department for Transport|VOSA|04/04/2012|Accommodation |Vehicle Testing|TOTAL CLEAN (MIDLANDS) LTD|760312|953.47|CONTRACT CLEANING FOR WOLVERHAMPTON GVTS|WV10 7NJ
Department for Transport|VOSA|04/04/2012|Trade Shows|Strategy and Customer|GEORGE WASHINGTON GOLF AND COUNTRY CLUB|760314|1822.95|MOT SEMINAR - EXTERNAL GATESHEAD|NE37 1PH
Department for Transport|VOSA|04/04/2012|Accommodation |Vehicle Testing|GENIE FRANCHISE MANAGEMENT LTD|760317|825|CONTRACT CLEANING FOR BICESTER GVTS - MARCH 2012|OX26 3ED
Department for Transport|VOSA|04/04/2012|Rent|Finance Estates and Performance|BOLSTERSTONE (NUMBER SEVEN) LIMITED - AP|760320|8161.2|SERVICE CHARGES-LEEDS TAN 25/03/12-23/06/12|S41 9FG
Department for Transport|VOSA|04/04/2012|Professional Fees|Finance Estates and Performance|PRGX UK LIMITED|760326|787.85|PROF SERVICES RE: RECOVERY FOR A1 FENCING & QUEENS HOTEL|LU1 3LU
Department for Transport|VOSA|04/04/2012|Health and Safety|Human Resources|ALDERMANS TOOLING LTD|760341|537.02|8x BASE CYLINDER LIFTING HANDLES FOR IVA TEST EQUIPMENT AS PER H&S RECOMMENDATIONS|PL7 4JH
Department for Transport|VOSA|04/04/2012|Travel and Subsistence|Road Traffic Enforcement|HILTON COVENTRY|760354|1694|ACCOMMODATION FOR 26/03/2012 - 22 PERSONS|CV2 2ST
Department for Transport|VOSA|04/04/2012|Accommodation |Vehicle Testing|BUSINESS STREAM - AP|760357|1813.94|WATER 14/03/12-31/03/12|EH12 1GT
Department for Transport|VOSA|04/04/2012|Stationary|Operations HQ|BANNER BUSINESS SUPPLIES LIMITED|760360|8192.64|DISPOSAL COSTS FOR CAT OF DEFECTS|NR3 1QU
Department for Transport|VOSA|04/04/2012|Computer Costs|Finance Estates and Performance|PURCHASING CARD CONSULTANCY LIMITED|760375|9600|ANNUAL OPERATING FEE FOR GOLD E-SOLUTIONS SOFTWARE|KY11 2YB
Department for Transport|VOSA|04/04/2012|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|SUFFOLK COUNTY COUNCIL|760376|5000|ELMSWELL CHECKING FEE|IP1 2DH
Department for Transport|VOSA|04/04/2012|Accommodation |Operations HQ|G4S CASH SOLUTIONS (UK) LIMITED|760432|497.97||PO7 7SE
Department for Transport|VOSA|04/04/2012|Accommodation |Operations HQ|EUI LTD|760440|3871.74||CF10 3AZ
Department for Transport|VOSA|05/04/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|PITNEY BOWES|760447|1000|POSTAGE MONEY FOR FRANKING MACHINE AT BIRMINGHAM TAO|CM19 5DQ
Department for Transport|VOSA|05/04/2012|Postage and Stationery|Road Traffic Enforcement|NEOPOST UK LTD|760449|1000|TOP UP FRANKING MACHINE FOR LEICESTER GVTS (MACHINE NO. N1125413)|RM1 2AR
Department for Transport|VOSA|05/04/2012|Capital Expenditure - Freehold Land|Finance Estates and Performance|VEALE WASBROUGH|760461|777.6|LEGAL SERVICES-LAND AT ELMSWELL|BS1 5WS
Department for Transport|VOSA|05/04/2012|Major Maintenance|Vehicle Testing|A B SOLUTIONS|760464|690|REMEDIAL WORKS - WATFORD VIC SITE|WD18 0AT
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Road Traffic Enforcement|STRAFFORDS COACHES|760467|610|COACH HIRE FOR ENFORCEMENT CONSISTENCY WORKSHOP|LL11 3RD
Department for Transport|VOSA|05/04/2012|Government Procurement Card|Finance Estates and Performance|NATWEST CARD CENTRE|760475|114169.54|GPC BILL-MARCH 2012|SS1 9AJ
Department for Transport|VOSA|05/04/2012|Testing Equipment Maintenance|Vehicle Testing|TRIUMPH|760481|815.76|15x EVERYDAY LOCKERS|CF48 1YH
Department for Transport|VOSA|05/04/2012|Construction Industry Tax|Finance Estates and Performance|SCOTROOFS LTD|760482|-720|FLAT ROOF REPAIRS|EH54 6EZ
Department for Transport|VOSA|05/04/2012|Major Maintenance|Vehicle Testing|SCOTROOFS LTD|760482|5700|FLAT ROOF REPAIRS|EH54 6EZ
Department for Transport|VOSA|05/04/2012|Major Maintenance|Vehicle Testing|DAVID PEARCE (ELECTRICAL CONTRACTORS) LTD|760494|1662.23|ELECTRICAL REMEDIALS 2011/2012|LE9 4LH
Department for Transport|VOSA|05/04/2012|Trade Shows|Strategy and Customer|MENZIES MICKLEOVER COURT|760498|1960|EXTERNAL - MOT SEMINAR FOR DERBY|DE3 0XX
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Office of the Traffic Commissioners and Licensing|GIFFORD PART OF RAMBOLL|760499|1256.47|PROFESSIONAL FEES & TRAVEL COSTS FOR OPC BOARD PANEL|SO40 7HT
Department for Transport|VOSA|05/04/2012|Major Maintenance|Vehicle Testing|LIVINGSTONE PROPERTY MAINTENANCE LTD|760505|2765.7|VARIOUS REPAIR WORKS|EH54 8RA
Department for Transport|VOSA|05/04/2012|Health and Safety|Human Resources|TOBY CHURCHILL LTD|760512|4320|LIGHTWRIGHTER SL40 CONNECT - JOHN HANNETTE|CB24 5QE
Department for Transport|VOSA|05/04/2012|Major Maintenance|Finance Estates and Performance|MOTT MACDONALD LTD - AP|760515|8310.4|PROFESSIONAL FEES FOR IAN WATKINS  W/E 24/02/12-16/03/12|CR0 2EE
Department for Transport|VOSA|05/04/2012|Major Maintenance|Finance Estates and Performance|DTZ|760516|11775|PROFESSIONAL FEES FOR VARIOUS SITE CLOSURES|EH3 9QG
Department for Transport|VOSA|05/04/2012|Stationary|Operations HQ|FIRST CLASS ENVELOPES LTD|760518|3828|200 162X235 WHITE WINDOW ENVELOPES|CF83 9BD
Department for Transport|VOSA|05/04/2012|Legal Charges|Operations HQ|STEPHEN THOMAS LAW|760549|595.34|Legal Charges|ME19 5QP
Department for Transport|VOSA|05/04/2012|Accommodation |Vehicle Testing|PACE FUELCARE LTD|760553|1031.21||TW20 9AB
Department for Transport|VOSA|05/04/2012|Legal Charges|Operations HQ|STEPHEN THOMAS LAW|760560|593.48|Legal Charges|ME19 5QP
Department for Transport|VOSA|05/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|VL TEST SYSTEMS LTD|760567|35980.13||MK18 1WA
Department for Transport|VOSA|05/04/2012|Legal Charges|Operations HQ|WOODFINES LLP|760569|3619.64|Legal Charges|MK9 2HR
Department for Transport|VOSA|05/04/2012|Accommodation |Vehicle Testing|DAVID BLOCKLEY|760572|842.69||BD11 1JL
Department for Transport|VOSA|05/04/2012|Accommodation |Vehicle Testing|CONSULTANT CLEANERS LIMITED|760581|1212.96||WF16 0NF
Department for Transport|VOSA|05/04/2012|Accommodation |Vehicle Testing|ABSOLUTELY CLEANING SERVICES LTD|760582|511.31||SN11 8RR
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760741|20|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760741|84|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760741|89.02|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760741|358|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|760878|20|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|760878|54.25|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|760878|74.9|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|760878|88.25|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Chief Executive|Staff Travel Costs|760878|320|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760961|25|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760961|105|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760961|108.9|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|760961|300|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761042|25|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761042|105|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761042|119.7|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761042|394.95|T&S|
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761249|25|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761249|56.02|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761249|105|T&S|EH54 5DD
Department for Transport|VOSA|05/04/2012|Travel and Subsistence|Vehicle Testing|Staff Travel Costs|761249|387.5|T&S|EH54 5DD
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|ON SITE TRUCK REPAIRS LTD|761468|715.12|LOADED TRAILER RENTAL FOR WOLVERHAMPTON GVTS - MARCH 2012|SK6 2QR
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|HUMBER BRIDGE BOARD|761473|600|RENT LORRY PARK 01/04/12-31/03/13|HU13 0EX
Department for Transport|VOSA|10/04/2012|Room Hire|Vehicle Testing|CARLTON PARK HOTEL|761479|910|ACCOMMODATION A BURNETT W/B 18-29/03/12|S60 2BG
Department for Transport|VOSA|10/04/2012|Room Hire|Vehicle Testing|CARLTON PARK HOTEL|761480|910|ACCOMMODATION L WILLIAMS W/B 18-29/03/12|S60 2BG
Department for Transport|VOSA|10/04/2012|Capital Expenditure - Rented Property Improvements|Finance Estates and Performance|MOTT MACDONALD LTD - AP|761481|2668.5|FEES CHILCOMB|CR0 2EE
Department for Transport|VOSA|10/04/2012|Major Maintenance|Vehicle Testing|JOHNNIE JOHNSTONE JOINER|761482|1000.8|REPLACEMENT OF 2 ROOFING SHEETS AT NEWTON STEWART GVTS|DG8 6NP
Department for Transport|VOSA|10/04/2012|Capital Expenditure - Freehold Land|Finance Estates and Performance|BARTON PROPERTY CONSULTANTS|761484|790.5|PROFESSIONAL SERVICES BETWEEN 01/01/2012 TO 29/03/2012 RE: SALE OF LAND AT ELMSWELL|IP31 2RZ
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761485|2958.9|RENT SOUTHAMPTON VIC 01-24/12/11|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent Service Charges|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761491|222.01|RENT & SERVICE CHARGES SOUTHAMPTON VIC 01-30/11/11|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761491|3895.9|RENT & SERVICE CHARGES SOUTHAMPTON VIC 01-30/11/11|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent Service Charges|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761493|580.8|RENT & SERVICE CHARGES SOUTHAMPTON VIC 25/12/11-24/03/12|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761493|11250|RENT & SERVICE CHARGES SOUTHAMPTON VIC 25/12/11-24/03/12|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|COLLIERS INTERNATIONAL UK PLC|761494|11830.8|RENT & SERVICE CHARGES SOUTHAMPTON VIC 25/03/12-23/06/12|W1U 1HL
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|POOLE HARBOUR COMMISSIONSERS|761495|685.15|RENT/LICENCE FEE POOLE 29/04/12-28/07/12|BH15 4AJ
Department for Transport|VOSA|10/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|STONERIDGE ELECTRONICS LTD|761497|408|CONTRACT 016/005/910-ON SITE CALIBRATION CHARGES|DD4 9UB
Department for Transport|VOSA|10/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|STONERIDGE ELECTRONICS LTD|761497|1122|CONTRACT 016/005/910-ON SITE CALIBRATION CHARGES|DD4 9UB
Department for Transport|VOSA|10/04/2012|Rent|Finance Estates and Performance|WELCOME ESTATES LTD|761501|44841.4|RENT & SERVICE CHARGES BIRMINGHAM TAO 25/03/12-23/06/12|M7 4EG
Department for Transport|VOSA|10/04/2012|Accommodation |Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LIMITED - AP|761502|630.12|WASTE,SECURITY & CLEANING BH FEB 2012|BS34 6YU
Department for Transport|VOSA|10/04/2012|Accommodation |Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LIMITED - AP|761502|6124.46|WASTE,SECURITY & CLEANING BH FEB 2012|BS34 6YU
Department for Transport|VOSA|10/04/2012|Accommodation |Finance Estates and Performance|INTERSERVE (FACILITIES MANAGEMENT) LIMITED - AP|761502|7747.89|WASTE,SECURITY & CLEANING BH FEB 2012|BS34 6YU
Department for Transport|VOSA|10/04/2012|Payroll |Human Resources|LOGICA IT SERVICES UK LIMITED|761503|13661.47|SUPPLY OF SERVICES IN RESPECT OF EPAYFACT MARCH 2012|CF31 9AP
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|EXETER COLLEGE|761504|4450|CLASSROOM & OFFICE HIRE MARCH 2012 CONTRACT 016/005/1356|EX4 4JS
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|GTG TRAINING - AP|761505|5382|CLASSROOM & WORKSHOP HIRE GLASGOW MARCH 2012|G14 0BJ
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|GTG TRAINING - AP|761506|5904|CLASSROOM & WORKSHOP HIRE EDINBURGH MARCH 2012|G14 0BJ
Department for Transport|VOSA|10/04/2012|Office Machinery|Finance Estates and Performance|MB AUDIO VISUAL LTD|761507|3155.76|INSTALATION OF AV EQUIP 2 SITES UNDER YOUR IDEAS PROGRAM|YO7 2EG
Department for Transport|VOSA|10/04/2012|Major Maintenance|Vehicle Testing|PETER SMITH PAINTER & DECORATOR|761508|5421.6|INT TEST HALL & OFFICE/KITCHEN/TOILET|AB55 5DH
Department for Transport|VOSA|10/04/2012|Major Maintenance|Vehicle Testing|MTC ELECTRICAL SERVICES|761509|3168.54|REPLACE BALLASTS & LIGHTING CONTROLS TH|KA1 2RS
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|ELITE HEALTHCARE SERVICES LTD|761511|950.7|AIR FRESH,SOAP & QUADRASON UNIT|CV21 2NP
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|ON SITE TRUCK REPAIRS LTD|761513|510.8|TRAILER HIRE FEB 2012 40 X 25.54|SK6 2QR
Department for Transport|VOSA|10/04/2012|Capital Expenditure - Plant and Equipment|Finance Estates and Performance|L.E.T AUTOMOTIVE|761561|2768||B - 9800
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|NFT TRUCK AND TRAILERS|761562|778.85||BS11 8DT
Department for Transport|VOSA|10/04/2012|Legal Charges|Operations HQ|WOODFINES LLP|761563|1000|Legal Charges|MK9 2HR
Department for Transport|VOSA|10/04/2012|Accommodation |Operations HQ|EUI LTD|761566|3871.74||CF10 3AZ
Department for Transport|VOSA|10/04/2012|Weighbridge Maintenance|Finance Estates and Performance|AXLE WEIGHT TECHNOLOGY LTD|761570|4315.17||WA7 4UN
Department for Transport|VOSA|10/04/2012|Legal Charges|Operations HQ|QUALITY SOLICITORS EDWARD HUGHES|761572|2305.96|Legal Charges|LL18 1AH
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|ANTHONY ROBSON TRANSPORT|761573|753.31||DN6 7AW
Department for Transport|VOSA|10/04/2012|Postage and Stationery|Road Traffic Enforcement|NEOPOST UK LTD|761584|500|FRANKING MACHINE TOP UP|RM1 2AR
Department for Transport|VOSA|10/04/2012|Major Maintenance|Road Traffic Enforcement|CHEW VALLEY HIRE LTD|761587|2304|HIRE OF PORTALOO @ TORMARTON W/B 03/01/12-26/03/12|BS40 6NQ
Department for Transport|VOSA|10/04/2012|Major Maintenance|Vehicle Testing|STEVE GILBERT BUILDING SERVICES LTD|761589|2249.09|GENERAL FIRE DOOR & FENCING REMEDIALS|PE6 0BA
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Strategy and Customer|JILL F PALMER|761591|2565.2|NED'S EXPENSES|B91 3EJ
Department for Transport|VOSA|10/04/2012|Major Maintenance|Vehicle Testing|BBC FIRE PROTECTION LTD|761593|5689.43|REMEDIALS @ VARIOUS SITES|NR18 0QH
Department for Transport|VOSA|10/04/2012|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|GVA GRIMLEY|761594|3135.73|FEES RE GLENLUCE CHANGE OF USE|B1 2JB
Department for Transport|VOSA|10/04/2012|Transcription |Operations HQ|AVR TRANSCRIPTION LTD - AP|761595|926.16|TRANSCRIPTION OF INTERVIEWS MARCH 2012|BL6 6HG
Department for Transport|VOSA|10/04/2012|Capital Expenditure - Freehold Land|Finance Estates and Performance|GREENE & GREENE SOLICITORS|761602|6638|PROFESSIONAL FEES ELMSWELL|IP33 1QB
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|PARAGON EDUCATION & SKILLS LTD|761606|5449.02|CLASSROOM & MOT BAY HIRE 36 OF 36|S9 1XH
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Strategy and Customer|RDW VEHICLE APPROVAL AND INFORMATION|761608|991.12|RTN FLIGHTS AMSTERDAM/BRISTOL & TAXI FARES|
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|SHIRLEY SHELLEY CONTRACT CLEANERS LTD|761616|643.5|CONTRACT CLEANING SERVICES MARCH 2012|IP4 4NB
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|BUSINESS STREAM - AP|761617|781.95|WATER 14/12/11-20/03/12|EH12 1GT
Department for Transport|VOSA|10/04/2012|Computer Costs|Operations|FREIGHT TRANSPORT ASSOCIATION|761623|4759.55|TACHOGRAPH ANALYSIS|TN4 9UZ
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Strategy and Customer|ENTERPRISE RENT-A-CAR|761624|38.39|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Office of the Traffic Commissioners and Licensing|ENTERPRISE RENT-A-CAR|761624|45.95|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Vehicle Testing|ENTERPRISE RENT-A-CAR|761624|73.56|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Operations HQ|ENTERPRISE RENT-A-CAR|761624|368.5|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Operations|ENTERPRISE RENT-A-CAR|761624|376.24|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Chief Executive|ENTERPRISE RENT-A-CAR|761624|781.1|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Road Traffic Enforcement|ENTERPRISE RENT-A-CAR|761624|1091.05|CONSOLIDATED INVOICE-OVERDUE SWEEP UP MARCH 2012|TW20 8RX
Department for Transport|VOSA|10/04/2012|Accommodation |Road Traffic Enforcement|GREENSTAR CLEANERS LTD - AP|761625|780|OFFICE CLEANING @ HANDCROSS & LEATHERHEAD W/B|RH10 9PY
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Road Traffic Enforcement|ENTERPRISE RENT-A-CAR|761626|40.85|CONSOLIDATED INVOICE - OVERDUE SWEEP UP|TW20 8RX
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Vehicle Testing|ENTERPRISE RENT-A-CAR|761626|859.26|CONSOLIDATED INVOICE - OVERDUE SWEEP UP|TW20 8RX
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|MORAY FIRTH TRAINING GROUP|761628|3650.8|CONTRACT 016/005/2604-TRAINING VENUE CLASSROON/MOT BAY MARCH 2012|IV1 1UF
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|W PARKER & SON (CROYDON) LTD|761629|1200|DEEP CLEAN OFFICE ON 02,03 & 06/02/12|CR0 3HP
Department for Transport|VOSA|10/04/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|WILLIAMS LEA LTD|761631|783|VOSA ECMT UK ROAD HAULAGE PERMITS|W2 6LG
Department for Transport|VOSA|10/04/2012|Accommodation |Vehicle Testing|WESSEX WATER|761633|601.7|WATER 22/09/11-15/03/12|BS48 1WA
Department for Transport|VOSA|10/04/2012|Travel and Subsistence|Chief Executive|ENTERPRISE RENT-A-CAR|761636|862.32|CONSOLIDATED INVOICE - OVERDUE SWEEP UP|TW20 8RX
Department for Transport|VOSA|10/04/2012|Telecommunication|Chief Information Officer|BT|761640|547.98|WORK CARRIED OUT @ MITCHAM|DH98 1BT
Department for Transport|VOSA|10/04/2012|Room Hire|Human Resources|MODURDY OWEN G MOTORS|761641|4927.5|BRIDGEND TRAINING VENUE MARCH 2012|CF31 3AP
Department for Transport|VOSA|10/04/2012|Translation Services|Operations HQ|LANGUAGE LINE SERVICES|761652|4024.2|TRANSLATION SERVICES|E14 5NR
Department for Transport|VOSA|10/04/2012|Childcare Voucher Scheme|Human Resources|CHILDCARE VOUCHERS LTD|761655|656.29|CHILDCARE VOUCHERS|SW1V 2RS
Department for Transport|VOSA|10/04/2012|Childcare Voucher Scheme|Finance Estates and Performance|CHILDCARE VOUCHERS LTD|761655|12868.47|CHILDCARE VOUCHERS|SW1V 2RS
Department for Transport|VOSA|10/04/2012|Accommodation |Finance Estates and Performance|GUARDIAN SECURITY ELECTRONICS LIMITED|761659|884.64|SUPPLY AND FIT FAN TO 2ND FLOOR KITCHEN & SUPPLY OF WINDOW HANDLES - 13/03/2012|BS20 7AN
Department for Transport|VOSA|11/04/2012|Accommodation |Vehicle Testing|C.J. MASON TRANSPORT LTD|761927|523.49||NP20 5NJ
Department for Transport|VOSA|11/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO SERVICE LTD|761929|1295.54||HX2 6JB
Department for Transport|VOSA|11/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|GEMCO SERVICE LTD|761930|974.86||HX2 6JB
Department for Transport|VOSA|11/04/2012|Accommodation |Vehicle Testing|C.J. MASON TRANSPORT LTD|761932|625.04||NP20 5NJ
Department for Transport|VOSA|11/04/2012|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD|761934|519.48||PE13 2TZ
Department for Transport|VOSA|12/04/2012|Postage and Stationery|Office of the Traffic Commissioners and Licensing|NEOPOST UK LTD|761938|2000|TOP UP OF FRANKING MACHINE|RM1 2AR
Department for Transport|VOSA|12/04/2012|Accommodation |Vehicle Testing|ISS FACILITY SERVICES|761940|1151.04|CONTRACT CLEANING APRIL, NEWCASTLE GVTS|BL6 6SU
Department for Transport|VOSA|12/04/2012|Accommodation |Vehicle Testing|INTER COUNTY SERVICE GROUP LTD - AP|761962|1179|OFFICE & WINDOW  CLEANING APR 12|NN10 6EN
Department for Transport|VOSA|12/04/2012|Postage and Stationery|Vehicle Testing|ROYAL MAIL|761968|180|WEEKDAY COLLECTION FEE|S49 1HQ
Department for Transport|VOSA|12/04/2012|Postage and Stationery|Road Traffic Enforcement|ROYAL MAIL|761968|720|WEEKDAY COLLECTION FEE|S49 1HQ
Department for Transport|VOSA|12/04/2012|Postage and Stationery|Vehicle Testing|ROYAL MAIL|761974|360|MAIL COLLECTION SERVICE|S49 1HQ
Department for Transport|VOSA|12/04/2012|Postage and Stationery|Road Traffic Enforcement|ROYAL MAIL|761974|540|MAIL COLLECTION SERVICE|S49 1HQ
Department for Transport|VOSA|12/04/2012|Accommodation |Vehicle Testing|ELEMENT UK LIMITED|762005|513|OFFICE CLEANING|SE14 5RW
Department for Transport|VOSA|12/04/2012|Accommodation |Finance Estates and Performance|CW FACILITIES MANAGEMENT|762007|646.8|ELIPSE 1ST FLOOR DECORATING YOUR IDEAS REF 143|CF63 3RF
Department for Transport|VOSA|13/04/2012|MOT Computerisation|Finance Estates and Performance|NCC SERVICES LIMITED|762276|1290|ESCROW AGREEMENT VSI-35124-RENEWAL FEE, 30/5/12-29/5/13|M1 7EF
Department for Transport|VOSA|13/04/2012|Accommodation |Office of the Traffic Commissioners and Licensing|CORPS SECURITY - AP|762277|3191.15|HILLCREST HOUSE APRIL SECURITY CHARGES|RH10 9WE
Department for Transport|VOSA|13/04/2012|Major Maintenance|Finance Estates and Performance|BRITISH GAS TRADING LTD|762278|1317|6 MONTHS ON-GOING M&T CHARGES|SL4 5GD
Department for Transport|VOSA|13/04/2012|Major Maintenance|Finance Estates and Performance|BRITISH GAS TRADING LTD|762278|6585|6 MONTHS ON-GOING M&T CHARGES|SL4 5GD
Department for Transport|VOSA|13/04/2012|Rent Service Charges|Finance Estates and Performance|DWP|762280|733.61|RENT AND SERVICE CHARGE FOR CARADOG HOUSE APRIL|CF14 3UW
Department for Transport|VOSA|13/04/2012|Rent|Finance Estates and Performance|DWP|762280|15111.5|RENT AND SERVICE CHARGE FOR CARADOG HOUSE APRIL|CF14 3UW
Department for Transport|VOSA|13/04/2012|Accommodation |Vehicle Testing|JOHN RAYMOND TRANSPORT LIMITED|762308|919.44|TRAILER HIRE MAR 12|CF31 3EZ
Department for Transport|VOSA|13/04/2012|Accommodation |Vehicle Testing|BROWN COMMERCIALS|762313|588|HIRE TRAILER MAINTENANCE|CT3 4HQ
